date,locality,site,bar,station,tran_length,elev_m
7/8/2010,LC,I,3,LCI3,7.5,0.469
7/8/2010,LC,I,3,LCI3,17.5,0.309
7/8/2010,LC,I,3,LCI3,2.5,0.129
7/8/2010,LC,I,3,LCI3,10,0.439
7/8/2010,LC,I,3,LCI3,15,0.419
7/8/2010,LC,N,1,LCN1,12.5,0.062
7/8/2010,LC,N,1,LCN1,5,-0.023
7/8/2010,LC,N,1,LCN1,10,0.062
7/8/2010,LC,N,1,LCN1,2.5,-0.093
7/8/2010,LC,N,1,LCN1,7.5,-0.003
7/8/2010,LC,N,2,LCN2,17.5,0.106
7/8/2010,LC,N,2,LCN2,15,0.266
7/8/2010,LC,N,2,LCN2,18.25,0.106
7/8/2010,LC,N,2,LCN2,2.5,0.071
7/8/2010,LC,N,2,LCN2,12.5,0.236
7/8/2010,LC,N,2,LCN2,7.5,0.196
7/8/2010,LC,N,2,LCN2,5,0.106
7/8/2010,LC,N,2,LCN2,10,0.226
7/8/2010,LC,N,4,LCN4,2.5,
7/8/2010,LC,N,4,LCN4,5,
7/8/2010,LC,N,4,LCN4,7.5,
7/8/2010,LC,N,4,LCN4,10,
7/8/2010,LC,N,4,LCN4,12.5,
7/8/2010,LC,N,4,LCN4,15,
7/8/2010,LC,N,4,LCN4,17.5,
7/8/2010,LC,N,4,LCN4,18.5,
7/8/2010,LC,N,5,LCN5,10,-0.055
7/8/2010,LC,N,5,LCN5,7.5,-0.105
7/8/2010,LC,N,5,LCN5,2.5,-0.165
7/8/2010,LC,N,5,LCN5,36,-0.305
7/8/2010,LC,N,5,LCN5,20,-0.115
7/8/2010,LC,N,5,LCN5,32.5,-0.255
7/8/2010,LC,N,5,LCN5,5,-0.12
7/8/2010,LC,N,5,LCN5,27.5,-0.2
7/8/2010,LC,N,5,LCN5,30,-0.245
7/8/2010,LC,N,5,LCN5,22.5,-0.145
7/8/2010,LC,N,5,LCN5,12.5,-0.035
7/8/2010,LC,N,5,LCN5,25,-0.165
7/8/2010,LC,N,5,LCN5,17.5,-0.055
7/8/2010,LC,N,5,LCN5,15,0.125
7/8/2010,LC,O,1,LCO1,2.5,
7/8/2010,LC,O,1,LCO1,5,
7/8/2010,LC,O,1,LCO1,7.5,
7/8/2010,LC,O,1,LCO1,10,
7/8/2010,LC,O,1,LCO1,12.5,
7/8/2010,LC,O,1,LCO1,15,
7/8/2010,LC,O,1,LCO1,17.5,
7/8/2010,LC,O,1,LCO1,20.75,
7/8/2010,LC,O,2,LCO2,2.5,
7/8/2010,LC,O,2,LCO2,5,
7/8/2010,LC,O,2,LCO2,7.5,
7/8/2010,LC,O,2,LCO2,10,
7/8/2010,LC,O,2,LCO2,12.5,
7/8/2010,LC,O,2,LCO2,14.6,
7/8/2010,LC,O,3,LCO3,2.5,
7/8/2010,LC,O,3,LCO3,5,
7/8/2010,LC,O,3,LCO3,7.5,
7/8/2010,LC,O,3,LCO3,10,
7/8/2010,LC,O,3,LCO3,12.5,
7/8/2010,LC,O,3,LCO3,15,
7/8/2010,LC,O,3,LCO3,17.5,
7/8/2010,LC,O,3,LCO3,20,
7/8/2010,LC,O,3,LCO3,21.75,
7/9/2010,CK,I,1,CKI1,5,0.051
7/9/2010,CK,I,1,CKI1,2.5,-0.239
7/9/2010,CK,I,1,CKI1,25,-0.204
7/9/2010,CK,I,1,CKI1,20,-0.014
7/9/2010,CK,I,1,CKI1,17.5,-0.049
7/9/2010,CK,I,1,CKI1,7.5,0.011
7/9/2010,CK,I,1,CKI1,10,0.041
7/9/2010,CK,I,1,CKI1,15,0.011
7/9/2010,CK,I,1,CKI1,22.5,-0.049
7/9/2010,CK,I,1,CKI1,12.5,0.031
7/9/2010,CK,I,1,CKI1,27.5,
7/9/2010,CK,I,1,CKI1,29.2,
7/9/2010,CK,I,2,CKI2,2.5,-0.324
7/9/2010,CK,I,2,CKI2,25,0.141
7/9/2010,CK,I,2,CKI2,17.5,0.011
7/9/2010,CK,I,2,CKI2,7.5,-0.094
7/9/2010,CK,I,2,CKI2,20,0.021
7/9/2010,CK,I,2,CKI2,10,-0.069
7/9/2010,CK,I,2,CKI2,12.5,-0.009
7/9/2010,CK,I,2,CKI2,15,-0.019
7/9/2010,CK,I,2,CKI2,22.5,0.016
7/9/2010,CK,I,2,CKI2,5,-0.149
7/9/2010,CK,I,3,CKI3,2.5,
7/9/2010,CK,I,3,CKI3,5,
7/9/2010,CK,I,3,CKI3,7.5,
7/9/2010,CK,I,3,CKI3,10,
7/9/2010,CK,I,3,CKI3,12.5,
7/9/2010,CK,I,3,CKI3,15,
7/9/2010,CK,I,3,CKI3,17.5,
7/9/2010,CK,I,3,CKI3,20,
7/9/2010,CK,I,3,CKI3,21.8,
7/9/2010,CK,N,1,CKN1,7.5,0.824
7/9/2010,CK,N,1,CKN1,12.5,0.634
7/9/2010,CK,N,1,CKN1,10,0.669
7/9/2010,CK,N,1,CKN1,15,0.504
7/9/2010,CK,N,1,CKN1,2.5,0.504
7/9/2010,CK,N,1,CKN1,5,0.724
7/9/2010,CK,N,2,CKN2,30,-0.048
7/9/2010,CK,N,2,CKN2,27.5,-0.153
7/9/2010,CK,N,2,CKN2,25,-0.208
7/9/2010,CK,N,2,CKN2,22.5,-0.258
7/9/2010,CK,N,2,CKN2,17.5,-0.348
7/9/2010,CK,N,2,CKN2,15,-0.408
7/9/2010,CK,N,2,CKN2,12.5,-0.438
7/9/2010,CK,N,2,CKN2,10,-0.478
7/9/2010,CK,N,2,CKN2,5,-0.598
7/9/2010,CK,N,2,CKN2,2.5,-0.668
7/9/2010,CK,N,2,CKN2,7.5,-0.528
7/9/2010,CK,N,2,CKN2,20,-0.288
7/9/2010,CK,N,2,CKN2,32.5,-0.098
7/9/2010,CK,N,2,CKN2,35,-0.418
7/9/2010,CK,N,3,CKN3,2.5,-0.343
7/9/2010,CK,N,3,CKN3,7.5,-0.063
7/9/2010,CK,N,3,CKN3,5,-0.133
7/9/2010,CK,N,3,CKN3,17.5,-0.183
7/9/2010,CK,N,3,CKN3,12.5,0.9305
7/9/2010,CK,N,3,CKN3,10,0.928
7/9/2010,CK,N,3,CKN3,15,-0.033
7/9/2010,CK,O,1,CKO1,2.5,
7/9/2010,CK,O,1,CKO1,5,
7/9/2010,CK,O,1,CKO1,7.5,
7/9/2010,CK,O,1,CKO1,10,
7/9/2010,CK,O,1,CKO1,12.5,
7/9/2010,CK,O,1,CKO1,15,
7/9/2010,CK,O,1,CKO1,17.5,
7/9/2010,CK,O,1,CKO1,20,
7/9/2010,CK,O,1,CKO1,23.3,
7/9/2010,CK,O,2,CKO2,2.5,
7/9/2010,CK,O,2,CKO2,5,
7/9/2010,CK,O,2,CKO2,7.5,
7/9/2010,CK,O,2,CKO2,10,
7/9/2010,CK,O,2,CKO2,12.5,
7/9/2010,CK,O,2,CKO2,15,
7/9/2010,CK,O,2,CKO2,17.5,
7/9/2010,CK,O,2,CKO2,20,
7/9/2010,CK,O,2,CKO2,22.5,
7/9/2010,CK,O,2,CKO2,25,
7/9/2010,CK,O,2,CKO2,27.5,
7/9/2010,CK,O,2,CKO2,30.4,
7/9/2010,CK,O,3,CKO3,30,0.091
7/9/2010,CK,O,3,CKO3,27.5,0.051
7/9/2010,CK,O,3,CKO3,25,0.041
7/9/2010,CK,O,3,CKO3,22.5,-0.004
7/9/2010,CK,O,3,CKO3,20,-0.029
7/9/2010,CK,O,3,CKO3,33,-0.029
7/9/2010,CK,O,3,CKO3,15,-0.084
7/9/2010,CK,O,3,CKO3,5,-0.459
7/9/2010,CK,O,3,CKO3,17.5,-0.089
7/9/2010,CK,O,3,CKO3,7.5,-0.449
7/9/2010,CK,O,3,CKO3,10,-0.314
7/9/2010,CK,O,3,CKO3,12.5,-0.029
7/9/2010,CK,O,3,CKO3,2.5,
7/9/2010,CR,I,1,CRI1,23.3,-0.5
7/9/2010,CR,I,1,CRI1,2.5,-0.51
7/9/2010,CR,I,1,CRI1,10,0.025
7/9/2010,CR,I,1,CRI1,7.5,0.09
7/9/2010,CR,I,1,CRI1,22.5,-0.5
7/9/2010,CR,I,1,CRI1,20,-0.345
7/9/2010,CR,I,1,CRI1,12.5,0.07
7/9/2010,CR,I,1,CRI1,15,0.055
7/9/2010,CR,I,1,CRI1,17.5,-0.035
7/9/2010,CR,I,1,CRI1,5,-0.14
7/9/2010,CR,I,3,CRI3,10,-0.108
7/9/2010,CR,I,3,CRI3,7.5,-0.173
7/9/2010,CR,I,3,CRI3,15,-0.613
7/9/2010,CR,I,3,CRI3,12.5,-0.163
7/9/2010,CR,I,3,CRI3,2.5,-0.483
7/9/2010,CR,I,3,CRI3,5,-0.153
7/9/2010,CR,N,1,CRN1,12.5,0.0005
7/9/2010,CR,N,1,CRN1,17.5,-1.0225
7/9/2010,CR,N,1,CRN1,10,0.0015
7/9/2010,CR,N,1,CRN1,7.5,-0.006
7/9/2010,CR,N,1,CRN1,20.5,-1.0375
7/9/2010,CR,N,1,CRN1,15,-0.0105
7/9/2010,CR,N,1,CRN1,2.5,-1.1275
7/9/2010,CR,N,1,CRN1,5,-0.9525
7/9/2010,CR,N,2,CRN2,12.5,0.232
7/9/2010,CR,N,2,CRN2,15,-0.128
7/9/2010,CR,N,2,CRN2,7.5,-0.348
7/9/2010,CR,N,2,CRN2,10,-0.023
7/9/2010,CR,N,2,CRN2,2.5,-0.593
7/9/2010,CR,N,2,CRN2,5,-0.438
7/9/2010,CR,N,2,CRN2,21.6,-0.468
7/9/2010,CR,N,2,CRN2,17.5,-0.288
7/9/2010,CR,N,2,CRN2,20,-0.468
7/10/2010,CR,N,3,CRN3,15,0.192
7/10/2010,CR,N,3,CRN3,17.5,0.192
7/10/2010,CR,N,3,CRN3,12.5,0.092
7/10/2010,CR,N,3,CRN3,10,-0.018
7/10/2010,CR,N,3,CRN3,20,0.172
7/10/2010,CR,N,3,CRN3,5,-0.353
7/10/2010,CR,N,3,CRN3,30,-0.368
7/10/2010,CR,N,3,CRN3,27.5,-0.018
7/10/2010,CR,N,3,CRN3,2.5,-0.528
7/10/2010,CR,N,3,CRN3,22.5,0.092
7/10/2010,CR,N,3,CRN3,7.5,-0.268
7/10/2010,CR,N,3,CRN3,25,0.042
8/5/2010,CR,I,1,CRI1,10,0.025
8/5/2010,CR,I,1,CRI1,22,-0.345
8/5/2010,CR,I,1,CRI1,2.5,-0.51
8/5/2010,CR,I,1,CRI1,20,-0.345
8/5/2010,CR,I,1,CRI1,12.5,0.07
8/5/2010,CR,I,1,CRI1,7.5,0.09
8/5/2010,CR,I,1,CRI1,17.5,-0.035
8/5/2010,CR,I,1,CRI1,5,-0.14
8/5/2010,CR,I,1,CRI1,15,0.055
8/5/2010,CR,I,2,CRI2,10,-0.054
8/5/2010,CR,I,2,CRI2,12.5,-0.054
8/5/2010,CR,I,2,CRI2,15,-0.087
8/5/2010,CR,I,2,CRI2,18.5,-0.114
8/5/2010,CR,I,2,CRI2,7.5,-0.074
8/5/2010,CR,I,2,CRI2,5,-0.114
8/5/2010,CR,I,2,CRI2,2.5,-0.459
8/5/2010,CR,I,2,CRI2,17.5,-0.114
8/5/2010,CR,I,3,CRI3,7.5,-0.173
8/5/2010,CR,I,3,CRI3,5,-0.153
8/5/2010,CR,I,3,CRI3,13,-0.163
8/5/2010,CR,I,3,CRI3,10,-0.108
8/5/2010,CR,I,3,CRI3,12.5,-0.163
8/5/2010,CR,I,3,CRI3,2.5,-0.483
8/5/2010,CR,N,1,CRN1,12.5,0.0005
8/5/2010,CR,N,1,CRN1,7.5,-0.006
8/5/2010,CR,N,1,CRN1,15,-0.0105
8/5/2010,CR,N,1,CRN1,17.5,-1.0225
8/5/2010,CR,N,1,CRN1,10,0.0015
8/5/2010,CR,N,1,CRN1,5,-0.9525
8/5/2010,CR,N,1,CRN1,2.5,-1.1275
8/5/2010,CR,N,2,CRN2,12.5,0.232
8/5/2010,CR,N,2,CRN2,10,-0.023
8/5/2010,CR,N,2,CRN2,5,-0.438
8/5/2010,CR,N,2,CRN2,20,-0.468
8/5/2010,CR,N,2,CRN2,2.5,-0.593
8/5/2010,CR,N,2,CRN2,15,-0.128
8/5/2010,CR,N,2,CRN2,17.5,-0.288
8/5/2010,CR,N,2,CRN2,7.5,-0.348
8/5/2010,CR,N,3,CRN3,15,0.192
8/5/2010,CR,N,3,CRN3,17.5,0.192
8/5/2010,CR,N,3,CRN3,15,0.192
8/5/2010,CR,N,3,CRN3,17.5,0.192
8/5/2010,CR,N,3,CRN3,20,0.172
8/5/2010,CR,N,3,CRN3,12.5,0.092
8/5/2010,CR,N,3,CRN3,20,0.172
8/5/2010,CR,N,3,CRN3,12.5,0.092
8/5/2010,CR,N,3,CRN3,22.5,0.092
8/5/2010,CR,N,3,CRN3,22.5,0.092
8/5/2010,CR,N,3,CRN3,25,0.042
8/5/2010,CR,N,3,CRN3,32.5,-0.468
8/5/2010,CR,N,3,CRN3,30,-0.368
8/5/2010,CR,N,3,CRN3,2.5,-0.528
8/5/2010,CR,N,3,CRN3,7.5,-0.268
8/5/2010,CR,N,3,CRN3,5,-0.353
8/5/2010,CR,N,3,CRN3,27.5,-0.018
8/5/2010,CR,N,3,CRN3,7.5,-0.268
8/5/2010,CR,N,3,CRN3,32,-0.368
8/5/2010,CR,N,3,CRN3,30,-0.368
8/5/2010,CR,N,3,CRN3,5,-0.353
8/5/2010,CR,N,3,CRN3,27.5,-0.018
8/5/2010,CR,N,3,CRN3,25,0.042
8/5/2010,CR,N,3,CRN3,10,-0.018
8/5/2010,CR,N,3,CRN3,10,-0.018
8/5/2010,CR,N,3,CRN3,2.5,-0.528
8/5/2010,CR,O,1,CRO1,15,0.388
8/5/2010,CR,O,1,CRO1,17.5,0.348
8/5/2010,CR,O,1,CRO1,12.5,0.308
8/5/2010,CR,O,1,CRO1,20,0.268
8/5/2010,CR,O,1,CRO1,10,0.248
8/5/2010,CR,O,1,CRO1,22.5,0.233
8/5/2010,CR,O,1,CRO1,25,0.168
8/5/2010,CR,O,1,CRO1,27.5,0.148
8/5/2010,CR,O,1,CRO1,30,0.128
8/5/2010,CR,O,1,CRO1,7.5,0.098
8/5/2010,CR,O,1,CRO1,32.5,0.098
8/5/2010,CR,O,1,CRO1,35,0.048
8/5/2010,CR,O,1,CRO1,37.5,0.038
8/5/2010,CR,O,1,CRO1,40,-0.002
8/5/2010,CR,O,1,CRO1,42.5,-0.002
8/5/2010,CR,O,1,CRO1,45,-0.057
8/5/2010,CR,O,1,CRO1,47.5,-0.102
8/5/2010,CR,O,1,CRO1,50,-0.162
8/5/2010,CR,O,1,CRO1,52.5,-0.162
8/5/2010,CR,O,1,CRO1,55,-0.162
8/5/2010,CR,O,1,CRO1,57.5,-0.162
8/5/2010,CR,O,1,CRO1,5,-0.077
8/5/2010,CR,O,1,CRO1,2.5,-0.342
8/5/2010,CR,O,2,CRO2,10,0.098
8/5/2010,CR,O,2,CRO2,5,0.083
8/5/2010,CR,O,2,CRO2,2.5,-0.127
8/5/2010,CR,O,2,CRO2,40,-0.217
8/5/2010,CR,O,2,CRO2,42.5,-0.217
8/5/2010,CR,O,2,CRO2,45,-0.217
8/5/2010,CR,O,2,CRO2,7.5,0.193
8/5/2010,CR,O,2,CRO2,35,-0.217
8/5/2010,CR,O,2,CRO2,32.5,-0.217
8/5/2010,CR,O,2,CRO2,37.5,-0.217
8/5/2010,CR,O,2,CRO2,12.5,0.083
8/5/2010,CR,O,2,CRO2,22.5,0.003
8/5/2010,CR,O,2,CRO2,15,0.078
8/5/2010,CR,O,2,CRO2,20,0.043
8/5/2010,CR,O,2,CRO2,25,-0.217
8/5/2010,CR,O,2,CRO2,30,-0.217
8/5/2010,CR,O,2,CRO2,17.5,0.068
8/5/2010,CR,O,2,CRO2,27.5,-0.217
8/5/2010,CR,O,3,CRO3,17.5,-0.083
8/5/2010,CR,O,3,CRO3,5,-0.098
8/5/2010,CR,O,3,CRO3,10,-0.113
8/5/2010,CR,O,3,CRO3,15,-0.113
8/5/2010,CR,O,3,CRO3,7.5,-0.133
8/5/2010,CR,O,3,CRO3,22.5,-0.323
8/5/2010,CR,O,3,CRO3,2.5,-0.493
8/5/2010,CR,O,3,CRO3,25,-0.513
8/5/2010,CR,O,3,CRO3,27.5,-0.543
8/5/2010,CR,O,3,CRO3,30,-0.588
8/5/2010,CR,O,3,CRO3,32.5,-0.643
8/5/2010,CR,O,3,CRO3,35,-0.713
8/5/2010,CR,O,3,CRO3,12.5,-0.113
8/5/2010,CR,O,3,CRO3,20,-0.188
8/6/2010,HB,I,1,HBI1,5,-0.245
8/6/2010,HB,I,1,HBI1,7.5,-0.135
8/6/2010,HB,I,1,HBI1,10,-0.07
8/6/2010,HB,I,1,HBI1,15,-0.025
8/6/2010,HB,I,1,HBI1,22.5,-0.025
8/6/2010,HB,I,1,HBI1,30,-0.125
8/6/2010,HB,I,1,HBI1,2.5,-0.535
8/6/2010,HB,I,1,HBI1,12.5,-0.05
8/6/2010,HB,I,1,HBI1,17.5,-0.015
8/6/2010,HB,I,1,HBI1,25,-0.03
8/6/2010,HB,I,1,HBI1,20,-0.015
8/6/2010,HB,I,1,HBI1,27.5,-0.055
8/6/2010,HB,I,1,HBI1,32,-0.125
8/6/2010,HB,I,2,HBI2,17.5,-0.393
8/6/2010,HB,I,2,HBI2,2.5,-0.253
8/6/2010,HB,I,2,HBI2,7.5,-0.058
8/6/2010,HB,I,2,HBI2,10,-0.053
8/6/2010,HB,I,2,HBI2,5,-0.083
8/6/2010,HB,I,2,HBI2,12.5,-0.093
8/6/2010,HB,I,2,HBI2,15,-0.213
8/6/2010,HB,I,3,HBI3,27.5,-0.562
8/6/2010,HB,I,3,HBI3,25,-0.472
8/6/2010,HB,I,3,HBI3,22.5,-0.152
8/6/2010,HB,I,3,HBI3,17.5,0.088
8/6/2010,HB,I,3,HBI3,20,-0.002
8/6/2010,HB,I,3,HBI3,12.5,0.063
8/6/2010,HB,I,3,HBI3,2.5,-0.572
8/6/2010,HB,I,3,HBI3,15,0.098
8/6/2010,HB,I,3,HBI3,10,0.048
8/6/2010,HB,I,3,HBI3,5,-0.352
8/6/2010,HB,I,3,HBI3,7.5,-0.162
8/6/2010,HB,N,1,HBN1,12.5,-0.45
8/6/2010,HB,N,1,HBN1,2.5,-0.565
8/6/2010,HB,N,1,HBN1,5,-0.46
8/6/2010,HB,N,1,HBN1,18,-0.6
8/6/2010,HB,N,1,HBN1,7.5,-0.48
8/6/2010,HB,N,1,HBN1,10,-0.445
8/6/2010,HB,N,1,HBN1,15,-0.58
8/6/2010,HB,N,2,HBN2,25,-0.666
8/6/2010,HB,N,2,HBN2,20,-0.436
8/6/2010,HB,N,2,HBN2,10,-0.551
8/6/2010,HB,N,2,HBN2,2.5,-0.626
8/6/2010,HB,N,2,HBN2,12.5,-0.536
8/6/2010,HB,N,2,HBN2,22.5,-0.441
8/6/2010,HB,N,2,HBN2,5,-0.591
8/6/2010,HB,N,2,HBN2,15,-0.496
8/6/2010,HB,N,2,HBN2,7.5,-0.566
8/6/2010,HB,N,2,HBN2,17.5,-0.496
8/6/2010,HB,N,3,HBN3,2.5,-0.711
8/6/2010,HB,N,3,HBN3,17.5,-0.751
8/6/2010,HB,N,3,HBN3,5,-0.576
8/6/2010,HB,N,3,HBN3,7.5,-0.511
8/6/2010,HB,N,3,HBN3,15,-0.661
8/6/2010,HB,N,3,HBN3,12.5,-0.551
8/6/2010,HB,N,3,HBN3,10,-0.491
8/6/2010,HB,O,1,HBO1,5,-0.555
8/6/2010,HB,O,1,HBO1,17.5,-0.505
8/6/2010,HB,O,1,HBO1,25,-0.605
8/6/2010,HB,O,1,HBO1,22.5,-0.745
8/6/2010,HB,O,1,HBO1,10,-0.525
8/6/2010,HB,O,1,HBO1,7.5,-0.545
8/6/2010,HB,O,1,HBO1,27.5,-0.555
8/6/2010,HB,O,1,HBO1,12.5,-0.525
8/6/2010,HB,O,1,HBO1,15,-0.53
8/6/2010,HB,O,1,HBO1,30,-0.545
8/6/2010,HB,O,1,HBO1,20,-0.855
8/6/2010,HB,O,1,HBO1,32.5,-0.525
8/6/2010,HB,O,1,HBO1,2.5,-0.605
8/7/2010,LC,I,1,LCI1,20,-0.115
8/7/2010,LC,I,1,LCI1,12.5,0.235
8/7/2010,LC,I,1,LCI1,2.5,-0.165
8/7/2010,LC,I,1,LCI1,17.5,0.18
8/7/2010,LC,I,1,LCI1,10,0.225
8/7/2010,LC,I,1,LCI1,5,0.07
8/7/2010,LC,I,1,LCI1,15,0.245
8/7/2010,LC,I,1,LCI1,7.5,0.195
8/7/2010,LC,I,2,LCI2,20,-0.087
8/7/2010,LC,I,2,LCI2,2.5,-0.147
8/7/2010,LC,I,2,LCI2,17.5,0.033
8/7/2010,LC,I,2,LCI2,7.5,0.123
8/7/2010,LC,I,2,LCI2,15,0.063
8/7/2010,LC,I,2,LCI2,12.5,0.103
8/7/2010,LC,I,2,LCI2,10,0.123
8/7/2010,LC,I,2,LCI2,5,0.073
8/7/2010,LC,I,3,LCI3,20,0.109
8/7/2010,LC,I,3,LCI3,2.5,0.129
8/7/2010,LC,I,3,LCI3,12.5,0.439
8/7/2010,LC,I,3,LCI3,17.5,0.309
8/7/2010,LC,I,3,LCI3,10,0.439
8/7/2010,LC,I,3,LCI3,7.5,0.469
8/7/2010,LC,I,3,LCI3,5,0.389
8/7/2010,LC,I,3,LCI3,15,0.419
8/7/2010,LC,N,1,LCN1,5,-0.023
8/7/2010,LC,N,1,LCN1,10,0.062
8/7/2010,LC,N,1,LCN1,2.5,-0.093
8/7/2010,LC,N,1,LCN1,7.5,-0.003
8/7/2010,LC,N,1,LCN1,12.2,0.062
8/7/2010,LC,N,2,LCN2,0,
8/7/2010,LC,N,2,LCN2,0,
8/7/2010,LC,N,2,LCN2,0,
8/7/2010,LC,N,2,LCN2,0,
8/7/2010,LC,N,2,LCN2,3,0.071
8/7/2010,LC,N,2,LCN2,18,0.106
8/7/2010,LC,N,2,LCN2,33,0.106
8/7/2010,LC,N,3,LCN3,30,-0.52
8/7/2010,LC,N,3,LCN3,32,-0.52
8/7/2010,LC,N,3,LCN3,2.5,-0.61
8/7/2010,LC,N,3,LCN3,27.5,-0.445
8/7/2010,LC,N,3,LCN3,20,-0.3
8/7/2010,LC,N,3,LCN3,22.5,-0.35
8/7/2010,LC,N,3,LCN3,25,-0.41
8/7/2010,LC,N,3,LCN3,17.5,-0.19
8/7/2010,LC,N,3,LCN3,15,-0.08
8/7/2010,LC,N,3,LCN3,5,-0.28
8/7/2010,LC,N,3,LCN3,12.5,-0.04
8/7/2010,LC,N,3,LCN3,7.5,-0.1
8/7/2010,LC,N,3,LCN3,10,-0.01
8/7/2010,LC,N,4,LCN4,2.5,
8/7/2010,LC,N,4,LCN4,5,
8/7/2010,LC,N,4,LCN4,7.5,
8/7/2010,LC,N,4,LCN4,10,
8/7/2010,LC,N,4,LCN4,12.5,
8/7/2010,LC,N,4,LCN4,15,
8/7/2010,LC,N,4,LCN4,17.5,
8/7/2010,LC,O,1,LCO1,2.5,
8/7/2010,LC,O,1,LCO1,5,
8/7/2010,LC,O,1,LCO1,7.5,
8/7/2010,LC,O,1,LCO1,10,
8/7/2010,LC,O,1,LCO1,12.5,
8/7/2010,LC,O,1,LCO1,15,
8/7/2010,LC,O,1,LCO1,17.5,
8/7/2010,LC,O,2,LCO2,2.5,
8/7/2010,LC,O,2,LCO2,5,
8/7/2010,LC,O,2,LCO2,7.5,
8/7/2010,LC,O,2,LCO2,10,
8/7/2010,LC,O,2,LCO2,12.5,
8/7/2010,LC,O,2,LCO2,14,
8/7/2010,LC,O,3,LCO3,2.5,
8/7/2010,LC,O,3,LCO3,5,
8/7/2010,LC,O,3,LCO3,7.5,
8/7/2010,LC,O,3,LCO3,10,
8/7/2010,LC,O,3,LCO3,12.5,
8/7/2010,LC,O,3,LCO3,15,
8/7/2010,LC,O,3,LCO3,17.5,
8/7/2010,LC,O,3,LCO3,20,
8/8/2010,CK,I,1,CKI1,2.5,-0.239
8/8/2010,CK,I,1,CKI1,17.5,-0.049
8/8/2010,CK,I,1,CKI1,25,-0.204
8/8/2010,CK,I,1,CKI1,7.5,0.011
8/8/2010,CK,I,1,CKI1,15,0.011
8/8/2010,CK,I,1,CKI1,20,-0.014
8/8/2010,CK,I,1,CKI1,5,0.051
8/8/2010,CK,I,1,CKI1,10,0.041
8/8/2010,CK,I,1,CKI1,12.5,0.031
8/8/2010,CK,I,1,CKI1,22.5,-0.049
8/8/2010,CK,I,2,CKI2,30,-0.259
8/8/2010,CK,I,2,CKI2,2.5,-0.324
8/8/2010,CK,I,2,CKI2,5,-0.149
8/8/2010,CK,I,2,CKI2,10,-0.069
8/8/2010,CK,I,2,CKI2,7.5,-0.094
8/8/2010,CK,I,2,CKI2,25,0.141
8/8/2010,CK,I,2,CKI2,27.5,-0.039
8/8/2010,CK,I,2,CKI2,17.5,0.011
8/8/2010,CK,I,2,CKI2,20,0.021
8/8/2010,CK,I,2,CKI2,22.5,0.016
8/8/2010,CK,I,2,CKI2,15,-0.019
8/8/2010,CK,I,2,CKI2,12.5,-0.009
8/8/2010,CK,N,1,CKN1,5,0.724
8/8/2010,CK,N,1,CKN1,7.5,0.824
8/8/2010,CK,N,1,CKN1,15,0.504
8/8/2010,CK,N,1,CKN1,2.5,0.504
8/8/2010,CK,N,1,CKN1,12.5,0.634
8/8/2010,CK,N,1,CKN1,10,0.669
8/8/2010,CK,N,2,CKN2,30,-0.048
8/8/2010,CK,N,2,CKN2,32.5,-0.098
8/8/2010,CK,N,2,CKN2,27.5,-0.153
8/8/2010,CK,N,2,CKN2,22.5,-0.258
8/8/2010,CK,N,2,CKN2,20,-0.288
8/8/2010,CK,N,2,CKN2,17.5,-0.348
8/8/2010,CK,N,2,CKN2,15,-0.408
8/8/2010,CK,N,2,CKN2,35,-0.418
8/8/2010,CK,N,2,CKN2,12.5,-0.438
8/8/2010,CK,N,2,CKN2,10,-0.478
8/8/2010,CK,N,2,CKN2,7.5,-0.528
8/8/2010,CK,N,2,CKN2,5,-0.598
8/8/2010,CK,N,2,CKN2,2.5,-0.668
8/8/2010,CK,N,2,CKN2,37.5,-0.518
8/8/2010,CK,N,2,CKN2,25,-0.208
8/8/2010,CK,N,3,CKN3,7.5,-0.063
8/8/2010,CK,N,3,CKN3,2.5,-0.343
8/8/2010,CK,N,3,CKN3,5,-0.133
8/8/2010,CK,N,3,CKN3,17.5,-0.183
8/8/2010,CK,N,3,CKN3,12.5,0.9305
8/8/2010,CK,N,3,CKN3,15,-0.033
8/8/2010,CK,N,3,CKN3,10,0.928
8/8/2010,CK,O,1,CKO1,2.5,
8/8/2010,CK,O,1,CKO1,5,
8/8/2010,CK,O,1,CKO1,7.5,
8/8/2010,CK,O,1,CKO1,10,
8/8/2010,CK,O,1,CKO1,12.5,
8/8/2010,CK,O,1,CKO1,15,
8/8/2010,CK,O,1,CKO1,17.5,
8/8/2010,CK,O,1,CKO1,20,
8/8/2010,CK,O,1,CKO1,22.5,
8/8/2010,CK,O,1,CKO1,25,
8/8/2010,CK,O,2,CKO2,2.5,
8/8/2010,CK,O,2,CKO2,5,
8/8/2010,CK,O,2,CKO2,7.5,
8/8/2010,CK,O,2,CKO2,10,
8/8/2010,CK,O,2,CKO2,12.5,
8/8/2010,CK,O,2,CKO2,15,
8/8/2010,CK,O,2,CKO2,17.5,
8/8/2010,CK,O,2,CKO2,20,
8/8/2010,CK,O,2,CKO2,22.5,
8/8/2010,CK,O,2,CKO2,25,
8/8/2010,CK,O,2,CKO2,27.5,
8/8/2010,CK,O,2,CKO2,29.9,
8/8/2010,CK,O,3,CKO3,30,0.091
8/8/2010,CK,O,3,CKO3,27.5,0.051
