"","date","locality","site","bar","station","tran_length","elev_m"
"863","8/6/2010","HB","I",1,"HBI1","27.5",-0.055
"864","8/6/2010","HB","I",1,"HBI1","32",-0.125
"865","8/6/2010","HB","I",2,"HBI2","17.5",-0.393
"866","8/6/2010","HB","I",2,"HBI2","2.5",-0.253
"867","8/6/2010","HB","I",2,"HBI2","7.5",-0.058
"868","8/6/2010","HB","I",2,"HBI2","10",-0.053
"869","8/6/2010","HB","I",2,"HBI2","5",-0.083
"870","8/6/2010","HB","I",2,"HBI2","12.5",-0.093
"871","8/6/2010","HB","I",2,"HBI2","15",-0.213
"872","8/6/2010","HB","I",3,"HBI3","27.5",-0.562
"873","8/6/2010","HB","I",3,"HBI3","25",-0.472
"874","8/6/2010","HB","I",3,"HBI3","22.5",-0.152
"875","8/6/2010","HB","I",3,"HBI3","17.5",0.088
"876","8/6/2010","HB","I",3,"HBI3","20",-0.002
"877","8/6/2010","HB","I",3,"HBI3","12.5",0.063
"878","8/6/2010","HB","I",3,"HBI3","2.5",-0.572
"879","8/6/2010","HB","I",3,"HBI3","15",0.098
"880","8/6/2010","HB","I",3,"HBI3","10",0.048
"881","8/6/2010","HB","I",3,"HBI3","5",-0.352
"882","8/6/2010","HB","I",3,"HBI3","7.5",-0.162
"883","8/6/2010","HB","N",1,"HBN1","12.5",-0.45
"884","8/6/2010","HB","N",1,"HBN1","2.5",-0.565
"885","8/6/2010","HB","N",1,"HBN1","5",-0.46
"886","8/6/2010","HB","N",1,"HBN1","18",-0.6
"887","8/6/2010","HB","N",1,"HBN1","7.5",-0.48
"888","8/6/2010","HB","N",1,"HBN1","10",-0.445
"889","8/6/2010","HB","N",1,"HBN1","15",-0.58
"890","8/6/2010","HB","N",2,"HBN2","25",-0.666
"891","8/6/2010","HB","N",2,"HBN2","20",-0.436
"892","8/6/2010","HB","N",2,"HBN2","10",-0.551
"893","8/6/2010","HB","N",2,"HBN2","2.5",-0.626
"894","8/6/2010","HB","N",2,"HBN2","12.5",-0.536
"895","8/6/2010","HB","N",2,"HBN2","22.5",-0.441
"896","8/6/2010","HB","N",2,"HBN2","5",-0.591
"897","8/6/2010","HB","N",2,"HBN2","15",-0.496
"898","8/6/2010","HB","N",2,"HBN2","7.5",-0.566
"899","8/6/2010","HB","N",2,"HBN2","17.5",-0.496
"900","8/6/2010","HB","N",3,"HBN3","2.5",-0.711
"901","8/6/2010","HB","N",3,"HBN3","17.5",-0.751
"902","8/6/2010","HB","N",3,"HBN3","5",-0.576
"903","8/6/2010","HB","N",3,"HBN3","7.5",-0.511
"904","8/6/2010","HB","N",3,"HBN3","15",-0.661
"905","8/6/2010","HB","N",3,"HBN3","12.5",-0.551
"906","8/6/2010","HB","N",3,"HBN3","10",-0.491
"907","8/6/2010","HB","O",1,"HBO1","5",-0.555
"908","8/6/2010","HB","O",1,"HBO1","17.5",-0.505
"909","8/6/2010","HB","O",1,"HBO1","25",-0.605
"910","8/6/2010","HB","O",1,"HBO1","22.5",-0.745
"911","8/6/2010","HB","O",1,"HBO1","10",-0.525
"912","8/6/2010","HB","O",1,"HBO1","7.5",-0.545
"913","8/6/2010","HB","O",1,"HBO1","27.5",-0.555
"914","8/6/2010","HB","O",1,"HBO1","12.5",-0.525
"915","8/6/2010","HB","O",1,"HBO1","15",-0.53
"916","8/6/2010","HB","O",1,"HBO1","30",-0.545
"917","8/6/2010","HB","O",1,"HBO1","20",-0.855
"918","8/6/2010","HB","O",1,"HBO1","32.5",-0.525
"919","8/6/2010","HB","O",1,"HBO1","2.5",-0.605
"920","8/7/2010","LC","I",1,"LCI1","20",-0.115
"921","8/7/2010","LC","I",1,"LCI1","12.5",0.235
"922","8/7/2010","LC","I",1,"LCI1","2.5",-0.165
"923","8/7/2010","LC","I",1,"LCI1","17.5",0.18
"924","8/7/2010","LC","I",1,"LCI1","10",0.225
"925","8/7/2010","LC","I",1,"LCI1","5",0.07
"926","8/7/2010","LC","I",1,"LCI1","15",0.245
"927","8/7/2010","LC","I",1,"LCI1","7.5",0.195
"928","8/7/2010","LC","I",2,"LCI2","20",-0.087
"929","8/7/2010","LC","I",2,"LCI2","2.5",-0.147
"930","8/7/2010","LC","I",2,"LCI2","17.5",0.033
"931","8/7/2010","LC","I",2,"LCI2","7.5",0.123
"932","8/7/2010","LC","I",2,"LCI2","15",0.063
"933","8/7/2010","LC","I",2,"LCI2","12.5",0.103
"934","8/7/2010","LC","I",2,"LCI2","10",0.123
"935","8/7/2010","LC","I",2,"LCI2","5",0.073
"936","8/7/2010","LC","I",3,"LCI3","20",0.109
"937","8/7/2010","LC","I",3,"LCI3","2.5",0.129
"938","8/7/2010","LC","I",3,"LCI3","12.5",0.439
"939","8/7/2010","LC","I",3,"LCI3","17.5",0.309
"940","8/7/2010","LC","I",3,"LCI3","10",0.439
"941","8/7/2010","LC","I",3,"LCI3","7.5",0.469
"942","8/7/2010","LC","I",3,"LCI3","5",0.389
"943","8/7/2010","LC","I",3,"LCI3","15",0.419
"944","8/7/2010","LC","N",1,"LCN1","5",-0.023
"945","8/7/2010","LC","N",1,"LCN1","10",0.062
"946","8/7/2010","LC","N",1,"LCN1","2.5",-0.093
"947","8/7/2010","LC","N",1,"LCN1","7.5",-0.003
"948","8/7/2010","LC","N",1,"LCN1","12.2",0.062
"953","8/7/2010","LC","N",2,"LCN2","3",0.071
"954","8/7/2010","LC","N",2,"LCN2","18",0.106
"955","8/7/2010","LC","N",2,"LCN2","33",0.106
"956","8/7/2010","LC","N",3,"LCN6","30",-0.52
"957","8/7/2010","LC","N",3,"LCN6","32",-0.52
"958","8/7/2010","LC","N",3,"LCN6","2.5",-0.61
"959","8/7/2010","LC","N",3,"LCN6","27.5",-0.445
"960","8/7/2010","LC","N",3,"LCN6","20",-0.3
"961","8/7/2010","LC","N",3,"LCN6","22.5",-0.35
"962","8/7/2010","LC","N",3,"LCN6","25",-0.41
"963","8/7/2010","LC","N",3,"LCN6","17.5",-0.19
"964","8/7/2010","LC","N",3,"LCN6","15",-0.08
"965","8/7/2010","LC","N",3,"LCN6","5",-0.28
"966","8/7/2010","LC","N",3,"LCN6","12.5",-0.04
"967","8/7/2010","LC","N",3,"LCN6","7.5",-0.1
"968","8/7/2010","LC","N",3,"LCN6","10",-0.01
"997","8/8/2010","CK","I",1,"CKI1","2.5",-0.239
"998","8/8/2010","CK","I",1,"CKI1","17.5",-0.049
"999","8/8/2010","CK","I",1,"CKI1","25",-0.204
"1000","8/8/2010","CK","I",1,"CKI1","7.5",0.011
"1001","8/8/2010","CK","I",1,"CKI1","15",0.011
"1002","8/8/2010","CK","I",1,"CKI1","20",-0.014
"1003","8/8/2010","CK","I",1,"CKI1","5",0.051
"1004","8/8/2010","CK","I",1,"CKI1","10",0.041
"1005","8/8/2010","CK","I",1,"CKI1","12.5",0.031
"1006","8/8/2010","CK","I",1,"CKI1","22.5",-0.049
"1007","8/8/2010","CK","I",2,"CKI2","30",-0.259
"1008","8/8/2010","CK","I",2,"CKI2","2.5",-0.324
"1009","8/8/2010","CK","I",2,"CKI2","5",-0.149
"1010","8/8/2010","CK","I",2,"CKI2","10",-0.069
"1011","8/8/2010","CK","I",2,"CKI2","7.5",-0.094
"1012","8/8/2010","CK","I",2,"CKI2","25",0.141
"1013","8/8/2010","CK","I",2,"CKI2","27.5",-0.039
"1014","8/8/2010","CK","I",2,"CKI2","17.5",0.011
"1015","8/8/2010","CK","I",2,"CKI2","20",0.021
"1016","8/8/2010","CK","I",2,"CKI2","22.5",0.016
"1017","8/8/2010","CK","I",2,"CKI2","15",-0.019
"1018","8/8/2010","CK","I",2,"CKI2","12.5",-0.009
"1019","8/8/2010","CK","N",1,"CKN1","5",0.724
"1020","8/8/2010","CK","N",1,"CKN1","7.5",0.824
"1021","8/8/2010","CK","N",1,"CKN1","15",0.504
"1022","8/8/2010","CK","N",1,"CKN1","2.5",0.504
"1023","8/8/2010","CK","N",1,"CKN1","12.5",0.634
"1024","8/8/2010","CK","N",1,"CKN1","10",0.669
"1025","8/8/2010","CK","N",2,"CKN2","30",-0.048
"1026","8/8/2010","CK","N",2,"CKN2","32.5",-0.098
"1027","8/8/2010","CK","N",2,"CKN2","27.5",-0.153
"1028","8/8/2010","CK","N",2,"CKN2","22.5",-0.258
"1029","8/8/2010","CK","N",2,"CKN2","20",-0.288
"1030","8/8/2010","CK","N",2,"CKN2","17.5",-0.348
"1031","8/8/2010","CK","N",2,"CKN2","15",-0.408
"1032","8/8/2010","CK","N",2,"CKN2","35",-0.418
"1033","8/8/2010","CK","N",2,"CKN2","12.5",-0.438
"1034","8/8/2010","CK","N",2,"CKN2","10",-0.478
"1035","8/8/2010","CK","N",2,"CKN2","7.5",-0.528
"1036","8/8/2010","CK","N",2,"CKN2","5",-0.598
"1037","8/8/2010","CK","N",2,"CKN2","2.5",-0.668
"1038","8/8/2010","CK","N",2,"CKN2","37.5",-0.518
"1039","8/8/2010","CK","N",2,"CKN2","25",-0.208
"1040","8/8/2010","CK","N",3,"CKN3","7.5",-0.063
"1041","8/8/2010","CK","N",3,"CKN3","2.5",-0.343
"1042","8/8/2010","CK","N",3,"CKN3","5",-0.133
"1043","8/8/2010","CK","N",3,"CKN3","17.5",-0.183
"1044","8/8/2010","CK","N",3,"CKN3","12.5",0.9305
"1045","8/8/2010","CK","N",3,"CKN3","15",-0.033
"1046","8/8/2010","CK","N",3,"CKN3","10",0.928
"1069","8/8/2010","CK","O",3,"CKO3","30",0.091
"1070","8/8/2010","CK","O",3,"CKO3","27.5",0.051
"1071","8/8/2010","CK","O",3,"CKO3","32.5",-0.029
"1072","8/8/2010","CK","O",3,"CKO3","5",-0.459
"1073","8/8/2010","CK","O",3,"CKO3","25",0.041
"1074","8/8/2010","CK","O",3,"CKO3","7.5",-0.449
"1075","8/8/2010","CK","O",3,"CKO3","22.5",-0.004
"1076","8/8/2010","CK","O",3,"CKO3","15",-0.084
"1077","8/8/2010","CK","O",3,"CKO3","20",-0.029
"1078","8/8/2010","CK","O",3,"CKO3","17.5",-0.089
"1079","8/8/2010","CK","O",3,"CKO3","12.5",-0.029
"1080","8/8/2010","CK","O",3,"CKO3","10",-0.314
"1082","10/25/2010","CR","I",1,"CRI1","10",0.025
"1083","10/25/2010","CR","I",1,"CRI1","7.5",0.09
"1084","10/25/2010","CR","I",1,"CRI1","20",-0.345
"1085","10/25/2010","CR","I",1,"CRI1","17.5",-0.035
"1086","10/25/2010","CR","I",1,"CRI1","5",-0.14
"1087","10/25/2010","CR","I",1,"CRI1","15",0.055
"1088","10/25/2010","CR","I",1,"CRI1","12.5",0.07
"1089","10/25/2010","CR","I",1,"CRI1","23",-0.5
"1090","10/25/2010","CR","I",1,"CRI1","2.5",-0.51
"1091","10/25/2010","CR","I",2,"CRI2","7.5",-0.074
"1092","10/25/2010","CR","I",2,"CRI2","10",-0.054
"1093","10/25/2010","CR","I",2,"CRI2","5",-0.114
"1094","10/25/2010","CR","I",2,"CRI2","18.5",-0.114
"1095","10/25/2010","CR","I",2,"CRI2","12.5",-0.054
"1096","10/25/2010","CR","I",2,"CRI2","15",-0.087
"1097","10/25/2010","CR","I",2,"CRI2","17.5",-0.114
"1098","10/25/2010","CR","I",2,"CRI2","2.5",-0.459
"1099","10/25/2010","CR","I",3,"CRI3","7.5",-0.173
"1100","10/25/2010","CR","I",3,"CRI3","10",-0.108
"1101","10/25/2010","CR","I",3,"CRI3","15",-0.613
"1102","10/25/2010","CR","I",3,"CRI3","12.5",-0.163
"1103","10/25/2010","CR","I",3,"CRI3","2.5",-0.483
"1104","10/25/2010","CR","I",3,"CRI3","5",-0.153
"1105","10/25/2010","CR","N",1,"CRN1","20",-1.0375
"1106","10/25/2010","CR","N",1,"CRN1","10",0.0015
"1107","10/25/2010","CR","N",1,"CRN1","12.5",5e-04
"1108","10/25/2010","CR","N",1,"CRN1","17.5",-1.0225
"1109","10/25/2010","CR","N",1,"CRN1","15",-0.0105
"1110","10/25/2010","CR","N",1,"CRN1","7.5",-0.006
"1111","10/25/2010","CR","N",1,"CRN1","5",-0.9525
"1112","10/25/2010","CR","N",1,"CRN1","2.5",-1.1275
"1113","10/25/2010","CR","N",3,"CRN3","15",0.192
"1114","10/25/2010","CR","N",3,"CRN3","17.5",0.192
"1115","10/25/2010","CR","N",3,"CRN3","20",0.172
"1116","10/25/2010","CR","N",3,"CRN3","22.5",0.092
"1117","10/25/2010","CR","N",3,"CRN3","10",-0.018
"1118","10/25/2010","CR","N",3,"CRN3","35",-0.608
"1119","10/25/2010","CR","N",3,"CRN3","5",-0.353
"1120","10/25/2010","CR","N",3,"CRN3","12.5",0.092
"1121","10/25/2010","CR","N",3,"CRN3","30",-0.368
"1122","10/25/2010","CR","N",3,"CRN3","25",0.042
"1123","10/25/2010","CR","N",3,"CRN3","27.5",-0.018
"1124","10/25/2010","CR","N",3,"CRN3","32.5",-0.468
"1125","10/25/2010","CR","N",3,"CRN3","2.5",-0.528
"1126","10/25/2010","CR","N",3,"CRN3","7.5",-0.268
"1127","10/25/2010","CR","O",1,"CRO1","15",0.388
"1128","10/25/2010","CR","O",1,"CRO1","10",0.248
"1129","10/25/2010","CR","O",1,"CRO1","22.5",0.233
"1130","10/25/2010","CR","O",1,"CRO1","30",0.128
"1131","10/25/2010","CR","O",1,"CRO1","32.5",0.098
"1132","10/25/2010","CR","O",1,"CRO1","35",0.048
"1133","10/25/2010","CR","O",1,"CRO1","37.5",0.038
"1134","10/25/2010","CR","O",1,"CRO1","40",-0.002
"1135","10/25/2010","CR","O",1,"CRO1","42.5",-0.002
"1136","10/25/2010","CR","O",1,"CRO1","45",-0.057
"1137","10/25/2010","CR","O",1,"CRO1","47.5",-0.102
"1138","10/25/2010","CR","O",1,"CRO1","50",-0.162
"1139","10/25/2010","CR","O",1,"CRO1","52.5",-0.162
"1140","10/25/2010","CR","O",1,"CRO1","55",-0.162
"1141","10/25/2010","CR","O",1,"CRO1","57.5",-0.162
"1142","10/25/2010","CR","O",1,"CRO1","2.5",-0.342
"1143","10/25/2010","CR","O",1,"CRO1","20",0.268
"1144","10/25/2010","CR","O",1,"CRO1","25",0.168
"1145","10/25/2010","CR","O",1,"CRO1","17.5",0.348
"1146","10/25/2010","CR","O",1,"CRO1","27.5",0.148
"1147","10/25/2010","CR","O",1,"CRO1","12.5",0.308
"1148","10/25/2010","CR","O",1,"CRO1","7.5",0.098
"1149","10/25/2010","CR","O",1,"CRO1","5",-0.077
"1150","10/25/2010","CR","O",1,"CRO1","60",-0.162
"1151","10/25/2010","CR","O",2,"CRO2","20",0.043
"1152","10/25/2010","CR","O",2,"CRO2","22.5",0.003
"1153","10/25/2010","CR","O",2,"CRO2","2.5",-0.127
"1154","10/25/2010","CR","O",2,"CRO2","17.5",0.068
"1155","10/25/2010","CR","O",2,"CRO2","25",-0.217
"1156","10/25/2010","CR","O",2,"CRO2","15",0.078
"1157","10/25/2010","CR","O",2,"CRO2","7.5",0.193
"1158","10/25/2010","CR","O",2,"CRO2","10",0.098
"1159","10/25/2010","CR","O",2,"CRO2","5",0.083
"1160","10/25/2010","CR","O",2,"CRO2","12.5",0.083
"1161","10/25/2010","CR","O",3,"CRO3","5",-0.098
"1162","10/25/2010","CR","O",3,"CRO3","10",-0.113
"1163","10/25/2010","CR","O",3,"CRO3","12.5",-0.113
"1164","10/25/2010","CR","O",3,"CRO3","15",-0.113
"1165","10/25/2010","CR","O",3,"CRO3","7.5",-0.133
"1166","10/25/2010","CR","O",3,"CRO3","2.5",-0.493
"1167","10/25/2010","CR","O",3,"CRO3","25",-0.513
"1168","10/25/2010","CR","O",3,"CRO3","27.5",-0.543
"1169","10/25/2010","CR","O",3,"CRO3","30",-0.588
"1170","10/25/2010","CR","O",3,"CRO3","35",-0.713
"1171","10/25/2010","CR","O",3,"CRO3","37.5",-0.753
"1172","10/25/2010","CR","O",3,"CRO3","40",-0.783
"1173","10/25/2010","CR","O",3,"CRO3","32.5",-0.643
"1174","10/25/2010","CR","O",3,"CRO3","20",-0.188
"1175","10/25/2010","CR","O",3,"CRO3","22.5",-0.323
"1176","10/25/2010","CR","O",3,"CRO3","17.5",-0.083
"1177","10/25/2010","CR ","N",2,"CRN2","12.5",0.232
"1178","10/25/2010","CR ","N",2,"CRN2","15",-0.128
"1179","10/25/2010","CR ","N",2,"CRN2","17.5",-0.288
"1180","10/25/2010","CR ","N",2,"CRN2","5",-0.438
"1181","10/25/2010","CR ","N",2,"CRN2","7.5",-0.348
"1182","10/25/2010","CR ","N",2,"CRN2","10",-0.023
"1183","10/25/2010","CR ","N",2,"CRN2","22.5",-0.583
"1184","10/25/2010","CR ","N",2,"CRN2","2.5",-0.593
"1185","10/25/2010","CR ","N",2,"CRN2","20",-0.468
"1186","10/25/2010","LC","I",1,"LCI1","20",-0.115
"1187","10/25/2010","LC","I",1,"LCI1","7.5",0.195
"1188","10/25/2010","LC","I",1,"LCI1","10",0.225
"1189","10/25/2010","LC","I",1,"LCI1","15",0.245
"1190","10/25/2010","LC","I",1,"LCI1","17.5",0.18
"1191","10/25/2010","LC","I",1,"LCI1","12.5",0.235
"1192","10/25/2010","LC","I",1,"LCI1","5",0.07
"1193","10/25/2010","LC","I",1,"LCI1","2.5",-0.165
"1194","10/26/2010","LC","I",2,"LCI2","20",-0.087
"1195","10/26/2010","LC","I",2,"LCI2","17.5",0.033
"1196","10/26/2010","LC","I",2,"LCI2","2.5",-0.147
"1197","10/26/2010","LC","I",2,"LCI2","15",0.063
"1198","10/26/2010","LC","I",2,"LCI2","12.5",0.103
"1199","10/26/2010","LC","I",2,"LCI2","10",0.123
"1200","10/26/2010","LC","I",2,"LCI2","7.5",0.123
"1201","10/26/2010","LC","I",2,"LCI2","5",0.073
"1202","10/26/2010","LC","I",3,"LCI3","20",0.109
"1203","10/26/2010","LC","I",3,"LCI3","12.5",0.439
"1204","10/26/2010","LC","I",3,"LCI3","2.5",0.129
"1205","10/26/2010","LC","I",3,"LCI3","17.5",0.309
"1206","10/26/2010","LC","I",3,"LCI3","5",0.389
"1207","10/26/2010","LC","I",3,"LCI3","15",0.419
"1208","10/26/2010","LC","I",3,"LCI3","10",0.439
"1209","10/26/2010","LC","I",3,"LCI3","7.5",0.469
"1210","10/26/2010","LC","N",1,"LCN1","5",-0.023
"1211","10/26/2010","LC","N",1,"LCN1","2.5",-0.093
"1212","10/26/2010","LC","N",1,"LCN1","10",0.062
"1213","10/26/2010","LC","N",1,"LCN1","7.5",-0.003
"1214","10/26/2010","LC","N",1,"LCN1","12.3",0.062
"1215","10/26/2010","LC","N",2,"LCN2","12.5",0.236
"1216","10/26/2010","LC","N",2,"LCN2","10",0.226
"1217","10/26/2010","LC","N",2,"LCN2","7.5",0.196
"1218","10/26/2010","LC","N",2,"LCN2","5",0.106
"1219","10/26/2010","LC","N",2,"LCN2","2.5",0.071
"1220","10/26/2010","LC","N",2,"LCN2","17.5",0.106
"1221","10/26/2010","LC","N",2,"LCN2","15",0.266
"1222","10/26/2010","LC","N",3,"LCN6","17.5",-0.19
"1223","10/26/2010","LC","N",3,"LCN6","10",-0.01
"1224","10/26/2010","LC","N",3,"LCN6","12.5",-0.04
"1225","10/26/2010","LC","N",3,"LCN6","15",-0.08
"1226","10/26/2010","LC","N",3,"LCN6","5",-0.28
"1227","10/26/2010","LC","N",3,"LCN6","7.5",-0.1
"1228","10/26/2010","LC","N",3,"LCN6","20",-0.3
"1229","10/26/2010","LC","N",3,"LCN6","22.5",-0.35
"1230","10/26/2010","LC","N",3,"LCN6","25",-0.41
"1231","10/26/2010","LC","N",3,"LCN6","2.5",-0.61
"1263","10/27/2010","HB","I",1,"HBI1","5",-0.245
"1264","10/27/2010","HB","I",1,"HBI1","2.5",-0.535
"1265","10/27/2010","HB","I",1,"HBI1","7.5",-0.135
"1266","10/27/2010","HB","I",1,"HBI1","10",-0.07
"1267","10/27/2010","HB","I",1,"HBI1","20",-0.015
"1268","10/27/2010","HB","I",1,"HBI1","22.5",-0.025
"1269","10/27/2010","HB","I",1,"HBI1","12.5",-0.05
"1270","10/27/2010","HB","I",1,"HBI1","15",-0.025
"1271","10/27/2010","HB","I",1,"HBI1","25",-0.03
"1272","10/27/2010","HB","I",1,"HBI1","30",-0.125
"1273","10/27/2010","HB","I",1,"HBI1","32.5",-0.335
"1274","10/27/2010","HB","I",1,"HBI1","17.5",-0.015
"1275","10/27/2010","HB","I",1,"HBI1","27.5",-0.055
"1276","10/27/2010","HB","I",2,"HBI2","17.5",-0.393
"1277","10/27/2010","HB","I",2,"HBI2","2.5",-0.253
"1278","10/27/2010","HB","I",2,"HBI2","7.5",-0.058
"1279","10/27/2010","HB","I",2,"HBI2","10",-0.053
"1280","10/27/2010","HB","I",2,"HBI2","15",-0.213
"1281","10/27/2010","HB","I",2,"HBI2","12.5",-0.093
"1282","10/27/2010","HB","I",2,"HBI2","5",-0.083
"1283","10/27/2010","HB","I",3,"HBI3","25.5",-0.472
"1284","10/27/2010","HB","I",3,"HBI3","2.5",-0.572
"1285","10/27/2010","HB","I",3,"HBI3","25",-0.472
"1286","10/27/2010","HB","I",3,"HBI3","20",-0.002
"1287","10/27/2010","HB","I",3,"HBI3","15",0.098
"1288","10/27/2010","HB","I",3,"HBI3","22.5",-0.152
"1289","10/27/2010","HB","I",3,"HBI3","17.5",0.088
"1290","10/27/2010","HB","I",3,"HBI3","12.5",0.063
"1291","10/27/2010","HB","I",3,"HBI3","5",-0.352
"1292","10/27/2010","HB","I",3,"HBI3","7.5",-0.162
"1293","10/27/2010","HB","I",3,"HBI3","10",0.048
"1294","10/27/2010","HB","N",1,"HBN1","5",-0.46
"1295","10/27/2010","HB","N",1,"HBN1","18",-0.6
"1296","10/27/2010","HB","N",1,"HBN1","2.5",-0.565
"1297","10/27/2010","HB","N",1,"HBN1","17.5",-0.6
"1298","10/27/2010","HB","N",1,"HBN1","12.5",-0.45
"1299","10/27/2010","HB","N",1,"HBN1","15",-0.58
"1300","10/27/2010","HB","N",1,"HBN1","10",-0.445
"1301","10/27/2010","HB","N",1,"HBN1","7.5",-0.48
"1302","10/27/2010","HB","N",2,"HBN2","20",-0.436
"1303","10/27/2010","HB","N",2,"HBN2","22.5",-0.441
"1304","10/27/2010","HB","N",2,"HBN2","15",-0.496
"1305","10/27/2010","HB","N",2,"HBN2","17.5",-0.496
"1306","10/27/2010","HB","N",2,"HBN2","5",-0.591
"1307","10/27/2010","HB","N",2,"HBN2","2.5",-0.626
"1308","10/27/2010","HB","N",2,"HBN2","25",-0.666
"1309","10/27/2010","HB","N",2,"HBN2","7.5",-0.566
"1310","10/27/2010","HB","N",2,"HBN2","12.5",-0.536
"1311","10/27/2010","HB","N",2,"HBN2","10",-0.551
"1312","10/27/2010","HB","N",3,"HBN3","16.5",-0.661
"1313","10/27/2010","HB","N",3,"HBN3","2.5",-0.711
"1314","10/27/2010","HB","N",3,"HBN3","7.5",-0.511
"1315","10/27/2010","HB","N",3,"HBN3","15",-0.661
"1316","10/27/2010","HB","N",3,"HBN3","5",-0.576
"1317","10/27/2010","HB","N",3,"HBN3","12.5",-0.551
"1318","10/27/2010","HB","N",3,"HBN3","10",-0.491
"1319","10/27/2010","HB","O",1,"HBO1","2.5",-0.525
"1320","10/27/2010","HB","O",1,"HBO1","32.5",-0.525
"1321","10/27/2010","HB","O",1,"HBO1","5",-0.53
"1322","10/27/2010","HB","O",1,"HBO1","30",-0.545
"1323","10/27/2010","HB","O",1,"HBO1","27.5",-0.555
"1324","10/27/2010","HB","O",1,"HBO1","25",-0.605
"1325","10/27/2010","HB","O",1,"HBO1","22.5",-0.745
"1326","10/27/2010","HB","O",1,"HBO1","12.5",-0.765
"1327","10/27/2010","HB","O",1,"HBO1","7.5",-0.505
"1328","10/27/2010","HB","O",1,"HBO1","10",-0.575
"1329","10/27/2010","HB","O",1,"HBO1","17.5",-0.915
"1330","10/27/2010","HB","O",1,"HBO1","20",-0.855
"1331","10/27/2010","HB","O",1,"HBO1","15",-0.915
"1340","12/6/2010","CR","I",1,"CRI1","25",-0.64
"1341","12/6/2010","CR","I",1,"CRI1","22.5",-0.5
"1342","12/6/2010","CR","I",1,"CRI1","10",0.025
"1343","12/6/2010","CR","I",1,"CRI1","2.5",-0.51
"1344","12/6/2010","CR","I",1,"CRI1","7.5",0.09
"1345","12/6/2010","CR","I",1,"CRI1","15",0.055
"1346","12/6/2010","CR","I",1,"CRI1","20",-0.345
"1347","12/6/2010","CR","I",1,"CRI1","12.5",0.07
"1348","12/6/2010","CR","I",1,"CRI1","17.5",-0.035
"1349","12/6/2010","CR","I",1,"CRI1","5",-0.14
"1350","12/6/2010","CR","I",2,"CRI2","12.5",-0.054
"1351","12/6/2010","CR","I",2,"CRI2","10",-0.054
"1352","12/6/2010","CR","I",2,"CRI2","15",-0.087
"1353","12/6/2010","CR","I",2,"CRI2","17.5",-0.114
"1354","12/6/2010","CR","I",2,"CRI2","7.5",-0.074
"1355","12/6/2010","CR","I",2,"CRI2","18.6",-0.114
"1356","12/6/2010","CR","I",2,"CRI2","5",-0.114
"1357","12/6/2010","CR","I",2,"CRI2","2.5",-0.459
"1358","12/6/2010","CR","I",3,"CRI3","10",-0.108
"1359","12/6/2010","CR","I",3,"CRI3","7.5",-0.173
"1360","12/6/2010","CR","I",3,"CRI3","15",-0.613
"1361","12/6/2010","CR","I",3,"CRI3","2.5",-0.483
"1362","12/6/2010","CR","I",3,"CRI3","12.5",-0.163
"1363","12/6/2010","CR","I",3,"CRI3","5",-0.153
"1364","12/6/2010","CR","N",1,"CRN1","10",0.0015
"1365","12/6/2010","CR","N",1,"CRN1","12.5",5e-04
"1366","12/6/2010","CR","N",1,"CRN1","7.5",-0.006
"1367","12/6/2010","CR","N",1,"CRN1","15",-0.0105
"1368","12/6/2010","CR","N",1,"CRN1","17.5",-1.0225
"1369","12/6/2010","CR","N",1,"CRN1","5",-0.9525
"1370","12/6/2010","CR","N",1,"CRN1","2.5",-1.1275
"1371","12/6/2010","CR","N",3,"CRN3","15",0.192
"1372","12/6/2010","CR","N",3,"CRN3","17.5",0.192
"1373","12/6/2010","CR","N",3,"CRN3","20",0.172
"1374","12/6/2010","CR","N",3,"CRN3","12.5",0.092
"1375","12/6/2010","CR","N",3,"CRN3","25",0.042
"1376","12/6/2010","CR","N",3,"CRN3","30",-0.368
"1377","12/6/2010","CR","N",3,"CRN3","35",-0.608
"1378","12/6/2010","CR","N",3,"CRN3","22.5",0.092
"1379","12/6/2010","CR","N",3,"CRN3","7.5",-0.268
"1380","12/6/2010","CR","N",3,"CRN3","10",-0.018
"1381","12/6/2010","CR","N",3,"CRN3","5",-0.353
"1382","12/6/2010","CR","N",3,"CRN3","2.5",-0.528
"1383","12/6/2010","CR","N",3,"CRN3","27.5",-0.018
"1384","12/6/2010","CR","N",3,"CRN3","32.5",-0.468
"1385","12/6/2010","CR","O",1,"CRO1","15",0.388
"1386","12/6/2010","CR","O",1,"CRO1","17.5",0.348
"1387","12/6/2010","CR","O",1,"CRO1","12.5",0.308
"1388","12/6/2010","CR","O",1,"CRO1","20",0.268
"1389","12/6/2010","CR","O",1,"CRO1","10",0.248
"1390","12/6/2010","CR","O",1,"CRO1","22.5",0.233
"1391","12/6/2010","CR","O",1,"CRO1","27.5",0.148
"1392","12/6/2010","CR","O",1,"CRO1","35",0.048
"1393","12/6/2010","CR","O",1,"CRO1","37.5",0.038
"1394","12/6/2010","CR","O",1,"CRO1","42.5",-0.002
"1395","12/6/2010","CR","O",1,"CRO1","45",-0.057
"1396","12/6/2010","CR","O",1,"CRO1","50",-0.162
"1397","12/6/2010","CR","O",1,"CRO1","57.5",-0.162
"1398","12/6/2010","CR","O",1,"CRO1","65",-0.162
"1399","12/6/2010","CR","O",1,"CRO1","30",0.128
