"","field_pt","date","year","month","day","locality","site","bar","station","transect","tran_length","easting","northing","elev_m","collector","type","gear","neg_e_abs","elev_cat"
"152","LTI4-4","1/24/2019",2019,1,24,"LT","I","4","LTI4",1,10,298303.778,3238547.67,-0.212,"UF","REEF","TRIMBLE_5800_RTK",0.212,-0.2
"153","LTI4-5","1/24/2019",2019,1,24,"LT","I","4","LTI4",1,12.5,298303.569,3238545.206,-0.151,"UF","REEF","TRIMBLE_5800_RTK",0.151,-0.1
"154","LTI4-6","1/24/2019",2019,1,24,"LT","I","4","LTI4",1,15,298303.497,3238542.745,-0.15,"UF","REEF","TRIMBLE_5800_RTK",0.15,-0.1
"155","LTI4-7","1/24/2019",2019,1,24,"LT","I","4","LTI4",1,17.5,298303.331,3238540.242,-0.205,"UF","REEF","TRIMBLE_5800_RTK",0.205,-0.2
"156","LTI4-8","1/24/2019",2019,1,24,"LT","I","4","LTI4",1,20,298303.171,3238537.754,-0.151,"UF","REEF","TRIMBLE_5800_RTK",0.151,-0.1
"157","LTI4-9","1/24/2019",2019,1,24,"LT","I","4","LTI4",1,22.5,298302.918,3238535.268,-0.211,"UF","REEF","TRIMBLE_5800_RTK",0.211,-0.2
"158","LTI4-10","1/24/2019",2019,1,24,"LT","I","4","LTI4",1,25,298302.912,3238532.778,-0.216,"UF","REEF","TRIMBLE_5800_RTK",0.216,-0.2
"159","LTI4-11","1/24/2019",2019,1,24,"LT","I","4","LTI4",1,27.5,298303.02,3238530.292,-0.264,"UF","REEF","TRIMBLE_5800_RTK",0.264,-0.2
"160","LTI4-12","1/24/2019",2019,1,24,"LT","I","4","LTI4",1,30,298302.98,3238527.811,-0.396,"UF","REEF","TRIMBLE_5800_RTK",0.396,-0.3
"161","LTI4-13","1/24/2019",2019,1,24,"LT","I","4","LTI4",1,32.5,298303.026,3238525.347,-0.671,"UF","REEF","TRIMBLE_5800_RTK",0.671,-0.6
"162","LTI4-14","1/24/2019",2019,1,24,"LT","I","4","LTI4",1,34.84,298303.19,3238522.725,-0.79,"UF","REEF","TRIMBLE_5800_RTK",0.79,-0.7
"163","LTI5-1-0","1/24/2019",2019,1,24,"LT","I","5","LTI5",1,0,298225.963,3238536.727,-0.522,"UF","REEF","TRIMBLE_5800_RTK",0.522,-0.5
"164","LTI5-1-1","1/24/2019",2019,1,24,"LT","I","5","LTI5",1,2.5,298228.457,3238536.614,-0.462,"UF","REEF","TRIMBLE_5800_RTK",0.462,-0.4
"165","LTI5-1-2","1/24/2019",2019,1,24,"LT","I","5","LTI5",1,5,298228.474,3238536.491,-0.425,"UF","REEF","TRIMBLE_5800_RTK",0.425,-0.4
"166","LTI5-1-3","1/24/2019",2019,1,24,"LT","I","5","LTI5",1,7.5,298230.939,3238536.317,-0.289,"UF","REEF","TRIMBLE_5800_RTK",0.289,-0.2
"167","LTI5-1-4","1/24/2019",2019,1,24,"LT","I","5","LTI5",1,10,298233.441,3238536.244,-0.234,"UF","REEF","TRIMBLE_5800_RTK",0.234,-0.2
"168","LTI5-1-5","1/24/2019",2019,1,24,"LT","I","5","LTI5",1,12.5,298238.359,3238535.813,-0.377,"UF","REEF","TRIMBLE_5800_RTK",0.377,-0.3
"169","LTI5-1-6","1/24/2019",2019,1,24,"LT","I","5","LTI5",1,15,298240.826,3238535.814,-0.541,"UF","REEF","TRIMBLE_5800_RTK",0.541,-0.5
"170","LTI5-1-7","1/24/2019",2019,1,24,"LT","I","5","LTI5",1,17.5,298243.308,3238535.866,-0.646,"UF","REEF","TRIMBLE_5800_RTK",0.646,-0.6
"171","LTI5-1-8","1/24/2019",2019,1,24,"LT","I","5","LTI5",1,20,298245.927,3238536.106,-0.69,"UF","REEF","TRIMBLE_5800_RTK",0.69,-0.6
"172","LTI5-2-0","1/24/2019",2019,1,24,"LT","I","5","LTI5",2,0,298229.392,3238527.867,-0.705,"UF","REEF","TRIMBLE_5800_RTK",0.705,-0.7
"173","LTI5-2-1","1/24/2019",2019,1,24,"LT","I","5","LTI5",2,2.5,298231.908,3238527.714,-0.632,"UF","REEF","TRIMBLE_5800_RTK",0.632,-0.6
"174","LTI5-2-2","1/24/2019",2019,1,24,"LT","I","5","LTI5",2,5,298234.38,3238527.576,-0.388,"UF","REEF","TRIMBLE_5800_RTK",0.388,-0.3
"175","LTI5-2-3","1/24/2019",2019,1,24,"LT","I","5","LTI5",2,7.5,298236.882,3238527.548,-0.437,"UF","REEF","TRIMBLE_5800_RTK",0.437,-0.4
"176","LTI5-2-4","1/24/2019",2019,1,24,"LT","I","5","LTI5",2,10,298239.336,3238527.344,-0.38,"UF","REEF","TRIMBLE_5800_RTK",0.38,-0.3
"177","LTI5-2-5","1/24/2019",2019,1,24,"LT","I","5","LTI5",2,12.5,298241.777,3238527.157,-0.489,"UF","REEF","TRIMBLE_5800_RTK",0.489,-0.4
"178","LTI5-2-6","1/24/2019",2019,1,24,"LT","I","5","LTI5",2,15,298244.28,3238527.002,-0.602,"UF","REEF","TRIMBLE_5800_RTK",0.602,-0.6
"179","LTI5-2-7","1/24/2019",2019,1,24,"LT","I","5","LTI5",2,17.5,298246.783,3238527.09,-0.701,"UF","REEF","TRIMBLE_5800_RTK",0.701,-0.7
"180","LTI5-2-8","1/24/2019",2019,1,24,"LT","I","5","LTI5",2,18.75,298248.301,3238527.152,-0.792,"UF","REEF","TRIMBLE_5800_RTK",0.792,-0.7
"181","LTI6-0","1/24/2019",2019,1,24,"LT","I","6","LTI6",1,0,298209.993,3238511.735,-0.603,"UF","REEF","TRIMBLE_5800_RTK",0.603,-0.6
"182","LTI6-1","1/24/2019",2019,1,24,"LT","I","6","LTI6",1,2.5,298212.429,3238511.591,-0.437,"UF","REEF","TRIMBLE_5800_RTK",0.437,-0.4
"183","LTI6-2","1/24/2019",2019,1,24,"LT","I","6","LTI6",1,5,298214.918,3238511.716,-0.247,"UF","REEF","TRIMBLE_5800_RTK",0.247,-0.2
"184","LTI6-3","1/24/2019",2019,1,24,"LT","I","6","LTI6",1,7.5,298217.395,3238511.522,-0.199,"UF","REEF","TRIMBLE_5800_RTK",0.199,-0.1
"185","LTI6-4","1/24/2019",2019,1,24,"LT","I","6","LTI6",1,10,298219.883,3238511.36,-0.2,"UF","REEF","TRIMBLE_5800_RTK",0.2,-0.2
"186","LTI6-5","1/24/2019",2019,1,24,"LT","I","6","LTI6",1,12.5,298222.368,3238511.27,-0.198,"UF","REEF","TRIMBLE_5800_RTK",0.198,-0.1
"187","LTI6-6","1/24/2019",2019,1,24,"LT","I","6","LTI6",1,15,298224.832,3238511.082,-0.395,"UF","REEF","TRIMBLE_5800_RTK",0.395,-0.3
"188","LTI6-7","1/24/2019",2019,1,24,"LT","I","6","LTI6",1,17.5,298227.363,3238511.112,-0.54,"UF","REEF","TRIMBLE_5800_RTK",0.54,-0.5
"189","LTI6-8","1/24/2019",2019,1,24,"LT","I","6","LTI6",1,18.87,298228.894,3238511.074,-0.636,"UF","REEF","TRIMBLE_5800_RTK",0.636,-0.6
"190","WQ3","10/25/2018",2018,10,25,"LC","O","-999","N_A",-999,-999,296859.149,3235401.953,-1.422,"UF","WATER_BOTTOM","TRIMBLE_5800_RTK",1.422,-1.4
"191","417","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294351.8956,3239295.651,-0.8119872,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.8119872,-0.8
"192","418","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294352.5786,3239294.853,-0.7431024,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.7431024,-0.7
"193","419","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294349.9386,3239294.613,-0.3989832,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.3989832,-0.3
"194","420","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294351.9362,3239294.257,-0.5391912,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5391912,-0.5
"195","421","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294351.994,3239293.896,-0.5428488,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5428488,-0.5
"196","422","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294350.9514,3239293.59,-0.5861304,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5861304,-0.5
"197","423","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294350.7352,3239293.188,-0.5602224,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5602224,-0.5
"198","424","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294349.8702,3239292.912,-0.5690616,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5690616,-0.5
"199","425","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294349.1125,3239292.283,-0.6163056,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.6163056,-0.6
"200","426","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294348.5503,3239291.837,-0.5141976,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5141976,-0.5
"201","427","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294347.5579,3239291.607,-0.5081016,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5081016,-0.5
"202","428","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294346.0292,3239291.568,-0.528828,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.528828,-0.5
"203","429","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294345.4528,3239291.075,-0.5788152,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5788152,-0.5
"204","430","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294345.0006,3239290.583,-0.516636,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.516636,-0.5
"205","431","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294344.7198,3239289.906,-0.5276088,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5276088,-0.5
"206","432","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294344.5097,3239289.57,-0.7784592,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.7784592,-0.7
"207","433","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294354.7632,3239274.807,-0.762,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.762,-0.7
"208","434","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294355.0279,3239275.045,-0.5352288,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5352288,-0.5
"209","435","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294355.5578,3239275.483,-0.5199888,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5199888,-0.5
"210","436","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294356.0536,3239275.468,-0.5017008,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5017008,-0.5
"211","437","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294356.4276,3239275.852,-0.5358384,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5358384,-0.5
"212","438","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294357.083,3239276.472,-0.4224528,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4224528,-0.4
"213","439","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294358.1028,3239276.563,-0.4956048,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4956048,-0.4
"214","440","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294359.559,3239277.356,-0.4410456,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4410456,-0.4
"215","441","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294358.7627,3239276.767,-0.585216,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.585216,-0.5
"216","442","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294360.1437,3239277.039,-0.5312664,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5312664,-0.5
"217","443","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294360.5562,3239277.256,-0.4629912,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4629912,-0.4
"218","444","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294361.0541,3239277.523,-0.4547616,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4547616,-0.4
"219","445","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294361.6542,3239277.478,-0.4651248,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4651248,-0.4
"220","446","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294361.9068,3239277.889,-0.3892296,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.3892296,-0.3
"221","447","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294362.7861,3239278.169,-0.417576,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.417576,-0.4
"222","448","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294363.3191,3239278.539,-0.6227064,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.6227064,-0.6
"223","449","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294362.3579,3239279.679,-0.6419088,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.6419088,-0.6
"224","450","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294361.9528,3239279.564,-0.387096,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.387096,-0.3
"225","451","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294361.1147,3239279.302,-0.458724,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.458724,-0.4
"226","452","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294360.8924,3239278.896,-0.4690872,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4690872,-0.4
"227","453","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294360.6952,3239278.722,-0.5026152,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5026152,-0.5
"228","454","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294366.3527,3239273.259,-0.6653784,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.6653784,-0.6
"229","455","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294365.9908,3239273.212,-0.4736592,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4736592,-0.4
"230","456","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294365.5469,3239273.029,-0.3989832,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.3989832,-0.3
"231","457","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294365.0579,3239272.802,-0.4108704,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4108704,-0.4
"232","458","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294364.4684,3239272.768,-0.481584,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.481584,-0.4
"233","459","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294363.958,3239272.467,-0.531876,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.531876,-0.5
"234","460","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294363.5993,3239272.268,-0.5483352,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5483352,-0.5
"235","461","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294363.1122,3239272.013,-0.5084064,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5084064,-0.5
"236","462","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294362.6038,3239272.098,-0.5489448,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5489448,-0.5
"237","463","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294361.7988,3239271.917,-0.5401056,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5401056,-0.5
"238","464","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294362.0828,3239271.01,-0.5327904,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5327904,-0.5
"239","465","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294361.6309,3239270.861,-0.521208,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.521208,-0.5
"240","466","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294361.1483,3239270.85,-0.5931408,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5931408,-0.5
"241","467","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294360.7176,3239270.561,-0.477012,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.477012,-0.4
"242","468","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294360.1602,3239270.543,-0.5175504,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5175504,-0.5
"243","469","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294359.5578,3239270.105,-0.5583936,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5583936,-0.5
"244","470","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294359.2724,3239269.987,-0.5769864,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5769864,-0.5
"245","471","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294358.7683,3239269.421,-0.4764024,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4764024,-0.4
"246","472","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294358.2453,3239269.646,-0.560832,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.560832,-0.5
"247","473","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294358.2034,3239268.74,-0.5361432,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.5361432,-0.5
"248","474","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294357.951,3239268.743,-0.8668512,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.8668512,-0.8
"249","475","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294373.2386,3239244.796,-0.5544312,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.5544312,-0.5
"250","476","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294373.9063,3239245.528,-0.3334512,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.3334512,-0.3
"251","477","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294375.8235,3239245.732,-0.2764536,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.2764536,-0.2
"252","478","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294376.7836,3239246.249,-0.2505456,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.2505456,-0.2
"253","479","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294379.7715,3239247.716,-0.3797808,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.3797808,-0.3
"254","480","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294373.7015,3239244.825,-0.492252,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.492252,-0.4
"255","481","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294375.3299,3239245.223,-0.4520184,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4520184,-0.4
"256","482","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294377.0888,3239245.831,-0.4696968,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4696968,-0.4
"257","483","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294378.8609,3239246.785,-0.4953,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4953,-0.4
"258","484","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294379.9524,3239247.312,-0.4791456,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4791456,-0.4
"259","485","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294381.2849,3239247.61,-0.4901184,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4901184,-0.4
"260","486","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294381.9685,3239248.456,-0.481584,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.481584,-0.4
"261","487","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294380.7093,3239247.813,-0.3557016,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.3557016,-0.3
"262","488","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294383.2622,3239244.17,-0.5574792,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.5574792,-0.5
"263","489","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294381.6801,3239242.734,-0.545592,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.545592,-0.5
"264","490","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294380.9187,3239242.096,-0.51816,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.51816,-0.5
"265","491","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294379.9105,3239241.155,-0.4913376,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4913376,-0.4
"266","492","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294379.042,3239240.247,-0.428244,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.428244,-0.4
"267","493","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294377.8067,3239239.084,-0.4364736,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4364736,-0.4
"268","494","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294377.0992,3239238.379,-0.4379976,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.4379976,-0.4
"269","495","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294375.9309,3239240.132,-0.345948,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.345948,-0.3
"270","496","9/6/2018",2018,9,6,"LC","O","2","LCO2",-999,-999,294376.9185,3239241.277,-0.3998976,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.3998976,-0.3
"271","497","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294406.7855,3239185.346,-0.59436,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.59436,-0.5
"272","498","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294405.9978,3239184.915,-0.6531864,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.6531864,-0.6
"273","499","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294405.6782,3239184.611,-0.435864,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.435864,-0.4
"274","736","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294405.2584,3239184.43,-0.4087368,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4087368,-0.4
"275","737","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294404.8292,3239184.207,-0.4489704,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4489704,-0.4
"276","738","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294404.1669,3239183.93,-0.3121152,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.3121152,-0.3
"277","739","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294403.4221,3239183.706,-0.3919728,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.3919728,-0.3
"278","740","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294402.611,3239183.46,-0.4212336,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4212336,-0.4
"279","741","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294402.0511,3239183.467,-0.4126992,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4126992,-0.4
"280","742","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294401.2777,3239183.137,-0.3968496,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.3968496,-0.3
"281","743","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294400.3885,3239182.704,-0.4120896,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4120896,-0.4
"282","744","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294400.1664,3239182.357,-0.4736592,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4736592,-0.4
"283","745","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294399.7481,3239181.885,-0.4172712,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4172712,-0.4
"284","746","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294399.1192,3239181.881,-0.35814,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.35814,-0.3
"285","747","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294398.3723,3239181.557,-0.5782056,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.5782056,-0.5
"286","748","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294397.7579,3239181.281,-0.5873496,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.5873496,-0.5
"287","749","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294398.7034,3239180.565,-0.5961888,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.5961888,-0.5
"288","750","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294399.312,3239180.86,-0.4364736,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4364736,-0.4
"289","751","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294403.2968,3239170.608,-0.7001256,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.7001256,-0.7
"290","752","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294403.3637,3239193.503,-0.6458712,"DANIEL_GORE","GS","TOPCON_HIPER_V_RTK",0.6458712,-0.6
"291","753","9/6/2018",2018,9,6,"LC","O","3","LCO3",-999,-999,294402.8383,3239193.555,-0.4142232,"DANIEL_GORE","ROCK TOP","TOPCON_HIPER_V_RTK",0.4142232,-0.4
