field_point,easting,northing,elev_m,date,year,month,day,locality,site,bar,station,transect,tran_length,collector,type,gear
4402,296340.7337,3236090.962,-0.5650992,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4403,296341.9361,3236091.162,-0.59436,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4404,296342.8778,3236091.248,-0.5477256,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4405,296343.565,3236091.798,-0.5748528,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4406,296344.0862,3236092.001,-0.5571744,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4407,296344.6937,3236092.26,-0.553212,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4408,296345.3694,3236092.743,-1.2899136,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4409,296354.0405,3236076.287,-1.229868,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4410,296353.5288,3236075.982,-0.6007608,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4411,296352.6125,3236075.903,-0.4824984,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4412,296352.0755,3236075.099,-0.560832,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4413,296351.3778,3236074.632,-0.5900928,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4414,296350.708,3236074.803,-0.460248,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4415,296350.0554,3236074.094,-0.5635752,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4416,296349.2615,3236073.785,-0.5916168,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4417,296348.2936,3236073.28,-0.5846064,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4418,296347.7399,3236073.075,-0.595884,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4419,296346.9254,3236072.762,-0.5620512,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4420,296345.9987,3236072.539,-0.5733288,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4421,296345.4028,3236072.039,-1.1646408,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4422,296349.0144,3236065.298,-1.2213336,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4423,296349.1998,3236065.379,-0.5026152,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4424,296350.2687,3236065.752,-0.5629656,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4425,296351.3028,3236066.097,-0.4980432,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4426,296351.7538,3236066.44,-0.4733544,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4427,296352.6951,3236066.58,-0.4440936,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4428,296353.3324,3236066.922,-0.3874008,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4429,296354.7103,3236067.042,-0.5315712,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4430,296355.3875,3236067.103,-0.475488,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4431,296355.8312,3236067.7,-0.4767072,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4432,296356.4491,3236067.667,-0.5230368,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4433,296357.8969,3236068.471,-1.2259056,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4434,296359.8919,3236064.901,-1.2265152,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4435,296359.1532,3236065.17,-0.4669536,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4436,296358.9212,3236064.306,-0.5416296,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4437,296358.1822,3236064.005,-0.7251192,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4438,296357.5883,3236063.678,-0.5721096,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4439,296356.9618,3236063.342,-0.4349496,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4440,296356.7008,3236063.011,-0.5266944,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4441,296356.2792,3236062.219,-0.5230368,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4442,296355.5835,3236062.321,-0.5108448,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4443,296354.9523,3236061.898,-0.5419344,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4444,296353.9213,3236061.562,-0.5391912,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4445,296353.2232,3236061.093,-0.4828032,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4446,296352.4866,3236060.651,-0.5373624,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4447,296351.7033,3236060.402,-1.2076176,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4448,296357.2155,3236050.165,-1.1286744,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4449,296357.4633,3236050.773,-0.5629656,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4450,296358.2622,3236050.764,-0.5117592,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4451,296359.0137,3236050.885,-0.5193792,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4452,296359.7964,3236051.202,-0.4934712,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4453,296360.4575,3236051.475,-0.5254752,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4454,296361.4184,3236051.92,-0.5916168,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4455,296362.095,3236052.333,-0.589788,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4456,296362.9385,3236052.734,-0.5611368,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4457,296363.6954,3236052.959,-0.524256,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4458,296364.3547,3236052.986,-0.5209032,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4459,296364.6878,3236053.696,-0.5443728,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4460,296365.5135,3236054.048,-0.5416296,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4461,296365.6307,3236054.597,-1.164336,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4462,296372.3114,3236042.049,-1.1692128,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4463,296371.7078,3236041.644,-0.577596,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4464,296371.0419,3236041.667,-0.562356,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4465,296370.4918,3236041.107,-0.4562856,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4466,296370.1337,3236040.712,-0.5367528,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4467,296369.4536,3236040.743,-0.4733544,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4468,296368.972,3236040.069,-0.568452,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4469,296368.3414,3236039.648,-0.5468112,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4470,296367.7828,3236039.205,-0.4383024,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4471,296366.8939,3236039.086,-0.5428488,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4472,296366.3702,3236038.55,-0.5422392,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4473,296365.6667,3236038.631,-0.4751832,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4474,296364.5955,3236038.297,-0.5446776,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4475,296363.7605,3236038.034,-0.537972,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4476,296363.2861,3236037.664,-1.098804,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4477,296366.2932,3236033.709,-1.0917936,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4478,296366.6116,3236033.971,-0.4852416,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4479,296367.3189,3236034.383,-0.4751832,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4480,296367.7356,3236034.743,-0.435864,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4481,296368.3579,3236034.9,-0.5437632,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4482,296369.1627,3236035.238,-0.5376672,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4483,296369.837,3236035.449,-0.5428488,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4484,296370.7639,3236035.873,-0.5190744,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4485,296371.522,3236035.943,-0.5452872,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4486,296372.3574,3236036.294,-0.4818888,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4487,296373.1156,3236036.735,-0.5184648,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4488,296373.6542,3236037.083,-0.5428488,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4489,296374.3785,3236037.195,-0.5117592,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4490,296374.9563,3236037.684,-1.138428,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4491,296373.9455,3236038.858,-1.1356848,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4492,296373.0497,3236038.548,-0.58674,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4493,296372.2449,3236037.965,-0.5526024,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4494,296383.2514,3236020.848,-1.080516,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4495,296382.9847,3236020.677,-0.551688,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4496,296382.3788,3236020.547,-0.531876,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4497,296381.2379,3236020.123,-0.4276344,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4498,296380.6595,3236019.918,-0.51054,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4499,296379.9856,3236019.967,-0.486156,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4500,296379.2097,3236019.731,-0.4733544,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4501,296378.5206,3236019.574,-0.4782312,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4502,296377.768,3236019.319,-0.5023104,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4503,296376.9699,3236019.099,-0.5541264,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4504,296376.2506,3236018.888,-0.5340096,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4505,296375.4373,3236018.67,-0.5291328,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4506,296374.5364,3236018.578,-1.072896,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4507,296375.4279,3236016.819,-1.0872216,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4508,296375.8918,3236017.132,-0.566928,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4509,296376.9684,3236017.709,-0.5711952,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4510,296377.8616,3236018.496,-0.554736,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4511,296376.7547,3236013.237,-1.0390632,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4512,296377.3346,3236013.461,-0.5035296,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4513,296378.0901,3236013.943,-0.605028,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4514,296378.6304,3236014.254,-0.5285232,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4515,296379.4542,3236014.553,-0.4916424,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4516,296380.2405,3236014.899,-0.4806696,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4517,296381.076,3236015.646,-0.5327904,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4518,296381.8548,3236016.145,-0.4745736,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4519,296382.3578,3236016.581,-0.521208,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4520,296383.0175,3236017.191,-0.5434584,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4521,296383.8569,3236017.467,-0.5334,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4522,296384.5402,3236018.03,-0.515112,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4523,296385.3366,3236018.302,-1.1177016,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4524,296388.3162,3236011.582,-1.0747248,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4525,296387.6841,3236011.273,-0.5114544,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4526,296387.0421,3236010.948,-0.5446776,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4527,296386.077,3236010.303,-0.5205984,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4528,296385.3638,3236010.164,-0.4852416,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4529,296384.7303,3236010.011,-0.5312664,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4530,296383.9747,3236009.836,-0.466344,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4531,296383.1989,3236009.375,-0.5529072,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4532,296382.3004,3236008.957,-0.5077968,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4533,296381.3242,3236008.362,-0.5315712,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4534,296380.7277,3236008.05,-0.5696712,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4535,296379.9714,3236007.796,-0.9988296,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4536,296381.3516,3236005.58,-0.9881616,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4537,296381.9612,3236005.746,-0.505968,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4538,296382.4805,3236006.091,-0.5398008,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4539,296382.8909,3236006.289,-0.5337048,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4540,296383.9647,3236006.779,-0.489204,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4541,296384.43,3236007.15,-0.5449824,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4542,296385.1755,3236007.605,-0.5407152,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4543,296385.8742,3236008.183,-0.5519928,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4544,296386.5581,3236008.665,-0.577596,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4545,296387.4591,3236009.094,-0.553212,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4546,296388.0637,3236009.425,-0.5580888,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4547,296389.2289,3236009.731,-0.5526024,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4548,296389.5451,3236009.929,-1.0792968,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4549,296400.5684,3235989.029,-1.0274808,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4550,296400.2444,3235988.845,-0.5885688,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4551,296399.5524,3235988.483,-0.5495544,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4552,296398.6511,3235987.954,-0.569976,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4553,296398.1629,3235987.218,-0.5833872,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4554,296397.5106,3235986.861,-0.5580888,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4555,296396.9218,3235986.448,-0.5309616,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4556,296396.2458,3235985.891,-0.531876,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4557,296395.4233,3235985.453,-0.5605272,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4558,296394.9451,3235984.957,-0.5846064,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4559,296394.1144,3235984.59,-0.5763768,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4560,296393.5562,3235984.193,-0.5635752,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4561,296393.0831,3235983.397,-1.0524744,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4562,296394.7579,3235980.234,-1.040892,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4563,296395.2731,3235980.668,-0.5370576,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4564,296395.8886,3235980.964,-0.493776,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4565,296396.4507,3235981.43,-0.5529072,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4566,296397.1977,3235982.062,-0.5093208,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4567,296397.8383,3235982.618,-0.5535168,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4568,296398.2122,3235983.099,-0.5327904,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4569,296398.5626,3235983.588,-0.5788152,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4570,296399.376,3235984.106,-0.47244,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4571,296400.0963,3235984.643,-0.57912,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4572,296400.7191,3235985.214,-0.5513832,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4573,296401.2919,3235985.832,-0.5782056,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4574,296402.595,3235985.539,-1.0314432,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4575,296413.4425,3235965.612,-1.0674096,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4576,296413.1007,3235965.173,-0.559308,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4577,296412.6243,3235964.894,-0.5458968,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4578,296411.9114,3235964.29,-0.5291328,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4579,296411.1473,3235963.551,-0.5117592,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4580,296410.5173,3235962.989,-0.5522976,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4581,296409.8506,3235962.307,-0.5141976,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4582,296409.4433,3235961.798,-0.5769864,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4583,296408.6361,3235961.155,-0.5419344,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4584,296408.0679,3235960.51,-0.4904232,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4585,296407.2633,3235960.095,-0.582168,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4586,296406.8471,3235959.687,-0.4501896,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4587,296406.3149,3235961.439,-0.5590032,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4588,296405.8178,3235961.343,-0.5269992,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4589,296405.1296,3235960.915,-1.0192512,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4590,296407.0534,3235957.432,-1.01346,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,GS,
4591,296407.4894,3235957.576,-0.513588,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4592,296408.2728,3235957.944,-0.5093208,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4593,296408.906,3235958.268,-0.504444,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
4594,296409.3685,3235958.894,-0.5315712,10/4/2018,2018,10,4,LC,O,20,LCO20,-999,-999,DANIEL_GORE,ROCK TOP,
