field_pt,date,year,month,day,locality,site,bar,station,transect,tran_length,easting,northing,elev_m,collector,type,gear
LTI5-1-4,1/24/2019,2019,1,24,LT,I,5,LTI5,1,10,298233.441,3238536.244,-0.234,UF,REEF,TRIMBLE_5800_RTK
LTI5-1-5,1/24/2019,2019,1,24,LT,I,5,LTI5,1,12.5,298238.359,3238535.813,-0.377,UF,REEF,TRIMBLE_5800_RTK
LTI5-1-6,1/24/2019,2019,1,24,LT,I,5,LTI5,1,15,298240.826,3238535.814,-0.541,UF,REEF,TRIMBLE_5800_RTK
LTI5-1-7,1/24/2019,2019,1,24,LT,I,5,LTI5,1,17.5,298243.308,3238535.866,-0.646,UF,REEF,TRIMBLE_5800_RTK
LTI5-1-8,1/24/2019,2019,1,24,LT,I,5,LTI5,1,20,298245.927,3238536.106,-0.69,UF,REEF,TRIMBLE_5800_RTK
LTI5-2-0,1/24/2019,2019,1,24,LT,I,5,LTI5,2,0,298229.392,3238527.867,-0.705,UF,REEF,TRIMBLE_5800_RTK
LTI5-2-1,1/24/2019,2019,1,24,LT,I,5,LTI5,2,2.5,298231.908,3238527.714,-0.632,UF,REEF,TRIMBLE_5800_RTK
LTI5-2-2,1/24/2019,2019,1,24,LT,I,5,LTI5,2,5,298234.38,3238527.576,-0.388,UF,REEF,TRIMBLE_5800_RTK
LTI5-2-3,1/24/2019,2019,1,24,LT,I,5,LTI5,2,7.5,298236.882,3238527.548,-0.437,UF,REEF,TRIMBLE_5800_RTK
LTI5-2-4,1/24/2019,2019,1,24,LT,I,5,LTI5,2,10,298239.336,3238527.344,-0.38,UF,REEF,TRIMBLE_5800_RTK
LTI5-2-5,1/24/2019,2019,1,24,LT,I,5,LTI5,2,12.5,298241.777,3238527.157,-0.489,UF,REEF,TRIMBLE_5800_RTK
LTI5-2-6,1/24/2019,2019,1,24,LT,I,5,LTI5,2,15,298244.28,3238527.002,-0.602,UF,REEF,TRIMBLE_5800_RTK
LTI5-2-7,1/24/2019,2019,1,24,LT,I,5,LTI5,2,17.5,298246.783,3238527.09,-0.701,UF,REEF,TRIMBLE_5800_RTK
LTI5-2-8,1/24/2019,2019,1,24,LT,I,5,LTI5,2,18.75,298248.301,3238527.152,-0.792,UF,REEF,TRIMBLE_5800_RTK
LTI6-0,1/24/2019,2019,1,24,LT,I,6,LTI6,1,0,298209.993,3238511.735,-0.603,UF,REEF,TRIMBLE_5800_RTK
LTI6-1,1/24/2019,2019,1,24,LT,I,6,LTI6,1,2.5,298212.429,3238511.591,-0.437,UF,REEF,TRIMBLE_5800_RTK
LTI6-2,1/24/2019,2019,1,24,LT,I,6,LTI6,1,5,298214.918,3238511.716,-0.247,UF,REEF,TRIMBLE_5800_RTK
LTI6-3,1/24/2019,2019,1,24,LT,I,6,LTI6,1,7.5,298217.395,3238511.522,-0.199,UF,REEF,TRIMBLE_5800_RTK
LTI6-4,1/24/2019,2019,1,24,LT,I,6,LTI6,1,10,298219.883,3238511.36,-0.2,UF,REEF,TRIMBLE_5800_RTK
LTI6-5,1/24/2019,2019,1,24,LT,I,6,LTI6,1,12.5,298222.368,3238511.27,-0.198,UF,REEF,TRIMBLE_5800_RTK
LTI6-6,1/24/2019,2019,1,24,LT,I,6,LTI6,1,15,298224.832,3238511.082,-0.395,UF,REEF,TRIMBLE_5800_RTK
LTI6-7,1/24/2019,2019,1,24,LT,I,6,LTI6,1,17.5,298227.363,3238511.112,-0.54,UF,REEF,TRIMBLE_5800_RTK
LTI6-8,1/24/2019,2019,1,24,LT,I,6,LTI6,1,18.87,298228.894,3238511.074,-0.636,UF,REEF,TRIMBLE_5800_RTK
WQ3,10/25/2018,2018,10,25,LC,O,-999,N_A,-999,-999,296859.149,3235401.953,-1.422,UF,WATER_BOTTOM,TRIMBLE_5800_RTK
417,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294351.8956,3239295.651,-0.8119872,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
418,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294352.5786,3239294.853,-0.7431024,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
419,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294349.9386,3239294.613,-0.3989832,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
420,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294351.9362,3239294.257,-0.5391912,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
421,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294351.994,3239293.896,-0.5428488,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
422,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294350.9514,3239293.59,-0.5861304,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
423,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294350.7352,3239293.188,-0.5602224,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
424,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294349.8702,3239292.912,-0.5690616,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
425,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294349.1125,3239292.283,-0.6163056,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
426,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294348.5503,3239291.837,-0.5141976,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
427,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294347.5579,3239291.607,-0.5081016,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
428,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294346.0292,3239291.568,-0.528828,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
429,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294345.4528,3239291.075,-0.5788152,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
430,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294345.0006,3239290.583,-0.516636,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
431,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294344.7198,3239289.906,-0.5276088,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
432,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294344.5097,3239289.57,-0.7784592,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
433,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294354.7632,3239274.807,-0.762,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
434,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294355.0279,3239275.045,-0.5352288,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
435,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294355.5578,3239275.483,-0.5199888,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
436,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294356.0536,3239275.468,-0.5017008,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
437,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294356.4276,3239275.852,-0.5358384,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
438,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294357.083,3239276.472,-0.4224528,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
439,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294358.1028,3239276.563,-0.4956048,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
440,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294359.559,3239277.356,-0.4410456,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
441,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294358.7627,3239276.767,-0.585216,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
442,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294360.1437,3239277.039,-0.5312664,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
443,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294360.5562,3239277.256,-0.4629912,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
444,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294361.0541,3239277.523,-0.4547616,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
445,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294361.6542,3239277.478,-0.4651248,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
446,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294361.9068,3239277.889,-0.3892296,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
447,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294362.7861,3239278.169,-0.417576,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
448,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294363.3191,3239278.539,-0.6227064,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
449,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294362.3579,3239279.679,-0.6419088,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
450,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294361.9528,3239279.564,-0.387096,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
451,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294361.1147,3239279.302,-0.458724,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
452,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294360.8924,3239278.896,-0.4690872,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
453,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294360.6952,3239278.722,-0.5026152,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
454,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294366.3527,3239273.259,-0.6653784,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
455,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294365.9908,3239273.212,-0.4736592,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
456,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294365.5469,3239273.029,-0.3989832,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
457,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294365.0579,3239272.802,-0.4108704,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
458,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294364.4684,3239272.768,-0.481584,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
459,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294363.958,3239272.467,-0.531876,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
460,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294363.5993,3239272.268,-0.5483352,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
461,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294363.1122,3239272.013,-0.5084064,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
462,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294362.6038,3239272.098,-0.5489448,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
463,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294361.7988,3239271.917,-0.5401056,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
464,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294362.0828,3239271.01,-0.5327904,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
465,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294361.6309,3239270.861,-0.521208,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
466,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294361.1483,3239270.85,-0.5931408,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
467,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294360.7176,3239270.561,-0.477012,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
468,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294360.1602,3239270.543,-0.5175504,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
469,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294359.5578,3239270.105,-0.5583936,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
470,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294359.2724,3239269.987,-0.5769864,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
471,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294358.7683,3239269.421,-0.4764024,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
472,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294358.2453,3239269.646,-0.560832,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
473,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294358.2034,3239268.74,-0.5361432,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
474,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294357.951,3239268.743,-0.8668512,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
475,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294373.2386,3239244.796,-0.5544312,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
476,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294373.9063,3239245.528,-0.3334512,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
477,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294375.8235,3239245.732,-0.2764536,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
478,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294376.7836,3239246.249,-0.2505456,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
479,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294379.7715,3239247.716,-0.3797808,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
480,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294373.7015,3239244.825,-0.492252,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
481,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294375.3299,3239245.223,-0.4520184,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
482,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294377.0888,3239245.831,-0.4696968,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
483,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294378.8609,3239246.785,-0.4953,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
484,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294379.9524,3239247.312,-0.4791456,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
485,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294381.2849,3239247.61,-0.4901184,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
486,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294381.9685,3239248.456,-0.481584,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
487,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294380.7093,3239247.813,-0.3557016,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
488,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294383.2622,3239244.17,-0.5574792,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
489,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294381.6801,3239242.734,-0.545592,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
490,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294380.9187,3239242.096,-0.51816,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
491,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294379.9105,3239241.155,-0.4913376,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
492,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294379.042,3239240.247,-0.428244,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
493,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294377.8067,3239239.084,-0.4364736,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
494,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294377.0992,3239238.379,-0.4379976,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
495,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294375.9309,3239240.132,-0.345948,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
496,9/6/2018,2018,9,6,LC,O,2,LCO2,-999,-999,294376.9185,3239241.277,-0.3998976,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
497,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294406.7855,3239185.346,-0.59436,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
498,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294405.9978,3239184.915,-0.6531864,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
499,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294405.6782,3239184.611,-0.435864,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
736,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294405.2584,3239184.43,-0.4087368,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
737,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294404.8292,3239184.207,-0.4489704,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
738,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294404.1669,3239183.93,-0.3121152,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
739,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294403.4221,3239183.706,-0.3919728,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
740,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294402.611,3239183.46,-0.4212336,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
741,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294402.0511,3239183.467,-0.4126992,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
742,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294401.2777,3239183.137,-0.3968496,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
743,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294400.3885,3239182.704,-0.4120896,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
744,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294400.1664,3239182.357,-0.4736592,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
745,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294399.7481,3239181.885,-0.4172712,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
746,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294399.1192,3239181.881,-0.35814,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
747,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294398.3723,3239181.557,-0.5782056,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
748,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294397.7579,3239181.281,-0.5873496,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
749,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294398.7034,3239180.565,-0.5961888,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
750,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294399.312,3239180.86,-0.4364736,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
751,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294403.2968,3239170.608,-0.7001256,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
752,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294403.3637,3239193.503,-0.6458712,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
753,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294402.8383,3239193.555,-0.4142232,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
754,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294402.3379,3239192.89,-0.486156,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
755,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294401.2697,3239192.267,-0.5041392,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
756,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294400.0973,3239191.726,-0.4943856,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
757,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294399.385,3239191.806,-0.4645152,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
758,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294398.5777,3239191.366,-0.4797552,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
759,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294397.4409,3239191.213,-0.4608576,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
760,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294396.7525,3239190.91,-0.414528,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
761,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294396.177,3239190.273,-0.460248,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
762,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294395.6489,3239189.816,-0.428244,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
763,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294395.1461,3239189.306,-0.4224528,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
764,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294394.4744,3239188.752,-0.5279136,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
765,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294394.2406,3239188.572,-0.5803392,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
766,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294397.0928,3239183.714,-0.597408,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
767,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294398.0331,3239183.812,-0.5352288,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
768,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294398.7945,3239184.193,-0.5209032,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
769,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294399.9275,3239184.331,-0.5324856,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
770,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294400.577,3239184.899,-0.4959096,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
771,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294401.3097,3239185.07,-0.5193792,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
772,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294402.5259,3239185.6,-0.4501896,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
773,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294403.4698,3239185.827,-0.5117592,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
774,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294403.9272,3239186.169,-0.443484,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
775,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294404.8251,3239186.728,-0.4264152,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
776,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294405.4276,3239187.006,-0.7205472,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
777,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294410.6631,3239175.276,-0.67056,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
778,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294410.3562,3239175.317,-0.4928616,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
779,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294409.7956,3239174.523,-0.4623816,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
780,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294409.0089,3239174.281,-0.4776216,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
781,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294408.3096,3239173.783,-0.4934712,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
782,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294407.5061,3239173.455,-0.5361432,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
783,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294407.0512,3239172.88,-0.5065776,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
784,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294406.5165,3239172.479,-0.5666232,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
785,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294405.4644,3239172.316,-0.4949952,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
786,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294404.6952,3239171.982,-0.4791456,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
787,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294404.3173,3239171.916,-0.5114544,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
788,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294403.8912,3239171.708,-0.7296912,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
789,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294409.5488,3239155.975,-0.7495032,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK
790,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294410.0305,3239155.871,-0.5087112,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
791,9/6/2018,2018,9,6,LC,O,3,LCO3,-999,-999,294410.5554,3239156.088,-0.560832,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK
