"","SEG","ELEMENT","LENGTH","START_X","START_Y","TRANS_NUM","TOT_LEN"
"1",87,"str3",21.97183218,296574.4271,3235607.212,3,65.91549654
"2",124,"str3",21.97183218,295964.8656,3236951.519,3,65.91549654
"3",82,"str3",21.97183218,296525.8751,3235705.76,3,65.91549654
"4",92,"str3",21.97183218,296377.6393,3236022.061,5,109.8591609
"5",111,"str3",21.97183218,296250.6075,3236434.891,1,21.97183218
"6",104,"str3",21.97183218,296176.8747,3236569.868,4,87.88732872
"7",93,"str3",21.97183218,296388.0264,3236002.7,4,87.88732872
"8",114,"str3",21.97183218,296282.2073,3236377.044,3,65.91549654
"9",96,"str3",21.97183218,296419.1877,3235944.615,1,21.97183218
"10",80,"str3",21.97183218,296506.4543,3235745.179,5,109.8591609
"11",103,"str3",21.97183218,296166.3415,3236589.15,1,21.97183218
"12",88,"str3",21.97183218,296584.1375,3235587.502,5,109.8591609
"13",117,"str3",21.97183218,296050.3168,3236757.86,2,43.94366436
"14",74,"str3",21.97183218,296704.2778,3235399.024,5,109.8591609
"15",89,"str3",21.97183218,296346.478,3236080.146,4,87.88732872
"16",67,"str3",21.97183218,296633.3448,3235535.493,1,21.97183218
"17",94,"str3",21.97183218,296398.4135,3235983.338,5,109.8591609
"18",90,"str3",21.97183218,296356.8651,3236060.784,1,21.97183218
"19",122,"str3",21.97183218,295955.0481,3236994.352,3,65.91549654
"20",78,"str3",21.97183218,296487.0335,3235784.598,1,21.97183218
"21",110,"str3",21.97183218,296240.0743,3236454.173,2,43.94366436
"22",70,"str3",21.97183218,296663.7447,3235477.007,1,21.97183218
"23",75,"str3",21.97183218,296714.4111,3235379.529,1,21.97183218
"24",119,"str3",21.97183218,296070.9929,3236719.084,5,109.8591609
"25",105,"str3",21.97183218,296187.408,3236550.585,3,65.91549654
"26",101,"str3",21.97183218,296145.275,3236627.715,3,65.91549654
"27",85,"str3",21.97183218,296555.0063,3235646.631,3,65.91549654
"28",86,"str3",21.97183218,296564.7167,3235626.921,1,21.97183218
"29",107,"str3",21.97183218,296208.4745,3236512.021,4,87.88732872
"30",115,"str3",21.97183218,296029.6408,3236796.635,2,43.94366436
"31",73,"str3",21.97183218,296694.1445,3235418.52,5,109.8591609
"32",91,"str3",21.97183218,296367.2522,3236041.423,2,43.94366436
"33",97,"str3",21.97183218,296429.5748,3235925.253,5,109.8591609
"34",76,"str3",21.97183218,296724.5444,3235360.033,1,21.97183218
"35",121,"str3",21.97183218,295950.1393,3237015.768,2,43.94366436
"36",109,"str3",21.97183218,296229.541,3236473.456,4,87.88732872
"37",120,"str3",21.97183218,295945.2306,3237037.185,3,65.91549654
"38",95,"str3",21.97183218,296408.8006,3235963.976,1,21.97183218
"39",83,"str3",21.97183218,296535.5855,3235686.05,5,109.8591609
"40",118,"str3",21.97183218,296060.6548,3236738.472,1,21.97183218
"41",125,"str3",21.97183218,295969.7744,3236930.102,3,65.91549654
"42",99,"str3",21.97183218,296450.349,3235886.53,5,109.8591609
"43",71,"str3",21.97183218,296673.878,3235457.511,5,109.8591609
"44",68,"str3",21.97183218,296643.4781,3235515.998,4,87.88732872
"45",106,"str3",21.97183218,296197.9413,3236531.303,3,65.91549654
"46",108,"str3",21.97183218,296219.0078,3236492.738,4,87.88732872
"47",100,"str3",21.97183218,296460.736,3235867.169,4,87.88732872
"48",123,"str3",21.97183218,295959.9569,3236972.935,5,109.8591609
"49",116,"str3",21.97183218,296039.9788,3236777.247,2,43.94366436
"50",102,"str3",21.97183218,296155.8082,3236608.433,5,109.8591609
"51",113,"str3",21.97183218,296271.674,3236396.326,5,109.8591609
"52",84,"str3",21.97183218,296545.2959,3235666.341,5,109.8591609
"53",72,"str3",21.97183218,296684.0113,3235438.016,4,87.88732872
"54",98,"str3",21.97183218,296439.9619,3235905.892,5,109.8591609
"55",81,"str3",21.97183218,296516.1647,3235725.469,4,87.88732872
"56",69,"str3",21.97183218,296653.6114,3235496.502,1,21.97183218
"57",112,"str3",21.97183218,296261.1408,3236415.608,5,109.8591609
"58",79,"str3",21.97183218,296496.7439,3235764.889,2,43.94366436
"59",126,"str3",21.97183218,295974.6831,3236908.686,5,109.8591609
"60",77,"str3",21.97183218,296734.6777,3235340.538,2,43.94366436
