"","FID","Id","ORIG_FID","LENGTH","START_X","START_Y","MID_X","MID_Y","END_X","END_Y"
"1197",4233,0,1178,10.20909858,298352.7771,3238085.733,298357.8816,3238085.733,298362.9862,3238085.733
"4636",10610,0,2638,2.6742636,299246.4375,3235910.986,299246.4375,3235912.323,299246.4375,3235913.66
"903",3939,0,1022,7.012006668,298392.1246,3237185.733,298395.6306,3237185.733,298399.1366,3237185.733
"1835",4871,0,1475,32.48374067,297522.0398,3239039.733,297538.2817,3239039.733,297554.5235,3239039.733
"4933",10907,0,2741,17.8346608,299452.4375,3236080.486,299452.4375,3236089.404,299452.4375,3236098.321
"1021",4057,0,1092,12.82523451,298485.7336,3237647.733,298492.1462,3237647.733,298498.5588,3237647.733
"2451",5487,0,1766,37.75230532,297456.4375,3239358.948,297456.4375,3239377.824,297456.4375,3239396.701
"261",1262,0,441,13.56962009,299300.4479,3235831.733,299307.2328,3235831.733,299314.0176,3235831.733
"4895",10869,0,2704,9.686796248,299378.4375,3235841.358,299378.4375,3235846.201,299378.4375,3235851.044
"2153",5189,0,1620,19.01234263,297449.4305,3239377.733,297458.9367,3239377.733,297468.4429,3239377.733
"786",3822,0,994,11.56378366,298475.501,3237129.733,298481.2829,3237129.733,298487.0648,3237129.733
"2026",5062,0,1551,33.06031531,297604.4196,3239191.733,297620.9497,3239191.733,297637.4799,3239191.733
"354",1532,0,483,28.60481688,299295.551,3235919.733,299309.8535,3235919.733,299324.1559,3235919.733
"4316",10290,0,2550,31.72399562,299070.4375,3235930.655,299070.4375,3235946.517,299070.4375,3235962.379
"4731",10705,0,2663,14.17497627,299296.4375,3235809.995,299296.4375,3235817.082,299296.4375,3235824.17
"2417",5453,0,1736,9.255158884,297637.8242,3239609.733,297642.4518,3239609.733,297647.0793,3239609.733
"1011",4047,0,1087,10.60056254,298480.1616,3237637.733,298485.4619,3237637.733,298490.7621,3237637.733
"2369",5405,0,1697,31.81694921,297783.3187,3239531.733,297799.2271,3239531.733,297815.1356,3239531.733
"4285",10259,0,2540,54.06805451,299050.4375,3235526.231,299050.4375,3235553.265,299050.4375,3235580.299
"1819",4855,0,1469,10.46673991,297878.1534,3239027.733,297883.3868,3239027.733,297888.6201,3239027.733
"3298",6938,0,2186,7.920785524,298296.4375,3238446.297,298296.4375,3238450.257,298296.4375,3238454.218
"4575",10549,0,2622,25.10450295,299214.4375,3235988.631,299214.4375,3236001.184,299214.4375,3236013.736
"1611",4647,0,1368,33.06175852,298377.6007,3238613.733,298394.1316,3238613.733,298410.6625,3238613.733
"1310",4346,0,1260,20.4525296,298336.8771,3238397.733,298347.1034,3238397.733,298357.3297,3238397.733
"4166",8979,0,2332,5.288725991,298588.4375,3237150.301,298588.4375,3237152.946,298588.4375,3237155.59
"986",4022,0,1072,14.69441916,298592.9124,3237285.733,298600.2596,3237285.733,298607.6068,3237285.733
"2045",5081,0,1559,59.96486167,297892.2933,3239207.733,297922.2758,3239207.733,297952.2582,3239207.733
"3182",6713,0,2149,33.4439514,298222.4375,3238493.89,298222.4375,3238510.612,298222.4375,3238527.334
"84",541,0,294,24.20532713,298867.2714,3235537.733,298879.3741,3235537.733,298891.4768,3235537.733
"2678",5714,0,1877,61.21648292,297678.4375,3239376.748,297678.4375,3239407.356,297678.4375,3239437.964
"4622",10596,0,2634,6.247480534,299238.4375,3236086.382,299238.4375,3236089.506,299238.4375,3236092.63
"3516",7503,0,2231,8.482049716,298386.4375,3237217.861,298386.4375,3237222.102,298386.4375,3237226.343
"4247",10159,0,2479,15.20649459,298882.4375,3235505.762,298882.4375,3235513.365,298882.4375,3235520.968
"1141",4177,0,1145,27.80302266,298545.4058,3237753.733,298559.3073,3237753.733,298573.2089,3237753.733
"2440",5476,0,1757,28.63805548,297644.4376,3239697.733,297658.7566,3239697.733,297673.0756,3239697.733
"3214",6777,0,2159,9.310682729,298242.4375,3238317.146,298242.4375,3238321.801,298242.4375,3238326.456
"1400",4436,0,1293,8.393715889,298305.2187,3238463.733,298309.4156,3238463.733,298313.6124,3238463.733
"2411",5447,0,1730,16.0739853,297640.149,3239597.733,297648.186,3239597.733,297656.223,3239597.733
"287",1324,0,455,32.00872585,299335.9191,3235863.733,299351.9234,3235863.733,299367.9278,3235863.733
"2552",5588,0,1839,24.04919737,297602.4375,3239393.427,297602.4375,3239405.452,297602.4375,3239417.477
"4103",8745,0,2316,4.4217117,298556.4375,3237751.339,298556.4375,3237753.55,298556.4375,3237755.76
"3674",7796,0,2256,12.29199757,298436.4375,3237134.766,298436.4375,3237140.912,298436.4375,3237147.058
"3952",8300,0,2288,13.82937188,298500.4375,3238545.859,298500.4375,3238552.774,298500.4375,3238559.689
"2410",5446,0,1729,14.83595449,297641.5745,3239595.733,297648.9925,3239595.733,297656.4105,3239595.733
"3730",7904,0,2264,19.7555438,298452.4375,3237190.365,298452.4375,3237200.242,298452.4375,3237210.12
"2529",5565,0,1828,46.3694067,297580.4375,3239112.471,297580.4375,3239135.655,297580.4375,3239158.84
"2298",5334,0,1672,25.62906148,297612.4112,3239481.733,297625.2257,3239481.733,297638.0402,3239481.733
"3489",7408,0,2221,7.863294034,298366.4375,3238205.374,298366.4375,3238209.306,298366.4375,3238213.237
"2917",6042,0,1947,1.644028768,297818.4375,3238979.93,297818.4375,3238980.752,297818.4375,3238981.574
"540",1940,0,531,8.094664005,299302.4341,3236015.733,299306.4814,3236015.733,299310.5288,3236015.733
"4862",10836,0,2693,7.927136802,299356.4375,3236088.187,299356.4375,3236092.151,299356.4375,3236096.114
"494",1826,0,520,76.69166199,299147.6646,3235993.733,299186.0104,3235993.733,299224.3563,3235993.733
"4015",8458,0,2299,17.18070787,298522.4375,3237105.855,298522.4375,3237114.446,298522.4375,3237123.036
"2568",5604,0,1843,22.76470298,297610.4375,3239392.322,297610.4375,3239403.705,297610.4375,3239415.087
"424",1661,0,501,35.23665888,299272.3579,3235955.733,299289.9762,3235955.733,299307.5946,3235955.733
"1031",4067,0,1098,14.73615353,298398.1771,3237659.733,298405.5452,3237659.733,298412.9133,3237659.733
"2324",5360,0,1678,7.578755095,298059.6938,3239493.733,298063.4831,3239493.733,298067.2725,3239493.733
"1474",4510,0,1318,26.46236048,298208.5679,3238513.733,298221.7991,3238513.733,298235.0302,3238513.733
"4072",8643,0,2311,13.75518649,298546.4375,3237097.625,298546.4375,3237104.503,298546.4375,3237111.381
"3080",6280,0,2011,15.28735165,297946.4375,3239427.55,297946.4375,3239435.194,297946.4375,3239442.838
"1495",4531,0,1324,44.62200108,298290.3069,3238525.733,298312.6179,3238525.733,298334.9289,3238525.733
"603",2146,0,553,6.696068218,299327.4613,3236059.733,299330.8093,3236059.733,299334.1574,3236059.733
"2222",5258,0,1646,23.22382801,297924.1675,3239429.733,297935.7794,3239429.733,297947.3913,3239429.733
"2553",5589,0,1839,20.15634087,297602.4375,3239505.054,297602.4375,3239515.132,297602.4375,3239525.21
"2063",5099,0,1567,23.28928095,297628.0562,3239223.733,297639.7009,3239223.733,297651.3455,3239223.733
"360",1541,0,484,30.29812159,299293.904,3235921.733,299309.053,3235921.733,299324.2021,3235921.733
"2627",5663,0,1860,50.40611133,297644.4375,3239211.089,297644.4375,3239236.292,297644.4375,3239261.495
"1709",4745,0,1410,15.43378247,298468.6104,3238697.733,298476.3273,3238697.733,298484.0442,3238697.733
"1446",4482,0,1308,35.11853285,298445.3645,3238493.733,298462.9237,3238493.733,298480.483,3238493.733
"1900",4936,0,1505,20.50565958,297550.8967,3239099.733,297561.1495,3239099.733,297571.4023,3239099.733
"2736",5772,0,1900,22.73957065,297724.4375,3239566.838,297724.4375,3239578.208,297724.4375,3239589.578
"3636",7732,0,2250,20.60085821,298424.4375,3237687.65,298424.4375,3237697.951,298424.4375,3237708.251
"1874",4910,0,1487,12.50959585,297779.1621,3239063.733,297785.4169,3239063.733,297791.6717,3239063.733
"3893",8198,0,2282,19.11660693,298488.4375,3237635.25,298488.4375,3237644.808,298488.4375,3237654.366
"640",2238,0,564,13.27985636,299100.055,3236081.733,299106.695,3236081.733,299113.3349,3236081.733
"4937",10911,0,2745,9.489550132,299460.4375,3236087.591,299460.4375,3236092.336,299460.4375,3236097.08
"1027",4063,0,1096,13.19371823,298398.939,3237655.733,298405.5359,3237655.733,298412.1327,3237655.733
"3746",7932,0,2266,21.21983965,298456.4375,3238489.769,298456.4375,3238500.379,298456.4375,3238510.989
"268",1284,0,448,25.8950327,299352.8902,3235849.733,299365.8377,3235849.733,299378.7852,3235849.733
"2104",5140,0,1585,8.802461886,297738.7927,3239259.733,297743.1939,3239259.733,297747.5952,3239259.733
"1573",4609,0,1348,6.781790697,298212.5584,3238573.733,298215.9493,3238573.733,298219.3402,3238573.733
"563",2043,0,541,15.52934177,299271.1058,3236035.733,299278.8705,3236035.733,299286.6351,3236035.733
"957",3993,0,1043,19.46279691,298530.0489,3237227.733,298539.7802,3237227.733,298549.5116,3237227.733
"3084",6284,0,2014,3.035708245,297952.4375,3239204.631,297952.4375,3239206.149,297952.4375,3239207.667
"1172",4208,0,1156,16.12084014,298482.9621,3237775.733,298491.0225,3237775.733,298499.083,3237775.733
"4341",10315,0,2557,19.6405261,299084.4375,3235967.831,299084.4375,3235977.651,299084.4375,3235987.471
"3726",7893,0,2263,10.62113637,298450.4375,3238083.837,298450.4375,3238089.148,298450.4375,3238094.458
"4035",8512,0,2302,26.52516215,298528.4375,3237732.33,298528.4375,3237745.592,298528.4375,3237758.855
"2544",5580,0,1837,51.76204776,297598.4375,3239131.873,297598.4375,3239157.754,297598.4375,3239183.635
"1451",4487,0,1310,7.365501023,298349.9608,3238497.733,298353.6436,3238497.733,298357.3263,3238497.733
"1389",4425,0,1290,1.220853228,298321.2562,3238457.733,298321.8667,3238457.733,298322.4771,3238457.733
"2246",5282,0,1652,5.91030957,297959.0382,3239441.733,297961.9934,3239441.733,297964.9485,3239441.733
"3885",8183,0,2281,13.74889042,298486.4375,3237774.028,298486.4375,3237780.903,298486.4375,3237787.777
"3490",7409,0,2221,2.129003928,298366.4375,3238371.377,298366.4375,3238372.442,298366.4375,3238373.506
"3509",7485,0,2229,17.74630069,298382.4375,3238600.815,298382.4375,3238609.688,298382.4375,3238618.561
"1413",4449,0,1296,11.85536877,298476.4306,3238469.733,298482.3583,3238469.733,298488.286,3238469.733
"372",1563,0,487,9.792730849,299059.5978,3235927.733,299064.4942,3235927.733,299069.3905,3235927.733
"1779",4815,0,1453,16.01152231,297806.0462,3238995.733,297814.0519,3238995.733,297822.0577,3238995.733
"1457",4493,0,1312,7.37779437,298351.4,3238501.733,298355.0889,3238501.733,298358.7778,3238501.733
"3546",7566,0,2236,30.9178197,298396.4375,3237175.902,298396.4375,3237191.361,298396.4375,3237206.82
"4484",10458,0,2601,100.8660012,299172.4375,3235905.731,299172.4375,3235956.164,299172.4375,3236006.597
"707",2389,0,582,11.56929917,299268.1237,3236117.733,299273.9084,3236117.733,299279.693,3236117.733
"4397",10371,0,2574,5.739085311,299118.4375,3236066.278,299118.4375,3236069.147,299118.4375,3236072.017
"942",3978,0,1035,21.06131671,298512.6552,3237211.733,298523.1859,3237211.733,298533.7165,3237211.733
"4875",10849,0,2697,27.3397315,299364.4375,3235841.662,299364.4375,3235855.332,299364.4375,3235869.002
"4318",10292,0,2551,86.13603664,299072.4375,3235584.573,299072.4375,3235627.641,299072.4375,3235670.709
"3675",7797,0,2256,6.998196077,298436.4375,3237624.78,298436.4375,3237628.279,298436.4375,3237631.778
"1104",4140,0,1132,8.645723342,298538.6968,3237727.733,298543.0197,3237727.733,298547.3425,3237727.733
"1812",4848,0,1467,35.57918682,297504.498,3239023.733,297522.2876,3239023.733,297540.0772,3239023.733
"3292",6928,0,2185,7.404445655,298294.4375,3238447.519,298294.4375,3238451.222,298294.4375,3238454.924
"288",1328,0,456,21.95332463,299240.4577,3235865.733,299251.4344,3235865.733,299262.4111,3235865.733
"998",4034,0,1082,23.35155352,298426.6558,3237627.733,298438.3316,3237627.733,298450.0074,3237627.733
"2409",5445,0,1728,13.60375728,297642.9939,3239593.733,297649.7958,3239593.733,297656.5977,3239593.733
"908",3944,0,1024,11.83907394,298439.1254,3237189.733,298445.045,3237189.733,298450.9645,3237189.733
"3567",7605,0,2239,4.441252165,298402.4375,3238121.443,298402.4375,3238123.663,298402.4375,3238125.884
"304",1369,0,463,13.80211995,299201.3763,3235879.733,299208.2773,3235879.733,299215.1784,3235879.733
"3860",8144,0,2279,8.239756507,298482.4375,3237631.49,298482.4375,3237635.61,298482.4375,3237639.729
"3649",7754,0,2252,18.04056343,298428.4375,3237686.477,298428.4375,3237695.498,298428.4375,3237704.518
"1154",4190,0,1150,9.481277472,298538.4682,3237763.733,298543.2088,3237763.733,298547.9495,3237763.733
"1970",5006,0,1533,8.289350486,297839.6548,3239155.733,297843.7995,3239155.733,297847.9441,3239155.733
"1683",4719,0,1401,3.632486412,298496.8865,3238679.733,298498.7028,3238679.733,298500.519,3238679.733
"658",2273,0,567,8.182049557,299234.1281,3236087.733,299238.2191,3236087.733,299242.3101,3236087.733
"4425",10399,0,2583,29.4128247,299136.4375,3236105.045,299136.4375,3236119.752,299136.4375,3236134.458
"3983",8371,0,2293,10.51168692,298510.4375,3237143.639,298510.4375,3237148.895,298510.4375,3237154.151
"1556",4592,0,1343,8.018020983,298218.2892,3238563.733,298222.2982,3238563.733,298226.3072,3238563.733
"2426",5462,0,1745,28.02062628,297693.2201,3239635.733,297707.2304,3239635.733,297721.2407,3239635.733
"2157",5193,0,1621,15.95068498,297641.5061,3239379.733,297649.4814,3239379.733,297657.4568,3239379.733
"1569",4605,0,1346,26.10024058,298438.1221,3238569.733,298451.1722,3238569.733,298464.2224,3238569.733
"3343",7023,0,2193,12.96339996,298310.4375,3238159.619,298310.4375,3238166.101,298310.4375,3238172.583
"1796",4832,0,1460,14.36227877,297773.6247,3239009.733,297780.8059,3239009.733,297787.987,3239009.733
"2120",5156,0,1601,19.23765565,297464.3388,3239339.733,297473.9576,3239339.733,297483.5765,3239339.733
"1476",4512,0,1318,1.436920491,298442.3332,3238513.733,298443.0517,3238513.733,298443.7701,3238513.733
"4049",8568,0,2306,4.841121742,298536.4375,3237141.365,298536.4375,3237143.785,298536.4375,3237146.206
"3969",8341,0,2291,8.548953997,298506.4375,3237144.21,298506.4375,3237148.485,298506.4375,3237152.759
"3108",6322,0,2033,10.13990621,297990.4375,3239415.398,297990.4375,3239420.468,297990.4375,3239425.538
"3460",7302,0,2214,12.78467596,298352.4375,3238421.038,298352.4375,3238427.43,298352.4375,3238433.823
"2366",5402,0,1695,0.321515031,297602.9281,3239527.733,297603.0888,3239527.733,297603.2496,3239527.733
"864",3900,0,1009,7.722587518,298630.6088,3237159.733,298634.4701,3237159.733,298638.3314,3237159.733
"1927",4963,0,1517,25.18270624,297561.9671,3239123.733,297574.5584,3239123.733,297587.1498,3239123.733
"3191",6728,0,2151,29.90160182,298226.4375,3238533.615,298226.4375,3238548.566,298226.4375,3238563.516
"3447",7268,0,2212,8.711056073,298348.4375,3238199.466,298348.4375,3238203.821,298348.4375,3238208.177
"4671",10645,0,2648,28.17324375,299266.4375,3235915.597,299266.4375,3235929.683,299266.4375,3235943.77
"3099",6305,0,2025,25.52721204,297974.4375,3239441.89,297974.4375,3239454.654,297974.4375,3239467.417
"3120",6408,0,2071,10.6206098,298066.4375,3239427.174,298066.4375,3239432.484,298066.4375,3239437.794
"3728",7895,0,2263,31.53676728,298450.4375,3238542.897,298450.4375,3238558.666,298450.4375,3238574.434
"2543",5579,0,1836,4.690804418,297596.4375,3239566.02,297596.4375,3239568.365,297596.4375,3239570.71
"985",4021,0,1071,15.60553027,298590.1124,3237283.733,298597.9152,3237283.733,298605.7179,3237283.733
"3060",6256,0,2001,14.4001879,297926.4375,3239417.486,297926.4375,3239424.687,297926.4375,3239431.887
"2770",5828,0,1914,5.594059954,297752.4375,3239250.79,297752.4375,3239253.587,297752.4375,3239256.384
"4322",10296,0,2552,33.82780983,299074.4375,3235634.114,299074.4375,3235651.028,299074.4375,3235667.942
"3741",7927,0,2266,14.0851241,298456.4375,3237138,298456.4375,3237145.043,298456.4375,3237152.086
"2824",5915,0,1927,12.99606983,297778.4375,3239219.976,297778.4375,3239226.474,297778.4375,3239232.972
"1629",4665,0,1380,7.982906891,298284.2495,3238637.733,298288.2409,3238637.733,298292.2324,3238637.733
"3033",6195,0,1984,8.401325047,297892.4375,3239117.507,297892.4375,3239121.707,297892.4375,3239125.908
"2306",5342,0,1674,18.24639344,297690.3855,3239485.733,297699.5087,3239485.733,297708.6319,3239485.733
"4430",10404,0,2585,33.70884592,299140.4375,3235560.273,299140.4375,3235577.127,299140.4375,3235593.981
"2832",5927,0,1929,3.303766253,297782.4375,3238993.498,297782.4375,3238995.15,297782.4375,3238996.802
"178",702,0,315,37.22266675,299137.2969,3235579.733,299155.9083,3235579.733,299174.5196,3235579.733
"3180",6711,0,2149,12.8110149,298222.4375,3238427.219,298222.4375,3238433.625,298222.4375,3238440.03
"2433",5469,0,1752,7.005879543,297645.4022,3239687.733,297648.9051,3239687.733,297652.4081,3239687.733
"1497",4533,0,1325,47.41540804,298286.9328,3238527.733,298310.6405,3238527.733,298334.3482,3238527.733
"3782",8013,0,2271,8.146528782,298466.4375,3237171.555,298466.4375,3237175.628,298466.4375,3237179.701
"1037",4073,0,1101,16.02312978,298397.3517,3237665.733,298405.3632,3237665.733,298413.3748,3237665.733
"934",3970,0,1033,9.131385407,298381.439,3237207.733,298386.0047,3237207.733,298390.5704,3237207.733
"3332",6999,0,2191,6.069400501,298306.4375,3238439.756,298306.4375,3238442.79,298306.4375,3238445.825
"3022",6180,0,1981,31.13531389,297886.4375,3239483.206,297886.4375,3239498.774,297886.4375,3239514.341
"561",2041,0,541,58.92337573,299140.7668,3236035.733,299170.2285,3236035.733,299199.6901,3236035.733
"1858",4894,0,1482,33.826322,297844.7152,3239053.733,297861.6284,3239053.733,297878.5416,3239053.733
"4928",10902,0,2736,22.967876,299442.4375,3236082.437,299442.4375,3236093.921,299442.4375,3236105.405
"3229",6809,0,2164,7.508019374,298252.4375,3238319.698,298252.4375,3238323.452,298252.4375,3238327.206
"4266",10240,0,2526,14.01717666,299022.4375,3236060.007,299022.4375,3236067.016,299022.4375,3236074.024
"3461",7303,0,2214,18.28165719,298352.4375,3238486.517,298352.4375,3238495.658,298352.4375,3238504.799
"2233",5269,0,1649,18.11122585,297675.7215,3239435.733,297684.7771,3239435.733,297693.8327,3239435.733
"3873",8164,0,2280,14.19778597,298484.4375,3237758.536,298484.4375,3237765.635,298484.4375,3237772.734
"427",1667,0,502,34.16787581,299274.8341,3235957.733,299291.918,3235957.733,299309.002,3235957.733
"3927",8260,0,2286,18.60122204,298496.4375,3237110.681,298496.4375,3237119.982,298496.4375,3237129.282
"991",4027,0,1077,11.73703275,298603.3844,3237295.733,298609.2529,3237295.733,298615.1214,3237295.733
"3289",6921,0,2184,63.96027625,298292.4375,3238524.698,298292.4375,3238556.678,298292.4375,3238588.658
"3940",8280,0,2287,9.840523007,298498.4375,3237775.185,298498.4375,3237780.105,298498.4375,3237785.025
"3318",6970,0,2189,59.94551698,298302.4375,3238523.781,298302.4375,3238553.754,298302.4375,3238583.727
"1964",5000,0,1532,38.52023256,297577.1716,3239153.733,297596.4318,3239153.733,297615.6919,3239153.733
"1946",4982,0,1522,6.063181949,297765.2364,3239133.733,297768.268,3239133.733,297771.2996,3239133.733
"18",369,0,230,33.23346689,298858.2397,3235409.733,298874.8565,3235409.733,298891.4732,3235409.733
"2899",6016,0,1943,19.12670155,297810.4375,3238988.377,297810.4375,3238997.94,297810.4375,3239007.504
"4623",10597,0,2635,6.191112634,299240.4375,3235865.794,299240.4375,3235868.89,299240.4375,3235871.985
"300",1357,0,461,7.817495445,299204.9364,3235875.733,299208.8451,3235875.733,299212.7539,3235875.733
"2809",5894,0,1924,19.77622894,297772.4375,3239167.005,297772.4375,3239176.893,297772.4375,3239186.781
"3752",7944,0,2267,3.181144156,298458.4375,3238090.246,298458.4375,3238091.837,298458.4375,3238093.427
"1492",4528,0,1323,4.791323697,298359.7287,3238523.733,298362.1244,3238523.733,298364.52,3238523.733
"2876",5982,0,1937,28.41187146,297798.4375,3239528.043,297798.4375,3239542.249,297798.4375,3239556.455
"1547",4583,0,1341,8.227215308,298220.5009,3238559.733,298224.6145,3238559.733,298228.7281,3238559.733
"1596",4632,0,1355,33.79935995,298474.2167,3238587.733,298491.1164,3238587.733,298508.016,3238587.733
"4486",10460,0,2601,5.433257538,299172.4375,3236073.195,299172.4375,3236075.911,299172.4375,3236078.628
"2976",6119,0,1966,12.00651957,297856.4375,3239045.964,297856.4375,3239051.967,297856.4375,3239057.97
"956",3992,0,1042,19.59006964,298527.6489,3237225.733,298537.4439,3237225.733,298547.2389,3237225.733
"4916",10890,0,2724,24.01959139,299418.4375,3236082.087,299418.4375,3236094.096,299418.4375,3236106.106
"4766",10740,0,2668,33.93223639,299306.4375,3235912.099,299306.4375,3235929.065,299306.4375,3235946.031
"2878",5985,0,1938,15.35547705,297800.4375,3239152.864,297800.4375,3239160.541,297800.4375,3239168.219
"3016",6173,0,1980,17.8788661,297884.4375,3239114.757,297884.4375,3239123.696,297884.4375,3239132.636
"322",1461,0,476,17.72804466,299178.6312,3235905.733,299187.4952,3235905.733,299196.3592,3235905.733
"1780",4816,0,1454,43.8237004,297480.8776,3238997.733,297502.7895,3238997.733,297524.7013,3238997.733
"438",1690,0,506,83.30895208,299111.0651,3235965.733,299152.7196,3235965.733,299194.3741,3235965.733
"719",2421,0,587,26.29196322,299289.0174,3236127.733,299302.1634,3236127.733,299315.3093,3236127.733
"1421",4457,0,1298,6.833795224,298339.7541,3238473.733,298343.171,3238473.733,298346.5879,3238473.733
"3196",6739,0,2153,3.811543598,298230.4375,3238429.104,298230.4375,3238431.01,298230.4375,3238432.916
"4170",8992,0,2333,2.759995369,298590.4375,3237152.837,298590.4375,3237154.217,298590.4375,3237155.597
"213",782,0,331,36.10898189,299045.1288,3235611.733,299063.1833,3235611.733,299081.2378,3235611.733
"2704",5740,0,1888,23.48791118,297700.4375,3239479.408,297700.4375,3239491.152,297700.4375,3239502.896
"1139",4175,0,1144,17.57890326,298554.6299,3237751.733,298563.4194,3237751.733,298572.2089,3237751.733
"4934",10908,0,2742,18.42360306,299454.4375,3236080.137,299454.4375,3236089.349,299454.4375,3236098.561
"4652",10626,0,2643,10.70326681,299256.4375,3236044.269,299256.4375,3236049.62,299256.4375,3236054.972
"3124",6521,0,2106,11.87142711,298136.4375,3238423.128,298136.4375,3238429.064,298136.4375,3238434.999
"1227",4263,0,1197,7.63654737,298403.4779,3238127.733,298407.2961,3238127.733,298411.1144,3238127.733
"4752",10726,0,2666,49.88509872,299302.4375,3235948.055,299302.4375,3235972.998,299302.4375,3235997.94
"3551",7577,0,2237,13.77932609,298398.4375,3237174.518,298398.4375,3237181.407,298398.4375,3237188.297
"4686",10660,0,2651,20.70669783,299272.4375,3236103.208,299272.4375,3236113.561,299272.4375,3236123.914
"1100",4136,0,1129,8.183867276,298540.1482,3237721.733,298544.2401,3237721.733,298548.332,3237721.733
"1815",4851,0,1468,6.575026402,297807.7682,3239025.733,297811.0557,3239025.733,297814.3432,3239025.733
"2423",5459,0,1742,26.47276808,297692.6593,3239629.733,297705.8957,3239629.733,297719.1321,3239629.733
"613",2175,0,557,6.233118915,299096.1327,3236067.733,299099.2492,3236067.733,299102.3658,3236067.733
"3083",6283,0,2013,4.233591842,297950.4375,3239204.174,297950.4375,3239206.291,297950.4375,3239208.408
"3398",7126,0,2201,4.275751132,298326.4375,3238428.601,298326.4375,3238430.739,298326.4375,3238432.877
"4052",8580,0,2307,4.293338492,298538.4375,3237141.227,298538.4375,3237143.374,298538.4375,3237145.52
"608",2158,0,555,9.129127275,299026.9563,3236063.733,299031.5209,3236063.733,299036.0854,3236063.733
"1830",4866,0,1473,5.188604241,297816.6111,3239035.733,297819.2054,3239035.733,297821.7997,3239035.733
"3245",6840,0,2171,19.07867393,298266.4375,3238566.837,298266.4375,3238576.376,298266.4375,3238585.916
"3959",8315,0,2289,10.7638611,298502.4375,3238546.183,298502.4375,3238551.564,298502.4375,3238556.946
"1299",4335,0,1251,16.13909234,298370.4902,3238379.733,298378.5597,3238379.733,298386.6292,3238379.733
"922",3958,0,1029,17.53030897,298388.9522,3237199.733,298397.7174,3237199.733,298406.4825,3237199.733
"604",2150,0,554,7.861061656,299014.9358,3236061.733,299018.8663,3236061.733,299022.7968,3236061.733
"4084",8683,0,2313,7.085197742,298550.4375,3237735.796,298550.4375,3237739.339,298550.4375,3237742.881
"3492",7421,0,2222,7.673138647,298368.4375,3238369.49,298368.4375,3238373.327,298368.4375,3238377.164
"3872",8163,0,2280,18.71764727,298484.4375,3237700.246,298484.4375,3237709.605,298484.4375,3237718.964
"921",3957,0,1028,17.70016568,298493.2813,3237197.733,298502.1314,3237197.733,298510.9814,3237197.733
"3590",7643,0,2242,20.71655998,298408.4375,3238602.755,298408.4375,3238613.113,298408.4375,3238623.471
"2283",5319,0,1665,3.206624173,297976.4925,3239467.733,297978.0958,3239467.733,297979.6991,3239467.733
"3923",8249,0,2285,7.176356785,298494.4375,3238473.886,298494.4375,3238477.475,298494.4375,3238481.063
"984",4020,0,1070,16.6843457,298587.1447,3237281.733,298595.4869,3237281.733,298603.829,3237281.733
"3520",7507,0,2231,3.124653744,298386.4375,3238456.252,298386.4375,3238457.815,298386.4375,3238459.377
"395",1607,0,492,53.27206317,299259.5037,3235937.733,299286.1397,3235937.733,299312.7757,3235937.733
"402",1618,0,494,95.59291531,299092.9487,3235941.733,299140.7451,3235941.733,299188.5416,3235941.733
"551",2005,0,537,13.29406084,299135.7791,3236027.733,299142.4261,3236027.733,299149.0731,3236027.733
"2507",5543,0,1808,52.3855798,297540.4375,3239024.041,297540.4375,3239050.234,297540.4375,3239076.426
"3892",8197,0,2282,6.977729165,298488.4375,3237190.651,298488.4375,3237194.139,298488.4375,3237197.628
"2215",5251,0,1644,8.989785793,297981.1544,3239425.733,297985.6493,3239425.733,297990.1442,3239425.733
"4670",10644,0,2648,4.96738243,299266.4375,3235856.74,299266.4375,3235859.223,299266.4375,3235861.707
"1330",4366,0,1272,15.88171431,298424.705,3238421.733,298432.6458,3238421.733,298440.5867,3238421.733
"3465",7318,0,2215,20.02831983,298354.4375,3238391.6,298354.4375,3238401.614,298354.4375,3238411.628
"1578",4614,0,1349,49.37287451,298255.6979,3238575.733,298280.3843,3238575.733,298305.0708,3238575.733
"1084",4120,0,1122,4.202998153,298420.7892,3237707.733,298422.8907,3237707.733,298424.9921,3237707.733
"4883",10857,0,2699,23.90962542,299368.4375,3235839.04,299368.4375,3235850.995,299368.4375,3235862.949
"762",3798,0,985,13.29017558,298517.2385,3237111.733,298523.8836,3237111.733,298530.5286,3237111.733
"3074",6274,0,2008,29.49778996,297940.4375,3239421.811,297940.4375,3239436.56,297940.4375,3239451.309
"803",3839,0,998,14.90157966,298431.8531,3237137.733,298439.3039,3237137.733,298446.7547,3237137.733
"1829",4865,0,1473,29.91626738,297518.9333,3239035.733,297533.8914,3239035.733,297548.8496,3239035.733
"2048",5084,0,1561,25.73577303,297619.1925,3239211.733,297632.0604,3239211.733,297644.9283,3239211.733
"4905",10879,0,2713,19.72183826,299396.4375,3236086.494,299396.4375,3236096.355,299396.4375,3236106.216
"925",3961,0,1030,18.30808675,298386.8411,3237201.733,298395.9951,3237201.733,298405.1492,3237201.733
"1910",4946,0,1510,6.747933402,297749.4842,3239109.733,297752.8581,3239109.733,297756.2321,3239109.733
"3437",7240,0,2210,7.645866528,298344.4375,3238166.711,298344.4375,3238170.533,298344.4375,3238174.356
