FID,Id,ORIG_FID,LENGTH,START_X,START_Y,MID_X,MID_Y,END_X,END_Y
1850,0,523,28.83964101,298582.4689,3235999.733,298596.8887,3235999.733,298611.3085,3235999.733
1851,0,523,27.20875168,298833.2561,3235999.733,298846.8605,3235999.733,298860.4648,3235999.733
1856,0,524,4.135769075,298283.8102,3236001.733,298285.8781,3236001.733,298287.946,3236001.733
1857,0,524,1.876919098,298560.4802,3236001.733,298561.4187,3236001.733,298562.3571,3236001.733
1858,0,524,29.85181062,298582.4689,3236001.733,298597.3948,3236001.733,298612.3207,3236001.733
1859,0,524,5.473855055,298653.7049,3236001.733,298656.4419,3236001.733,298659.1788,3236001.733
1860,0,524,25.92711064,298834.6002,3236001.733,298847.5638,3236001.733,298860.5273,3236001.733
1865,0,525,12.35625533,298280.9949,3236003.733,298287.1731,3236003.733,298293.3512,3236003.733
1866,0,525,31.69275778,298582.4689,3236003.733,298598.3153,3236003.733,298614.1617,3236003.733
1867,0,525,9.695844968,298651.5418,3236003.733,298656.3897,3236003.733,298661.2376,3236003.733
1868,0,525,22.87989824,298836.3393,3236003.733,298847.7793,3236003.733,298859.2192,3236003.733
1869,0,525,5.554659241,298927.7912,3236003.733,298930.5686,3236003.733,298933.3459,3236003.733
1873,0,526,14.13035285,298281.416,3236005.733,298288.4812,3236005.733,298295.5463,3236005.733
1874,0,526,5.127459852,298449.9934,3236005.733,298452.5572,3236005.733,298455.1209,3236005.733
1875,0,526,34.34435334,298582.7062,3236005.733,298599.8784,3236005.733,298617.0506,3236005.733
1876,0,526,10.82107183,298650.2786,3236005.733,298655.6892,3236005.733,298661.0997,3236005.733
1877,0,526,19.22410114,298838.0785,3236005.733,298847.6905,3236005.733,298857.3026,3236005.733
1878,0,526,6.677466259,298926.4579,3236005.733,298929.7966,3236005.733,298933.1354,3236005.733
1882,0,527,8.582028145,298281.7995,3236007.733,298286.0905,3236007.733,298290.3816,3236007.733
1883,0,527,7.620332102,298434.7443,3236007.733,298438.5545,3236007.733,298442.3646,3236007.733
1884,0,527,7.712509562,298448.4454,3236007.733,298452.3017,3236007.733,298456.1579,3236007.733
1885,0,527,34.2878233,298583.7062,3236007.733,298600.8501,3236007.733,298617.994,3236007.733
1886,0,527,11.45976609,298649.502,3236007.733,298655.2319,3236007.733,298660.9618,3236007.733
1887,0,527,12.07898947,298843.3069,3236007.733,298849.3464,3236007.733,298855.3859,3236007.733
1888,0,527,5.557759602,298925.7467,3236007.733,298928.5256,3236007.733,298931.3044,3236007.733
1894,0,528,7.745470496,298282.1026,3236009.733,298285.9753,3236009.733,298289.848,3236009.733
1895,0,528,11.37382514,298327.4822,3236009.733,298333.1691,3236009.733,298338.856,3236009.733
1896,0,528,10.73991617,298431.2718,3236009.733,298436.6417,3236009.733,298442.0117,3236009.733
1897,0,528,7.728478692,298449.1727,3236009.733,298453.0369,3236009.733,298456.9012,3236009.733
1898,0,528,2.877809903,298558.2283,3236009.733,298559.6672,3236009.733,298561.1061,3236009.733
1899,0,528,34.17671219,298584.7062,3236009.733,298601.7946,3236009.733,298618.8829,3236009.733
1900,0,528,11.02183506,298649.802,3236009.733,298655.3129,3236009.733,298660.8238,3236009.733
1901,0,528,4.454985182,298925.5245,3236009.733,298927.752,3236009.733,298929.9794,3236009.733
1905,0,529,7.211871296,298282.4056,3236011.733,298286.0115,3236011.733,298289.6175,3236011.733
1906,0,529,14.53431155,298327.6072,3236011.733,298334.8743,3236011.733,298342.1415,3236011.733
1907,0,529,9.399043155,298428.3306,3236011.733,298433.0301,3236011.733,298437.7296,3236011.733
1908,0,529,5.309433709,298450.4338,3236011.733,298453.0886,3236011.733,298455.7433,3236011.733
1909,0,529,7.596067898,298557.2048,3236011.733,298561.0029,3236011.733,298564.8009,3236011.733
1910,0,529,34.95235435,298585.9202,3236011.733,298603.3964,3236011.733,298620.8726,3236011.733
1911,0,529,8.753740116,298650.102,3236011.733,298654.4789,3236011.733,298658.8557,3236011.733
1912,0,529,6.259426487,298717.941,3236011.733,298721.0707,3236011.733,298724.2004,3236011.733
1913,0,529,5.702876385,298925.6099,3236011.733,298928.4613,3236011.733,298931.3128,3236011.733
1917,0,530,7.108840994,298282.7086,3236013.733,298286.263,3236013.733,298289.8175,3236013.733
1918,0,530,19.54392027,298325.3721,3236013.733,298335.1441,3236013.733,298344.916,3236013.733
1919,0,530,6.480431739,298426.9984,3236013.733,298430.2387,3236013.733,298433.4789,3236013.733
1920,0,530,0.512216301,298452.4338,3236013.733,298452.69,3236013.733,298452.9461,3236013.733
1921,0,530,4.282135218,298561.4409,3236013.733,298563.582,3236013.733,298565.7231,3236013.733
1922,0,530,36.85219379,298587.1702,3236013.733,298605.5963,3236013.733,298624.0224,3236013.733
1923,0,530,2.184347169,298654.0047,3236013.733,298655.0969,3236013.733,298656.1891,3236013.733
1924,0,530,8.753549494,298716.6077,3236013.733,298720.9844,3236013.733,298725.3612,3236013.733
1925,0,530,5.571299658,298927.1099,3236013.733,298929.8956,3236013.733,298932.6812,3236013.733
1930,0,531,6.909006525,298283.1031,3236015.733,298286.5576,3236015.733,298290.0121,3236015.733
1931,0,531,22.94432795,298323.0209,3236015.733,298334.4931,3236015.733,298345.9652,3236015.733
1932,0,531,6.14998123,298425.7631,3236015.733,298428.8381,3236015.733,298431.9131,3236015.733
1933,0,531,3.657135218,298561.8159,3236015.733,298563.6445,3236015.733,298565.4731,3236015.733
1934,0,531,39.75845833,298589.1092,3236015.733,298608.9884,3236015.733,298628.8676,3236015.733
1935,0,531,10.9586777,298715.2743,3236015.733,298720.7537,3236015.733,298726.233,3236015.733
1936,0,531,5.696299656,298928.6099,3236015.733,298931.4581,3236015.733,298934.3062,3236015.733
1941,0,532,6.677031603,298283.5169,3236017.733,298286.8554,3236017.733,298290.1939,3236017.733
1942,0,532,25.94216503,298320.4656,3236017.733,298333.4366,3236017.733,298346.4077,3236017.733
1943,0,532,5.80488585,298424.6147,3236017.733,298427.5172,3236017.733,298430.4196,3236017.733
1944,0,532,4.931243759,298559.8708,3236017.733,298562.3364,3236017.733,298564.8021,3236017.733
1945,0,532,41.74624743,298592.0602,3236017.733,298612.9333,3236017.733,298633.8065,3236017.733
1946,0,532,13.09602889,298714.0088,3236017.733,298720.5568,3236017.733,298727.1048,3236017.733
1947,0,532,5.642416545,298930.2875,3236017.733,298933.1087,3236017.733,298935.9299,3236017.733
1950,0,533,8.275788812,298201.5372,3236019.733,298205.6751,3236019.733,298209.813,3236019.733
1951,0,533,6.445056682,298283.9307,3236019.733,298287.1532,3236019.733,298290.3757,3236019.733
1952,0,533,29.90282978,298316.229,3236019.733,298331.1804,3236019.733,298346.1319,3236019.733
1953,0,533,5.191233317,298423.7347,3236019.733,298426.3303,3236019.733,298428.9259,3236019.733
1954,0,533,5.858653509,298459.874,3236019.733,298462.8034,3236019.733,298465.7327,3236019.733
1955,0,533,6.700196045,298556.8308,3236019.733,298560.1809,3236019.733,298563.531,3236019.733
1956,0,533,39.43816859,298596.9283,3236019.733,298616.6474,3236019.733,298636.3665,3236019.733
1957,0,533,15.21782377,298712.7588,3236019.733,298720.3677,3236019.733,298727.9766,3236019.733
1958,0,533,5.081810487,298932.1208,3236019.733,298934.6617,3236019.733,298937.2026,3236019.733
1961,0,534,11.10695765,298197.9182,3236021.733,298203.4717,3236021.733,298209.0252,3236021.733
1962,0,534,7.460787443,298284.8565,3236021.733,298288.5869,3236021.733,298292.3173,3236021.733
1963,0,534,35.76799075,298310.088,3236021.733,298327.972,3236021.733,298345.856,3236021.733
1964,0,534,5.259020894,298423.0836,3236021.733,298425.7131,3236021.733,298428.3426,3236021.733
1965,0,534,7.625937957,298459.0068,3236021.733,298462.8197,3236021.733,298466.6327,3236021.733
1966,0,534,7.307213591,298555.3571,3236021.733,298559.0107,3236021.733,298562.6643,3236021.733
1967,0,534,36.48932128,298601.595,3236021.733,298619.8396,3236021.733,298638.0843,3236021.733
1968,0,534,15.98417373,298712.8642,3236021.733,298720.8563,3236021.733,298728.8484,3236021.733
1969,0,534,4.228610945,298934.2468,3236021.733,298936.3611,3236021.733,298938.4754,3236021.733
1972,0,535,11.78979287,298196.4475,3236023.733,298202.3424,3236023.733,298208.2373,3236023.733
1973,0,535,10.67924322,298285.9474,3236023.733,298291.287,3236023.733,298296.6266,3236023.733
1974,0,535,40.58871298,298304.8291,3236023.733,298325.1235,3236023.733,298345.4178,3236023.733
1975,0,535,4.688090699,298423.0836,3236023.733,298425.4276,3236023.733,298427.7717,3236023.733
1976,0,535,3.187384875,298458.9314,3236023.733,298460.5251,3236023.733,298462.1188,3236023.733
1977,0,535,4.710676019,298462.5281,3236023.733,298464.8834,3236023.733,298467.2388,3236023.733
1978,0,535,9.47143018,298552.3262,3236023.733,298557.0619,3236023.733,298561.7976,3236023.733
1979,0,535,34.15031446,298605.434,3236023.733,298622.5092,3236023.733,298639.5843,3236023.733
1980,0,535,15.22046465,298713.5599,3236023.733,298721.1701,3236023.733,298728.7803,3236023.733
1981,0,535,3.451850922,298936.2582,3236023.733,298937.9842,3236023.733,298939.7101,3236023.733
1984,0,536,11.67255845,298195.9069,3236025.733,298201.7432,3236025.733,298207.5795,3236025.733
1985,0,536,38.03690193,298287.4272,3236025.733,298306.4457,3236025.733,298325.4641,3236025.733
1986,0,536,4.866974192,298339.3127,3236025.733,298341.7462,3236025.733,298344.1797,3236025.733
1987,0,536,4.188090697,298423.0836,3236025.733,298425.1776,3236025.733,298427.2717,3236025.733
1988,0,536,0.145269055,298459.2647,3236025.733,298459.3374,3236025.733,298459.41,3236025.733
1989,0,536,4.69343464,298463.0281,3236025.733,298465.3748,3236025.733,298467.7215,3236025.733
1990,0,536,7.851545275,298553.1766,3236025.733,298557.1023,3236025.733,298561.0281,3236025.733
1991,0,536,34.77868224,298608.3202,3236025.733,298625.7096,3236025.733,298643.0989,3236025.733
1992,0,536,14.17698639,298714.2555,3236025.733,298721.344,3236025.733,298728.4325,3236025.733
1993,0,536,3.583382453,298936.9916,3236025.733,298938.7833,3236025.733,298940.5749,3236025.733
1996,0,537,12.02705248,298195.3664,3236027.733,298201.3799,3236027.733,298207.3935,3236027.733
1997,0,537,24.40741274,298289.3549,3236027.733,298301.5586,3236027.733,298313.7623,3236027.733
1998,0,537,0.222126678,298342.7195,3236027.733,298342.8306,3236027.733,298342.9416,3236027.733
1999,0,537,3.114478421,298423.5636,3236027.733,298425.1209,3236027.733,298426.6781,3236027.733
2000,0,537,4.530131655,298463.341,3236027.733,298465.606,3236027.733,298467.8711,3236027.733
2001,0,537,6.560331132,298553.7456,3236027.733,298557.0257,3236027.733,298560.3059,3236027.733
2002,0,537,36.26377046,298610.7643,3236027.733,298628.8962,3236027.733,298647.0281,3236027.733
2003,0,537,13.88566702,298714.199,3236027.733,298721.1418,3236027.733,298728.0847,3236027.733
2004,0,537,3.714913985,298937.7249,3236027.733,298939.5824,3236027.733,298941.4398,3236027.733
2007,0,538,12.3815465,298194.8259,3236029.733,298201.0166,3236029.733,298207.2074,3236029.733
2008,0,538,16.24600924,298291.2497,3236029.733,298299.3727,3236029.733,298307.4957,3236029.733
2009,0,538,0.978936885,298425.0325,3236029.733,298425.522,3236029.733,298426.0115,3236029.733
2010,0,538,4.018637403,298463.5076,3236029.733,298465.517,3236029.733,298467.5263,3236029.733
2011,0,538,11.47576711,298548.1079,3236029.733,298553.8458,3236029.733,298559.5837,3236029.733
2012,0,538,36.91397988,298612.7643,3236029.733,298631.2213,3236029.733,298649.6783,3236029.733
2013,0,538,13.73920541,298713.7445,3236029.733,298720.6141,3236029.733,298727.4837,3236029.733
2014,0,538,3.846445516,298938.4582,3236029.733,298940.3815,3236029.733,298942.3047,3236029.733
2017,0,539,11.93796966,298195.0834,3236031.733,298201.0524,3236031.733,298207.0214,3236031.733
2018,0,539,3.785279943,298463.3577,3236031.733,298465.2503,3236031.733,298467.1429,3236031.733
2019,0,539,9.862800815,298547.6487,3236031.733,298552.5801,3236031.733,298557.5115,3236031.733
2020,0,539,29.06026282,298620.695,3236031.733,298635.2251,3236031.733,298649.7552,3236031.733
2021,0,539,13.49809869,298713.2899,3236031.733,298720.039,3236031.733,298726.788,3236031.733
2022,0,539,3.973509359,298939.196,3236031.733,298941.1828,3236031.733,298943.1695,3236031.733
2026,0,540,11.27192315,298195.5634,3236033.733,298201.1994,3236033.733,298206.8353,3236033.733
2027,0,540,4.097649639,298462.318,3236033.733,298464.3668,3236033.733,298466.4157,3236033.733
2028,0,540,8.771789403,298548.4064,3236033.733,298552.7923,3236033.733,298557.1782,3236033.733
2029,0,540,25.22157374,298624.6106,3236033.733,298637.2214,3236033.733,298649.8322,3236033.733
2030,0,540,13.20499782,298712.8874,3236033.733,298719.4899,3236033.733,298726.0924,3236033.733
2031,0,540,4.067611303,298939.9653,3236033.733,298941.9991,3236033.733,298944.0329,3236033.733
2035,0,541,11.1177736,298196.0434,3236035.733,298201.6023,3236035.733,298207.1612,3236035.733
2036,0,541,3.918310055,298461.5553,3236035.733,298463.5144,3236035.733,298465.4736,3236035.733
2037,0,541,8.577991313,298548.1542,3236035.733,298552.4432,3236035.733,298556.7322,3236035.733
2038,0,541,21.35697133,298628.5521,3236035.733,298639.2306,3236035.733,298649.9091,3236035.733
2039,0,541,12.48390392,298712.5028,3236035.733,298718.7447,3236035.733,298724.9867,3236035.733
2040,0,541,4.155523392,298940.7345,3236035.733,298942.8123,3236035.733,298944.89,3236035.733
2044,0,542,11.22110693,298196.5234,3236037.733,298202.1339,3236037.733,298207.7445,3236037.733
2045,0,542,12.49694036,298543.3262,3236037.733,298549.5746,3236037.733,298555.8231,3236037.733
2046,0,542,15.84030815,298632.5095,3236037.733,298640.4296,3236037.733,298648.3498,3236037.733
2047,0,542,11.57440166,298712.1181,3236037.733,298717.9053,3236037.733,298723.6925,3236037.733
2048,0,542,4.24343548,298941.5037,3236037.733,298943.6254,3236037.733,298945.7472,3236037.733
2052,0,543,11.32444026,298197.0034,3236039.733,298202.6656,3236039.733,298208.3278,3236039.733
2053,0,543,12.2349971,298542.679,3236039.733,298548.7965,3236039.733,298554.914,3236039.733
2054,0,543,8.042157019,298637.7743,3236039.733,298641.7954,3236039.733,298645.8165,3236039.733
2055,0,543,11.25724895,298711.7057,3236039.733,298717.3343,3236039.733,298722.9629,3236039.733
2056,0,543,4.239578812,298942.3647,3236039.733,298944.4845,3236039.733,298946.6043,3236039.733
2060,0,544,11.51962092,298197.3915,3236041.733,298203.1514,3236041.733,298208.9112,3236041.733
2061,0,544,11.68239322,298542.054,3236041.733,298547.8952,3236041.733,298553.7364,3236041.733
2062,0,544,11.73343943,298711.2295,3236041.733,298717.0962,3236041.733,298722.9629,3236041.733
2063,0,544,4.214677553,298943.268,3236041.733,298945.3753,3236041.733,298947.4826,3236041.733
2068,0,545,11.81027133,298197.6842,3236043.733,298203.5894,3236043.733,298209.4945,3236043.733
2069,0,545,2.825014235,298464.4613,3236043.733,298465.8738,3236043.733,298467.2863,3236043.733
2070,0,545,11.05327103,298541.6272,3236043.733,298547.1539,3236043.733,298552.6805,3236043.733
2071,0,545,5.390229846,298584.2626,3236043.733,298586.9577,3236043.733,298589.6529,3236043.733
2072,0,545,17.89211659,298710.7533,3236043.733,298719.6994,3236043.733,298728.6454,3236043.733
2073,0,545,4.211451747,298944.1712,3236043.733,298946.2769,3236043.733,298948.3826,3236043.733
2078,0,546,12.73502592,298197.9769,3236045.733,298204.3444,3236045.733,298210.7119,3236045.733
2079,0,546,5.149067123,298463.5649,3236045.733,298466.1395,3236045.733,298468.714,3236045.733
2080,0,546,10.83104881,298541.5161,3236045.733,298546.9316,3236045.733,298552.3472,3236045.733
2081,0,546,8.688652408,298582.7727,3236045.733,298587.1171,3236045.733,298591.4614,3236045.733
2082,0,546,20.34553308,298709.9666,3236045.733,298720.1394,3236045.733,298730.3122,3236045.733
2083,0,546,4.208225941,298945.0744,3236045.733,298947.1785,3236045.733,298949.2826,3236045.733
2086,0,547,14.10900966,298198.2696,3236047.733,298205.3241,3236047.733,298212.3786,3236047.733
2087,0,547,2.82729975,298466.3311,3236047.733,298467.7448,3236047.733,298469.1584,3236047.733
2088,0,547,11.13133517,298542.4683,3236047.733,298548.0339,3236047.733,298553.5996,3236047.733
2089,0,547,9.400451648,298582.3442,3236047.733,298587.0444,3236047.733,298591.7446,3236047.733
2090,0,547,22.12648546,298708.9,3236047.733,298719.9632,3236047.733,298731.0265,3236047.733
2091,0,547,4.576263332,298945.8932,3236047.733,298948.1813,3236047.733,298950.4695,3236047.733
2095,0,548,15.46574706,298198.5795,3236049.733,298206.3124,3236049.733,298214.0453,3236049.733
2096,0,548,2.671213255,298466.6936,3236049.733,298468.0292,3236049.733,298469.3648,3236049.733
2097,0,548,11.39307915,298543.4683,3236049.733,298549.1648,3236049.733,298554.8613,3236049.733
2098,0,548,8.385072713,298582.8262,3236049.733,298587.0187,3236049.733,298591.2113,3236049.733
2099,0,548,22.11725146,298709.0478,3236049.733,298720.1064,3236049.733,298731.165,3236049.733
2100,0,548,5.055737879,298946.6518,3236049.733,298949.1797,3236049.733,298951.7076,3236049.733
2103,0,549,16.82958195,298198.9863,3236051.733,298207.4011,3236051.733,298215.8159,3236051.733
2104,0,549,3.153955997,298227.4303,3236051.733,298229.0073,3236051.733,298230.5843,3236051.733
2105,0,549,2.824154432,298466.3406,3236051.733,298467.7527,3236051.733,298469.1648,3236051.733
2106,0,549,11.28723006,298544.4741,3236051.733,298550.1177,3236051.733,298555.7613,3236051.733
2107,0,549,5.683386594,298583.7493,3236051.733,298586.591,3236051.733,298589.4327,3236051.733
2108,0,549,20.58572278,298710.2243,3236051.733,298720.5171,3236051.733,298730.81,3236051.733
2109,0,549,5.532535465,298947.4104,3236051.733,298950.1767,3236051.733,298952.943,3236051.733
2113,0,550,18.34280229,298199.3931,3236053.733,298208.5645,3236053.733,298217.7359,3236053.733
2114,0,550,10.18636411,298225.5903,3236053.733,298230.6835,3236053.733,298235.7767,3236053.733
2115,0,550,5.670104294,298463.2947,3236053.733,298466.1297,3236053.733,298468.9648,3236053.733
2116,0,550,11.20659992,298545.5329,3236053.733,298551.1362,3236053.733,298556.7395,3236053.733
2117,0,550,15.64245839,298713.5425,3236053.733,298721.3638,3236053.733,298729.185,3236053.733
2118,0,550,5.973914775,298948.1691,3236053.733,298951.156,3236053.733,298954.143,3236053.733
2123,0,551,19.85602263,298199.7999,3236055.733,298209.7279,3236055.733,298219.6559,3236055.733
2124,0,551,16.52768622,298223.7503,3236055.733,298232.0141,3236055.733,298240.278,3236055.733
2125,0,551,3.561418414,298464.1121,3236055.733,298465.8928,3236055.733,298467.6735,3236055.733
2126,0,551,11.66025132,298546.0585,3236055.733,298551.8886,3236055.733,298557.7187,3236055.733
2127,0,551,1.533432228,298721.9153,3236055.733,298722.682,3236055.733,298723.4487,3236055.733
2128,0,551,6.085428838,298949.2576,3236055.733,298952.3003,3236055.733,298955.343,3236055.733
2134,0,552,41.92849294,298200.2066,3236057.733,298221.1709,3236057.733,298242.1351,3236057.733
2135,0,552,11.72909189,298546.4063,3236057.733,298552.2708,3236057.733,298558.1354,3236057.733
2136,0,552,6.085428838,298950.4576,3236057.733,298953.5003,3236057.733,298956.543,3236057.733
2140,0,553,43.37885613,298200.6134,3236059.733,298222.3028,3236059.733,298243.9923,3236059.733
2141,0,553,12.58737864,298545.8487,3236059.733,298552.1424,3236059.733,298558.4361,3236059.733
2142,0,553,6.085428839,298951.6576,3236059.733,298954.7003,3236059.733,298957.743,3236059.733
2147,0,554,43.3219301,298201.0202,3236061.733,298222.6812,3236061.733,298244.3421,3236061.733
2148,0,554,13.38742666,298544.5781,3236061.733,298551.2718,3236061.733,298557.9655,3236061.733
2149,0,554,5.670522033,298953.2725,3236061.733,298956.1077,3236061.733,298958.943,3236061.733
2153,0,555,42.23425654,298201.965,3236063.733,298223.0821,3236063.733,298244.1993,3236063.733
2154,0,555,15.0896965,298542.3562,3236063.733,298549.9011,3236063.733,298557.4459,3236063.733
2155,0,555,4.571946286,298955.4153,3236063.733,298957.7013,3236063.733,298959.9873,3236063.733
2160,0,556,41.0913994,298202.965,3236065.733,298223.5107,3236065.733,298244.0564,3236065.733
2161,0,556,4.07345848,298525.1885,3236065.733,298527.2252,3236065.733,298529.2619,3236065.733
2162,0,556,16.42343673,298539.6228,3236065.733,298547.8345,3236065.733,298556.0463,3236065.733
2163,0,556,2.208265986,298660.7514,3236065.733,298661.8555,3236065.733,298662.9596,3236065.733
2164,0,556,4.241041687,298956.7462,3236065.733,298958.8667,3236065.733,298960.9873,3236065.733
2168,0,557,38.84558863,298203.965,3236067.733,298223.3878,3236067.733,298242.8106,3236067.733
2169,0,557,7.017443848,298525.5474,3236067.733,298529.0561,3236067.733,298532.5648,3236067.733
2170,0,557,19.38807347,298534.2935,3236067.733,298543.9876,3236067.733,298553.6816,3236067.733
2171,0,557,10.65859115,298656.8137,3236067.733,298662.143,3236067.733,298667.4723,3236067.733
2178,0,558,36.10742163,298205.1647,3236069.733,298223.2184,3236069.733,298241.2721,3236069.733
2179,0,558,4.170503601,298398.2659,3236069.733,298400.3512,3236069.733,298402.4364,3236069.733
2180,0,558,23.18477461,298526.1188,3236069.733,298537.7112,3236069.733,298549.3036,3236069.733
2181,0,558,12.31313661,298656.6137,3236069.733,298662.7703,3236069.733,298668.9268,3236069.733
2188,0,559,33.08132869,298206.8118,3236071.733,298223.3524,3236071.733,298239.8931,3236071.733
2189,0,559,8.15092782,298395.1835,3236071.733,298399.259,3236071.733,298403.3344,3236071.733
2190,0,559,9.67034683,298528.4708,3236071.733,298533.306,3236071.733,298538.1411,3236071.733
2191,0,559,12.24089819,298656.4137,3236071.733,298662.5341,3236071.733,298668.6546,3236071.733
2197,0,560,34.02250516,298208.4588,3236073.733,298225.4701,3236073.733,298242.4813,3236073.733
2198,0,560,8.517144356,298393.5173,3236073.733,298397.7759,3236073.733,298402.0344,3236073.733
2199,0,560,11.83368086,298656.4731,3236073.733,298662.3899,3236073.733,298668.3068,3236073.733
2205,0,561,34.78291061,298210.1059,3236075.733,298227.4974,3236075.733,298244.8888,3236075.733
2206,0,561,6.641833951,298392.434,3236075.733,298395.7549,3236075.733,298399.0758,3236075.733
2207,0,561,5.189475055,298495.16,3236075.733,298497.7548,3236075.733,298500.3495,3236075.733
2208,0,561,10.98585477,298656.9731,3236075.733,298662.466,3236075.733,298667.9589,3236075.733
2209,0,561,7.990610128,298813.9197,3236075.733,298817.915,3236075.733,298821.9103,3236075.733
2215,0,562,34.38025689,298212.3419,3236077.733,298229.532,3236077.733,298246.7221,3236077.733
2216,0,562,5.4256681,298391.6152,3236077.733,298394.328,3236077.733,298397.0409,3236077.733
2217,0,562,10.90438747,298491.2546,3236077.733,298496.7068,3236077.733,298502.159,3236077.733
2218,0,562,6.583690348,298659.7439,3236077.733,298663.0358,3236077.733,298666.3276,3236077.733
2219,0,562,11.92216292,298813.1064,3236077.733,298819.0675,3236077.733,298825.0286,3236077.733
2224,0,563,33.73739975,298214.8181,3236079.733,298231.6868,3236079.733,298248.5555,3236079.733
2225,0,563,5.723287148,298390.9009,3236079.733,298393.7626,3236079.733,298396.6242,3236079.733
2226,0,563,5.815889266,298490.3796,3236079.733,298493.2875,3236079.733,298496.1955,3236079.733
2227,0,563,4.353857049,298498.9186,3236079.733,298501.0955,3236079.733,298503.2724,3236079.733
2228,0,563,13.84245278,298813.0195,3236079.733,298819.9407,3236079.733,298826.8619,3236079.733
2233,0,564,31.60393424,298217.7124,3236081.733,298233.5143,3236081.733,298249.3163,3236081.733
2234,0,564,5.86181959,298390.4968,3236081.733,298393.4277,3236081.733,298396.3586,3236081.733
2235,0,564,5.031146728,298489.8279,3236081.733,298492.3434,3236081.733,298494.859,3236081.733
2236,0,564,3.044853738,298500.9923,3236081.733,298502.5147,3236081.733,298504.0371,3236081.733
2237,0,564,15.50359297,298812.9325,3236081.733,298820.6843,3236081.733,298828.4361,3236081.733
2243,0,565,28.5706009,298221.0457,3236083.733,298235.331,3236083.733,298249.6163,3236083.733
2244,0,565,5.831376447,298390.4098,3236083.733,298393.3255,3236083.733,298396.2412,3236083.733
2245,0,565,5.431937363,298488.5937,3236083.733,298491.3097,3236083.733,298494.0257,3236083.733
2246,0,565,3.840053667,298500.8441,3236083.733,298502.7642,3236083.733,298504.6842,3236083.733
2247,0,565,16.08647951,298813.7941,3236083.733,298821.8373,3236083.733,298829.8806,3236083.733
2253,0,566,26.67295493,298223.2434,3236085.733,298236.5798,3236085.733,298249.9163,3236085.733
2254,0,566,5.090101548,298390.9442,3236085.733,298393.4893,3236085.733,298396.0343,3236085.733
2255,0,566,5.370750173,298488.2082,3236085.733,298490.8936,3236085.733,298493.579,3236085.733
2256,0,566,4.17604318,298500.9909,3236085.733,298503.0789,3236085.733,298505.1669,3236085.733
2257,0,566,2.882982025,298684.3149,3236085.733,298685.7564,3236085.733,298687.1979,3236085.733
2258,0,566,16.34717346,298814.7941,3236085.733,298822.9677,3236085.733,298831.1413,3236085.733
2266,0,567,25.58833955,298224.628,3236087.733,298237.4221,3236087.733,298250.2163,3236087.733
2267,0,567,3.441988881,298392.3854,3236087.733,298394.1064,3236087.733,298395.8274,3236087.733
2268,0,567,4.065898778,298488.7416,3236087.733,298490.7745,3236087.733,298492.8075,3236087.733
2269,0,567,5.2155421,298501.4849,3236087.733,298504.0927,3236087.733,298506.7005,3236087.733
2270,0,567,10.56746198,298680.8344,3236087.733,298686.1181,3236087.733,298691.4019,3236087.733
2271,0,567,16.11136378,298815.8299,3236087.733,298823.8856,3236087.733,298831.9413,3236087.733
2277,0,568,23.61810369,298226.0126,3236089.733,298237.8216,3236089.733,298249.6307,3236089.733
2278,0,568,7.529677882,298502.5376,3236089.733,298506.3024,3236089.733,298510.0672,3236089.733
2279,0,568,20.62055121,298510.3624,3236089.733,298520.6727,3236089.733,298530.983,3236089.733
2280,0,568,13.19904093,298680.2028,3236089.733,298686.8024,3236089.733,298693.4019,3236089.733
2281,0,568,15.98547705,298816.9878,3236089.733,298824.9805,3236089.733,298832.9733,3236089.733
2286,0,569,21.51616106,298226.5145,3236091.733,298237.2726,3236091.733,298248.0307,3236091.733
2287,0,569,19.38936724,298504.4538,3236091.733,298514.1484,3236091.733,298523.8431,3236091.733
2288,0,569,6.585977311,298526.317,3236091.733,298529.61,3236091.733,298532.903,3236091.733
2289,0,569,14.63194838,298679.5713,3236091.733,298686.8872,3236091.733,298694.2032,3236091.733
2290,0,569,16.39901088,298818.1457,3236091.733,298826.3452,3236091.733,298834.5447,3236091.733
2295,0,570,19.73335847,298226.8371,3236093.733,298236.7038,3236093.733,298246.5705,3236093.733
2296,0,570,5.178532372,298528.5253,3236093.733,298531.1146,3236093.733,298533.7038,3236093.733
2297,0,570,14.87636873,298679.4518,3236093.733,298686.89,3236093.733,298694.3282,3236093.733
2298,0,570,16.50230724,298820.2334,3236093.733,298828.4846,3236093.733,298836.7357,3236093.733
2299,0,570,6.084563933,298867.0662,3236093.733,298870.1084,3236093.733,298873.1507,3236093.733
2304,0,571,18.7056643,298227.1597,3236095.733,298236.5125,3236095.733,298245.8654,3236095.733
2305,0,571,5.101179694,298529.3054,3236095.733,298531.8559,3236095.733,298534.4065,3236095.733
2306,0,571,14.16342059,298679.7018,3236095.733,298686.7836,3236095.733,298693.8653,3236095.733
2307,0,571,16.99314973,298822.6949,3236095.733,298831.1915,3236095.733,298839.6881,3236095.733
2308,0,571,9.977568631,298863.7065,3236095.733,298868.6953,3236095.733,298873.6841,3236095.733
2313,0,572,18.4570644,298227.9083,3236097.733,298237.1368,3236097.733,298246.3654,3236097.733
2314,0,572,4.988250203,298529.7264,3236097.733,298532.2205,3236097.733,298534.7147,3236097.733
