Rowid_,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK
,0,3,28,2526.035823,21
,0,3,27,2528.051588,22
,0,3,26,2530.227841,23
,0,3,31,2530.753959,24
,0,3,34,2546.98384,25
,0,3,25,2547.153814,26
,0,3,24,2550.073696,27
,0,3,23,2552.000171,28
,0,3,22,2586.582522,29
,0,3,21,2589.407844,30
,0,3,20,2592.461306,31
,0,3,19,2593.950218,32
,0,3,18,2595.584401,33
,0,3,17,2621.91793,34
,0,3,16,2623.314193,35
,0,3,15,2624.918472,36
,0,3,14,2739.218958,37
,0,3,13,2740.987618,38
,0,3,12,2742.037173,39
,0,3,11,2744.174361,40
,0,3,10,2745.108618,41
,0,3,64,2830.592733,42
,0,3,63,2831.658895,43
,0,3,62,2832.839967,44
,0,3,61,2834.192154,45
,0,3,60,2835.176842,46
,0,3,59,2875.908637,47
,0,3,58,2877.656936,48
,0,3,57,2879.230833,49
,0,3,56,2881.035461,50
,0,3,55,2882.731529,51
,0,3,36,2955.444242,52
,0,3,35,2958.502956,53
,0,3,54,2987.741359,54
,0,3,53,3183.285665,55
,0,3,41,3186.200423,56
,0,3,40,3187.669476,57
,0,3,39,3189.295135,58
,0,3,38,3190.95253,59
,0,3,37,3192.805502,60
,0,3,52,3237.500287,61
,0,3,42,3277.021239,62
,0,3,45,3598.730333,63
,0,3,44,3600.196908,64
,0,3,43,3601.984151,65
,0,3,48,3848.055568,66
,0,3,47,3850.966183,67
,0,3,46,3852.121665,68
,0,3,51,3942.894138,69
,0,3,50,3943.911271,70
,0,3,49,3947.614693,71
,0,4,3,72.35653901,1
,0,4,2,153.6731966,2
,0,4,1,183.2115309,3
,0,4,9,225.4117459,4
,0,4,0,248.705986,5
,0,4,5,270.6465485,6
,0,4,8,347.2332508,7
,0,4,7,350.07358,8
,0,4,6,413.8451757,9
,0,4,69,981.2301801,10
,0,4,70,990.4202746,11
,0,4,71,993.9690626,12
,0,4,68,1009.095491,13
,0,4,65,1022.908902,14
,0,4,67,1144.276149,15
,0,4,66,1159.560357,16
,0,4,33,2542.31563,17
,0,4,30,2543.04583,18
,0,4,32,2544.594487,19
,0,4,29,2545.173997,20
,0,4,28,2547.426865,21
,0,4,27,2549.422215,22
,0,4,31,2550.445254,23
,0,4,26,2551.611711,24
,0,4,34,2560.854225,25
,0,4,25,2571.052747,26
,0,4,24,2573.963958,27
,0,4,23,2575.881698,28
,0,4,22,2619.592137,29
,0,4,21,2622.410262,30
,0,4,20,2625.444398,31
,0,4,19,2626.925115,32
,0,4,18,2628.551387,33
,0,4,17,2658.951509,34
,0,4,16,2660.343739,35
,0,4,15,2661.940538,36
,0,4,14,2786.237607,37
,0,4,13,2787.960812,38
,0,4,12,2788.986766,39
,0,4,11,2791.083879,40
,0,4,10,2791.990152,41
,0,4,64,2879.497791,42
,0,4,63,2880.544173,43
,0,4,62,2881.707272,44
,0,4,61,2883.042581,45
,0,4,60,2884.011466,46
,0,4,59,2926.634123,47
,0,4,58,2928.366385,48
,0,4,57,2929.921755,49
,0,4,56,2931.71025,50
,0,4,55,2933.386881,51
,0,4,36,2958.550354,52
,0,4,35,2961.667184,53
,0,4,54,3042.163378,54
,0,4,41,3179.928568,55
,0,4,40,3181.42558,56
,0,4,39,3183.08188,57
,0,4,38,3184.75947,58
,0,4,37,3186.632935,59
,0,4,53,3239.716427,60
,0,4,52,3295.638926,61
,0,4,42,3336.299278,62
,0,4,45,3584.137577,63
,0,4,44,3585.633996,64
,0,4,43,3587.443384,65
,0,4,48,3828.795304,66
,0,4,47,3831.76374,67
,0,4,46,3832.943641,68
,0,4,51,3922.041062,69
,0,4,50,3923.080146,70
,0,4,49,3926.865342,71
,0,5,6,143.4417631,1
,0,5,9,236.3488019,2
,0,5,0,270.5746686,3
,0,5,4,270.6465485,4
,0,5,3,285.3591296,5
,0,5,8,289.2155543,6
,0,5,7,307.2393022,7
,0,5,2,362.8211203,8
,0,5,1,394.3235479,9
,0,5,69,882.0688311,10
,0,5,71,887.3345823,11
,0,5,65,888.6597682,12
,0,5,70,890.483157,13
,0,5,68,929.5244454,14
,0,5,66,1031.024662,15
,0,5,67,1048.968061,16
,0,5,33,2291.514995,17
,0,5,32,2293.785938,18
,0,5,30,2294.850523,19
,0,5,29,2297.009505,20
,0,5,28,2299.290011,21
,0,5,31,2299.610249,22
,0,5,27,2301.24873,23
,0,5,34,2302.133006,24
,0,5,26,2303.456405,25
,0,5,25,2327.183432,26
,0,5,24,2330.073853,27
,0,5,23,2331.972479,28
,0,5,22,2394.812189,29
,0,5,21,2397.605619,30
,0,5,20,2400.585069,31
,0,5,19,2402.042118,32
,0,5,18,2403.645057,33
,0,5,17,2444.479504,34
,0,5,16,2445.85667,35
,0,5,15,2447.42836,36
,0,5,14,2603.372771,37
,0,5,13,2604.921065,38
,0,5,12,2605.855854,39
,0,5,11,2607.7971,40
,0,5,10,2608.59659,41
,0,5,36,2690.432574,42
,0,5,35,2693.579832,43
,0,5,64,2703.535618,44
,0,5,63,2704.500472,45
,0,5,62,2705.588815,46
,0,5,61,2706.853149,47
,0,5,60,2707.756564,48
,0,5,59,2757.905802,49
,0,5,58,2759.565018,50
,0,5,57,2761.037585,51
,0,5,56,2762.752545,52
,0,5,55,2764.342278,53
,0,5,54,2889.534637,54
,0,5,41,2909.282025,55
,0,5,40,2910.779036,56
,0,5,39,2912.435385,57
,0,5,38,2914.113035,58
,0,5,37,2915.986583,59
,0,5,53,3096.371561,60
,0,5,52,3161.206654,61
,0,5,42,3208.185297,62
,0,5,45,3315.523977,63
,0,5,44,3317.005968,64
,0,5,43,3318.804719,65
,0,5,48,3563.118994,66
,0,5,47,3566.04314,67
,0,5,46,3567.204397,68
,0,5,51,3657.670995,69
,0,5,50,3658.691051,70
,0,5,49,3662.405632,71
,0,6,5,143.4417631,1
,0,6,9,348.8353487,2
,0,6,8,359.4868581,3
,0,6,0,365.9931247,4
,0,6,7,380.6763364,5
,0,6,4,413.8451757,6
,0,6,3,423.6924061,7
,0,6,2,495.1341672,8
,0,6,1,525.3043471,9
,0,6,65,854.5848109,10
,0,6,69,870.2738156,11
,0,6,71,870.7896149,12
,0,6,70,877.9215771,13
,0,6,68,927.7433222,14
,0,6,66,996.6002377,15
,0,6,67,1034.484449,16
,0,6,33,2156.559507,17
,0,6,32,2158.824756,18
,0,6,30,2161.252552,19
,0,6,34,2163.171051,20
,0,6,29,2163.425985,21
,0,6,31,2164.631294,22
,0,6,28,2165.719179,23
,0,6,27,2167.657113,24
,0,6,26,2169.872574,25
,0,6,25,2195.843799,26
,0,6,24,2198.720462,27
,0,6,23,2200.607156,28
,0,6,22,2273.720486,29
,0,6,21,2276.49611,30
,0,6,20,2279.441068,31
,0,6,19,2280.882941,32
,0,6,18,2282.470673,33
,0,6,17,2328.967692,34
,0,6,16,2330.334101,35
,0,6,15,2331.889159,36
,0,6,14,2504.973082,37
,0,6,13,2506.421207,38
,0,6,12,2507.303495,39
,0,6,11,2509.154193,40
,0,6,10,2509.892896,41
,0,6,36,2547.377698,42
,0,6,35,2550.534227,43
,0,6,64,2608.705758,44
,0,6,63,2609.623531,45
,0,6,62,2610.668238,46
,0,6,61,2611.890614,47
,0,6,60,2612.755938,48
,0,6,59,2666.925161,49
,0,6,58,2668.540346,50
,0,6,57,2669.963973,51
,0,6,56,2671.634521,52
,0,6,55,2673.172808,53
,0,6,41,2766.2338,54
,0,6,40,2767.726255,55
,0,6,39,2769.377644,56
,0,6,38,2771.052064,57
,0,6,37,2772.922353,58
,0,6,54,2807.064141,59
,0,6,53,3018.487828,60
,0,6,52,3088.022025,61
,0,6,42,3138.323768,62
,0,6,45,3175.056453,63
,0,6,44,3176.52486,64
,0,6,43,3178.313526,65
,0,6,48,3425.130791,66
,0,6,47,3428.018973,67
,0,6,46,3429.165089,68
,0,6,51,3520.698172,69
,0,6,50,3521.7033,70
,0,6,49,3525.362451,71
,0,7,8,21.68045614,1
,0,7,9,124.9175705,2
,0,7,5,307.2393022,3
,0,7,4,350.07358,4
,0,7,6,380.6763364,5
,0,7,3,415.3313044,6
,0,7,2,502.7973657,7
,0,7,0,521.7230815,8
,0,7,1,533.1247314,9
,0,7,69,632.0526828,10
,0,7,70,641.1867481,11
,0,7,71,644.1490975,12
,0,7,68,663.8858457,13
,0,7,65,674.272846,14
,0,7,67,796.308091,15
,0,7,66,809.8138664,16
,0,7,34,2486.056445,17
,0,7,33,2496.50227,18
,0,7,32,2498.740301,19
,0,7,31,2504.466309,20
,0,7,30,2505.481227,21
,0,7,29,2507.690588,22
,0,7,28,2510.014052,23
,0,7,27,2511.883894,24
,0,7,26,2514.115352,25
,0,7,25,2546.091922,26
,0,7,24,2548.926531,27
,0,7,23,2550.778424,28
,0,7,22,2641.714723,29
,0,7,21,2644.464841,30
,0,7,20,2647.363819,31
,0,7,19,2648.785218,32
,0,7,18,2650.352205,33
,0,7,17,2702.498228,34
,0,7,16,2703.854503,35
,0,7,15,2705.394408,36
,0,7,36,2829.143983,37
,0,7,35,2832.503765,38
,0,7,14,2885.533844,39
,0,7,13,2886.973137,40
,0,7,12,2887.850653,41
,0,7,11,2889.692876,42
,0,7,10,2890.425777,43
,0,7,64,2989.373865,44
,0,7,63,2990.292662,45
,0,7,62,2991.33826,46
,0,7,61,2992.561442,47
,0,7,60,2993.427446,48
,0,7,41,3007.10366,49
,0,7,40,3008.713168,50
,0,7,39,3010.492685,51
,0,7,38,3012.24802,52
,0,7,37,3014.199375,53
,0,7,59,3047.301546,54
,0,7,58,3048.922564,55
,0,7,57,3050.352574,56
,0,7,56,3052.028892,57
,0,7,55,3053.573756,58
,0,7,54,3185.443723,59
,0,7,45,3374.2552,60
,0,7,44,3375.86734,61
,0,7,43,3377.759794,62
,0,7,53,3395.122327,63
,0,7,52,3462.379571,64
,0,7,42,3510.804963,65
,0,7,48,3599.364989,66
,0,7,47,3602.550539,67
,0,7,46,3603.822397,68
,0,7,51,3686.133427,69
,0,7,50,3687.254197,70
,0,7,49,3691.344072,71
,0,8,7,21.68045614,1
,0,8,9,122.1754072,2
,0,8,5,289.2155543,3
,0,8,4,347.2332508,4
,0,8,6,359.4868581,5
,0,8,3,410.6298314,6
,0,8,2,498.8826559,7
,0,8,0,510.0446168,8
,0,8,1,529.675234,9
,0,8,69,637.7906962,10
,0,8,70,646.856293,11
,0,8,71,649.0033795,12
,0,8,68,671.9955743,13
,0,8,65,675.7128492,14
,0,8,67,802.8544233,15
,0,8,66,812.4886604,16
,0,8,34,2465.412637,17
,0,8,33,2475.368866,18
,0,8,32,2477.607773,19
,0,8,31,2483.336308,20
,0,8,30,2484.238451,21
,0,8,29,2486.447049,22
,0,8,28,2488.769897,23
,0,8,27,2490.641544,24
,0,8,26,2492.872735,25
,0,8,25,2524.708636,26
,0,8,24,2527.544311,27
,0,8,23,2529.397064,28
,0,8,22,2620.045883,29
,0,8,21,2622.79619,30
,0,8,20,2625.695499,31
,0,8,19,2627.117048,32
,0,8,18,2628.684189,33
,0,8,17,2680.825817,34
,0,8,16,2682.182013,35
,0,8,15,2683.7218,36
,0,8,36,2809.970981,37
,0,8,35,2813.323657,38
,0,8,14,2864.222713,39
,0,8,13,2865.658565,40
,0,8,12,2866.534278,41
,0,8,11,2868.373389,42
,0,8,10,2869.104224,43
,0,8,64,2968.188073,44
,0,8,63,2969.105046,45
,0,8,62,2970.14895,46
,0,8,61,2971.370499,47
,0,8,60,2972.235029,48
,0,8,41,2989.593771,49
,0,8,40,2991.198726,50
,0,8,39,2992.973263,51
,0,8,38,2994.725585,52
,0,8,37,2996.67396,53
,0,8,59,3026.269127,54
,0,8,58,3027.888235,55
,0,8,57,3029.316136,56
,0,8,56,3030.990531,57
,0,8,55,3032.53318,58
,0,8,54,3164.805299,59
,0,8,45,3358.636407,60
,0,8,44,3360.242402,61
,0,8,43,3362.130573,62
,0,8,53,3374.724218,63
,0,8,52,3442.249486,64
,0,8,42,3490.87583,65
,0,8,48,3584.94121,66
,0,8,47,3588.113505,67
,0,8,46,3589.379743,68
,0,8,51,3672.141736,69
,0,8,50,3673.25726,70
,0,8,49,3677.327579,71
,0,9,8,122.1754072,1
,0,9,7,124.9175705,2
,0,9,4,225.4117459,3
,0,9,5,236.3488019,4
,0,9,3,290.4976525,5
,0,9,6,348.8353487,6
,0,9,2,377.8892768,7
,0,9,0,407.9408134,8
,0,9,1,408.299212,9
,0,9,69,756.8954974,10
,0,9,70,766.0409857,11
,0,9,71,769.0658118,12
,0,9,68,787.5453699,13
,0,9,65,797.7912649,14
,0,9,67,920.8777212,15
,0,9,66,934.1568683,16
,0,9,33,2500.954926,17
,0,9,34,2501.081005,18
,0,9,32,2503.212714,19
,0,9,30,2506.960945,20
,0,9,31,2508.996609,21
,0,9,29,2509.145758,22
,0,9,28,2511.448755,23
,0,9,27,2513.368151,24
,0,9,26,2515.589294,25
,0,9,25,2543.106747,26
,0,9,24,2545.97505,27
,0,9,23,2547.854642,28
,0,9,22,2622.122515,29
,0,9,21,2624.902233,30
,0,9,20,2627.854848,31
,0,9,19,2629.300083,32
,0,9,18,2630.891185,33
,0,9,17,2675.481157,34
,0,9,16,2676.852638,35
,0,9,15,2678.41544,36
,0,9,14,2839.496816,37
,0,9,13,2841.035829,38
,0,9,12,2841.965684,39
,0,9,11,2843.898317,40
,0,9,10,2844.691897,41
,0,9,36,2865.044708,42
,0,9,35,2868.318537,43
,0,9,64,2939.869496,44
,0,9,63,2940.833254,45
,0,9,62,2941.920549,46
,0,9,61,2943.183848,47
,0,9,60,2944.086292,48
,0,9,59,2994.195436,49
,0,9,58,2995.856553,50
,0,9,57,2997.331213,51
,0,9,56,2999.048024,52
,0,9,55,3000.639878,53
,0,9,41,3059.61081,54
,0,9,40,3061.179414,55
,0,9,39,3062.914152,56
,0,9,38,3064.641955,57
,0,9,37,3066.565946,58
,0,9,54,3124.842126,59
,0,9,53,3330.658809,60
,0,9,52,3394.171922,61
,0,9,42,3440.040938,62
,0,9,45,3441.267704,63
,0,9,44,3442.836616,64
,0,9,43,3444.698609,65
,0,9,48,3674.066496,66
,0,9,47,3677.169999,67
,0,9,46,3678.407064,68
,0,9,51,3763.392767,69
,0,9,50,3764.482491,70
,0,9,49,3768.456532,71
,0,10,11,1.680190715,1
,0,10,12,4.573142933,2
,0,10,13,6.148634503,3
,0,10,14,9.018071779,4
,0,10,63,135.8563505,5
,0,10,62,135.9119482,6
,0,10,64,135.9658463,7
,0,10,61,136.1430232,8
,0,10,60,136.1838226,9
,0,10,59,243.4107743,10
,0,10,58,243.6805216,11
,0,10,57,243.7483637,12
,0,10,56,244.0759116,13
,0,10,55,244.2038434,14
,0,10,16,470.1700375,15
,0,10,15,470.1859566,16
,0,10,17,470.2645999,17
,0,10,54,489.2774869,18
,0,10,21,640.6955784,19
,0,10,22,640.8055292,20
,0,10,20,641.0558214,21
,0,10,19,641.188242,22
,0,10,18,641.2944214,23
,0,10,53,717.6508455,24
,0,10,52,846.9484062,25
,0,10,42,939.5365112,26
,0,10,25,996.8738847,27
,0,10,24,997.1334738,28
,0,10,23,997.4230126,29
,0,10,28,1090.201754,30
,0,10,26,1090.442056,31
,0,10,29,1090.920525,32
,0,10,27,1090.93833,33
,0,10,30,1091.708321,34
,0,10,33,1151.751529,35
,0,10,32,1151.891695,36
,0,10,31,1152.420263,37
,0,10,34,1363.513745,38
,0,10,35,1868.120252,39
,0,10,36,1869.006139,40
,0,10,39,2325.86078,41
,0,10,38,2325.994181,42
,0,10,40,2326.132719,43
,0,10,37,2326.221536,44
,0,10,41,2326.388895,45
,0,10,6,2509.892896,46
,0,10,0,2555.695527,47
,0,10,5,2608.59659,48
,0,10,2,2741.815883,49
,0,10,3,2745.108618,50
,0,10,1,2747.544971,51
,0,10,4,2791.990152,52
,0,10,9,2844.691897,53
,0,10,8,2869.104224,54
,0,10,44,2885.258661,55
,0,10,45,2885.433062,56
,0,10,43,2885.587053,57
,0,10,7,2890.425777,58
,0,10,65,3115.330004,59
,0,10,71,3191.951911,60
,0,10,69,3207.300199,61
,0,10,70,3210.961257,62
,0,10,66,3218.343905,63
,0,10,46,3233.733968,64
,0,10,47,3233.860885,65
,0,10,48,3234.03874,66
,0,10,68,3286.436978,67
,0,10,67,3330.949132,68
,0,10,49,3362.8904,69
,0,10,50,3363.392742,70
,0,10,51,3363.511246,71
,0,11,10,1.680190715,1
,0,11,12,2.921514376,2
,0,11,13,4.492799694,3
,0,11,14,7.353474472,4
,0,11,63,135.3546042,5
,0,11,62,135.4281455,6
,0,11,64,135.4464905,7
,0,11,61,135.6782302,8
,0,11,60,135.7343919,9
,0,11,59,242.6837836,10
,0,11,58,242.9656419,11
,0,11,57,243.0452423,12
,0,11,56,243.3852501,13
,0,11,55,243.5258054,14
,0,11,16,471.1688208,15
,0,11,15,471.189418,16
,0,11,17,471.2593552,17
,0,11,54,488.4188371,18
,0,11,21,641.6737462,19
,0,11,22,641.7776479,20
,0,11,20,642.0406271,21
,0,11,19,642.1762608,22
,0,11,18,642.2859483,23
,0,11,53,716.9612498,24
,0,11,52,846.1721585,25
,0,11,42,938.7111055,26
,0,11,25,997.8217497,27
,0,11,24,998.0853989,28
,0,11,23,998.3776115,29
,0,11,28,1091.121566,30
,0,11,26,1091.367262,31
,0,11,29,1091.837451,32
,0,11,27,1091.860731,33
,0,11,30,1092.622523,34
,0,11,33,1152.665727,35
,0,11,32,1152.808679,36
,0,11,31,1153.344379,37
,0,11,34,1364.438081,38
,0,11,35,1869.275093,39
,0,11,36,1870.158499,40
,0,11,39,2327.021015,41
,0,11,38,2327.155401,42
,0,11,40,2327.291851,43
,0,11,37,2327.38383,44
,0,11,41,2327.547027,45
,0,11,6,2509.154193,46
,0,11,0,2554.748572,47
,0,11,5,2607.7971,48
,0,11,2,2740.836602,49
,0,11,3,2744.174361,50
,0,11,1,2746.549808,51
,0,11,4,2791.083879,52
,0,11,9,2843.898317,53
,0,11,8,2868.373389,54
,0,11,44,2886.460541,55
,0,11,45,2886.634082,56
,0,11,43,2886.789784,57
,0,11,7,2889.692876,58
,0,11,65,3114.932018,59
,0,11,71,3191.513954,60
,0,11,69,3206.849571,61
,0,11,70,3210.514964,62
,0,11,66,3217.99693,63
,0,11,46,3234.942206,64
,0,11,47,3235.068481,65
,0,11,48,3235.244772,66
,0,11,68,3285.975412,67
,0,11,67,3330.554331,68
,0,11,49,3364.099836,69
,0,11,50,3364.600116,70
,0,11,51,3364.71806,71
,0,12,13,1.575516436,1
,0,12,11,2.921514376,2
,0,12,14,4.447624665,3
,0,12,10,4.573142933,4
,0,12,63,135.1940486,5
,0,12,64,135.2537417,6
,0,12,62,135.3002347,7
,0,12,61,135.5847328,8
,0,12,60,135.6686768,9
,0,12,59,242.0836714,10
,0,12,58,242.3883967,11
,0,12,57,242.4901704,12
,0,12,56,242.8535958,13
,0,12,55,243.0178446,14
,0,12,16,472.3314447,15
,0,12,15,472.3613053,16
,0,12,17,472.4140084,17
,0,12,54,487.5540977,18
,0,12,21,642.7925737,19
,0,12,22,642.8845512,20
,0,12,20,643.1725514,21
,0,12,19,643.3145322,22
,0,12,18,643.4311548,23
,0,12,53,716.4144248,24
,0,12,52,845.4603425,25
,0,12,42,937.9046072,26
,0,12,25,998.8778949,27
,0,12,24,999.14951,28
,0,12,23,999.4469718,29
,0,12,28,1092.122359,30
,0,12,26,1092.378581,31
,0,12,29,1092.832613,32
,0,12,27,1092.866571,33
,0,12,30,1093.612374,34
,0,12,33,1153.655296,35
,0,12,32,1153.803677,36
,0,12,31,1154.353289,37
,0,12,34,1365.44666,38
,0,12,35,1870.745039,39
,0,12,36,1871.623316,40
,0,12,39,2328.501627,41
,0,12,38,2328.638054,42
,0,12,40,2328.77018,43
,0,12,37,2328.868709,44
,0,12,41,2329.023284,45
,0,12,6,2507.303495,46
,0,12,0,2552.593386,47
,0,12,5,2605.855854,48
,0,12,2,2738.635589,49
,0,12,3,2742.037173,50
,0,12,1,2744.326486,51
,0,12,4,2788.986766,52
,0,12,9,2841.965684,53
,0,12,8,2866.534278,54
,0,12,7,2887.850653,55
,0,12,44,2888.027595,56
,0,12,45,2888.199334,57
,0,12,43,2888.358626,58
,0,12,65,3113.608819,59
,0,12,71,3190.127125,60
,0,12,69,3205.442664,61
,0,12,70,3209.114917,62
,0,12,66,3216.755423,63
,0,12,46,3236.522454,64
,0,12,47,3236.64738,65
,0,12,48,3236.820381,66
,0,12,68,3284.551172,67
,0,12,67,3329.236103,68
,0,12,49,3365.682553,69
,0,12,50,3366.178492,70
,0,12,51,3366.295259,71
,0,13,12,1.575516436,1
,0,13,14,2.87429876,2
