Rowid_,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK
,0,13,11,4.492799694,3
,0,13,10,6.148634503,4
,0,13,63,134.9908166,5
,0,13,64,135.0332376,6
,0,13,62,135.1144964,7
,0,13,61,135.4174152,8
,0,13,60,135.5162675,9
,0,13,59,241.6349643,10
,0,13,58,241.9517811,11
,0,13,57,242.0652977,12
,0,13,56,242.4411181,13
,0,13,55,242.6179272,14
,0,13,16,473.0930275,15
,0,13,15,473.1276439,16
,0,13,17,473.1714961,17
,0,13,54,486.9593753,18
,0,13,21,643.5300448,19
,0,13,22,643.6158775,20
,0,13,20,643.9167647,21
,0,13,19,644.0620118,22
,0,13,18,644.1822026,23
,0,13,53,715.9848427,24
,0,13,52,844.9430987,25
,0,13,42,937.3373108,26
,0,13,25,999.5814172,27
,0,13,24,999.8571498,28
,0,13,23,1000.157324,29
,0,13,28,1092.796974,30
,0,13,26,1093.05865,31
,0,13,29,1093.504307,32
,0,13,27,1093.5438,33
,0,13,30,1094.281312,34
,0,13,33,1154.323947,35
,0,13,32,1154.475143,36
,0,13,31,1155.031964,37
,0,13,34,1366.124767,38
,0,13,35,1871.659429,39
,0,13,36,1872.535101,40
,0,13,39,2329.421177,41
,0,13,38,2329.558639,42
,0,13,40,2329.68857,43
,0,13,37,2329.790425,44
,0,13,41,2329.940622,45
,0,13,6,2506.421207,46
,0,13,0,2551.533248,47
,0,13,5,2604.921065,48
,0,13,2,2737.54825,49
,0,13,3,2740.987618,50
,0,13,1,2743.225883,51
,0,13,4,2787.960812,52
,0,13,9,2841.035829,53
,0,13,8,2865.658565,54
,0,13,7,2886.973137,55
,0,13,44,2888.990739,56
,0,13,45,2889.161566,57
,0,13,43,2889.322673,58
,0,13,65,3113.026707,59
,0,13,71,3189.509165,60
,0,13,69,3204.813375,61
,0,13,70,3208.489496,62
,0,13,66,3216.219132,63
,0,13,46,3237.492178,64
,0,13,47,3237.616422,65
,0,13,48,3237.787761,66
,0,13,68,3283.912076,67
,0,13,67,3328.656723,68
,0,13,49,3366.653497,69
,0,13,50,3367.147243,70
,0,13,51,3367.263416,71
,0,14,13,2.87429876,1
,0,14,12,4.447624665,2
,0,14,11,7.353474472,3
,0,14,10,9.018071779,4
,0,14,63,134.4799132,5
,0,14,64,134.4909744,6
,0,14,62,134.6353105,7
,0,14,61,134.9715816,8
,0,14,60,135.0974865,9
,0,14,59,240.6610242,10
,0,14,58,240.9995292,11
,0,14,57,241.1341367,12
,0,14,56,241.5322033,13
,0,14,55,241.7315855,14
,0,14,16,474.6540991,15
,0,14,15,474.6970148,16
,0,14,17,474.7254168,17
,0,14,54,485.7129653,18
,0,14,21,645.0463788,19
,0,14,22,645.1214502,20
,0,14,20,645.4448956,21
,0,14,19,645.5958563,22
,0,14,18,645.722288,23
,0,14,53,715.0294954,24
,0,14,52,843.8299631,25
,0,14,42,936.134446,26
,0,14,25,1001.035585,27
,0,14,24,1001.318549,28
,0,14,23,1001.623485,29
,0,14,28,1094.19989,30
,0,14,26,1094.471163,31
,0,14,29,1094.902077,32
,0,14,27,1094.951314,33
,0,14,30,1095.674228,34
,0,14,33,1155.716121,35
,0,14,32,1155.872273,36
,0,14,31,1156.441784,37
,0,14,34,1367.53293,38
,0,14,35,1873.479569,39
,0,14,36,1874.350726,40
,0,14,39,2331.249849,41
,0,14,38,2331.389106,42
,0,14,40,2331.515232,43
,0,14,37,2331.622849,44
,0,14,41,2331.765463,45
,0,14,6,2504.973082,46
,0,14,0,2549.744266,47
,0,14,5,2603.372771,48
,0,14,2,2735.706561,49
,0,14,3,2739.218958,50
,0,14,1,2741.358488,51
,0,14,4,2786.237607,52
,0,14,9,2839.496816,53
,0,14,8,2864.222713,54
,0,14,7,2885.533844,55
,0,14,44,2890.894486,56
,0,14,45,2891.06374,57
,0,14,43,2891.22798,58
,0,14,65,3112.143987,59
,0,14,71,3188.559346,60
,0,14,69,3203.842329,61
,0,14,70,3207.525696,62
,0,14,66,3215.421884,63
,0,14,46,3239.407147,64
,0,14,47,3239.530215,65
,0,14,48,3239.698685,66
,0,14,68,3282.922611,67
,0,14,67,3327.778989,68
,0,14,49,3368.570527,69
,0,14,50,3369.060491,70
,0,14,51,3369.175636,71
,0,15,16,1.631921337,1
,0,15,17,3.034693533,2
,0,15,21,170.8043536,3
,0,15,20,171.0282139,4
,0,15,22,171.073855,5
,0,15,19,171.1096479,6
,0,15,18,171.1713946,7
,0,15,10,470.1859566,8
,0,15,11,471.189418,9
,0,15,12,472.3613053,10
,0,15,13,473.1276439,11
,0,15,14,474.6970148,12
,0,15,25,527.3962589,13
,0,15,24,527.5555624,14
,0,15,23,527.7830772,15
,0,15,60,599.4915497,16
,0,15,61,599.8064313,17
,0,15,62,600.0103286,18
,0,15,63,600.3469846,19
,0,15,64,600.8247751,20
,0,15,28,621.499156,21
,0,15,26,621.5553909,22
,0,15,27,622.1453167,23
,0,15,29,622.3202487,24
,0,15,30,623.207401,25
,0,15,33,683.1854068,26
,0,15,32,683.2268381,27
,0,15,31,683.5161213,28
,0,15,55,710.5028463,29
,0,15,57,710.6072385,30
,0,15,56,710.6606422,31
,0,15,59,710.7642531,32
,0,15,58,710.7867454,33
,0,15,34,894.476141,34
,0,15,54,958.2471039,35
,0,15,53,1181.301414,36
,0,15,52,1313.387615,37
,0,15,35,1402.360832,38
,0,15,36,1403.096433,39
,0,15,42,1407.302683,40
,0,15,39,1860.147738,41
,0,15,38,1860.339948,42
,0,15,40,1860.354163,43
,0,15,41,1860.551367,44
,0,15,37,1860.631886,45
,0,15,6,2331.889159,46
,0,15,44,2422.083443,47
,0,15,45,2422.193349,48
,0,15,43,2422.475907,49
,0,15,0,2442.675476,50
,0,15,5,2447.42836,51
,0,15,3,2624.918472,52
,0,15,2,2636.812817,53
,0,15,1,2647.90171,54
,0,15,4,2661.940538,55
,0,15,9,2678.41544,56
,0,15,8,2683.7218,57
,0,15,7,2705.394408,58
,0,15,46,2770.89585,59
,0,15,47,2770.973666,60
,0,15,48,2771.032607,61
,0,15,65,2838.186412,62
,0,15,49,2900.097248,63
,0,15,50,2900.442209,64
,0,15,51,2900.518354,65
,0,15,71,2924.011572,66
,0,15,66,2928.192885,67
,0,15,69,2942.394078,68
,0,15,70,2944.943365,69
,0,15,68,3023.650594,70
,0,15,67,3051.39384,71
,0,16,17,1.404832976,1
,0,16,15,1.631921337,2
,0,16,21,170.7189852,3
,0,16,22,170.9615553,4
,0,16,20,170.9727464,5
,0,16,19,171.0686669,6
,0,16,18,171.1462423,7
,0,16,10,470.1700375,8
,0,16,11,471.1688208,9
,0,16,12,472.3314447,10
,0,16,13,473.0930275,11
,0,16,14,474.6540991,12
,0,16,25,527.2943912,13
,0,16,24,527.4627421,14
,0,16,23,527.6962369,15
,0,16,60,599.6063062,16
,0,16,61,599.9177836,17
,0,16,62,600.1173201,18
,0,16,63,600.4499628,19
,0,16,64,600.923908,20
,0,16,28,621.3484318,21
,0,16,26,621.4156433,22
,0,16,27,621.9999263,23
,0,16,29,622.1637683,24
,0,16,30,623.0455177,25
,0,16,33,683.0303023,26
,0,16,32,683.077163,27
,0,16,31,683.3804003,28
,0,16,55,710.6084501,29
,0,16,57,710.7036375,30
,0,16,56,710.7616531,31
,0,16,59,710.8518691,32
,0,16,58,710.8788542,33
,0,16,34,894.3555941,34
,0,16,54,958.3135573,35
,0,16,53,1181.495066,36
,0,16,52,1313.534999,37
,0,16,35,1402.638047,38
,0,16,36,1403.369259,39
,0,16,42,1407.420005,40
,0,16,39,1860.418022,41
,0,16,38,1860.611859,42
,0,16,40,1860.622615,43
,0,16,41,1860.818157,44
,0,16,37,1860.90557,45
,0,16,6,2330.334101,46
,0,16,44,2422.408764,47
,0,16,45,2422.517274,48
,0,16,43,2422.802603,49
,0,16,0,2441.064869,50
,0,16,5,2445.85667,51
,0,16,3,2623.314193,52
,0,16,2,2635.199366,53
,0,16,1,2646.285529,54
,0,16,4,2660.343739,55
,0,16,9,2676.852638,56
,0,16,8,2682.182013,57
,0,16,7,2703.854503,58
,0,16,46,2771.225123,59
,0,16,47,2771.301914,60
,0,16,48,2771.358355,61
,0,16,65,2836.818343,62
,0,16,49,2900.426448,63
,0,16,50,2900.768126,64
,0,16,51,2900.843382,65
,0,16,71,2922.623149,66
,0,16,66,2926.859955,67
,0,16,69,2940.999006,68
,0,16,70,2943.550885,69
,0,16,68,3022.252154,70
,0,16,67,3050.035757,71
,0,17,16,1.404832976,1
,0,17,15,3.034693533,2
,0,17,21,170.5544809,3
,0,17,22,170.7739717,4
,0,17,20,170.8338539,5
,0,17,19,170.9421944,6
,0,17,18,171.0333495,7
,0,17,10,470.2645999,8
,0,17,11,471.2593552,9
,0,17,12,472.4140084,10
,0,17,13,473.1714961,11
,0,17,14,474.7254168,12
,0,17,25,527.1074164,13
,0,17,24,527.2835039,14
,0,17,23,527.5221129,15
,0,17,60,599.8117769,16
,0,17,61,600.1203469,17
,0,17,62,600.3161594,18
,0,17,63,600.6453733,19
,0,17,64,601.1160317,20
,0,17,28,621.1191246,21
,0,17,26,621.1957031,22
,0,17,27,621.7751668,23
,0,17,29,621.929546,24
,0,17,30,622.8066826,25
,0,17,33,682.796955,26
,0,17,32,682.8484472,27
,0,17,31,683.1635923,28
,0,17,55,710.8055606,29
,0,17,57,710.8928855,30
,0,17,56,710.9548404,31
,0,17,59,711.0336113,32
,0,17,58,711.064436,33
,0,17,34,894.1510206,34
,0,17,54,958.4764363,35
,0,17,53,1181.766044,36
,0,17,52,1313.766404,37
,0,17,35,1402.775329,38
,0,17,36,1403.502725,39
,0,17,42,1407.625659,40
,0,17,39,1860.54891,41
,0,17,38,1860.744162,42
,0,17,40,1860.751911,43
,0,17,41,1860.94601,44
,0,17,37,1861.039415,45
,0,17,6,2328.967692,46
,0,17,44,2422.587282,47
,0,17,45,2422.694576,48
,0,17,43,2422.982319,49
,0,17,0,2439.665471,50
,0,17,5,2444.479504,51
,0,17,3,2621.91793,52
,0,17,2,2633.798671,53
,0,17,1,2644.883679,54
,0,17,4,2658.951509,55
,0,17,9,2675.481157,56
,0,17,8,2680.825817,57
,0,17,7,2702.498228,58
,0,17,46,2771.406977,59
,0,17,47,2771.482873,60
,0,17,48,2771.537136,61
,0,17,65,2835.587504,62
,0,17,49,2900.608204,63
,0,17,50,2900.947022,64
,0,17,51,2901.021502,65
,0,17,71,2921.376858,66
,0,17,66,2925.65601,67
,0,17,69,2939.747691,68
,0,17,70,2942.301526,69
,0,17,68,3020.998295,70
,0,17,67,3048.812522,71
,0,18,19,1.661595995,1
,0,18,20,3.182945373,2
,0,18,21,6.324341579,3
,0,18,22,9.145604324,4
,0,18,17,171.0333495,5
,0,18,16,171.1462423,6
,0,18,15,171.1713946,7
,0,18,25,356.4681285,8
,0,18,24,356.5696793,9
,0,18,23,356.763299,10
,0,18,26,450.911597,11
,0,18,28,450.9671892,12
,0,18,27,451.5574232,13
,0,18,29,451.8508393,14
,0,18,30,452.7992861,15
,0,18,32,512.660961,16
,0,18,33,512.6762922,17
,0,18,31,512.8160159,18
,0,18,10,641.2944214,19
,0,18,11,642.2859483,20
,0,18,12,643.4311548,21
,0,18,13,644.1822026,22
,0,18,14,645.722288,23
,0,18,34,723.6208798,24
,0,18,60,770.5041493,25
,0,18,61,770.8323154,26
,0,18,62,771.0523948,27
,0,18,63,771.4030912,28
,0,18,64,771.8935699,29
,0,18,55,881.5441588,30
,0,18,57,881.6801981,31
,0,18,56,881.7182931,32
,0,18,59,881.8632956,33
,0,18,58,881.8729435,34
,0,18,54,1129.390314,35
,0,18,35,1234.704263,36
,0,18,36,1235.339973,37
,0,18,53,1351.754095,38
,0,18,52,1484.191924,39
,0,18,42,1578.274113,40
,0,18,39,1692.229585,41
,0,18,40,1692.396458,42
,0,18,38,1692.457079,43
,0,18,41,1692.558011,44
,0,18,37,1692.787676,45
,0,18,44,2255.368888,46
,0,18,45,2255.443743,47
,0,18,43,2255.795953,48
,0,18,6,2282.470673,49
,0,18,5,2403.645057,50
,0,18,0,2417.575126,51
,0,18,3,2595.584401,52
,0,18,46,2604.240378,53
,0,18,48,2604.288692,54
,0,18,47,2604.292352,55
,0,18,2,2613.180666,56
,0,18,1,2626.220011,57
,0,18,4,2628.551387,58
,0,18,8,2628.684189,59
,0,18,9,2630.891185,60
,0,18,7,2650.352205,61
,0,18,49,2733.427429,62
,0,18,50,2733.690253,63
,0,18,51,2733.744274,64
,0,18,65,2745.666342,65
,0,18,66,2830.015254,66
,0,18,71,2834.81053,67
,0,18,69,2854.328787,68
,0,18,70,2856.420547,69
,0,18,68,2936.078141,70
,0,18,67,2956.989621,71
,0,19,20,1.521610988,1
,0,19,18,1.661595995,2
,0,19,21,4.664086659,3
,0,19,22,7.484030137,4
,0,19,17,170.9421944,5
,0,19,16,171.0686669,6
,0,19,15,171.1096479,7
,0,19,25,356.4340411,8
,0,19,24,356.5492548,9
,0,19,23,356.7519119,10
,0,19,26,450.8312511,11
,0,19,28,450.8713993,12
,0,19,27,451.4691971,13
,0,19,29,451.747041,14
,0,19,30,452.6879917,15
,0,19,32,512.572069,16
,0,19,33,512.5800114,17
,0,19,31,512.7461273,18
,0,19,10,641.188242,19
,0,19,11,642.1762608,20
,0,19,12,643.3145322,21
,0,19,13,644.0620118,22
,0,19,14,645.5958563,23
,0,19,34,723.580304,24
,0,19,60,770.4992513,25
,0,19,61,770.8247214,26
,0,19,62,771.0413424,27
,0,19,63,771.3888592,28
,0,19,64,771.8762941,29
,0,19,55,881.5340602,30
,0,19,57,881.6625327,31
,0,19,56,881.7044202,32
,0,19,59,881.8384133,33
,0,19,58,881.8517541,34
,0,19,54,1129.349494,35
,0,19,35,1235.130145,36
,0,19,36,1235.760852,37
,0,19,53,1351.827635,38
,0,19,52,1484.225407,39
,0,19,42,1578.281012,40
,0,19,39,1692.636409,41
,0,19,40,1692.801262,42
,0,19,38,1692.86569,43
,0,19,41,1692.960984,44
,0,19,37,1693.198232,45
,0,19,44,2255.827315,46
,0,19,45,2255.90067,47
,0,19,43,2256.255849,48
,0,19,6,2280.882941,49
,0,19,5,2402.042118,50
,0,19,0,2415.933273,51
,0,19,3,2593.950218,52
,0,19,46,2604.699448,53
,0,19,48,2604.744013,54
,0,19,47,2604.750331,55
,0,19,2,2611.537283,56
,0,19,1,2624.573939,57
,0,19,4,2626.925115,58
,0,19,8,2627.117048,59
,0,19,9,2629.300083,60
,0,19,7,2648.785218,61
,0,19,49,2733.885322,62
,0,19,50,2734.144663,63
,0,19,51,2734.19774,64
,0,19,65,2744.283091,65
,0,19,66,2828.67115,66
,0,19,71,2833.406961,67
,0,19,69,2852.918405,68
,0,19,70,2855.012974,69
,0,19,68,2934.665388,70
,0,19,67,2955.620509,71
,0,20,19,1.521610988,1
,0,20,21,3.142979535,2
,0,20,18,3.182945373,3
,0,20,22,5.963356361,4
,0,20,17,170.8338539,5
,0,20,16,170.9727464,6
,0,20,15,171.0282139,7
,0,20,25,356.4486707,8
,0,20,24,356.5763947,9
,0,20,23,356.7873223,10
,0,20,26,450.8020694,11
,0,20,28,450.8280564,12
,0,20,27,451.4327828,13
,0,20,29,451.6963429,14
,0,20,30,452.6304066,15
,0,20,32,512.5344055,16
,0,20,33,512.5355725,17
,0,20,31,512.7258832,18
,0,20,10,641.0558214,19
,0,20,11,642.0406271,20
,0,20,12,643.1725514,21
,0,20,13,643.9167647,22
,0,20,14,645.4448956,23
,0,20,34,723.5855435,24
,0,20,60,770.4588593,25
,0,20,61,770.7818599,26
,0,20,62,770.9953141,27
,0,20,63,771.339919,28
,0,20,64,771.824566,29
,0,20,55,881.4885117,30
,0,20,57,881.6100576,31
,0,20,56,881.6554163,32
,0,20,59,881.7793324,33
,0,20,58,881.7960529,34
,0,20,54,1129.275227,35
,0,20,35,1235.559577,36
,0,20,36,1236.185737,37
,0,20,53,1351.857735,38
,0,20,52,1484.218648,39
,0,20,42,1578.249812,40
,0,20,39,1693.048028,41
,0,20,40,1693.211046,42
,0,20,38,1693.278933,43
,0,20,41,1693.369103,44
,0,20,37,1693.613244,45
,0,20,44,2256.285496,46
,0,20,45,2256.35749,47
,0,20,43,2256.715366,48
,0,20,6,2279.441068,49
,0,20,5,2400.585069,50
,0,20,0,2414.436268,51
,0,20,3,2592.461306,52
,0,20,46,2605.158083,53
,0,20,48,2605.199242,54
,0,20,47,2605.207974,55
,0,20,2,2610.038639,56
,0,20,1,2623.07239,57
,0,20,4,2625.444398,58
,0,20,8,2625.695499,59
,0,20,9,2627.854848,60
,0,20,7,2647.363819,61
,0,20,49,2734.342848,62
,0,20,50,2734.599025,63
,0,20,51,2734.651244,64
,0,20,65,2743.038715,65
,0,20,66,2827.463958,66
,0,20,71,2832.143222,67
,0,20,69,2851.648167,68
,0,20,70,2853.745414,69
,0,20,68,2933.392881,70
,0,20,67,2954.389558,71
,0,21,22,2.836918189,1
,0,21,20,3.142979535,2
,0,21,19,4.664086659,3
,0,21,18,6.324341579,4
,0,21,17,170.5544809,5
,0,21,16,170.7189852,6
,0,21,15,170.8043536,7
,0,21,25,356.597919,8
,0,21,24,356.7514377,9
,0,21,23,356.9794057,10
,0,21,28,450.8533115,11
,0,21,26,450.8565819,12
,0,21,27,451.4723321,13
,0,21,29,451.7063669,14
,0,21,30,452.626162,15
,0,21,33,512.5566058,16
,0,21,32,512.5694386,17
,0,21,31,512.7968922,18
,0,21,10,640.6955784,19
,0,21,11,641.6737462,20
,0,21,12,642.7925737,21
,0,21,13,643.5300448,22
,0,21,14,645.0463788,23
,0,21,34,723.7050006,24
,0,21,60,770.2864697,25
,0,21,61,770.6043707,26
,0,21,62,770.8112883,27
,0,21,63,771.1498811,28
,0,21,64,771.6287703,29
,0,21,55,881.3042875,30
,0,21,57,881.411542,31
,0,21,56,881.4640614,32
,0,21,59,881.5671885,33
,0,21,58,881.5908806,34
,0,21,54,1129.029952,35
,0,21,35,1236.546042,36
,0,21,36,1237.162911,37
,0,21,53,1351.826798,38
,0,21,52,1484.111108,39
,0,21,42,1578.091531,40
,0,21,39,1693.996631,41
,0,21,40,1694.155895,42
,0,21,38,1694.230857,43
,0,21,41,1694.310547,44
,0,21,37,1694.568783,45
,0,21,44,2257.328283,46
,0,21,45,2257.397497,47
,0,21,43,2257.760879,48
,0,21,6,2276.49611,49
,0,21,5,2397.605619,50
,0,21,0,2411.363408,51
,0,21,3,2589.407844,52
,0,21,46,2606.201408,53
,0,21,48,2606.235609,54
,0,21,47,2606.249274,55
,0,21,2,2606.961784,56
,0,21,1,2619.988416,57
,0,21,4,2622.410262,58
,0,21,8,2622.79619,59
,0,21,9,2624.902233,60
,0,21,7,2644.464841,61
,0,21,49,2735.383789,62
,0,21,50,2735.633501,63
,0,21,51,2735.683968,64
,0,21,65,2740.527295,65
,0,21,66,2825.032659,66
,0,21,71,2829.589918,67
,0,21,69,2849.080787,68
,0,21,70,2851.183833,69
,0,21,68,2930.820564,70
,0,21,67,2951.90704,71
,0,22,21,2.836918189,1
,0,22,20,5.963356361,2
,0,22,19,7.484030137,3
,0,22,18,9.145604324,4
,0,22,17,170.7739717,5
,0,22,16,170.9615553,6
,0,22,15,171.073855,7
,0,22,25,356.334123,8
,0,22,24,356.5108561,9
,0,22,23,356.7541653,10
,0,22,28,450.4733182,11
,0,22,26,450.5027867,12
,0,22,27,451.1051087,13
,0,22,29,451.3127131,14
,0,22,30,452.2197146,15
,0,22,33,512.1705994,16
,0,22,32,512.1959595,17
,0,22,31,512.4556338,18
,0,22,10,640.8055292,19
,0,22,11,641.7776479,20
,0,22,12,642.8845512,21
,0,22,13,643.6158775,22
,0,22,14,645.1214502,23
,0,22,34,723.4024428,24
,0,22,60,770.5639919,25
,0,22,61,770.8773003,26
,0,22,62,771.0783322,27
,0,22,63,771.4115079,28
,0,22,64,771.8852053,29
,0,22,55,881.5697836,30
,0,22,57,881.6641679,31
,0,22,56,881.7231359,32
,0,22,59,881.807532,33
,0,22,58,881.8375071,34
,0,22,54,1129.238308,35
,0,22,35,1237.033286,36
,0,22,36,1237.641456,37
,0,22,53,1352.226454,38
,0,22,52,1484.441634,39
,0,22,42,1578.376151,40
,0,22,39,1694.446699,41
,0,22,40,1694.602455,42
,0,22,38,1694.684027,43
,0,22,41,1694.753926,44
,0,22,37,1695.025331,45
,0,22,44,2257.865391,46
,0,22,45,2257.931994,47
,0,22,43,2258.300547,48
,0,22,6,2273.720486,49
,0,22,5,2394.812189,50
,0,22,0,2408.532084,51
,0,22,3,2586.582522,52
,0,22,2,2604.129417,53
,0,22,46,2606.738547,54
,0,22,48,2606.766213,55
,0,22,47,2606.784509,56
,0,22,1,2617.154398,57
,0,22,4,2619.592137,58
,0,22,8,2620.045883,59
,0,22,9,2622.122515,60
,0,22,7,2641.714723,61
,0,22,49,2735.918542,62
,0,22,50,2736.162184,63
,0,22,51,2736.211006,64
,0,22,65,2738.033155,65
,0,22,66,2822.596452,66
,0,22,71,2827.065942,67
,0,22,69,2846.546872,68
,0,22,70,2848.654005,69
,0,22,68,2928.283154,70
,0,22,67,2949.433613,71
,0,23,24,1.95002472,1
,0,23,25,4.881921921,2
,0,23,26,95.57566452,3
,0,23,28,96.34301555,4
,0,23,27,96.55809425,5
,0,23,29,97.63223722,6
,0,23,30,98.9853353,7
,0,23,31,156.7492284,8
,0,23,32,157.1316414,9
,0,23,33,157.3963593,10
,0,23,19,356.7519119,11
,0,23,22,356.7541653,12
,0,23,18,356.763299,13
,0,23,20,356.7873223,14
,0,23,21,356.9794057,15
,0,23,34,366.9520641,16
,0,23,17,527.5221129,17
,0,23,16,527.6962369,18
,0,23,15,527.7830772,19
,0,23,35,895.6380508,20
,0,23,36,895.8673681,21
,0,23,10,997.4230126,22
,0,23,11,998.3776115,23
,0,23,12,999.4469718,24
,0,23,13,1000.157324,25
,0,23,14,1001.623485,26
,0,23,60,1127.246179,27
,0,23,61,1127.568796,28
,0,23,62,1127.780817,29
,0,23,63,1128.12317,30
,0,23,64,1128.604821,31
,0,23,55,1238.274123,32
,0,23,57,1238.388788,33
,0,23,56,1238.438253,34
,0,23,59,1238.546588,35
,0,23,58,1238.569778,36
,0,23,39,1350.12536,37
,0,23,40,1350.150257,38
,0,23,41,1350.183646,39
,0,23,38,1350.478266,40
,0,23,37,1350.94585,41
,0,23,54,1485.992397,42
,0,23,53,1708.349642,43
,0,23,52,1840.939636,44
,0,23,45,1915.985342,45
,0,23,44,1916.022458,46
,0,23,43,1916.559038,47
,0,23,42,1935.03292,48
,0,23,6,2200.607156,49
,0,23,48,2264.307571,50
,0,23,47,2264.504652,51
,0,23,46,2264.532516,52
,0,23,5,2331.972479,53
,0,23,0,2385.639315,54
,0,23,51,2393.510079,55
,0,23,49,2393.512747,56
,0,23,50,2393.523905,57
,0,23,8,2529.397064,58
,0,23,9,2547.854642,59
,0,23,7,2550.778424,60
,0,23,3,2552.000171,61
,0,23,65,2562.394092,62
,0,23,4,2575.881698,63
,0,23,2,2581.441181,64
,0,23,1,2598.42248,65
,0,23,66,2633.330389,66
,0,23,71,2658.09224,67
,0,23,69,2679.952878,68
,0,23,70,2681.010068,69
,0,23,68,2762.064858,70
,0,23,67,2767.653985,71
,0,24,23,1.95002472,1
,0,24,25,2.933867531,2
,0,24,26,95.41514121,3
,0,24,28,96.09885056,4
,0,24,27,96.35672259,5
,0,24,29,97.34861819,6
,0,24,30,98.6661155,7
,0,24,31,156.7400108,8
,0,24,32,157.0495907,9
,0,24,33,157.2861951,10
,0,24,22,356.5108561,11
,0,24,19,356.5492548,12
,0,24,18,356.5696793,13
,0,24,20,356.5763947,14
,0,24,21,356.7514377,15
,0,24,34,367.0933235,16
,0,24,17,527.2835039,17
,0,24,16,527.4627421,18
,0,24,15,527.5555624,19
,0,24,35,896.5323838,20
,0,24,36,896.7541686,21
,0,24,10,997.1334738,22
,0,24,11,998.0853989,23
,0,24,12,999.14951,24
,0,24,13,999.8571498,25
,0,24,14,1001.318549,26
,0,24,60,1127.031444,27
,0,24,61,1127.351909,28
,0,24,62,1127.561171,29
,0,24,63,1127.900985,30
,0,24,64,1128.380204,31
,0,24,55,1238.054382,32
,0,24,57,1238.162764,33
,0,24,56,1238.215377,34
,0,24,59,1238.314573,35
,0,24,58,1238.340827,36
,0,24,39,1350.930935,37
,0,24,40,1350.953034,38
,0,24,41,1350.983883,39
,0,24,38,1351.286284,40
,0,24,37,1351.756518,41
,0,24,54,1485.743993,42
,0,24,53,1708.204836,43
,0,24,52,1840.758052,44
,0,24,45,1916.820964,45
,0,24,44,1916.860025,46
,0,24,43,1917.398489,47
,0,24,42,1934.826206,48
,0,24,6,2198.720462,49
,0,24,48,2265.126768,50
,0,24,47,2265.327229,51
,0,24,46,2265.356483,52
,0,24,5,2330.073853,53
,0,24,0,2383.702751,54
,0,24,51,2394.322659,55
,0,24,49,2394.330937,56
,0,24,50,2394.337681,57
,0,24,8,2527.544311,58
,0,24,9,2545.97505,59
,0,24,7,2548.926531,60
,0,24,3,2550.073696,61
,0,24,65,2560.766351,62
,0,24,4,2573.963958,63
,0,24,2,2579.505801,64
,0,24,1,2596.484651,65
,0,24,66,2631.755626,66
,0,24,71,2656.443399,67
,0,24,69,2678.29644,68
,0,24,70,2679.357202,69
,0,24,68,2760.408901,70
,0,24,67,2766.053484,71
,0,25,24,2.933867531,1
,0,25,23,4.881921921,2
,0,25,26,95.07864311,3
,0,25,28,95.63609434,4
,0,25,27,95.95809028,5
,0,25,29,96.82563936,6
,0,25,30,98.08870171,7
,0,25,31,156.6017073,8
,0,25,32,156.8017448,9
,0,25,33,156.9960622,10
,0,25,22,356.334123,11
,0,25,19,356.4340411,12
,0,25,20,356.4486707,13
,0,25,18,356.4681285,14
,0,25,21,356.597919,15
,0,25,34,367.1553568,16
,0,25,17,527.1074164,17
,0,25,16,527.2943912,18
,0,25,15,527.3962589,19
,0,25,35,897.7311263,20
,0,25,36,897.9412847,21
,0,25,10,996.8738847,22
,0,25,11,997.8217497,23
,0,25,12,998.8778949,24
,0,25,13,999.5814172,25
,0,25,14,1001.035585,26
,0,25,60,1126.884283,27
,0,25,61,1127.201491,28
,0,25,62,1127.406579,29
,0,25,63,1127.742552,30
,0,25,64,1128.21809,31
,0,25,55,1237.899081,32
,0,25,57,1237.997961,33
,0,25,56,1238.055335,34
,0,25,59,1238.140706,35
,0,25,58,1238.171597,36
,0,25,39,1351.990593,37
,0,25,40,1352.008384,38
,0,25,41,1352.035324,39
,0,25,38,1352.349701,40
,0,25,37,1352.824014,41
,0,25,54,1485.544368,42
,0,25,53,1708.161132,43
,0,25,52,1840.658531,44
,0,25,45,1917.925574,45
,0,25,44,1917.967635,46
,0,25,43,1918.509003,47
,0,25,42,1934.688526,48
,0,25,6,2195.843799,49
,0,25,48,2266.205569,50
,0,25,47,2266.41124,51
,0,25,46,2266.442636,52
,0,25,5,2327.183432,53
,0,25,0,2380.774101,54
,0,25,51,2395.391118,55
,0,25,50,2395.407983,56
,0,25,49,2395.408039,57
,0,25,8,2524.708636,58
,0,25,9,2543.106747,59
,0,25,7,2546.091922,60
,0,25,3,2547.153814,61
,0,25,65,2558.228564,62
,0,25,4,2571.052747,63
,0,25,2,2576.578075,64
,0,25,1,2593.555055,65
,0,25,66,2629.290857,66
,0,25,71,2653.876697,67
,0,25,69,2675.719363,68
,0,25,70,2676.785,69
,0,25,68,2757.832462,70
,0,25,67,2763.553111,71
,0,26,27,2.236642341,1
,0,26,28,4.197094347,2
,0,26,29,6.447200056,3
,0,26,30,8.634689542,4
,0,26,32,61.79480156,5
,0,26,33,61.92917109,6
,0,26,31,61.98380507,7
,0,26,25,95.07864311,8
,0,26,24,95.41514121,9
,0,26,23,95.57566452,10
,0,26,34,273.0723469,11
