Date Time, Water Level, Sigma, O, F, R, L, Quality 
2014-01-01 00:00,0.676,0.000,0,0,0,0,v
2014-01-01 00:06,0.682,0.000,0,0,0,0,v
2014-01-01 00:12,0.673,0.000,0,0,0,0,v
2014-01-01 00:18,0.666,0.003,0,0,0,0,v
2014-01-01 00:24,0.673,0.003,0,0,0,0,v
2014-01-01 00:30,0.712,0.007,0,0,0,0,v
2014-01-01 00:36,0.781,0.010,0,0,0,0,v
2014-01-01 00:42,0.837,0.007,0,0,0,0,v
2014-01-01 00:48,0.879,0.010,0,0,0,0,v
2014-01-01 00:54,0.928,0.003,0,0,0,0,v
2014-01-01 01:00,0.955,0.003,0,0,0,0,v
2014-01-01 01:06,1.004,0.003,0,0,0,0,v
2014-01-01 01:12,1.053,0.010,0,0,0,0,v
2014-01-01 01:18,1.112,0.007,0,0,0,0,v
2014-01-01 01:24,1.158,0.007,0,0,0,0,v
2014-01-01 01:30,1.201,0.007,0,0,0,0,v
2014-01-01 01:36,1.250,0.007,0,0,0,0,v
2014-01-01 01:42,1.325,0.010,0,0,0,0,v
2014-01-01 01:48,1.401,0.007,0,0,0,0,v
2014-01-01 01:54,1.450,0.010,0,0,0,0,v
2014-01-01 02:00,1.493,0.007,0,0,0,0,v
2014-01-01 02:06,1.545,0.007,0,0,0,0,v
2014-01-01 02:12,1.601,0.010,0,0,0,0,v
2014-01-01 02:18,1.667,0.010,0,0,0,0,v
2014-01-01 02:24,1.745,0.010,0,0,0,0,v
2014-01-01 02:30,1.844,0.013,0,0,0,0,v
2014-01-01 02:36,1.939,0.010,0,0,0,0,v
2014-01-01 02:42,2.034,0.010,0,0,0,0,v
2014-01-01 02:48,2.106,0.010,0,0,0,0,v
2014-01-01 02:54,2.208,0.010,0,0,0,0,v
2014-01-01 03:00,2.283,0.013,0,0,0,0,v
2014-01-01 03:06,2.365,0.010,0,0,0,0,v
2014-01-01 03:12,2.444,0.010,0,0,0,0,v
2014-01-01 03:18,2.523,0.010,0,0,0,0,v
2014-01-01 03:24,2.621,0.010,0,0,0,0,v
2014-01-01 03:30,2.697,0.010,0,0,0,0,v
2014-01-01 03:36,2.736,0.003,0,0,0,0,v
2014-01-01 03:42,2.782,0.010,0,0,0,0,v
