FID,Id,POINT_X,POINT_Y
1274,0,296422.322400000000000,3235931.632640000000000
1275,0,296424.322400000000000,3235931.632640000000000
1276,0,296426.322400000000000,3235931.632640000000000
1277,0,296428.322400000000000,3235931.632640000000000
1278,0,296430.322400000000000,3235931.632640000000000
1279,0,296420.322400000000000,3235933.632640000000000
1280,0,296422.322400000000000,3235933.632640000000000
1281,0,296424.322400000000000,3235933.632640000000000
1282,0,296426.322400000000000,3235933.632640000000000
1283,0,296428.322400000000000,3235933.632640000000000
1284,0,296420.322400000000000,3235935.632640000000000
1285,0,296422.322400000000000,3235935.632640000000000
1286,0,296424.322400000000000,3235935.632640000000000
1287,0,296426.322400000000000,3235935.632640000000000
1288,0,296428.322400000000000,3235935.632640000000000
1289,0,296418.322400000000000,3235937.632640000000000
1290,0,296420.322400000000000,3235937.632640000000000
1291,0,296422.322400000000000,3235937.632640000000000
1292,0,296424.322400000000000,3235937.632640000000000
1293,0,296426.322400000000000,3235937.632640000000000
1294,0,296418.322400000000000,3235939.632640000000000
1295,0,296420.322400000000000,3235939.632640000000000
1296,0,296422.322400000000000,3235939.632640000000000
1297,0,296424.322400000000000,3235939.632640000000000
1298,0,296426.322400000000000,3235939.632640000000000
1299,0,296416.322400000000000,3235941.632640000000000
1300,0,296418.322400000000000,3235941.632640000000000
1301,0,296420.322400000000000,3235941.632640000000000
1302,0,296422.322400000000000,3235941.632640000000000
1303,0,296424.322400000000000,3235941.632640000000000
1304,0,296416.322400000000000,3235943.632640000000000
1305,0,296418.322400000000000,3235943.632640000000000
1306,0,296420.322400000000000,3235943.632640000000000
1307,0,296422.322400000000000,3235943.632640000000000
1308,0,296424.322400000000000,3235943.632640000000000
1309,0,296414.322400000000000,3235945.632640000000000
1310,0,296416.322400000000000,3235945.632640000000000
1311,0,296418.322400000000000,3235945.632640000000000
1312,0,296420.322400000000000,3235945.632640000000000
1313,0,296422.322400000000000,3235945.632640000000000
1314,0,296414.322400000000000,3235947.632640000000000
1315,0,296416.322400000000000,3235947.632640000000000
1316,0,296418.322400000000000,3235947.632640000000000
1317,0,296420.322400000000000,3235947.632640000000000
1318,0,296422.322400000000000,3235947.632640000000000
1319,0,296412.322400000000000,3235949.632640000000000
1320,0,296414.322400000000000,3235949.632640000000000
1321,0,296416.322400000000000,3235949.632640000000000
1322,0,296418.322400000000000,3235949.632640000000000
1323,0,296420.322400000000000,3235949.632640000000000
1324,0,296410.322400000000000,3235951.632640000000000
1325,0,296412.322400000000000,3235951.632640000000000
1326,0,296414.322400000000000,3235951.632640000000000
1327,0,296416.322400000000000,3235951.632640000000000
1328,0,296418.322400000000000,3235951.632640000000000
1329,0,296420.322400000000000,3235951.632640000000000
1330,0,296410.322400000000000,3235953.632640000000000
1331,0,296412.322400000000000,3235953.632640000000000
1332,0,296414.322400000000000,3235953.632640000000000
1333,0,296416.322400000000000,3235953.632640000000000
1334,0,296418.322400000000000,3235953.632640000000000
1335,0,296408.322400000000000,3235955.632640000000000
1336,0,296410.322400000000000,3235955.632640000000000
1337,0,296412.322400000000000,3235955.632640000000000
1338,0,296414.322400000000000,3235955.632640000000000
1339,0,296416.322400000000000,3235955.632640000000000
1340,0,296418.322400000000000,3235955.632640000000000
1341,0,296408.322400000000000,3235957.632640000000000
1342,0,296410.322400000000000,3235957.632640000000000
1343,0,296412.322400000000000,3235957.632640000000000
1344,0,296414.322400000000000,3235957.632640000000000
1345,0,296416.322400000000000,3235957.632640000000000
1346,0,296406.322400000000000,3235959.632640000000000
1347,0,296408.322400000000000,3235959.632640000000000
1348,0,296410.322400000000000,3235959.632640000000000
1349,0,296412.322400000000000,3235959.632640000000000
1350,0,296414.322400000000000,3235959.632640000000000
1351,0,296406.322400000000000,3235961.632640000000000
1352,0,296408.322400000000000,3235961.632640000000000
1353,0,296410.322400000000000,3235961.632640000000000
1354,0,296412.322400000000000,3235961.632640000000000
1355,0,296414.322400000000000,3235961.632640000000000
1356,0,296404.322400000000000,3235963.632640000000000
1357,0,296406.322400000000000,3235963.632640000000000
1358,0,296408.322400000000000,3235963.632640000000000
1359,0,296410.322400000000000,3235963.632640000000000
1360,0,296412.322400000000000,3235963.632640000000000
1361,0,296404.322400000000000,3235965.632640000000000
1362,0,296406.322400000000000,3235965.632640000000000
1363,0,296408.322400000000000,3235965.632640000000000
1364,0,296410.322400000000000,3235965.632640000000000
1365,0,296412.322400000000000,3235965.632640000000000
1366,0,296402.322400000000000,3235967.632640000000000
1367,0,296404.322400000000000,3235967.632640000000000
1368,0,296406.322400000000000,3235967.632640000000000
1369,0,296408.322400000000000,3235967.632640000000000
1370,0,296410.322400000000000,3235967.632640000000000
1371,0,296402.322400000000000,3235969.632640000000000
1372,0,296404.322400000000000,3235969.632640000000000
1373,0,296406.322400000000000,3235969.632640000000000
1374,0,296408.322400000000000,3235969.632640000000000
1375,0,296410.322400000000000,3235969.632640000000000
1376,0,296400.322400000000000,3235971.632640000000000
1377,0,296402.322400000000000,3235971.632640000000000
1378,0,296404.322400000000000,3235971.632640000000000
1379,0,296406.322400000000000,3235971.632640000000000
1380,0,296408.322400000000000,3235971.632640000000000
1381,0,296400.322400000000000,3235973.632640000000000
1382,0,296402.322400000000000,3235973.632640000000000
1383,0,296404.322400000000000,3235973.632640000000000
1384,0,296406.322400000000000,3235973.632640000000000
1385,0,296408.322400000000000,3235973.632640000000000
1386,0,296398.322400000000000,3235975.632640000000000
1387,0,296400.322400000000000,3235975.632640000000000
1388,0,296402.322400000000000,3235975.632640000000000
1389,0,296404.322400000000000,3235975.632640000000000
1390,0,296406.322400000000000,3235975.632640000000000
1391,0,296396.322400000000000,3235977.632640000000000
1392,0,296398.322400000000000,3235977.632640000000000
1393,0,296400.322400000000000,3235977.632640000000000
1394,0,296402.322400000000000,3235977.632640000000000
1395,0,296404.322400000000000,3235977.632640000000000
1396,0,296406.322400000000000,3235977.632640000000000
1397,0,296396.322400000000000,3235979.632640000000000
1398,0,296398.322400000000000,3235979.632640000000000
1399,0,296400.322400000000000,3235979.632640000000000
1400,0,296402.322400000000000,3235979.632640000000000
1401,0,296404.322400000000000,3235979.632640000000000
1402,0,296394.322400000000000,3235981.632640000000000
1403,0,296396.322400000000000,3235981.632640000000000
1404,0,296398.322400000000000,3235981.632640000000000
1405,0,296400.322400000000000,3235981.632640000000000
1406,0,296402.322400000000000,3235981.632640000000000
1407,0,296404.322400000000000,3235981.632640000000000
1408,0,296394.322400000000000,3235983.632640000000000
1409,0,296396.322400000000000,3235983.632640000000000
1410,0,296398.322400000000000,3235983.632640000000000
1411,0,296400.322400000000000,3235983.632640000000000
1412,0,296402.322400000000000,3235983.632640000000000
1413,0,296392.322400000000000,3235985.632640000000000
1414,0,296394.322400000000000,3235985.632640000000000
1415,0,296396.322400000000000,3235985.632640000000000
1416,0,296398.322400000000000,3235985.632640000000000
1417,0,296400.322400000000000,3235985.632640000000000
1418,0,296402.322400000000000,3235985.632640000000000
1419,0,296392.322400000000000,3235987.632640000000000
1420,0,296394.322400000000000,3235987.632640000000000
1421,0,296396.322400000000000,3235987.632640000000000
1422,0,296398.322400000000000,3235987.632640000000000
1423,0,296400.322400000000000,3235987.632640000000000
1424,0,296390.322400000000000,3235989.632640000000000
1425,0,296392.322400000000000,3235989.632640000000000
1426,0,296394.322400000000000,3235989.632640000000000
1427,0,296396.322400000000000,3235989.632640000000000
1428,0,296398.322400000000000,3235989.632640000000000
1429,0,296390.322400000000000,3235991.632640000000000
1430,0,296392.322400000000000,3235991.632640000000000
1431,0,296394.322400000000000,3235991.632640000000000
1432,0,296396.322400000000000,3235991.632640000000000
1433,0,296398.322400000000000,3235991.632640000000000
1434,0,296388.322400000000000,3235993.632640000000000
1435,0,296390.322400000000000,3235993.632640000000000
1436,0,296392.322400000000000,3235993.632640000000000
1437,0,296394.322400000000000,3235993.632640000000000
1438,0,296396.322400000000000,3235993.632640000000000
1439,0,296388.322400000000000,3235995.632640000000000
1440,0,296390.322400000000000,3235995.632640000000000
1441,0,296392.322400000000000,3235995.632640000000000
1442,0,296394.322400000000000,3235995.632640000000000
1443,0,296396.322400000000000,3235995.632640000000000
1444,0,296386.322400000000000,3235997.632640000000000
1445,0,296388.322400000000000,3235997.632640000000000
1446,0,296390.322400000000000,3235997.632640000000000
1447,0,296392.322400000000000,3235997.632640000000000
1448,0,296394.322400000000000,3235997.632640000000000
1449,0,296386.322400000000000,3235999.632640000000000
1450,0,296388.322400000000000,3235999.632640000000000
1451,0,296390.322400000000000,3235999.632640000000000
1452,0,296392.322400000000000,3235999.632640000000000
1453,0,296394.322400000000000,3235999.632640000000000
1454,0,296384.322400000000000,3236001.632640000000000
1455,0,296386.322400000000000,3236001.632640000000000
1456,0,296388.322400000000000,3236001.632640000000000
1457,0,296390.322400000000000,3236001.632640000000000
1458,0,296392.322400000000000,3236001.632640000000000
1459,0,296384.322400000000000,3236003.632640000000000
1460,0,296386.322400000000000,3236003.632640000000000
1461,0,296388.322400000000000,3236003.632640000000000
1462,0,296390.322400000000000,3236003.632640000000000
1463,0,296392.322400000000000,3236003.632640000000000
1464,0,296382.322400000000000,3236005.632640000000000
1465,0,296384.322400000000000,3236005.632640000000000
1466,0,296386.322400000000000,3236005.632640000000000
1467,0,296388.322400000000000,3236005.632640000000000
1468,0,296390.322400000000000,3236005.632640000000000
1469,0,296380.322400000000000,3236007.632640000000000
1470,0,296382.322400000000000,3236007.632640000000000
1471,0,296384.322400000000000,3236007.632640000000000
1472,0,296386.322400000000000,3236007.632640000000000
1473,0,296388.322400000000000,3236007.632640000000000
1474,0,296390.322400000000000,3236007.632640000000000
1475,0,296380.322400000000000,3236009.632640000000000
1476,0,296382.322400000000000,3236009.632640000000000
1477,0,296384.322400000000000,3236009.632640000000000
1478,0,296386.322400000000000,3236009.632640000000000
1479,0,296388.322400000000000,3236009.632640000000000
1480,0,296378.322400000000000,3236011.632640000000000
1481,0,296380.322400000000000,3236011.632640000000000
1482,0,296382.322400000000000,3236011.632640000000000
1483,0,296384.322400000000000,3236011.632640000000000
1484,0,296386.322400000000000,3236011.632640000000000
1485,0,296388.322400000000000,3236011.632640000000000
1486,0,296378.322400000000000,3236013.632640000000000
1487,0,296380.322400000000000,3236013.632640000000000
1488,0,296382.322400000000000,3236013.632640000000000
1489,0,296384.322400000000000,3236013.632640000000000
1490,0,296386.322400000000000,3236013.632640000000000
1491,0,296376.322400000000000,3236015.632640000000000
1492,0,296378.322400000000000,3236015.632640000000000
1493,0,296380.322400000000000,3236015.632640000000000
1494,0,296382.322400000000000,3236015.632640000000000
1495,0,296384.322400000000000,3236015.632640000000000
1496,0,296376.322400000000000,3236017.632640000000000
1497,0,296378.322400000000000,3236017.632640000000000
1498,0,296380.322400000000000,3236017.632640000000000
1499,0,296382.322400000000000,3236017.632640000000000
1500,0,296384.322400000000000,3236017.632640000000000
1501,0,296374.322400000000000,3236019.632640000000000
1502,0,296376.322400000000000,3236019.632640000000000
1503,0,296378.322400000000000,3236019.632640000000000
1504,0,296380.322400000000000,3236019.632640000000000
1505,0,296382.322400000000000,3236019.632640000000000
1506,0,296374.322400000000000,3236021.632640000000000
1507,0,296376.322400000000000,3236021.632640000000000
1508,0,296378.322400000000000,3236021.632640000000000
1509,0,296380.322400000000000,3236021.632640000000000
1510,0,296382.322400000000000,3236021.632640000000000
1511,0,296372.322400000000000,3236023.632640000000000
1512,0,296374.322400000000000,3236023.632640000000000
1513,0,296376.322400000000000,3236023.632640000000000
1514,0,296378.322400000000000,3236023.632640000000000
1515,0,296380.322400000000000,3236023.632640000000000
1516,0,296372.322400000000000,3236025.632640000000000
1517,0,296374.322400000000000,3236025.632640000000000
1518,0,296376.322400000000000,3236025.632640000000000
1519,0,296378.322400000000000,3236025.632640000000000
1520,0,296380.322400000000000,3236025.632640000000000
1521,0,296370.322400000000000,3236027.632640000000000
1522,0,296372.322400000000000,3236027.632640000000000
1523,0,296374.322400000000000,3236027.632640000000000
1524,0,296376.322400000000000,3236027.632640000000000
1525,0,296378.322400000000000,3236027.632640000000000
1526,0,296370.322400000000000,3236029.632640000000000
1527,0,296372.322400000000000,3236029.632640000000000
1528,0,296374.322400000000000,3236029.632640000000000
1529,0,296376.322400000000000,3236029.632640000000000
1530,0,296378.322400000000000,3236029.632640000000000
1531,0,296368.322400000000000,3236031.632640000000000
1532,0,296370.322400000000000,3236031.632640000000000
1533,0,296372.322400000000000,3236031.632640000000000
1534,0,296374.322400000000000,3236031.632640000000000
1535,0,296376.322400000000000,3236031.632640000000000
1536,0,296366.322400000000000,3236033.632640000000000
1537,0,296368.322400000000000,3236033.632640000000000
1538,0,296370.322400000000000,3236033.632640000000000
1539,0,296372.322400000000000,3236033.632640000000000
1540,0,296374.322400000000000,3236033.632640000000000
1541,0,296376.322400000000000,3236033.632640000000000
1542,0,296366.322400000000000,3236035.632640000000000
1543,0,296368.322400000000000,3236035.632640000000000
1544,0,296370.322400000000000,3236035.632640000000000
1545,0,296372.322400000000000,3236035.632640000000000
1546,0,296374.322400000000000,3236035.632640000000000
1547,0,296364.322400000000000,3236037.632640000000000
1548,0,296366.322400000000000,3236037.632640000000000
1549,0,296368.322400000000000,3236037.632640000000000
1550,0,296370.322400000000000,3236037.632640000000000
1551,0,296372.322400000000000,3236037.632640000000000
1552,0,296374.322400000000000,3236037.632640000000000
1553,0,296364.322400000000000,3236039.632640000000000
1554,0,296366.322400000000000,3236039.632640000000000
1555,0,296368.322400000000000,3236039.632640000000000
1556,0,296370.322400000000000,3236039.632640000000000
1557,0,296372.322400000000000,3236039.632640000000000
1558,0,296362.322400000000000,3236041.632640000000000
1559,0,296364.322400000000000,3236041.632640000000000
1560,0,296366.322400000000000,3236041.632640000000000
1561,0,296368.322400000000000,3236041.632640000000000
1562,0,296370.322400000000000,3236041.632640000000000
1563,0,296372.322400000000000,3236041.632640000000000
1564,0,296362.322400000000000,3236043.632640000000000
1565,0,296364.322400000000000,3236043.632640000000000
1566,0,296366.322400000000000,3236043.632640000000000
1567,0,296368.322400000000000,3236043.632640000000000
1568,0,296370.322400000000000,3236043.632640000000000
1569,0,296360.322400000000000,3236045.632640000000000
1570,0,296362.322400000000000,3236045.632640000000000
1571,0,296364.322400000000000,3236045.632640000000000
1572,0,296366.322400000000000,3236045.632640000000000
1573,0,296368.322400000000000,3236045.632640000000000
1574,0,296360.322400000000000,3236047.632640000000000
1575,0,296362.322400000000000,3236047.632640000000000
1576,0,296364.322400000000000,3236047.632640000000000
1577,0,296366.322400000000000,3236047.632640000000000
1578,0,296368.322400000000000,3236047.632640000000000
1579,0,296358.322400000000000,3236049.632640000000000
1580,0,296360.322400000000000,3236049.632640000000000
1581,0,296362.322400000000000,3236049.632640000000000
1582,0,296364.322400000000000,3236049.632640000000000
1583,0,296366.322400000000000,3236049.632640000000000
1584,0,296358.322400000000000,3236051.632640000000000
1585,0,296360.322400000000000,3236051.632640000000000
1586,0,296362.322400000000000,3236051.632640000000000
1587,0,296364.322400000000000,3236051.632640000000000
1588,0,296366.322400000000000,3236051.632640000000000
1589,0,296356.322400000000000,3236053.632640000000000
1590,0,296358.322400000000000,3236053.632640000000000
1591,0,296360.322400000000000,3236053.632640000000000
1592,0,296362.322400000000000,3236053.632640000000000
1593,0,296364.322400000000000,3236053.632640000000000
1594,0,296356.322400000000000,3236055.632640000000000
1595,0,296358.322400000000000,3236055.632640000000000
1596,0,296360.322400000000000,3236055.632640000000000
1597,0,296362.322400000000000,3236055.632640000000000
1598,0,296364.322400000000000,3236055.632640000000000
1599,0,296354.322400000000000,3236057.632640000000000
1600,0,296356.322400000000000,3236057.632640000000000
1601,0,296358.322400000000000,3236057.632640000000000
1602,0,296360.322400000000000,3236057.632640000000000
1603,0,296362.322400000000000,3236057.632640000000000
1604,0,296352.322400000000000,3236059.632640000000000
1605,0,296354.322400000000000,3236059.632640000000000
1606,0,296356.322400000000000,3236059.632640000000000
1607,0,296358.322400000000000,3236059.632640000000000
1608,0,296360.322400000000000,3236059.632640000000000
1609,0,296362.322400000000000,3236059.632640000000000
1610,0,296352.322400000000000,3236061.632640000000000
1611,0,296354.322400000000000,3236061.632640000000000
1612,0,296356.322400000000000,3236061.632640000000000
1613,0,296358.322400000000000,3236061.632640000000000
1614,0,296360.322400000000000,3236061.632640000000000
1615,0,296350.322400000000000,3236063.632640000000000
1616,0,296352.322400000000000,3236063.632640000000000
1617,0,296354.322400000000000,3236063.632640000000000
1618,0,296356.322400000000000,3236063.632640000000000
1619,0,296358.322400000000000,3236063.632640000000000
1620,0,296360.322400000000000,3236063.632640000000000
1621,0,296350.322400000000000,3236065.632640000000000
1622,0,296352.322400000000000,3236065.632640000000000
1623,0,296354.322400000000000,3236065.632640000000000
1624,0,296356.322400000000000,3236065.632640000000000
1625,0,296358.322400000000000,3236065.632640000000000
1626,0,296348.322400000000000,3236067.632640000000000
1627,0,296350.322400000000000,3236067.632640000000000
1628,0,296352.322400000000000,3236067.632640000000000
1629,0,296354.322400000000000,3236067.632640000000000
1630,0,296356.322400000000000,3236067.632640000000000
1631,0,296358.322400000000000,3236067.632640000000000
1632,0,296348.322400000000000,3236069.632640000000000
1633,0,296350.322400000000000,3236069.632640000000000
1634,0,296352.322400000000000,3236069.632640000000000
1635,0,296354.322400000000000,3236069.632640000000000
1636,0,296356.322400000000000,3236069.632640000000000
1637,0,296346.322400000000000,3236071.632640000000000
1638,0,296348.322400000000000,3236071.632640000000000
1639,0,296350.322400000000000,3236071.632640000000000
1640,0,296352.322400000000000,3236071.632640000000000
1641,0,296354.322400000000000,3236071.632640000000000
1642,0,296346.322400000000000,3236073.632640000000000
1643,0,296348.322400000000000,3236073.632640000000000
1644,0,296350.322400000000000,3236073.632640000000000
1645,0,296352.322400000000000,3236073.632640000000000
1646,0,296354.322400000000000,3236073.632640000000000
1647,0,296344.322400000000000,3236075.632640000000000
1648,0,296346.322400000000000,3236075.632640000000000
1649,0,296348.322400000000000,3236075.632640000000000
1650,0,296350.322400000000000,3236075.632640000000000
1651,0,296352.322400000000000,3236075.632640000000000
1652,0,296344.322400000000000,3236077.632640000000000
1653,0,296346.322400000000000,3236077.632640000000000
1654,0,296348.322400000000000,3236077.632640000000000
1655,0,296350.322400000000000,3236077.632640000000000
1656,0,296352.322400000000000,3236077.632640000000000
1657,0,296342.322400000000000,3236079.632640000000000
1658,0,296344.322400000000000,3236079.632640000000000
1659,0,296346.322400000000000,3236079.632640000000000
1660,0,296348.322400000000000,3236079.632640000000000
1661,0,296350.322400000000000,3236079.632640000000000
1662,0,296342.322400000000000,3236081.632640000000000
1663,0,296344.322400000000000,3236081.632640000000000
1664,0,296346.322400000000000,3236081.632640000000000
1665,0,296348.322400000000000,3236081.632640000000000
1666,0,296350.322400000000000,3236081.632640000000000
1667,0,296340.322400000000000,3236083.632640000000000
1668,0,296342.322400000000000,3236083.632640000000000
1669,0,296344.322400000000000,3236083.632640000000000
1670,0,296346.322400000000000,3236083.632640000000000
1671,0,296348.322400000000000,3236083.632640000000000
1672,0,296340.322400000000000,3236085.632640000000000
1673,0,296342.322400000000000,3236085.632640000000000
1674,0,296344.322400000000000,3236085.632640000000000
1675,0,296346.322400000000000,3236085.632640000000000
1676,0,296348.322400000000000,3236085.632640000000000
1677,0,296338.322400000000000,3236087.632640000000000
1678,0,296340.322400000000000,3236087.632640000000000
1679,0,296342.322400000000000,3236087.632640000000000
1680,0,296344.322400000000000,3236087.632640000000000
1681,0,296346.322400000000000,3236087.632640000000000
1682,0,296340.322400000000000,3236089.632640000000000
1683,0,296342.322400000000000,3236089.632640000000000
1684,0,296344.322400000000000,3236089.632640000000000
1685,0,296346.322400000000000,3236089.632640000000000
1686,0,296344.322400000000000,3236091.632640000000000
1687,0,296282.322400000000000,3236369.632640000000000
1688,0,296280.322400000000000,3236371.632640000000000
1689,0,296282.322400000000000,3236371.632640000000000
1690,0,296284.322400000000000,3236371.632640000000000
1691,0,296286.322400000000000,3236371.632640000000000
1692,0,296280.322400000000000,3236373.632640000000000
1693,0,296282.322400000000000,3236373.632640000000000
1694,0,296284.322400000000000,3236373.632640000000000
1695,0,296286.322400000000000,3236373.632640000000000
1696,0,296288.322400000000000,3236373.632640000000000
1697,0,296278.322400000000000,3236375.632640000000000
1698,0,296280.322400000000000,3236375.632640000000000
1699,0,296282.322400000000000,3236375.632640000000000
1700,0,296284.322400000000000,3236375.632640000000000
1701,0,296286.322400000000000,3236375.632640000000000
1702,0,296278.322400000000000,3236377.632640000000000
1703,0,296280.322400000000000,3236377.632640000000000
1704,0,296282.322400000000000,3236377.632640000000000
1705,0,296284.322400000000000,3236377.632640000000000
1706,0,296286.322400000000000,3236377.632640000000000
1707,0,296276.322400000000000,3236379.632640000000000
1708,0,296278.322400000000000,3236379.632640000000000
1709,0,296280.322400000000000,3236379.632640000000000
1710,0,296282.322400000000000,3236379.632640000000000
1711,0,296284.322400000000000,3236379.632640000000000
1712,0,296276.322400000000000,3236381.632640000000000
1713,0,296278.322400000000000,3236381.632640000000000
1714,0,296280.322400000000000,3236381.632640000000000
1715,0,296282.322400000000000,3236381.632640000000000
1716,0,296284.322400000000000,3236381.632640000000000
1717,0,296274.322400000000000,3236383.632640000000000
1718,0,296276.322400000000000,3236383.632640000000000
1719,0,296278.322400000000000,3236383.632640000000000
1720,0,296280.322400000000000,3236383.632640000000000
1721,0,296282.322400000000000,3236383.632640000000000
1722,0,296272.322400000000000,3236385.632640000000000
1723,0,296274.322400000000000,3236385.632640000000000
1724,0,296276.322400000000000,3236385.632640000000000
1725,0,296278.322400000000000,3236385.632640000000000
1726,0,296280.322400000000000,3236385.632640000000000
1727,0,296282.322400000000000,3236385.632640000000000
1728,0,296272.322400000000000,3236387.632640000000000
1729,0,296274.322400000000000,3236387.632640000000000
1730,0,296276.322400000000000,3236387.632640000000000
1731,0,296278.322400000000000,3236387.632640000000000
1732,0,296280.322400000000000,3236387.632640000000000
1733,0,296270.322400000000000,3236389.632640000000000
1734,0,296272.322400000000000,3236389.632640000000000
1735,0,296274.322400000000000,3236389.632640000000000
1736,0,296276.322400000000000,3236389.632640000000000
1737,0,296278.322400000000000,3236389.632640000000000
1738,0,296280.322400000000000,3236389.632640000000000
1739,0,296270.322400000000000,3236391.632640000000000
1740,0,296272.322400000000000,3236391.632640000000000
1741,0,296274.322400000000000,3236391.632640000000000
1742,0,296276.322400000000000,3236391.632640000000000
1743,0,296278.322400000000000,3236391.632640000000000
1744,0,296268.322400000000000,3236393.632640000000000
1745,0,296270.322400000000000,3236393.632640000000000
1746,0,296272.322400000000000,3236393.632640000000000
1747,0,296274.322400000000000,3236393.632640000000000
1748,0,296276.322400000000000,3236393.632640000000000
1749,0,296278.322400000000000,3236393.632640000000000
1750,0,296268.322400000000000,3236395.632640000000000
1751,0,296270.322400000000000,3236395.632640000000000
1752,0,296272.322400000000000,3236395.632640000000000
1753,0,296274.322400000000000,3236395.632640000000000
1754,0,296276.322400000000000,3236395.632640000000000
1755,0,296266.322400000000000,3236397.632640000000000
1756,0,296268.322400000000000,3236397.632640000000000
1757,0,296270.322400000000000,3236397.632640000000000
1758,0,296272.322400000000000,3236397.632640000000000
1759,0,296274.322400000000000,3236397.632640000000000
1760,0,296266.322400000000000,3236399.632640000000000
1761,0,296268.322400000000000,3236399.632640000000000
1762,0,296270.322400000000000,3236399.632640000000000
1763,0,296272.322400000000000,3236399.632640000000000
1764,0,296274.322400000000000,3236399.632640000000000
1765,0,296264.322400000000000,3236401.632640000000000
1766,0,296266.322400000000000,3236401.632640000000000
1767,0,296268.322400000000000,3236401.632640000000000
1768,0,296270.322400000000000,3236401.632640000000000
1769,0,296272.322400000000000,3236401.632640000000000
1770,0,296264.322400000000000,3236403.632640000000000
1771,0,296266.322400000000000,3236403.632640000000000
1772,0,296268.322400000000000,3236403.632640000000000
1773,0,296270.322400000000000,3236403.632640000000000
1774,0,296272.322400000000000,3236403.632640000000000
1775,0,296262.322400000000000,3236405.632640000000000
1776,0,296264.322400000000000,3236405.632640000000000
1777,0,296266.322400000000000,3236405.632640000000000
1778,0,296268.322400000000000,3236405.632640000000000
1779,0,296270.322400000000000,3236405.632640000000000
1780,0,296260.322400000000000,3236407.632640000000000
1781,0,296262.322400000000000,3236407.632640000000000
1782,0,296264.322400000000000,3236407.632640000000000
1783,0,296266.322400000000000,3236407.632640000000000
1784,0,296268.322400000000000,3236407.632640000000000
1785,0,296270.322400000000000,3236407.632640000000000
1786,0,296260.322400000000000,3236409.632640000000000
1787,0,296262.322400000000000,3236409.632640000000000
1788,0,296264.322400000000000,3236409.632640000000000
1789,0,296266.322400000000000,3236409.632640000000000
1790,0,296268.322400000000000,3236409.632640000000000
1791,0,296258.322400000000000,3236411.632640000000000
1792,0,296260.322400000000000,3236411.632640000000000
1793,0,296262.322400000000000,3236411.632640000000000
1794,0,296264.322400000000000,3236411.632640000000000
1795,0,296266.322400000000000,3236411.632640000000000
1796,0,296268.322400000000000,3236411.632640000000000
1797,0,296258.322400000000000,3236413.632640000000000
1798,0,296260.322400000000000,3236413.632640000000000
1799,0,296262.322400000000000,3236413.632640000000000
1800,0,296264.322400000000000,3236413.632640000000000
1801,0,296266.322400000000000,3236413.632640000000000
1802,0,296256.322400000000000,3236415.632640000000000
1803,0,296258.322400000000000,3236415.632640000000000
1804,0,296260.322400000000000,3236415.632640000000000
1805,0,296262.322400000000000,3236415.632640000000000
1806,0,296264.322400000000000,3236415.632640000000000
1807,0,296266.322400000000000,3236415.632640000000000
1808,0,296256.322400000000000,3236417.632640000000000
1809,0,296258.322400000000000,3236417.632640000000000
1810,0,296260.322400000000000,3236417.632640000000000
1811,0,296262.322400000000000,3236417.632640000000000
1812,0,296264.322400000000000,3236417.632640000000000
1813,0,296254.322400000000000,3236419.632640000000000
1814,0,296256.322400000000000,3236419.632640000000000
1815,0,296258.322400000000000,3236419.632640000000000
1816,0,296260.322400000000000,3236419.632640000000000
1817,0,296262.322400000000000,3236419.632640000000000
1818,0,296254.322400000000000,3236421.632640000000000
1819,0,296256.322400000000000,3236421.632640000000000
1820,0,296258.322400000000000,3236421.632640000000000
1821,0,296260.322400000000000,3236421.632640000000000
1822,0,296262.322400000000000,3236421.632640000000000
1823,0,296252.322400000000000,3236423.632640000000000
1824,0,296254.322400000000000,3236423.632640000000000
1825,0,296256.322400000000000,3236423.632640000000000
1826,0,296258.322400000000000,3236423.632640000000000
1827,0,296260.322400000000000,3236423.632640000000000
1828,0,296252.322400000000000,3236425.632640000000000
1829,0,296254.322400000000000,3236425.632640000000000
1830,0,296256.322400000000000,3236425.632640000000000
1831,0,296258.322400000000000,3236425.632640000000000
1832,0,296260.322400000000000,3236425.632640000000000
1833,0,296250.322400000000000,3236427.632640000000000
1834,0,296252.322400000000000,3236427.632640000000000
1835,0,296254.322400000000000,3236427.632640000000000
1836,0,296256.322400000000000,3236427.632640000000000
1837,0,296258.322400000000000,3236427.632640000000000
1838,0,296248.322400000000000,3236429.632640000000000
1839,0,296250.322400000000000,3236429.632640000000000
1840,0,296252.322400000000000,3236429.632640000000000
1841,0,296254.322400000000000,3236429.632640000000000
1842,0,296256.322400000000000,3236429.632640000000000
1843,0,296258.322400000000000,3236429.632640000000000
1844,0,296248.322400000000000,3236431.632640000000000
1845,0,296250.322400000000000,3236431.632640000000000
1846,0,296252.322400000000000,3236431.632640000000000
1847,0,296254.322400000000000,3236431.632640000000000
1848,0,296256.322400000000000,3236431.632640000000000
1849,0,296246.322400000000000,3236433.632640000000000
1850,0,296248.322400000000000,3236433.632640000000000
1851,0,296250.322400000000000,3236433.632640000000000
1852,0,296252.322400000000000,3236433.632640000000000
1853,0,296254.322400000000000,3236433.632640000000000
1854,0,296256.322400000000000,3236433.632640000000000
1855,0,296246.322400000000000,3236435.632640000000000
