FID,Id,POINT_X,POINT_Y,STATION
658,0,296572.3224,3235621.633,LCO21
659,0,296562.3224,3235623.633,LCO21
660,0,296564.3224,3235623.633,LCO21
661,0,296566.3224,3235623.633,LCO21
662,0,296568.3224,3235623.633,LCO21
663,0,296570.3224,3235623.633,LCO21
664,0,296560.3224,3235625.633,LCO21
665,0,296562.3224,3235625.633,LCO21
666,0,296564.3224,3235625.633,LCO21
667,0,296566.3224,3235625.633,LCO21
668,0,296568.3224,3235625.633,LCO21
669,0,296570.3224,3235625.633,LCO21
670,0,296560.3224,3235627.633,LCO21
671,0,296562.3224,3235627.633,LCO21
672,0,296564.3224,3235627.633,LCO21
673,0,296566.3224,3235627.633,LCO21
674,0,296568.3224,3235627.633,LCO21
675,0,296558.3224,3235629.633,LCO21
676,0,296560.3224,3235629.633,LCO21
677,0,296562.3224,3235629.633,LCO21
678,0,296564.3224,3235629.633,LCO21
679,0,296566.3224,3235629.633,LCO21
680,0,296568.3224,3235629.633,LCO21
681,0,296558.3224,3235631.633,LCO21
682,0,296560.3224,3235631.633,LCO21
683,0,296562.3224,3235631.633,LCO21
684,0,296564.3224,3235631.633,LCO21
685,0,296566.3224,3235631.633,LCO21
686,0,296556.3224,3235633.633,LCO21
687,0,296558.3224,3235633.633,LCO21
688,0,296560.3224,3235633.633,LCO21
689,0,296562.3224,3235633.633,LCO21
690,0,296564.3224,3235633.633,LCO21
691,0,296566.3224,3235633.633,LCO21
692,0,296556.3224,3235635.633,LCO21
693,0,296558.3224,3235635.633,LCO21
694,0,296560.3224,3235635.633,LCO21
695,0,296562.3224,3235635.633,LCO21
696,0,296564.3224,3235635.633,LCO21
697,0,296556.3224,3235637.633,LCO21
698,0,296558.3224,3235637.633,LCO21
699,0,296560.3224,3235637.633,LCO21
700,0,296562.3224,3235637.633,LCO21
701,0,296564.3224,3235637.633,LCO21
702,0,296554.3224,3235639.633,LCO21
703,0,296556.3224,3235639.633,LCO21
704,0,296558.3224,3235639.633,LCO21
705,0,296560.3224,3235639.633,LCO21
706,0,296562.3224,3235639.633,LCO21
707,0,296554.3224,3235641.633,LCO21
708,0,296556.3224,3235641.633,LCO21
709,0,296558.3224,3235641.633,LCO21
710,0,296560.3224,3235641.633,LCO21
711,0,296562.3224,3235641.633,LCO21
712,0,296552.3224,3235643.633,LCO21
713,0,296554.3224,3235643.633,LCO21
714,0,296556.3224,3235643.633,LCO21
715,0,296558.3224,3235643.633,LCO21
716,0,296560.3224,3235643.633,LCO21
717,0,296552.3224,3235645.633,LCO21
718,0,296554.3224,3235645.633,LCO21
719,0,296556.3224,3235645.633,LCO21
720,0,296558.3224,3235645.633,LCO21
721,0,296560.3224,3235645.633,LCO21
722,0,296550.3224,3235647.633,LCO21
723,0,296552.3224,3235647.633,LCO21
724,0,296554.3224,3235647.633,LCO21
725,0,296556.3224,3235647.633,LCO21
726,0,296558.3224,3235647.633,LCO21
727,0,296550.3224,3235649.633,LCO21
728,0,296552.3224,3235649.633,LCO21
729,0,296554.3224,3235649.633,LCO21
730,0,296556.3224,3235649.633,LCO21
731,0,296558.3224,3235649.633,LCO21
732,0,296548.3224,3235651.633,LCO21
733,0,296550.3224,3235651.633,LCO21
734,0,296552.3224,3235651.633,LCO21
735,0,296554.3224,3235651.633,LCO21
736,0,296556.3224,3235651.633,LCO21
737,0,296548.3224,3235653.633,LCO21
738,0,296550.3224,3235653.633,LCO21
739,0,296552.3224,3235653.633,LCO21
740,0,296554.3224,3235653.633,LCO21
741,0,296556.3224,3235653.633,LCO21
742,0,296546.3224,3235655.633,LCO21
743,0,296548.3224,3235655.633,LCO21
744,0,296550.3224,3235655.633,LCO21
745,0,296552.3224,3235655.633,LCO21
746,0,296554.3224,3235655.633,LCO21
747,0,296546.3224,3235657.633,LCO21
748,0,296548.3224,3235657.633,LCO21
749,0,296550.3224,3235657.633,LCO21
750,0,296552.3224,3235657.633,LCO21
751,0,296554.3224,3235657.633,LCO21
752,0,296544.3224,3235659.633,LCO21
753,0,296546.3224,3235659.633,LCO21
754,0,296548.3224,3235659.633,LCO21
755,0,296550.3224,3235659.633,LCO21
756,0,296552.3224,3235659.633,LCO21
757,0,296544.3224,3235661.633,LCO21
758,0,296546.3224,3235661.633,LCO21
759,0,296548.3224,3235661.633,LCO21
760,0,296550.3224,3235661.633,LCO21
761,0,296552.3224,3235661.633,LCO21
762,0,296542.3224,3235663.633,LCO21
763,0,296544.3224,3235663.633,LCO21
764,0,296546.3224,3235663.633,LCO21
765,0,296548.3224,3235663.633,LCO21
766,0,296550.3224,3235663.633,LCO21
767,0,296542.3224,3235665.633,LCO21
768,0,296544.3224,3235665.633,LCO21
769,0,296546.3224,3235665.633,LCO21
770,0,296548.3224,3235665.633,LCO21
771,0,296550.3224,3235665.633,LCO21
772,0,296540.3224,3235667.633,LCO21
773,0,296542.3224,3235667.633,LCO21
774,0,296544.3224,3235667.633,LCO21
775,0,296546.3224,3235667.633,LCO21
776,0,296548.3224,3235667.633,LCO21
777,0,296540.3224,3235669.633,LCO21
778,0,296542.3224,3235669.633,LCO21
779,0,296544.3224,3235669.633,LCO21
780,0,296546.3224,3235669.633,LCO21
781,0,296548.3224,3235669.633,LCO21
782,0,296538.3224,3235671.633,LCO21
783,0,296540.3224,3235671.633,LCO21
784,0,296542.3224,3235671.633,LCO21
785,0,296544.3224,3235671.633,LCO21
786,0,296546.3224,3235671.633,LCO21
787,0,296538.3224,3235673.633,LCO21
788,0,296540.3224,3235673.633,LCO21
789,0,296542.3224,3235673.633,LCO21
790,0,296544.3224,3235673.633,LCO21
791,0,296546.3224,3235673.633,LCO21
792,0,296536.3224,3235675.633,LCO21
793,0,296538.3224,3235675.633,LCO21
794,0,296540.3224,3235675.633,LCO21
795,0,296542.3224,3235675.633,LCO21
796,0,296544.3224,3235675.633,LCO21
797,0,296536.3224,3235677.633,LCO21
798,0,296538.3224,3235677.633,LCO21
799,0,296540.3224,3235677.633,LCO21
800,0,296542.3224,3235677.633,LCO21
801,0,296544.3224,3235677.633,LCO21
802,0,296534.3224,3235679.633,LCO21
803,0,296536.3224,3235679.633,LCO21
804,0,296538.3224,3235679.633,LCO21
805,0,296540.3224,3235679.633,LCO21
806,0,296542.3224,3235679.633,LCO21
807,0,296534.3224,3235681.633,LCO21
808,0,296536.3224,3235681.633,LCO21
809,0,296538.3224,3235681.633,LCO21
810,0,296540.3224,3235681.633,LCO21
811,0,296542.3224,3235681.633,LCO21
812,0,296532.3224,3235683.633,LCO21
813,0,296534.3224,3235683.633,LCO21
814,0,296536.3224,3235683.633,LCO21
815,0,296538.3224,3235683.633,LCO21
816,0,296540.3224,3235683.633,LCO21
817,0,296532.3224,3235685.633,LCO21
818,0,296534.3224,3235685.633,LCO21
819,0,296536.3224,3235685.633,LCO21
820,0,296538.3224,3235685.633,LCO21
821,0,296540.3224,3235685.633,LCO21
822,0,296530.3224,3235687.633,LCO21
823,0,296532.3224,3235687.633,LCO21
824,0,296534.3224,3235687.633,LCO21
825,0,296536.3224,3235687.633,LCO21
826,0,296538.3224,3235687.633,LCO21
827,0,296530.3224,3235689.633,LCO21
828,0,296532.3224,3235689.633,LCO21
829,0,296534.3224,3235689.633,LCO21
830,0,296536.3224,3235689.633,LCO21
831,0,296538.3224,3235689.633,LCO21
832,0,296528.3224,3235691.633,LCO21
833,0,296530.3224,3235691.633,LCO21
834,0,296532.3224,3235691.633,LCO21
835,0,296534.3224,3235691.633,LCO21
836,0,296536.3224,3235691.633,LCO21
837,0,296528.3224,3235693.633,LCO21
838,0,296530.3224,3235693.633,LCO21
839,0,296532.3224,3235693.633,LCO21
840,0,296534.3224,3235693.633,LCO21
841,0,296536.3224,3235693.633,LCO21
842,0,296526.3224,3235695.633,LCO21
843,0,296528.3224,3235695.633,LCO21
844,0,296530.3224,3235695.633,LCO21
845,0,296532.3224,3235695.633,LCO21
846,0,296534.3224,3235695.633,LCO21
847,0,296526.3224,3235697.633,LCO21
848,0,296528.3224,3235697.633,LCO21
849,0,296530.3224,3235697.633,LCO21
850,0,296532.3224,3235697.633,LCO21
851,0,296534.3224,3235697.633,LCO21
852,0,296524.3224,3235699.633,LCO21
853,0,296526.3224,3235699.633,LCO21
854,0,296528.3224,3235699.633,LCO21
855,0,296530.3224,3235699.633,LCO21
856,0,296532.3224,3235699.633,LCO21
857,0,296524.3224,3235701.633,LCO21
858,0,296526.3224,3235701.633,LCO21
859,0,296528.3224,3235701.633,LCO21
860,0,296530.3224,3235701.633,LCO21
861,0,296532.3224,3235701.633,LCO21
862,0,296522.3224,3235703.633,LCO21
863,0,296524.3224,3235703.633,LCO21
864,0,296526.3224,3235703.633,LCO21
865,0,296528.3224,3235703.633,LCO21
866,0,296530.3224,3235703.633,LCO21
867,0,296522.3224,3235705.633,LCO21
868,0,296524.3224,3235705.633,LCO21
869,0,296526.3224,3235705.633,LCO21
870,0,296528.3224,3235705.633,LCO21
871,0,296530.3224,3235705.633,LCO21
872,0,296520.3224,3235707.633,LCO21
873,0,296522.3224,3235707.633,LCO21
874,0,296524.3224,3235707.633,LCO21
875,0,296526.3224,3235707.633,LCO21
876,0,296528.3224,3235707.633,LCO21
877,0,296520.3224,3235709.633,LCO21
878,0,296522.3224,3235709.633,LCO21
879,0,296524.3224,3235709.633,LCO21
880,0,296526.3224,3235709.633,LCO21
881,0,296528.3224,3235709.633,LCO21
882,0,296518.3224,3235711.633,LCO21
883,0,296520.3224,3235711.633,LCO21
884,0,296522.3224,3235711.633,LCO21
885,0,296524.3224,3235711.633,LCO21
886,0,296526.3224,3235711.633,LCO21
887,0,296518.3224,3235713.633,LCO21
888,0,296520.3224,3235713.633,LCO21
889,0,296522.3224,3235713.633,LCO21
890,0,296524.3224,3235713.633,LCO21
891,0,296526.3224,3235713.633,LCO21
892,0,296516.3224,3235715.633,LCO21
893,0,296518.3224,3235715.633,LCO21
894,0,296520.3224,3235715.633,LCO21
895,0,296522.3224,3235715.633,LCO21
896,0,296524.3224,3235715.633,LCO21
897,0,296516.3224,3235717.633,LCO21
898,0,296518.3224,3235717.633,LCO21
899,0,296520.3224,3235717.633,LCO21
900,0,296522.3224,3235717.633,LCO21
901,0,296524.3224,3235717.633,LCO21
902,0,296514.3224,3235719.633,LCO21
903,0,296516.3224,3235719.633,LCO21
904,0,296518.3224,3235719.633,LCO21
905,0,296520.3224,3235719.633,LCO21
906,0,296522.3224,3235719.633,LCO21
907,0,296514.3224,3235721.633,LCO21
908,0,296516.3224,3235721.633,LCO21
909,0,296518.3224,3235721.633,LCO21
910,0,296520.3224,3235721.633,LCO21
911,0,296522.3224,3235721.633,LCO21
912,0,296512.3224,3235723.633,LCO21
913,0,296514.3224,3235723.633,LCO21
914,0,296516.3224,3235723.633,LCO21
915,0,296518.3224,3235723.633,LCO21
916,0,296520.3224,3235723.633,LCO21
917,0,296512.3224,3235725.633,LCO21
918,0,296514.3224,3235725.633,LCO21
919,0,296516.3224,3235725.633,LCO21
920,0,296518.3224,3235725.633,LCO21
921,0,296520.3224,3235725.633,LCO21
922,0,296510.3224,3235727.633,LCO21
923,0,296512.3224,3235727.633,LCO21
924,0,296514.3224,3235727.633,LCO21
925,0,296516.3224,3235727.633,LCO21
926,0,296518.3224,3235727.633,LCO21
927,0,296510.3224,3235729.633,LCO21
928,0,296512.3224,3235729.633,LCO21
929,0,296514.3224,3235729.633,LCO21
930,0,296516.3224,3235729.633,LCO21
931,0,296518.3224,3235729.633,LCO21
932,0,296508.3224,3235731.633,LCO21
933,0,296510.3224,3235731.633,LCO21
934,0,296512.3224,3235731.633,LCO21
935,0,296514.3224,3235731.633,LCO21
936,0,296516.3224,3235731.633,LCO21
937,0,296508.3224,3235733.633,LCO21
938,0,296510.3224,3235733.633,LCO21
939,0,296512.3224,3235733.633,LCO21
940,0,296514.3224,3235733.633,LCO21
941,0,296516.3224,3235733.633,LCO21
942,0,296506.3224,3235735.633,LCO21
943,0,296508.3224,3235735.633,LCO21
944,0,296510.3224,3235735.633,LCO21
945,0,296512.3224,3235735.633,LCO21
946,0,296514.3224,3235735.633,LCO21
947,0,296506.3224,3235737.633,LCO21
948,0,296508.3224,3235737.633,LCO21
949,0,296510.3224,3235737.633,LCO21
950,0,296512.3224,3235737.633,LCO21
951,0,296514.3224,3235737.633,LCO21
952,0,296504.3224,3235739.633,LCO21
953,0,296506.3224,3235739.633,LCO21
954,0,296508.3224,3235739.633,LCO21
955,0,296510.3224,3235739.633,LCO21
956,0,296512.3224,3235739.633,LCO21
957,0,296504.3224,3235741.633,LCO21
958,0,296506.3224,3235741.633,LCO21
959,0,296508.3224,3235741.633,LCO21
960,0,296510.3224,3235741.633,LCO21
961,0,296512.3224,3235741.633,LCO21
962,0,296502.3224,3235743.633,LCO21
963,0,296504.3224,3235743.633,LCO21
964,0,296506.3224,3235743.633,LCO21
965,0,296508.3224,3235743.633,LCO21
966,0,296510.3224,3235743.633,LCO21
967,0,296502.3224,3235745.633,LCO21
968,0,296504.3224,3235745.633,LCO21
969,0,296506.3224,3235745.633,LCO21
970,0,296508.3224,3235745.633,LCO21
971,0,296510.3224,3235745.633,LCO21
972,0,296500.3224,3235747.633,LCO21
973,0,296502.3224,3235747.633,LCO21
974,0,296504.3224,3235747.633,LCO21
975,0,296506.3224,3235747.633,LCO21
976,0,296508.3224,3235747.633,LCO21
977,0,296510.3224,3235747.633,LCO21
978,0,296500.3224,3235749.633,LCO21
979,0,296502.3224,3235749.633,LCO21
980,0,296504.3224,3235749.633,LCO21
981,0,296506.3224,3235749.633,LCO21
982,0,296508.3224,3235749.633,LCO21
983,0,296498.3224,3235751.633,LCO21
984,0,296500.3224,3235751.633,LCO21
985,0,296502.3224,3235751.633,LCO21
986,0,296504.3224,3235751.633,LCO21
987,0,296506.3224,3235751.633,LCO21
988,0,296508.3224,3235751.633,LCO21
989,0,296498.3224,3235753.633,LCO21
990,0,296500.3224,3235753.633,LCO21
991,0,296502.3224,3235753.633,LCO21
992,0,296504.3224,3235753.633,LCO21
993,0,296506.3224,3235753.633,LCO21
994,0,296496.3224,3235755.633,LCO21
995,0,296498.3224,3235755.633,LCO21
996,0,296500.3224,3235755.633,LCO21
997,0,296502.3224,3235755.633,LCO21
998,0,296504.3224,3235755.633,LCO21
999,0,296506.3224,3235755.633,LCO21
1000,0,296496.3224,3235757.633,LCO21
1001,0,296498.3224,3235757.633,LCO21
1002,0,296500.3224,3235757.633,LCO21
1003,0,296502.3224,3235757.633,LCO21
1004,0,296504.3224,3235757.633,LCO21
1005,0,296494.3224,3235759.633,LCO21
1006,0,296496.3224,3235759.633,LCO21
1007,0,296498.3224,3235759.633,LCO21
1008,0,296500.3224,3235759.633,LCO21
1009,0,296502.3224,3235759.633,LCO21
1010,0,296504.3224,3235759.633,LCO21
1011,0,296494.3224,3235761.633,LCO21
1012,0,296496.3224,3235761.633,LCO21
1013,0,296498.3224,3235761.633,LCO21
1014,0,296500.3224,3235761.633,LCO21
1015,0,296502.3224,3235761.633,LCO21
1016,0,296492.3224,3235763.633,LCO21
1017,0,296494.3224,3235763.633,LCO21
1018,0,296496.3224,3235763.633,LCO21
1019,0,296498.3224,3235763.633,LCO21
1020,0,296500.3224,3235763.633,LCO21
1021,0,296502.3224,3235763.633,LCO21
1022,0,296492.3224,3235765.633,LCO21
1023,0,296494.3224,3235765.633,LCO21
1024,0,296496.3224,3235765.633,LCO21
1025,0,296498.3224,3235765.633,LCO21
1026,0,296500.3224,3235765.633,LCO21
1027,0,296490.3224,3235767.633,LCO21
1028,0,296492.3224,3235767.633,LCO21
1029,0,296494.3224,3235767.633,LCO21
1030,0,296496.3224,3235767.633,LCO21
1031,0,296498.3224,3235767.633,LCO21
1032,0,296500.3224,3235767.633,LCO21
1033,0,296490.3224,3235769.633,LCO21
1034,0,296492.3224,3235769.633,LCO21
1035,0,296494.3224,3235769.633,LCO21
1036,0,296496.3224,3235769.633,LCO21
1037,0,296498.3224,3235769.633,LCO21
1038,0,296490.3224,3235771.633,LCO21
1039,0,296492.3224,3235771.633,LCO21
1040,0,296494.3224,3235771.633,LCO21
1041,0,296496.3224,3235771.633,LCO21
1042,0,296498.3224,3235771.633,LCO21
1043,0,296488.3224,3235773.633,LCO21
1044,0,296490.3224,3235773.633,LCO21
1045,0,296492.3224,3235773.633,LCO21
1046,0,296494.3224,3235773.633,LCO21
1047,0,296496.3224,3235773.633,LCO21
1048,0,296488.3224,3235775.633,LCO21
1049,0,296490.3224,3235775.633,LCO21
1050,0,296492.3224,3235775.633,LCO21
1051,0,296494.3224,3235775.633,LCO21
1052,0,296496.3224,3235775.633,LCO21
1053,0,296486.3224,3235777.633,LCO21
1054,0,296488.3224,3235777.633,LCO21
1055,0,296490.3224,3235777.633,LCO21
1056,0,296492.3224,3235777.633,LCO21
1057,0,296494.3224,3235777.633,LCO21
1058,0,296486.3224,3235779.633,LCO21
1059,0,296488.3224,3235779.633,LCO21
1060,0,296490.3224,3235779.633,LCO21
1061,0,296492.3224,3235779.633,LCO21
1062,0,296494.3224,3235779.633,LCO21
1063,0,296484.3224,3235781.633,LCO21
1064,0,296486.3224,3235781.633,LCO21
1065,0,296488.3224,3235781.633,LCO21
1066,0,296490.3224,3235781.633,LCO21
1067,0,296492.3224,3235781.633,LCO21
1068,0,296484.3224,3235783.633,LCO21
1069,0,296486.3224,3235783.633,LCO21
1070,0,296488.3224,3235783.633,LCO21
1071,0,296490.3224,3235783.633,LCO21
1072,0,296492.3224,3235783.633,LCO21
1073,0,296482.3224,3235785.633,LCO21
1074,0,296484.3224,3235785.633,LCO21
1075,0,296486.3224,3235785.633,LCO21
1076,0,296488.3224,3235785.633,LCO21
1077,0,296490.3224,3235785.633,LCO21
1078,0,296482.3224,3235787.633,LCO21
1079,0,296484.3224,3235787.633,LCO21
1080,0,296486.3224,3235787.633,LCO21
1081,0,296488.3224,3235787.633,LCO21
1082,0,296490.3224,3235787.633,LCO21
1083,0,296486.3224,3235789.633,LCO21
1084,0,296488.3224,3235789.633,LCO21
1085,0,296462.3224,3235857.633,LCO20
1086,0,296464.3224,3235857.633,LCO20
1087,0,296460.3224,3235859.633,LCO20
1088,0,296462.3224,3235859.633,LCO20
1089,0,296464.3224,3235859.633,LCO20
1090,0,296466.3224,3235859.633,LCO20
1091,0,296468.3224,3235859.633,LCO20
1092,0,296460.3224,3235861.633,LCO20
1093,0,296462.3224,3235861.633,LCO20
1094,0,296464.3224,3235861.633,LCO20
1095,0,296466.3224,3235861.633,LCO20
1096,0,296468.3224,3235861.633,LCO20
1097,0,296458.3224,3235863.633,LCO20
1098,0,296460.3224,3235863.633,LCO20
1099,0,296462.3224,3235863.633,LCO20
1100,0,296464.3224,3235863.633,LCO20
1101,0,296466.3224,3235863.633,LCO20
1102,0,296458.3224,3235865.633,LCO20
1103,0,296460.3224,3235865.633,LCO20
1104,0,296462.3224,3235865.633,LCO20
1105,0,296464.3224,3235865.633,LCO20
1106,0,296466.3224,3235865.633,LCO20
1107,0,296456.3224,3235867.633,LCO20
1108,0,296458.3224,3235867.633,LCO20
1109,0,296460.3224,3235867.633,LCO20
1110,0,296462.3224,3235867.633,LCO20
1111,0,296464.3224,3235867.633,LCO20
1112,0,296454.3224,3235869.633,LCO20
1113,0,296456.3224,3235869.633,LCO20
1114,0,296458.3224,3235869.633,LCO20
1115,0,296460.3224,3235869.633,LCO20
1116,0,296462.3224,3235869.633,LCO20
1117,0,296464.3224,3235869.633,LCO20
1118,0,296454.3224,3235871.633,LCO20
1119,0,296456.3224,3235871.633,LCO20
1120,0,296458.3224,3235871.633,LCO20
1121,0,296460.3224,3235871.633,LCO20
1122,0,296462.3224,3235871.633,LCO20
1123,0,296452.3224,3235873.633,LCO20
1124,0,296454.3224,3235873.633,LCO20
1125,0,296456.3224,3235873.633,LCO20
1126,0,296458.3224,3235873.633,LCO20
1127,0,296460.3224,3235873.633,LCO20
1128,0,296462.3224,3235873.633,LCO20
1129,0,296452.3224,3235875.633,LCO20
1130,0,296454.3224,3235875.633,LCO20
1131,0,296456.3224,3235875.633,LCO20
1132,0,296458.3224,3235875.633,LCO20
1133,0,296460.3224,3235875.633,LCO20
1134,0,296450.3224,3235877.633,LCO20
1135,0,296452.3224,3235877.633,LCO20
1136,0,296454.3224,3235877.633,LCO20
1137,0,296456.3224,3235877.633,LCO20
1138,0,296458.3224,3235877.633,LCO20
1139,0,296450.3224,3235879.633,LCO20
1140,0,296452.3224,3235879.633,LCO20
1141,0,296454.3224,3235879.633,LCO20
1142,0,296456.3224,3235879.633,LCO20
1143,0,296458.3224,3235879.633,LCO20
1144,0,296448.3224,3235881.633,LCO20
1145,0,296450.3224,3235881.633,LCO20
1146,0,296452.3224,3235881.633,LCO20
1147,0,296454.3224,3235881.633,LCO20
1148,0,296456.3224,3235881.633,LCO20
1149,0,296448.3224,3235883.633,LCO20
1150,0,296450.3224,3235883.633,LCO20
1151,0,296452.3224,3235883.633,LCO20
1152,0,296454.3224,3235883.633,LCO20
1153,0,296456.3224,3235883.633,LCO20
1154,0,296446.3224,3235885.633,LCO20
1155,0,296448.3224,3235885.633,LCO20
1156,0,296450.3224,3235885.633,LCO20
1157,0,296452.3224,3235885.633,LCO20
1158,0,296454.3224,3235885.633,LCO20
1159,0,296446.3224,3235887.633,LCO20
1160,0,296448.3224,3235887.633,LCO20
1161,0,296450.3224,3235887.633,LCO20
1162,0,296452.3224,3235887.633,LCO20
1163,0,296454.3224,3235887.633,LCO20
1164,0,296444.3224,3235889.633,LCO20
1165,0,296446.3224,3235889.633,LCO20
1166,0,296448.3224,3235889.633,LCO20
1167,0,296450.3224,3235889.633,LCO20
1168,0,296452.3224,3235889.633,LCO20
1169,0,296444.3224,3235891.633,LCO20
1170,0,296446.3224,3235891.633,LCO20
1171,0,296448.3224,3235891.633,LCO20
1172,0,296450.3224,3235891.633,LCO20
1173,0,296452.3224,3235891.633,LCO20
1174,0,296442.3224,3235893.633,LCO20
1175,0,296444.3224,3235893.633,LCO20
1176,0,296446.3224,3235893.633,LCO20
1177,0,296448.3224,3235893.633,LCO20
1178,0,296450.3224,3235893.633,LCO20
1179,0,296440.3224,3235895.633,LCO20
1180,0,296442.3224,3235895.633,LCO20
1181,0,296444.3224,3235895.633,LCO20
1182,0,296446.3224,3235895.633,LCO20
1183,0,296448.3224,3235895.633,LCO20
1184,0,296450.3224,3235895.633,LCO20
1185,0,296440.3224,3235897.633,LCO20
1186,0,296442.3224,3235897.633,LCO20
1187,0,296444.3224,3235897.633,LCO20
1188,0,296446.3224,3235897.633,LCO20
1189,0,296448.3224,3235897.633,LCO20
1190,0,296438.3224,3235899.633,LCO20
1191,0,296440.3224,3235899.633,LCO20
1192,0,296442.3224,3235899.633,LCO20
1193,0,296444.3224,3235899.633,LCO20
1194,0,296446.3224,3235899.633,LCO20
1195,0,296448.3224,3235899.633,LCO20
1196,0,296438.3224,3235901.633,LCO20
1197,0,296440.3224,3235901.633,LCO20
1198,0,296442.3224,3235901.633,LCO20
1199,0,296444.3224,3235901.633,LCO20
1200,0,296446.3224,3235901.633,LCO20
1201,0,296436.3224,3235903.633,LCO20
1202,0,296438.3224,3235903.633,LCO20
1203,0,296440.3224,3235903.633,LCO20
1204,0,296442.3224,3235903.633,LCO20
1205,0,296444.3224,3235903.633,LCO20
1206,0,296446.3224,3235903.633,LCO20
1207,0,296436.3224,3235905.633,LCO20
1208,0,296438.3224,3235905.633,LCO20
1209,0,296440.3224,3235905.633,LCO20
1210,0,296442.3224,3235905.633,LCO20
1211,0,296444.3224,3235905.633,LCO20
1212,0,296434.3224,3235907.633,LCO20
1213,0,296436.3224,3235907.633,LCO20
1214,0,296438.3224,3235907.633,LCO20
1215,0,296440.3224,3235907.633,LCO20
1216,0,296442.3224,3235907.633,LCO20
1217,0,296434.3224,3235909.633,LCO20
1218,0,296436.3224,3235909.633,LCO20
1219,0,296438.3224,3235909.633,LCO20
1220,0,296440.3224,3235909.633,LCO20
1221,0,296442.3224,3235909.633,LCO20
1222,0,296432.3224,3235911.633,LCO20
1223,0,296434.3224,3235911.633,LCO20
1224,0,296436.3224,3235911.633,LCO20
1225,0,296438.3224,3235911.633,LCO20
1226,0,296440.3224,3235911.633,LCO20
1227,0,296432.3224,3235913.633,LCO20
1228,0,296434.3224,3235913.633,LCO20
1229,0,296436.3224,3235913.633,LCO20
1230,0,296438.3224,3235913.633,LCO20
1231,0,296440.3224,3235913.633,LCO20
1232,0,296430.3224,3235915.633,LCO20
1233,0,296432.3224,3235915.633,LCO20
1234,0,296434.3224,3235915.633,LCO20
1235,0,296436.3224,3235915.633,LCO20
1236,0,296438.3224,3235915.633,LCO20
1237,0,296430.3224,3235917.633,LCO20
1238,0,296432.3224,3235917.633,LCO20
1239,0,296434.3224,3235917.633,LCO20
1240,0,296436.3224,3235917.633,LCO20
1241,0,296438.3224,3235917.633,LCO20
1242,0,296428.3224,3235919.633,LCO20
1243,0,296430.3224,3235919.633,LCO20
1244,0,296432.3224,3235919.633,LCO20
1245,0,296434.3224,3235919.633,LCO20
1246,0,296436.3224,3235919.633,LCO20
1247,0,296428.3224,3235921.633,LCO20
1248,0,296430.3224,3235921.633,LCO20
1249,0,296432.3224,3235921.633,LCO20
1250,0,296434.3224,3235921.633,LCO20
1251,0,296436.3224,3235921.633,LCO20
1252,0,296426.3224,3235923.633,LCO20
1253,0,296428.3224,3235923.633,LCO20
1254,0,296430.3224,3235923.633,LCO20
1255,0,296432.3224,3235923.633,LCO20
1256,0,296434.3224,3235923.633,LCO20
1257,0,296424.3224,3235925.633,LCO20
1258,0,296426.3224,3235925.633,LCO20
1259,0,296428.3224,3235925.633,LCO20
1260,0,296430.3224,3235925.633,LCO20
1261,0,296432.3224,3235925.633,LCO20
1262,0,296434.3224,3235925.633,LCO20
1263,0,296424.3224,3235927.633,LCO20
1264,0,296426.3224,3235927.633,LCO20
1265,0,296428.3224,3235927.633,LCO20
1266,0,296430.3224,3235927.633,LCO20
1267,0,296432.3224,3235927.633,LCO20
1268,0,296422.3224,3235929.633,LCO20
1269,0,296424.3224,3235929.633,LCO20
1270,0,296426.3224,3235929.633,LCO20
1271,0,296428.3224,3235929.633,LCO20
1272,0,296430.3224,3235929.633,LCO20
1273,0,296432.3224,3235929.633,LCO20
1274,0,296422.3224,3235931.633,LCO20
1275,0,296424.3224,3235931.633,LCO20
1276,0,296426.3224,3235931.633,LCO20
1277,0,296428.3224,3235931.633,LCO20
1278,0,296430.3224,3235931.633,LCO20
1279,0,296420.3224,3235933.633,LCO20
1280,0,296422.3224,3235933.633,LCO20
1281,0,296424.3224,3235933.633,LCO20
1282,0,296426.3224,3235933.633,LCO20
1283,0,296428.3224,3235933.633,LCO20
1284,0,296420.3224,3235935.633,LCO20
1285,0,296422.3224,3235935.633,LCO20
1286,0,296424.3224,3235935.633,LCO20
1287,0,296426.3224,3235935.633,LCO20
1288,0,296428.3224,3235935.633,LCO20
1289,0,296418.3224,3235937.633,LCO20
1290,0,296420.3224,3235937.633,LCO20
1291,0,296422.3224,3235937.633,LCO20
1292,0,296424.3224,3235937.633,LCO20
1293,0,296426.3224,3235937.633,LCO20
1294,0,296418.3224,3235939.633,LCO20
1295,0,296420.3224,3235939.633,LCO20
1296,0,296422.3224,3235939.633,LCO20
1297,0,296424.3224,3235939.633,LCO20
1298,0,296426.3224,3235939.633,LCO20
1299,0,296416.3224,3235941.633,LCO20
1300,0,296418.3224,3235941.633,LCO20
1301,0,296420.3224,3235941.633,LCO20
1302,0,296422.3224,3235941.633,LCO20
1303,0,296424.3224,3235941.633,LCO20
1304,0,296416.3224,3235943.633,LCO20
1305,0,296418.3224,3235943.633,LCO20
1306,0,296420.3224,3235943.633,LCO20
1307,0,296422.3224,3235943.633,LCO20
