FID,point,elev_ft,transect,element,type,F8,POINT_X,POINT_Y,POINT_Z,POINT_M
2765,3509.000000000000000,-1.886000000000000,17.000000000000000,16.000000000000000,ROCK TOP, ,295913.961593999990000,3237425.820439999900000,-1.886000000000000,1.000000000000000
2766,3510.000000000000000,-1.868000000000000,17.000000000000000,16.000000000000000,ROCK TOP, ,295914.615263000010000,3237425.478639999900000,-1.868000000000000,1.000000000000000
2767,3511.000000000000000,-1.847000000000000,17.000000000000000,16.000000000000000,ROCK TOP, ,295915.351079999990000,3237425.226069999900000,-1.847000000000000,1.000000000000000
2768,3512.000000000000000,-1.779000000000000,17.000000000000000,16.000000000000000,ROCK TOP, ,295916.175785999980000,3237425.245250000200000,-1.779000000000000,1.000000000000000
2769,3513.000000000000000,-1.881000000000000,17.000000000000000,16.000000000000000,ROCK TOP, ,295916.736044000020000,3237425.209069999900000,-1.881000000000000,1.000000000000000
2770,3514.000000000000000,-1.855000000000000,17.000000000000000,16.000000000000000,ROCK TOP, ,295917.479500000020000,3237424.887230000000000,-1.855000000000000,1.000000000000000
2771,3515.000000000000000,-1.858000000000000,17.000000000000000,16.000000000000000,ROCK TOP, ,295918.281867999990000,3237424.860570000000000,-1.858000000000000,1.000000000000000
2772,3516.000000000000000,-1.886000000000000,17.000000000000000,16.000000000000000,ROCK TOP, ,295918.898399000000000,3237424.810500000100000,-1.886000000000000,1.000000000000000
2773,3517.000000000000000,-1.877000000000000,17.000000000000000,16.000000000000000,ROCK TOP, ,295919.537458000010000,3237424.864190000100000,-1.877000000000000,1.000000000000000
2774,3518.000000000000000,-1.915000000000000,17.000000000000000,16.000000000000000,ROCK TOP, ,295920.227075000000000,3237424.912860000000000,-1.915000000000000,1.000000000000000
2775,3519.000000000000000,-1.922000000000000,17.000000000000000,16.000000000000000,ROCK TOP, ,295920.804181999990000,3237424.957930000000000,-1.922000000000000,1.000000000000000
2776,3520.000000000000000,-1.904000000000000,17.000000000000000,16.000000000000000,ROCK TOP, ,295921.501193000000000,3237425.122990000100000,-1.904000000000000,1.000000000000000
2777,3521.000000000000000,-1.975000000000000,17.000000000000000,16.000000000000000,ROCK TOP, ,295922.122967000000000,3237425.187179999900000,-1.975000000000000,1.000000000000000
2778,3522.000000000000000,-3.610000000000000,17.000000000000000,16.000000000000000,GS, ,295922.674858000010000,3237425.027929999900000,-3.610000000000000,1.000000000000000
2779,3523.000000000000000,-2.290000000000000,1.000000000000000,0.000000000000000,GS, ,294703.679085000010000,3238857.810380000200000,-2.290000000000000,1.000000000000000
2780,3524.000000000000000,-1.459000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294703.232653999990000,3238857.611790000000000,-1.459000000000000,1.000000000000000
2781,3525.000000000000000,-1.495000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294702.885197000000000,3238857.437959999800000,-1.495000000000000,1.000000000000000
2782,3526.000000000000000,-1.490000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294702.425666000000000,3238857.276050000000000,-1.490000000000000,1.000000000000000
2783,3527.000000000000000,-1.407000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294701.624279999990000,3238856.453780000100000,-1.407000000000000,1.000000000000000
2784,3528.000000000000000,-1.359000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294700.725600000010000,3238856.374880000000000,-1.359000000000000,1.000000000000000
2785,3529.000000000000000,-1.765000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294700.620381999990000,3238855.547270000000000,-1.765000000000000,1.000000000000000
2786,3530.000000000000000,-1.520000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294700.326492000020000,3238855.042560000000000,-1.520000000000000,1.000000000000000
2787,3531.000000000000000,-1.500000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294699.772159999990000,3238854.773250000100000,-1.500000000000000,1.000000000000000
2788,3532.000000000000000,-1.480000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294699.442222999990000,3238854.438019999800000,-1.480000000000000,1.000000000000000
2789,3533.000000000000000,-1.417000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294699.151304000000000,3238854.102760000200000,-1.417000000000000,1.000000000000000
2790,3534.000000000000000,-1.679000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294698.703526000030000,3238853.674960000000000,-1.679000000000000,1.000000000000000
2791,3535.000000000000000,-1.538000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294698.220254999990000,3238853.302929999800000,-1.538000000000000,1.000000000000000
2792,3536.000000000000000,-1.398000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294697.895716000000000,3238852.992959999900000,-1.398000000000000,1.000000000000000
2793,3537.000000000000000,-1.428000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294697.484278000020000,3238852.751389999900000,-1.428000000000000,1.000000000000000
2794,3538.000000000000000,-1.526000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294697.200499000030000,3238852.431309999900000,-1.526000000000000,1.000000000000000
2795,3539.000000000000000,-1.803000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294696.818460999990000,3238852.241620000000000,-1.803000000000000,1.000000000000000
2796,3540.000000000000000,-2.083000000000000,1.000000000000000,0.000000000000000,GS, ,294696.437753000010000,3238851.957729999900000,-2.083000000000000,1.000000000000000
2797,3541.000000000000000,-2.713000000000000,2.000000000000000,0.000000000000000,GS, ,294706.285594000020000,3238840.775080000100000,-2.713000000000000,1.000000000000000
2798,3542.000000000000000,-1.810000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294706.628123999980000,3238841.085810000100000,-1.810000000000000,1.000000000000000
2799,3543.000000000000000,-1.637000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294706.871722000010000,3238841.519630000000000,-1.637000000000000,1.000000000000000
2800,3544.000000000000000,-1.594000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294707.367549000020000,3238841.755599999800000,-1.594000000000000,1.000000000000000
2801,3545.000000000000000,-1.681000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294708.024855000030000,3238842.196860000000000,-1.681000000000000,1.000000000000000
2802,3546.000000000000000,-1.610000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294708.627327000020000,3238842.749230000200000,-1.610000000000000,1.000000000000000
2803,3547.000000000000000,-1.857000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294709.187419000020000,3238843.264779999900000,-1.857000000000000,1.000000000000000
2804,3548.000000000000000,-1.853000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294709.747512999980000,3238843.637680000200000,-1.853000000000000,1.000000000000000
2805,3549.000000000000000,-1.837000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294710.251125000010000,3238844.000080000100000,-1.837000000000000,1.000000000000000
2806,3550.000000000000000,-1.827000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294710.720023999980000,3238844.545369999900000,-1.827000000000000,1.000000000000000
2807,3551.000000000000000,-1.731000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294711.239839999990000,3238844.949089999800000,-1.731000000000000,1.000000000000000
2808,3552.000000000000000,-1.810000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294711.937817999980000,3238845.334210000000000,-1.810000000000000,1.000000000000000
2809,3553.000000000000000,-1.872000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294712.493839000000000,3238845.801330000200000,-1.872000000000000,1.000000000000000
2810,3554.000000000000000,-1.876000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294713.004676999990000,3238846.224640000100000,-1.876000000000000,1.000000000000000
2811,3555.000000000000000,-2.692000000000000,2.000000000000000,0.000000000000000,GS, ,294713.641176000000000,3238846.585299999900000,-2.692000000000000,1.000000000000000
2812,3556.000000000000000,-2.806000000000000,3.000000000000000,0.000000000000000,GS, ,294722.224906000020000,3238836.472389999800000,-2.806000000000000,1.000000000000000
2813,3557.000000000000000,-1.818000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294721.853657000000000,3238836.189640000000000,-1.818000000000000,1.000000000000000
2814,3558.000000000000000,-1.774000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294721.462178000020000,3238836.072269999900000,-1.774000000000000,1.000000000000000
2815,3559.000000000000000,-1.783000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294720.715474999980000,3238835.585440000100000,-1.783000000000000,1.000000000000000
2816,3560.000000000000000,-1.513000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294719.962699000030000,3238835.065740000000000,-1.513000000000000,1.000000000000000
2817,3561.000000000000000,-1.476000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294719.729633999990000,3238834.830279999900000,-1.476000000000000,1.000000000000000
2818,3562.000000000000000,-1.698000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294718.931663999970000,3238834.408199999900000,-1.698000000000000,1.000000000000000
2819,3563.000000000000000,-1.460000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294718.519310000000000,3238834.023680000100000,-1.460000000000000,1.000000000000000
2820,3564.000000000000000,-1.848000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294718.875915999990000,3238834.519330000000000,-1.848000000000000,1.000000000000000
2821,3565.000000000000000,-1.636000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294717.978175000000000,3238833.729270000000000,-1.636000000000000,1.000000000000000
2822,3566.000000000000000,-1.606000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294717.323867000000000,3238833.424850000100000,-1.606000000000000,1.000000000000000
2823,3567.000000000000000,-1.638000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294716.907045000000000,3238833.016900000200000,-1.638000000000000,1.000000000000000
2824,3568.000000000000000,-1.433000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294716.444915000000000,3238833.050420000200000,-1.433000000000000,1.000000000000000
2825,3569.000000000000000,-1.734000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294716.030879999980000,3238832.718950000100000,-1.734000000000000,1.000000000000000
2826,3570.000000000000000,-1.867000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294715.408767000020000,3238832.543810000200000,-1.867000000000000,1.000000000000000
2827,3571.000000000000000,-1.779000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294715.066976999980000,3238832.248300000100000,-1.779000000000000,1.000000000000000
2828,3572.000000000000000,-2.841000000000000,3.000000000000000,0.000000000000000,GS, ,294714.814237000010000,3238832.136150000200000,-2.841000000000000,1.000000000000000
2829,3573.000000000000000,-3.009000000000000,4.000000000000000,0.000000000000000,GS, ,294717.711988000020000,3238827.721359999900000,-3.009000000000000,1.000000000000000
2830,3574.000000000000000,-1.930000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294718.112504000020000,3238827.826160000200000,-1.930000000000000,1.000000000000000
2831,3575.000000000000000,-1.540000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294718.707434999990000,3238828.102119999900000,-1.540000000000000,1.000000000000000
2832,3576.000000000000000,-1.767000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294719.470367999980000,3238828.276370000100000,-1.767000000000000,1.000000000000000
2833,3577.000000000000000,-1.815000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294720.054569999980000,3238828.616750000000000,-1.815000000000000,1.000000000000000
2834,3578.000000000000000,-1.736000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294720.372521999990000,3238828.797840000100000,-1.736000000000000,1.000000000000000
2835,3579.000000000000000,-1.666000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294720.952570999970000,3238829.151660000000000,-1.666000000000000,1.000000000000000
2836,3580.000000000000000,-1.655000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294721.551669000010000,3238829.451679999900000,-1.655000000000000,1.000000000000000
2837,3581.000000000000000,-1.681000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294722.223093000010000,3238829.582810000100000,-1.681000000000000,1.000000000000000
2838,3582.000000000000000,-1.474000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294722.921679000020000,3238829.575019999900000,-1.474000000000000,1.000000000000000
2839,3583.000000000000000,-1.812000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294723.490945999980000,3238829.951189999900000,-1.812000000000000,1.000000000000000
2840,3584.000000000000000,-1.721000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294724.061480999980000,3238830.297470000100000,-1.721000000000000,1.000000000000000
2841,3585.000000000000000,-1.702000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294724.465791000000000,3238830.596710000200000,-1.702000000000000,1.000000000000000
2842,3586.000000000000000,-1.823000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294724.741808000020000,3238831.078710000000000,-1.823000000000000,1.000000000000000
2843,3587.000000000000000,-1.537000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294725.331844999980000,3238831.138609999800000,-1.537000000000000,1.000000000000000
2844,3588.000000000000000,-1.716000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294725.637141000010000,3238831.372539999900000,-1.716000000000000,1.000000000000000
2845,3589.000000000000000,-2.805000000000000,4.000000000000000,0.000000000000000,GS, ,294726.324532000000000,3238831.410259999800000,-2.805000000000000,1.000000000000000
2846,3590.000000000000000,-3.189000000000000,5.000000000000000,0.000000000000000,GS, ,294740.752633000030000,3238815.335740000000000,-3.189000000000000,1.000000000000000
2847,3591.000000000000000,-1.938000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294740.555809999990000,3238815.132280000000000,-1.938000000000000,1.000000000000000
2848,3592.000000000000000,-1.768000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294740.207088999970000,3238814.453369999800000,-1.768000000000000,1.000000000000000
2849,3593.000000000000000,-1.808000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294739.321875000020000,3238813.845180000200000,-1.808000000000000,1.000000000000000
2850,3594.000000000000000,-1.901000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294738.813005000000000,3238813.259690000200000,-1.901000000000000,1.000000000000000
2851,3595.000000000000000,-1.861000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294738.276144000000000,3238812.680240000100000,-1.861000000000000,1.000000000000000
2852,3596.000000000000000,-1.941000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294737.639437999980000,3238812.116870000000000,-1.941000000000000,1.000000000000000
2853,3597.000000000000000,-1.878000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294737.366893999980000,3238811.648860000100000,-1.878000000000000,1.000000000000000
2854,3598.000000000000000,-1.891000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294736.611900000020000,3238811.297749999900000,-1.891000000000000,1.000000000000000
2855,3599.000000000000000,-1.814000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294735.908248000020000,3238810.747760000200000,-1.814000000000000,1.000000000000000
2856,3600.000000000000000,-1.874000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294735.446913000020000,3238810.517289999900000,-1.874000000000000,1.000000000000000
2857,3601.000000000000000,-1.860000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294734.932365000020000,3238810.123579999900000,-1.860000000000000,1.000000000000000
2858,3602.000000000000000,-1.817000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294734.417171999990000,3238809.582959999800000,-1.817000000000000,1.000000000000000
2859,3603.000000000000000,-3.119000000000000,5.000000000000000,0.000000000000000,GS, ,294734.061017000000000,3238809.390000000100000,-3.119000000000000,1.000000000000000
2860,3604.000000000000000,-3.054000000000000,1.000000000000000,0.000000000000000,GS, ,294767.414808999980000,3238787.910060000100000,-3.054000000000000,1.000000000000000
2861,3605.000000000000000,-1.640000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294767.919916999990000,3238788.233430000000000,-1.640000000000000,1.000000000000000
2862,3606.000000000000000,-1.616000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294768.171990000000000,3238788.660170000000000,-1.616000000000000,1.000000000000000
2863,3607.000000000000000,-1.806000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294768.390172999990000,3238789.294770000000000,-1.806000000000000,1.000000000000000
2864,3608.000000000000000,-1.619000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294768.706234999990000,3238790.325730000200000,-1.619000000000000,1.000000000000000
2865,3609.000000000000000,-1.766000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294769.043935999970000,3238790.749290000200000,-1.766000000000000,1.000000000000000
2866,3610.000000000000000,-1.759000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294769.393798000000000,3238791.383380000000000,-1.759000000000000,1.000000000000000
2867,3611.000000000000000,-1.890000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294769.942327000030000,3238792.008460000200000,-1.890000000000000,1.000000000000000
2868,3612.000000000000000,-1.751000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294770.325728000030000,3238792.393530000000000,-1.751000000000000,1.000000000000000
2869,3613.000000000000000,-1.922000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294770.938315999990000,3238792.952529999900000,-1.922000000000000,1.000000000000000
2870,3614.000000000000000,-1.887000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294771.355250000020000,3238793.552209999900000,-1.887000000000000,1.000000000000000
2871,3615.000000000000000,-1.906000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294771.733442000000000,3238794.041269999900000,-1.906000000000000,1.000000000000000
2872,3616.000000000000000,-1.842000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294771.843395999980000,3238794.566759999800000,-1.842000000000000,1.000000000000000
2873,3617.000000000000000,-1.864000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294772.024639000010000,3238795.230339999800000,-1.864000000000000,1.000000000000000
2874,3618.000000000000000,-1.868000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294772.443588999970000,3238795.637660000000000,-1.868000000000000,1.000000000000000
2875,3619.000000000000000,-3.679000000000000,1.000000000000000,0.000000000000000,GS, ,294772.670963999990000,3238795.920729999900000,-3.679000000000000,1.000000000000000
2876,3620.000000000000000,-2.742000000000000,2.000000000000000,0.000000000000000,GS, ,294780.289791000020000,3238791.504660000100000,-2.742000000000000,1.000000000000000
2877,3621.000000000000000,-1.531000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294779.770505000020000,3238790.841529999900000,-1.531000000000000,1.000000000000000
2878,3622.000000000000000,-1.449000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294779.536215999980000,3238790.319840000000000,-1.449000000000000,1.000000000000000
2879,3623.000000000000000,-1.286000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294779.404456000020000,3238789.811000000200000,-1.286000000000000,1.000000000000000
2880,3624.000000000000000,-1.596000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294778.809883999990000,3238789.362809999800000,-1.596000000000000,1.000000000000000
2881,3625.000000000000000,-1.491000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294778.494437000020000,3238789.082320000000000,-1.491000000000000,1.000000000000000
2882,3626.000000000000000,-1.556000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294778.251906000020000,3238788.773469999900000,-1.556000000000000,1.000000000000000
2883,3627.000000000000000,-1.505000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294777.859301000020000,3238788.417130000000000,-1.505000000000000,1.000000000000000
2884,3628.000000000000000,-1.586000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294777.682991000010000,3238787.902880000000000,-1.586000000000000,1.000000000000000
2885,3629.000000000000000,-1.541000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294777.354287000020000,3238787.569160000000000,-1.541000000000000,1.000000000000000
2886,3630.000000000000000,-1.718000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294776.954476999990000,3238787.439970000200000,-1.718000000000000,1.000000000000000
2887,3631.000000000000000,-1.779000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294776.642597000000000,3238787.077459999800000,-1.779000000000000,1.000000000000000
2888,3632.000000000000000,-1.811000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294776.077885999980000,3238786.592129999800000,-1.811000000000000,1.000000000000000
2889,3633.000000000000000,-1.804000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294775.831369000020000,3238786.244899999800000,-1.804000000000000,1.000000000000000
2890,3634.000000000000000,-1.595000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294775.532459000010000,3238785.723470000100000,-1.595000000000000,1.000000000000000
2891,3635.000000000000000,-1.801000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294775.052084999970000,3238785.155110000200000,-1.801000000000000,1.000000000000000
2892,3636.000000000000000,-1.627000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294774.529096000010000,3238784.772450000000000,-1.627000000000000,1.000000000000000
2893,3637.000000000000000,-1.552000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294773.604324000010000,3238784.065229999800000,-1.552000000000000,1.000000000000000
2894,3638.000000000000000,-1.629000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294773.390322000020000,3238783.456199999900000,-1.629000000000000,1.000000000000000
2895,3639.000000000000000,-3.081000000000000,2.000000000000000,0.000000000000000,GS, ,294773.185933000000000,3238783.009240000000000,-3.081000000000000,1.000000000000000
2896,3640.000000000000000,-2.202000000000000,3.000000000000000,0.000000000000000,GS, ,294780.250635000000000,3238779.776339999900000,-2.202000000000000,1.000000000000000
2897,3641.000000000000000,-1.543000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294780.494819000010000,3238780.064449999900000,-1.543000000000000,1.000000000000000
2898,3642.000000000000000,-1.723000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294780.844531000010000,3238780.573870000000000,-1.723000000000000,1.000000000000000
2899,3643.000000000000000,-1.519000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294781.092195999980000,3238781.019849999800000,-1.519000000000000,1.000000000000000
2900,3644.000000000000000,-1.773000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294781.432664999970000,3238781.803379999900000,-1.773000000000000,1.000000000000000
2901,3645.000000000000000,-1.665000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294781.798139000020000,3238782.337970000200000,-1.665000000000000,1.000000000000000
2902,3646.000000000000000,-1.313000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294782.169106999990000,3238782.730760000200000,-1.313000000000000,1.000000000000000
2903,3647.000000000000000,-1.284000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294782.443006000020000,3238783.214620000200000,-1.284000000000000,1.000000000000000
2904,3648.000000000000000,-1.330000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294782.680601999980000,3238783.623790000100000,-1.330000000000000,1.000000000000000
2905,3649.000000000000000,-1.350000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294783.113117999980000,3238784.227609999900000,-1.350000000000000,1.000000000000000
2906,3650.000000000000000,-1.402000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294783.617743999990000,3238784.708889999900000,-1.402000000000000,1.000000000000000
2907,3651.000000000000000,-1.621000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294783.859933000000000,3238785.441750000200000,-1.621000000000000,1.000000000000000
2908,3652.000000000000000,-1.395000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294783.972797999970000,3238786.094020000200000,-1.395000000000000,1.000000000000000
2909,3653.000000000000000,-1.385000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294784.252882000000000,3238786.481190000200000,-1.385000000000000,1.000000000000000
2910,3654.000000000000000,-1.343000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294784.669002000010000,3238786.985470000200000,-1.343000000000000,1.000000000000000
2911,3655.000000000000000,-1.644000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294784.850611999980000,3238787.406400000200000,-1.644000000000000,1.000000000000000
2912,3656.000000000000000,-1.582000000000000,3.000000000000000,0.000000000000000,GS, ,294785.001364999970000,3238787.890699999900000,-1.582000000000000,1.000000000000000
2913,3657.000000000000000,-2.398000000000000,19.000000000000000,0.000000000000000,GS, ,294900.619153000010000,3238662.190280000200000,-2.398000000000000,1.000000000000000
2914,3658.000000000000000,-1.797000000000000,19.000000000000000,0.000000000000000,ROCK TOP, ,294901.023217000010000,3238662.817809999900000,-1.797000000000000,1.000000000000000
2915,3659.000000000000000,-1.543000000000000,19.000000000000000,0.000000000000000,ROCK TOP, ,294901.356509000000000,3238663.331950000000000,-1.543000000000000,1.000000000000000
2916,3660.000000000000000,-1.472000000000000,19.000000000000000,0.000000000000000,ROCK TOP, ,294901.908042000020000,3238663.701870000000000,-1.472000000000000,1.000000000000000
2917,3661.000000000000000,-1.468000000000000,19.000000000000000,0.000000000000000,ROCK TOP, ,294902.299386000030000,3238664.053340000100000,-1.468000000000000,1.000000000000000
2918,3662.000000000000000,-1.682000000000000,19.000000000000000,0.000000000000000,ROCK TOP, ,294902.694506999980000,3238664.597430000100000,-1.682000000000000,1.000000000000000
2919,3663.000000000000000,-1.737000000000000,19.000000000000000,0.000000000000000,ROCK TOP, ,294902.914271000020000,3238665.024430000200000,-1.737000000000000,1.000000000000000
2920,3664.000000000000000,-1.435000000000000,19.000000000000000,0.000000000000000,ROCK TOP, ,294903.331137000000000,3238665.651860000100000,-1.435000000000000,1.000000000000000
2921,3665.000000000000000,-1.615000000000000,19.000000000000000,0.000000000000000,ROCK TOP, ,294903.695216999970000,3238666.130369999900000,-1.615000000000000,1.000000000000000
2922,3666.000000000000000,-1.712000000000000,19.000000000000000,0.000000000000000,ROCK TOP, ,294904.533531999970000,3238666.600870000200000,-1.712000000000000,1.000000000000000
2923,3667.000000000000000,-1.754000000000000,19.000000000000000,0.000000000000000,ROCK TOP, ,294905.245233999970000,3238667.344050000000000,-1.754000000000000,1.000000000000000
2924,3668.000000000000000,-1.807000000000000,19.000000000000000,0.000000000000000,ROCK TOP, ,294905.693188000000000,3238667.935240000000000,-1.807000000000000,1.000000000000000
2925,3669.000000000000000,-1.654000000000000,19.000000000000000,0.000000000000000,ROCK TOP, ,294906.377228000030000,3238668.544530000100000,-1.654000000000000,1.000000000000000
2926,3670.000000000000000,-2.641000000000000,19.000000000000000,0.000000000000000,GS, ,294907.423843999980000,3238669.634780000000000,-2.641000000000000,1.000000000000000
2927,3671.000000000000000,-2.425000000000000,20.000000000000000,0.000000000000000,GS, ,294922.476237000020000,3238656.383090000100000,-2.425000000000000,1.000000000000000
2928,3672.000000000000000,-1.722000000000000,20.000000000000000,0.000000000000000,ROCK TOP, ,294922.223966000020000,3238656.218810000000000,-1.722000000000000,1.000000000000000
2929,3673.000000000000000,-1.829000000000000,20.000000000000000,0.000000000000000,ROCK TOP, ,294921.925822000020000,3238655.751310000200000,-1.829000000000000,1.000000000000000
2930,3674.000000000000000,-1.725000000000000,20.000000000000000,0.000000000000000,ROCK TOP, ,294921.505145000000000,3238655.355889999800000,-1.725000000000000,1.000000000000000
2931,3675.000000000000000,-1.670000000000000,20.000000000000000,0.000000000000000,ROCK TOP, ,294920.989254000010000,3238655.054870000100000,-1.670000000000000,1.000000000000000
2932,3676.000000000000000,-1.570000000000000,20.000000000000000,0.000000000000000,ROCK TOP, ,294920.399374999980000,3238654.620649999900000,-1.570000000000000,1.000000000000000
2933,3677.000000000000000,-1.579000000000000,20.000000000000000,0.000000000000000,ROCK TOP, ,294920.022019000030000,3238654.122440000100000,-1.579000000000000,1.000000000000000
