FID,point,elev_ft,transect,element,type,F8,POINT_X,POINT_Y,POINT_Z,POINT_M
539,1192.000000000000000,-1.312000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294686.504949000020000,3238918.602010000000000,-1.312000000000000,1.000000000000000
540,1193.000000000000000,-1.680000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294687.150283000020000,3238918.640699999900000,-1.680000000000000,1.000000000000000
541,1194.000000000000000,-2.343000000000000,5.000000000000000,0.000000000000000,GS, ,294688.232330999980000,3238918.703700000000000,-2.343000000000000,1.000000000000000
542,1195.000000000000000,-2.403000000000000,6.000000000000000,0.000000000000000,GS, ,294688.675906000020000,3238913.747469999800000,-2.403000000000000,1.000000000000000
543,1196.000000000000000,-1.812000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294688.005687000000000,3238913.793120000000000,-1.812000000000000,1.000000000000000
544,1197.000000000000000,-1.401000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294687.053883999990000,3238913.632980000200000,-1.401000000000000,1.000000000000000
545,1198.000000000000000,-1.426000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294686.150742999980000,3238913.638559999900000,-1.426000000000000,1.000000000000000
546,1199.000000000000000,-0.937000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294686.071942000010000,3238914.262900000000000,-0.937000000000000,1.000000000000000
547,1200.000000000000000,-1.474000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294685.183344000020000,3238914.115329999900000,-1.474000000000000,1.000000000000000
548,1201.000000000000000,-1.443000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294684.719813000000000,3238914.448799999900000,-1.443000000000000,1.000000000000000
549,1202.000000000000000,-1.360000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294684.071250999990000,3238914.317780000200000,-1.360000000000000,1.000000000000000
550,1203.000000000000000,-1.666000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294682.749443000010000,3238914.556150000100000,-1.666000000000000,1.000000000000000
551,1204.000000000000000,-1.616000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294682.038875999980000,3238914.267459999800000,-1.616000000000000,1.000000000000000
552,1205.000000000000000,-1.653000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294681.478723999990000,3238914.280470000100000,-1.653000000000000,1.000000000000000
553,1206.000000000000000,-1.593000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294680.604707000020000,3238914.376939999900000,-1.593000000000000,1.000000000000000
554,1207.000000000000000,-1.560000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294680.043563999990000,3238914.202490000100000,-1.560000000000000,1.000000000000000
555,1208.000000000000000,-2.289000000000000,6.000000000000000,0.000000000000000,GS, ,294679.331339000030000,3238914.040920000100000,-2.289000000000000,1.000000000000000
556,1209.000000000000000,-2.383000000000000,7.000000000000000,0.000000000000000,GS, ,294679.616364000020000,3238907.508580000100000,-2.383000000000000,1.000000000000000
557,1210.000000000000000,-1.329000000000000,7.000000000000000,0.000000000000000,ROCK TOP, ,294680.198321999980000,3238907.193310000000000,-1.329000000000000,1.000000000000000
558,1211.000000000000000,-1.585000000000000,7.000000000000000,0.000000000000000,ROCK TOP, ,294680.814149999990000,3238907.810500000100000,-1.585000000000000,1.000000000000000
559,1212.000000000000000,-1.429000000000000,7.000000000000000,0.000000000000000,ROCK TOP, ,294681.787430000030000,3238907.915579999800000,-1.429000000000000,1.000000000000000
560,1213.000000000000000,-1.466000000000000,7.000000000000000,0.000000000000000,ROCK TOP, ,294682.838219999980000,3238907.852049999900000,-1.466000000000000,1.000000000000000
561,1214.000000000000000,-1.673000000000000,7.000000000000000,0.000000000000000,ROCK TOP, ,294684.211050999990000,3238907.805879999900000,-1.673000000000000,1.000000000000000
562,1215.000000000000000,-1.561000000000000,7.000000000000000,0.000000000000000,ROCK TOP, ,294685.248524000000000,3238908.146350000100000,-1.561000000000000,1.000000000000000
563,1216.000000000000000,-1.297000000000000,7.000000000000000,0.000000000000000,ROCK TOP, ,294685.877388000020000,3238907.576760000100000,-1.297000000000000,1.000000000000000
564,1217.000000000000000,-1.244000000000000,7.000000000000000,0.000000000000000,ROCK TOP, ,294686.703120000020000,3238908.037310000000000,-1.244000000000000,1.000000000000000
565,1218.000000000000000,-1.392000000000000,7.000000000000000,0.000000000000000,ROCK TOP, ,294687.444514999980000,3238907.902340000000000,-1.392000000000000,1.000000000000000
566,1219.000000000000000,-1.766000000000000,7.000000000000000,0.000000000000000,ROCK TOP, ,294687.955052000000000,3238907.433430000200000,-1.766000000000000,1.000000000000000
567,1220.000000000000000,-1.604000000000000,7.000000000000000,0.000000000000000,ROCK TOP, ,294688.542939000010000,3238907.669830000000000,-1.604000000000000,1.000000000000000
568,1221.000000000000000,-2.677000000000000,7.000000000000000,0.000000000000000,GS, ,294689.441065000020000,3238907.648140000200000,-2.677000000000000,1.000000000000000
569,1222.000000000000000,-2.495000000000000,8.000000000000000,0.000000000000000,GS, ,294689.679313000000000,3238896.743230000100000,-2.495000000000000,1.000000000000000
570,1223.000000000000000,-1.416000000000000,8.000000000000000,0.000000000000000,ROCK TOP, ,294689.341970000010000,3238896.647340000100000,-1.416000000000000,1.000000000000000
571,1224.000000000000000,-1.476000000000000,8.000000000000000,0.000000000000000,ROCK TOP, ,294688.518090000030000,3238896.689429999800000,-1.476000000000000,1.000000000000000
572,1225.000000000000000,-1.298000000000000,8.000000000000000,0.000000000000000,ROCK TOP, ,294687.947342000030000,3238896.461110000000000,-1.298000000000000,1.000000000000000
573,1226.000000000000000,-1.649000000000000,8.000000000000000,0.000000000000000,ROCK TOP, ,294686.952674000000000,3238896.564410000100000,-1.649000000000000,1.000000000000000
574,1227.000000000000000,-1.278000000000000,8.000000000000000,0.000000000000000,ROCK TOP, ,294685.880804000010000,3238896.622330000200000,-1.278000000000000,1.000000000000000
575,1228.000000000000000,-1.458000000000000,8.000000000000000,0.000000000000000,ROCK TOP, ,294685.018214999990000,3238896.272129999900000,-1.458000000000000,1.000000000000000
576,1229.000000000000000,-1.346000000000000,8.000000000000000,0.000000000000000,ROCK TOP, ,294684.184180999990000,3238896.231699999900000,-1.346000000000000,1.000000000000000
577,1230.000000000000000,-1.363000000000000,8.000000000000000,0.000000000000000,ROCK TOP, ,294683.529279000010000,3238896.107739999900000,-1.363000000000000,1.000000000000000
578,1231.000000000000000,-1.364000000000000,8.000000000000000,0.000000000000000,ROCK TOP, ,294682.914316000010000,3238896.270279999800000,-1.364000000000000,1.000000000000000
579,1232.000000000000000,-1.354000000000000,8.000000000000000,0.000000000000000,ROCK TOP, ,294682.078424000010000,3238895.940890000200000,-1.354000000000000,1.000000000000000
580,1233.000000000000000,-1.297000000000000,8.000000000000000,0.000000000000000,ROCK TOP, ,294681.209732000020000,3238896.054080000100000,-1.297000000000000,1.000000000000000
581,1234.000000000000000,-2.307000000000000,8.000000000000000,0.000000000000000,GS, ,294680.250667000010000,3238896.078730000200000,-2.307000000000000,1.000000000000000
582,1235.000000000000000,-2.352000000000000,9.000000000000000,0.000000000000000,GS, ,294680.627255000000000,3238891.024000000200000,-2.352000000000000,1.000000000000000
583,1236.000000000000000,-1.419000000000000,9.000000000000000,0.000000000000000,ROCK TOP, ,294681.056851000000000,3238891.035879999900000,-1.419000000000000,1.000000000000000
584,1237.000000000000000,-1.505000000000000,9.000000000000000,0.000000000000000,ROCK TOP, ,294682.012821000010000,3238891.077099999900000,-1.505000000000000,1.000000000000000
585,1238.000000000000000,-1.892000000000000,9.000000000000000,0.000000000000000,ROCK TOP, ,294682.374769999990000,3238890.806069999900000,-1.892000000000000,1.000000000000000
586,1239.000000000000000,-1.423000000000000,9.000000000000000,0.000000000000000,ROCK TOP, ,294683.114310999980000,3238890.882360000200000,-1.423000000000000,1.000000000000000
587,1240.000000000000000,-1.703000000000000,9.000000000000000,0.000000000000000,ROCK TOP, ,294683.766163000020000,3238891.434620000000000,-1.703000000000000,1.000000000000000
588,1241.000000000000000,-1.780000000000000,9.000000000000000,0.000000000000000,ROCK TOP, ,294684.216475999970000,3238890.873869999800000,-1.780000000000000,1.000000000000000
589,1242.000000000000000,-1.346000000000000,9.000000000000000,0.000000000000000,ROCK TOP, ,294685.059401999980000,3238891.634519999800000,-1.346000000000000,1.000000000000000
590,1243.000000000000000,-1.433000000000000,9.000000000000000,0.000000000000000,ROCK TOP, ,294685.548389000000000,3238891.462080000000000,-1.433000000000000,1.000000000000000
591,1244.000000000000000,-1.792000000000000,9.000000000000000,0.000000000000000,ROCK TOP, ,294686.075977000000000,3238891.526469999900000,-1.792000000000000,1.000000000000000
592,1245.000000000000000,-1.787000000000000,9.000000000000000,0.000000000000000,ROCK TOP, ,294686.711779000000000,3238891.555490000200000,-1.787000000000000,1.000000000000000
593,1246.000000000000000,-1.642000000000000,9.000000000000000,0.000000000000000,ROCK TOP, ,294687.015575999980000,3238892.078100000000000,-1.642000000000000,1.000000000000000
594,1247.000000000000000,-1.344000000000000,9.000000000000000,0.000000000000000,ROCK TOP, ,294688.229934000000000,3238891.750419999900000,-1.344000000000000,1.000000000000000
595,1248.000000000000000,-1.603000000000000,9.000000000000000,0.000000000000000,ROCK TOP, ,294689.030502000010000,3238892.155400000000000,-1.603000000000000,1.000000000000000
596,1249.000000000000000,-1.913000000000000,9.000000000000000,0.000000000000000,ROCK TOP, ,294689.851134000000000,3238892.339819999900000,-1.913000000000000,1.000000000000000
597,1250.000000000000000,-2.487000000000000,9.000000000000000,0.000000000000000,GS, ,294690.756209000010000,3238892.560709999900000,-2.487000000000000,1.000000000000000
598,1251.000000000000000,-1.084000000000000,10.000000000000000,0.000000000000000,GS, ,294691.479407000010000,3238877.439919999800000,-1.084000000000000,1.000000000000000
599,1252.000000000000000,-1.453000000000000,10.000000000000000,0.000000000000000,GS, ,294690.392085000000000,3238877.615939999900000,-1.453000000000000,1.000000000000000
600,1253.000000000000000,-1.368000000000000,10.000000000000000,0.000000000000000,ROCK TOP, ,294689.508539000000000,3238878.917150000100000,-1.368000000000000,1.000000000000000
601,1254.000000000000000,-1.342000000000000,10.000000000000000,0.000000000000000,ROCK TOP, ,294688.536175000020000,3238877.562590000200000,-1.342000000000000,1.000000000000000
602,1255.000000000000000,-1.361000000000000,10.000000000000000,0.000000000000000,ROCK TOP, ,294687.567801999980000,3238877.282490000100000,-1.361000000000000,1.000000000000000
603,1256.000000000000000,-1.509000000000000,10.000000000000000,0.000000000000000,GS, ,294686.382237999990000,3238877.626699999900000,-1.509000000000000,1.000000000000000
604,1257.000000000000000,-1.298000000000000,10.000000000000000,0.000000000000000,ROCK TOP, ,294685.355570000010000,3238877.123670000100000,-1.298000000000000,1.000000000000000
605,1258.000000000000000,-1.286000000000000,10.000000000000000,0.000000000000000,ROCK TOP, ,294684.442290999980000,3238877.227179999900000,-1.286000000000000,1.000000000000000
606,1259.000000000000000,-1.342000000000000,10.000000000000000,0.000000000000000,ROCK TOP, ,294683.805919000010000,3238877.417030000100000,-1.342000000000000,1.000000000000000
607,1260.000000000000000,-1.423000000000000,10.000000000000000,0.000000000000000,ROCK TOP, ,294683.002641999980000,3238877.265990000200000,-1.423000000000000,1.000000000000000
608,1261.000000000000000,-1.934000000000000,10.000000000000000,0.000000000000000,GS, ,294682.123281000010000,3238876.950689999900000,-1.934000000000000,1.000000000000000
609,1262.000000000000000,-1.953000000000000,10.000000000000000,0.000000000000000,GS/END 8, ,294685.563084999970000,3238876.794210000000000,-1.953000000000000,1.000000000000000
610,1263.000000000000000,-1.760000000000000,1.000000000000000,0.000000000000000,GS, ,294797.286369999990000,3238768.793870000200000,-1.760000000000000,1.000000000000000
611,1264.000000000000000,-1.800000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294797.744945999990000,3238769.272489999900000,-1.800000000000000,1.000000000000000
612,1265.000000000000000,-1.342000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294798.649495000020000,3238769.824730000000000,-1.342000000000000,1.000000000000000
613,1266.000000000000000,-1.494000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294799.173281000000000,3238770.729239999800000,-1.494000000000000,1.000000000000000
614,1267.000000000000000,-1.359000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294799.486947000030000,3238771.443810000100000,-1.359000000000000,1.000000000000000
615,1268.000000000000000,-1.390000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294800.137716999980000,3238772.333519999900000,-1.390000000000000,1.000000000000000
616,1269.000000000000000,-1.531000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294801.022600999980000,3238773.010290000100000,-1.531000000000000,1.000000000000000
617,1270.000000000000000,-1.322000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294801.539399000000000,3238773.988930000000000,-1.322000000000000,1.000000000000000
618,1271.000000000000000,-1.407000000000000,1.000000000000000,0.000000000000000,ROCK TOP, ,294802.140053000010000,3238775.006779999900000,-1.407000000000000,1.000000000000000
619,1272.000000000000000,-1.951000000000000,1.000000000000000,0.000000000000000,GS, ,294802.956902000010000,3238776.212090000000000,-1.951000000000000,1.000000000000000
620,1273.000000000000000,-1.997000000000000,2.000000000000000,0.000000000000000,GS, ,294815.205380000000000,3238767.869400000200000,-1.997000000000000,1.000000000000000
621,1274.000000000000000,-1.377000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294814.878525000010000,3238767.395140000200000,-1.377000000000000,1.000000000000000
622,1275.000000000000000,-1.329000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294814.533455000030000,3238766.858250000000000,-1.329000000000000,1.000000000000000
623,1276.000000000000000,-1.430000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294814.152336000000000,3238766.311910000200000,-1.430000000000000,1.000000000000000
624,1277.000000000000000,-1.345000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294813.903116000000000,3238765.862290000100000,-1.345000000000000,1.000000000000000
625,1278.000000000000000,-1.505000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294813.045251999980000,3238765.601369999800000,-1.505000000000000,1.000000000000000
626,1279.000000000000000,-1.386000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294812.481234000010000,3238764.875829999800000,-1.386000000000000,1.000000000000000
627,1280.000000000000000,-1.490000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294812.699576999990000,3238763.957979999900000,-1.490000000000000,1.000000000000000
628,1281.000000000000000,-1.559000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294811.933783999990000,3238763.663040000000000,-1.559000000000000,1.000000000000000
629,1282.000000000000000,-1.688000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294811.443689999990000,3238763.527309999800000,-1.688000000000000,1.000000000000000
630,1283.000000000000000,-1.463000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294811.051304999970000,3238762.125430000000000,-1.463000000000000,1.000000000000000
631,1284.000000000000000,-1.479000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294810.590555000000000,3238761.499299999800000,-1.479000000000000,1.000000000000000
632,1285.000000000000000,-1.537000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294810.526623999990000,3238760.937450000100000,-1.537000000000000,1.000000000000000
633,1286.000000000000000,-1.706000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294809.991341000020000,3238760.328710000000000,-1.706000000000000,1.000000000000000
634,1287.000000000000000,-1.774000000000000,2.000000000000000,0.000000000000000,ROCK TOP, ,294809.663868999980000,3238760.032170000000000,-1.774000000000000,1.000000000000000
635,1288.000000000000000,-2.147000000000000,2.000000000000000,0.000000000000000,GS, ,294809.301676000000000,3238759.738979999900000,-2.147000000000000,1.000000000000000
636,1289.000000000000000,-2.299000000000000,3.000000000000000,0.000000000000000,GS, ,294815.796928000000000,3238755.001459999900000,-2.299000000000000,1.000000000000000
637,1290.000000000000000,-1.499000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294815.953587999970000,3238755.213500000100000,-1.499000000000000,1.000000000000000
638,1291.000000000000000,-1.548000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294815.965917000020000,3238755.586500000200000,-1.548000000000000,1.000000000000000
639,1292.000000000000000,-1.569000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294816.651284000020000,3238755.601369999800000,-1.569000000000000,1.000000000000000
640,1293.000000000000000,-1.774000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294816.592087000030000,3238755.879879999900000,-1.774000000000000,1.000000000000000
641,1294.000000000000000,-1.664000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294817.327730000020000,3238756.535060000100000,-1.664000000000000,1.000000000000000
642,1295.000000000000000,-1.417000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294817.786339999990000,3238756.946320000100000,-1.417000000000000,1.000000000000000
643,1296.000000000000000,-1.699000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294818.539475000000000,3238757.722360000000000,-1.699000000000000,1.000000000000000
644,1297.000000000000000,-1.801000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294818.760163999980000,3238758.400539999800000,-1.801000000000000,1.000000000000000
645,1298.000000000000000,-1.487000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294819.677627999980000,3238759.073069999900000,-1.487000000000000,1.000000000000000
646,1299.000000000000000,-1.332000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294820.458373999980000,3238759.334340000100000,-1.332000000000000,1.000000000000000
647,1300.000000000000000,-1.470000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294821.139452999980000,3238759.668099999900000,-1.470000000000000,1.000000000000000
648,1301.000000000000000,-1.358000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294821.850009999990000,3238760.919730000200000,-1.358000000000000,1.000000000000000
649,1302.000000000000000,-1.602000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294821.358261000020000,3238760.090239999800000,-1.602000000000000,1.000000000000000
650,1303.000000000000000,-1.569000000000000,3.000000000000000,0.000000000000000,ROCK TOP, ,294822.459273000010000,3238761.482110000200000,-1.569000000000000,1.000000000000000
651,1304.000000000000000,-2.141000000000000,3.000000000000000,0.000000000000000,GS, ,294823.301832000030000,3238762.449740000100000,-2.141000000000000,1.000000000000000
652,1305.000000000000000,-1.784000000000000,4.000000000000000,0.000000000000000,GS, ,294831.483374000000000,3238756.535540000100000,-1.784000000000000,1.000000000000000
653,1306.000000000000000,-1.320000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294830.936226000020000,3238755.893680000200000,-1.320000000000000,1.000000000000000
654,1307.000000000000000,-1.486000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294830.428545999980000,3238755.447490000200000,-1.486000000000000,1.000000000000000
655,1308.000000000000000,-1.557000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294830.439330999970000,3238754.675590000100000,-1.557000000000000,1.000000000000000
656,1309.000000000000000,-1.578000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294829.720526000020000,3238754.707330000100000,-1.578000000000000,1.000000000000000
657,1310.000000000000000,-1.788000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294829.715856999970000,3238753.838930000100000,-1.788000000000000,1.000000000000000
658,1311.000000000000000,-1.573000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294829.588494000030000,3238753.416619999800000,-1.573000000000000,1.000000000000000
659,1312.000000000000000,-1.424000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294829.464929000010000,3238753.046399999900000,-1.424000000000000,1.000000000000000
660,1313.000000000000000,-1.528000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294829.057443000030000,3238752.696589999800000,-1.528000000000000,1.000000000000000
661,1314.000000000000000,-1.606000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294828.405759999990000,3238752.414100000200000,-1.606000000000000,1.000000000000000
662,1315.000000000000000,-1.470000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294827.816708000030000,3238752.541050000100000,-1.470000000000000,1.000000000000000
663,1316.000000000000000,-1.591000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294827.811350999980000,3238751.913470000000000,-1.591000000000000,1.000000000000000
664,1317.000000000000000,-1.516000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294827.596605999980000,3238751.610179999800000,-1.516000000000000,1.000000000000000
665,1318.000000000000000,-1.337000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294827.087046000000000,3238751.300859999800000,-1.337000000000000,1.000000000000000
666,1319.000000000000000,-1.521000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294826.282326999990000,3238750.980959999800000,-1.521000000000000,1.000000000000000
667,1320.000000000000000,-1.490000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294826.404824999980000,3238750.333389999800000,-1.490000000000000,1.000000000000000
668,1321.000000000000000,-1.418000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294825.891002000020000,3238750.346010000000000,-1.418000000000000,1.000000000000000
669,1322.000000000000000,-1.390000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294825.434965000020000,3238750.236200000200000,-1.390000000000000,1.000000000000000
670,1323.000000000000000,-1.354000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294825.309207000010000,3238749.573369999900000,-1.354000000000000,1.000000000000000
671,1324.000000000000000,-1.331000000000000,4.000000000000000,0.000000000000000,ROCK TOP, ,294825.738296000000000,3238749.204530000200000,-1.331000000000000,1.000000000000000
672,1325.000000000000000,-1.956000000000000,4.000000000000000,0.000000000000000,GS, ,294825.287587000000000,3238748.576179999900000,-1.956000000000000,1.000000000000000
673,1326.000000000000000,-2.046000000000000,5.000000000000000,0.000000000000000,GS, ,294832.871072000010000,3238743.269410000200000,-2.046000000000000,1.000000000000000
674,1327.000000000000000,-1.554000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294833.015837999990000,3238743.552269999900000,-1.554000000000000,1.000000000000000
675,1328.000000000000000,-1.456000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294833.604720000000000,3238743.833780000000000,-1.456000000000000,1.000000000000000
676,1329.000000000000000,-1.443000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294833.853806000030000,3238744.339180000100000,-1.443000000000000,1.000000000000000
677,1330.000000000000000,-1.368000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294834.108945999990000,3238744.696690000100000,-1.368000000000000,1.000000000000000
678,1331.000000000000000,-1.620000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294834.458061999990000,3238744.743400000000000,-1.620000000000000,1.000000000000000
679,1332.000000000000000,-1.597000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294834.576169000010000,3238745.152679999800000,-1.597000000000000,1.000000000000000
680,1333.000000000000000,-1.520000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294835.089810999980000,3238745.440320000100000,-1.520000000000000,1.000000000000000
681,1334.000000000000000,-1.300000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294835.377450999980000,3238746.212720000200000,-1.300000000000000,1.000000000000000
682,1335.000000000000000,-1.648000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294836.062587999970000,3238746.307769999800000,-1.648000000000000,1.000000000000000
683,1336.000000000000000,-1.715000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294836.152202000030000,3238746.735890000100000,-1.715000000000000,1.000000000000000
684,1337.000000000000000,-1.638000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294836.387469000010000,3238747.264880000100000,-1.638000000000000,1.000000000000000
685,1338.000000000000000,-1.516000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294836.971261999980000,3238747.271780000100000,-1.516000000000000,1.000000000000000
686,1339.000000000000000,-1.233000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294837.595906000000000,3238747.564869999900000,-1.233000000000000,1.000000000000000
687,1340.000000000000000,-1.363000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294836.991325000010000,3238747.979410000100000,-1.363000000000000,1.000000000000000
688,1341.000000000000000,-1.322000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294837.743253000020000,3238748.292750000000000,-1.322000000000000,1.000000000000000
689,1342.000000000000000,-1.404000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294837.829352999980000,3238748.951950000100000,-1.404000000000000,1.000000000000000
690,1343.000000000000000,-1.481000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294838.634244000020000,3238748.970689999900000,-1.481000000000000,1.000000000000000
691,1344.000000000000000,-1.355000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294839.189079999980000,3238749.299120000100000,-1.355000000000000,1.000000000000000
692,1345.000000000000000,-1.353000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294839.779505999990000,3238749.868670000200000,-1.353000000000000,1.000000000000000
693,1346.000000000000000,-1.363000000000000,5.000000000000000,0.000000000000000,ROCK TOP, ,294840.364298000000000,3238750.349570000100000,-1.363000000000000,1.000000000000000
694,1347.000000000000000,-2.085000000000000,5.000000000000000,0.000000000000000,GS, ,294841.198704999990000,3238751.040790000000000,-2.085000000000000,1.000000000000000
695,1348.000000000000000,-1.787000000000000,6.000000000000000,0.000000000000000,GS, ,294842.576462000030000,3238748.215220000100000,-1.787000000000000,1.000000000000000
696,1349.000000000000000,-1.470000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294842.143066000020000,3238747.900990000000000,-1.470000000000000,1.000000000000000
697,1350.000000000000000,-1.228000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294841.723812000010000,3238747.600960000000000,-1.228000000000000,1.000000000000000
698,1351.000000000000000,-1.346000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294841.245545000010000,3238747.065200000100000,-1.346000000000000,1.000000000000000
699,1352.000000000000000,-1.297000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294840.878099000020000,3238746.370910000100000,-1.297000000000000,1.000000000000000
700,1353.000000000000000,-1.457000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294840.329972999990000,3238745.757410000100000,-1.457000000000000,1.000000000000000
701,1354.000000000000000,-1.553000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294840.227146000020000,3238745.316900000000000,-1.553000000000000,1.000000000000000
702,1355.000000000000000,-1.366000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294839.776617000000000,3238744.852539999900000,-1.366000000000000,1.000000000000000
703,1356.000000000000000,-1.407000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294839.362061999970000,3238744.245829999900000,-1.407000000000000,1.000000000000000
704,1357.000000000000000,-1.432000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294838.917598000030000,3238743.742089999800000,-1.432000000000000,1.000000000000000
705,1358.000000000000000,-1.522000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294838.117189000010000,3238743.462700000000000,-1.522000000000000,1.000000000000000
706,1359.000000000000000,-1.450000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294837.875957000010000,3238742.913329999900000,-1.450000000000000,1.000000000000000
707,1360.000000000000000,-1.532000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294837.286631000000000,3238742.294090000000000,-1.532000000000000,1.000000000000000
708,1361.000000000000000,-1.533000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294836.810822999980000,3238742.010700000000000,-1.533000000000000,1.000000000000000
709,1362.000000000000000,-1.420000000000000,6.000000000000000,0.000000000000000,ROCK TOP, ,294836.319855000010000,3238741.522599999800000,-1.420000000000000,1.000000000000000
