FID,Shape,Id,POINT_X,POINT_Y,STATION
42493,Point,0,298445.4375,3237632.734,NNI5
42494,Point,0,298447.4375,3237632.734,NNI5
42495,Point,0,298449.4375,3237632.734,NNI5
42496,Point,0,298451.4375,3237632.734,NNI5
42497,Point,0,298453.4375,3237632.734,NNI5
42498,Point,0,298455.4375,3237632.734,NNI5
42499,Point,0,298457.4375,3237632.734,NNI5
42500,Point,0,298459.4375,3237632.734,NNI5
42501,Point,0,298461.4375,3237632.734,NNI5
42502,Point,0,298463.4375,3237632.734,NNI5
42503,Point,0,298465.4375,3237632.734,NNI5
42504,Point,0,298467.4375,3237632.734,NNI5
42505,Point,0,298469.4375,3237632.734,NNI5
42506,Point,0,298471.4375,3237632.734,NNI5
42507,Point,0,298473.4375,3237632.734,NNI5
42508,Point,0,298475.4375,3237632.734,NNI5
42509,Point,0,298477.4375,3237632.734,NNI5
42510,Point,0,298479.4375,3237632.734,NNI5
42511,Point,0,298481.4375,3237632.734,NNI5
42512,Point,0,298483.4375,3237632.734,NNI5
42513,Point,0,298415.4375,3237634.734,NNI5
42514,Point,0,298417.4375,3237634.734,NNI5
42515,Point,0,298419.4375,3237634.734,NNI5
42516,Point,0,298421.4375,3237634.734,NNI5
42517,Point,0,298423.4375,3237634.734,NNI5
42518,Point,0,298425.4375,3237634.734,NNI5
42519,Point,0,298427.4375,3237634.734,NNI5
42520,Point,0,298447.4375,3237634.734,NNI5
42521,Point,0,298449.4375,3237634.734,NNI5
42522,Point,0,298451.4375,3237634.734,NNI5
42523,Point,0,298453.4375,3237634.734,NNI5
42524,Point,0,298455.4375,3237634.734,NNI5
42525,Point,0,298457.4375,3237634.734,NNI5
42526,Point,0,298459.4375,3237634.734,NNI5
42527,Point,0,298467.4375,3237634.734,NNI5
42528,Point,0,298469.4375,3237634.734,NNI5
42529,Point,0,298471.4375,3237634.734,NNI5
42530,Point,0,298473.4375,3237634.734,NNI5
42531,Point,0,298475.4375,3237634.734,NNI5
42532,Point,0,298477.4375,3237634.734,NNI5
42533,Point,0,298479.4375,3237634.734,NNI5
42534,Point,0,298481.4375,3237634.734,NNI5
42535,Point,0,298483.4375,3237634.734,NNI5
42536,Point,0,298485.4375,3237634.734,NNI5
42537,Point,0,298487.4375,3237634.734,NNI5
42538,Point,0,298411.4375,3237636.734,NNI5
42539,Point,0,298413.4375,3237636.734,NNI5
