FID,Id,station,POINT_X,POINT_Y
1349,0,LCI3,298711.4375,3235574.733
1350,0,LCI3,298713.4375,3235574.733
1351,0,LCI3,298715.4375,3235574.733
1352,0,LCI3,298717.4375,3235574.733
1353,0,LCI3,298719.4375,3235574.733
1354,0,LCI3,298721.4375,3235574.733
1355,0,LCI3,298723.4375,3235574.733
1356,0,LCI3,298725.4375,3235574.733
1357,0,LCI3,298727.4375,3235574.733
1358,0,LCI3,298705.4375,3235576.733
1359,0,LCI3,298707.4375,3235576.733
1360,0,LCI3,298709.4375,3235576.733
1361,0,LCI3,298711.4375,3235576.733
1362,0,LCI3,298713.4375,3235576.733
1363,0,LCI3,298715.4375,3235576.733
1364,0,LCI3,298717.4375,3235576.733
1365,0,LCI3,298719.4375,3235576.733
1366,0,LCI3,298721.4375,3235576.733
1367,0,LCI3,298723.4375,3235576.733
1368,0,LCI3,298725.4375,3235576.733
1369,0,LCI3,298727.4375,3235576.733
1370,0,LCI3,298705.4375,3235578.733
1371,0,LCI3,298707.4375,3235578.733
1372,0,LCI3,298709.4375,3235578.733
1373,0,LCI3,298711.4375,3235578.733
1374,0,LCI3,298713.4375,3235578.733
1375,0,LCI3,298715.4375,3235578.733
1376,0,LCI3,298717.4375,3235578.733
1377,0,LCI3,298719.4375,3235578.733
1378,0,LCI3,298721.4375,3235578.733
1379,0,LCI3,298723.4375,3235578.733
1380,0,LCI3,298725.4375,3235578.733
1381,0,LCI3,298727.4375,3235578.733
1382,0,LCI3,298729.4375,3235578.733
1383,0,LCI3,298705.4375,3235580.733
1384,0,LCI3,298707.4375,3235580.733
1385,0,LCI3,298709.4375,3235580.733
1386,0,LCI3,298711.4375,3235580.733
1387,0,LCI3,298713.4375,3235580.733
1388,0,LCI3,298715.4375,3235580.733
1389,0,LCI3,298717.4375,3235580.733
1390,0,LCI3,298719.4375,3235580.733
1391,0,LCI3,298721.4375,3235580.733
1392,0,LCI3,298723.4375,3235580.733
1393,0,LCI3,298725.4375,3235580.733
1394,0,LCI3,298727.4375,3235580.733
1395,0,LCI3,298729.4375,3235580.733
1396,0,LCI3,298705.4375,3235582.733
1397,0,LCI3,298707.4375,3235582.733
1398,0,LCI3,298709.4375,3235582.733
1399,0,LCI3,298711.4375,3235582.733
1400,0,LCI3,298713.4375,3235582.733
1401,0,LCI3,298715.4375,3235582.733
1402,0,LCI3,298717.4375,3235582.733
1403,0,LCI3,298719.4375,3235582.733
1404,0,LCI3,298721.4375,3235582.733
1405,0,LCI3,298723.4375,3235582.733
1406,0,LCI3,298725.4375,3235582.733
1407,0,LCI3,298727.4375,3235582.733
1408,0,LCI3,298729.4375,3235582.733
1409,0,LCI3,298707.4375,3235584.733
1410,0,LCI3,298709.4375,3235584.733
1411,0,LCI3,298711.4375,3235584.733
1412,0,LCI3,298713.4375,3235584.733
1413,0,LCI3,298715.4375,3235584.733
1414,0,LCI3,298717.4375,3235584.733
1415,0,LCI3,298719.4375,3235584.733
1416,0,LCI3,298721.4375,3235584.733
1417,0,LCI3,298723.4375,3235584.733
1418,0,LCI3,298725.4375,3235584.733
1419,0,LCI3,298727.4375,3235584.733
1420,0,LCI3,298729.4375,3235584.733
1421,0,LCI3,298731.4375,3235584.733
1422,0,LCI3,298707.4375,3235586.733
1423,0,LCI3,298709.4375,3235586.733
1424,0,LCI3,298711.4375,3235586.733
1425,0,LCI3,298713.4375,3235586.733
1426,0,LCI3,298715.4375,3235586.733
1427,0,LCI3,298717.4375,3235586.733
1428,0,LCI3,298719.4375,3235586.733
1429,0,LCI3,298721.4375,3235586.733
1430,0,LCI3,298723.4375,3235586.733
1431,0,LCI3,298725.4375,3235586.733
1432,0,LCI3,298727.4375,3235586.733
1433,0,LCI3,298729.4375,3235586.733
1434,0,LCI3,298731.4375,3235586.733
1435,0,LCI3,298707.4375,3235588.733
1436,0,LCI3,298709.4375,3235588.733
1437,0,LCI3,298711.4375,3235588.733
1438,0,LCI3,298713.4375,3235588.733
1439,0,LCI3,298715.4375,3235588.733
1440,0,LCI3,298717.4375,3235588.733
1441,0,LCI3,298719.4375,3235588.733
1442,0,LCI3,298721.4375,3235588.733
1443,0,LCI3,298723.4375,3235588.733
1444,0,LCI3,298725.4375,3235588.733
1445,0,LCI3,298727.4375,3235588.733
1446,0,LCI3,298729.4375,3235588.733
1447,0,LCI3,298731.4375,3235588.733
1448,0,LCI3,298707.4375,3235590.733
1449,0,LCI3,298709.4375,3235590.733
1450,0,LCI3,298711.4375,3235590.733
1451,0,LCI3,298713.4375,3235590.733
1452,0,LCI3,298715.4375,3235590.733
1453,0,LCI3,298717.4375,3235590.733
1454,0,LCI3,298719.4375,3235590.733
1455,0,LCI3,298721.4375,3235590.733
1456,0,LCI3,298723.4375,3235590.733
1457,0,LCI3,298725.4375,3235590.733
1458,0,LCI3,298727.4375,3235590.733
1459,0,LCI3,298729.4375,3235590.733
1460,0,LCI3,298731.4375,3235590.733
1461,0,LCI3,298707.4375,3235592.733
1462,0,LCI3,298709.4375,3235592.733
1463,0,LCI3,298711.4375,3235592.733
1464,0,LCI3,298713.4375,3235592.733
1465,0,LCI3,298715.4375,3235592.733
1466,0,LCI3,298717.4375,3235592.733
1467,0,LCI3,298719.4375,3235592.733
1468,0,LCI3,298721.4375,3235592.733
1469,0,LCI3,298723.4375,3235592.733
1470,0,LCI3,298725.4375,3235592.733
1471,0,LCI3,298727.4375,3235592.733
1472,0,LCI3,298729.4375,3235592.733
1473,0,LCI3,298731.4375,3235592.733
1474,0,LCI3,298707.4375,3235594.733
1475,0,LCI3,298709.4375,3235594.733
1476,0,LCI3,298711.4375,3235594.733
1477,0,LCI3,298713.4375,3235594.733
1478,0,LCI3,298715.4375,3235594.733
1479,0,LCI3,298717.4375,3235594.733
1480,0,LCI3,298719.4375,3235594.733
1481,0,LCI3,298721.4375,3235594.733
1482,0,LCI3,298723.4375,3235594.733
1483,0,LCI3,298725.4375,3235594.733
1484,0,LCI3,298727.4375,3235594.733
1485,0,LCI3,298729.4375,3235594.733
1486,0,LCI3,298731.4375,3235594.733
1487,0,LCI3,298707.4375,3235596.733
1488,0,LCI3,298709.4375,3235596.733
1489,0,LCI3,298711.4375,3235596.733
1490,0,LCI3,298713.4375,3235596.733
1491,0,LCI3,298715.4375,3235596.733
1492,0,LCI3,298717.4375,3235596.733
1493,0,LCI3,298719.4375,3235596.733
1494,0,LCI3,298721.4375,3235596.733
1495,0,LCI3,298723.4375,3235596.733
1496,0,LCI3,298725.4375,3235596.733
1497,0,LCI3,298727.4375,3235596.733
1498,0,LCI3,298729.4375,3235596.733
1499,0,LCI3,298731.4375,3235596.733
1500,0,LCI3,298709.4375,3235598.733
1501,0,LCI3,298711.4375,3235598.733
1502,0,LCI3,298713.4375,3235598.733
1503,0,LCI3,298715.4375,3235598.733
1504,0,LCI3,298717.4375,3235598.733
1505,0,LCI3,298719.4375,3235598.733
1506,0,LCI3,298721.4375,3235598.733
1507,0,LCI3,298723.4375,3235598.733
1508,0,LCI3,298725.4375,3235598.733
1509,0,LCI3,298727.4375,3235598.733
1510,0,LCI3,298729.4375,3235598.733
1511,0,LCI3,298731.4375,3235598.733
1512,0,LCI3,298709.4375,3235600.733
1513,0,LCI3,298711.4375,3235600.733
1514,0,LCI3,298713.4375,3235600.733
1515,0,LCI3,298715.4375,3235600.733
1516,0,LCI3,298717.4375,3235600.733
1517,0,LCI3,298719.4375,3235600.733
1518,0,LCI3,298721.4375,3235600.733
1519,0,LCI3,298723.4375,3235600.733
1520,0,LCI3,298725.4375,3235600.733
1521,0,LCI3,298727.4375,3235600.733
1522,0,LCI3,298729.4375,3235600.733
1523,0,LCI3,298731.4375,3235600.733
1524,0,LCI3,298733.4375,3235600.733
1525,0,LCI3,298709.4375,3235602.733
1526,0,LCI3,298711.4375,3235602.733
1527,0,LCI3,298713.4375,3235602.733
1528,0,LCI3,298715.4375,3235602.733
1529,0,LCI3,298717.4375,3235602.733
1530,0,LCI3,298719.4375,3235602.733
1531,0,LCI3,298721.4375,3235602.733
1532,0,LCI3,298723.4375,3235602.733
1533,0,LCI3,298725.4375,3235602.733
1534,0,LCI3,298727.4375,3235602.733
1535,0,LCI3,298729.4375,3235602.733
1536,0,LCI3,298731.4375,3235602.733
1537,0,LCI3,298733.4375,3235602.733
1538,0,LCI3,298711.4375,3235604.733
1539,0,LCI3,298713.4375,3235604.733
1540,0,LCI3,298715.4375,3235604.733
1541,0,LCI3,298717.4375,3235604.733
1542,0,LCI3,298719.4375,3235604.733
1543,0,LCI3,298721.4375,3235604.733
1544,0,LCI3,298723.4375,3235604.733
1545,0,LCI3,298725.4375,3235604.733
1546,0,LCI3,298727.4375,3235604.733
1547,0,LCI3,298729.4375,3235604.733
1548,0,LCI3,298731.4375,3235604.733
1549,0,LCI3,298733.4375,3235604.733
1550,0,LCI3,298711.4375,3235606.733
1551,0,LCI3,298713.4375,3235606.733
1552,0,LCI3,298715.4375,3235606.733
1553,0,LCI3,298717.4375,3235606.733
1554,0,LCI3,298719.4375,3235606.733
1555,0,LCI3,298721.4375,3235606.733
1556,0,LCI3,298723.4375,3235606.733
1557,0,LCI3,298725.4375,3235606.733
1558,0,LCI3,298727.4375,3235606.733
1559,0,LCI3,298729.4375,3235606.733
1560,0,LCI3,298731.4375,3235606.733
1561,0,LCI3,298733.4375,3235606.733
1562,0,LCI3,298711.4375,3235608.733
1563,0,LCI3,298713.4375,3235608.733
1564,0,LCI3,298715.4375,3235608.733
1565,0,LCI3,298717.4375,3235608.733
1566,0,LCI3,298719.4375,3235608.733
1567,0,LCI3,298721.4375,3235608.733
1568,0,LCI3,298723.4375,3235608.733
1569,0,LCI3,298725.4375,3235608.733
1570,0,LCI3,298727.4375,3235608.733
1571,0,LCI3,298729.4375,3235608.733
1572,0,LCI3,298731.4375,3235608.733
1573,0,LCI3,298733.4375,3235608.733
1574,0,LCI3,298711.4375,3235610.733
1575,0,LCI3,298713.4375,3235610.733
1576,0,LCI3,298715.4375,3235610.733
1577,0,LCI3,298717.4375,3235610.733
1578,0,LCI3,298719.4375,3235610.733
1579,0,LCI3,298721.4375,3235610.733
1580,0,LCI3,298723.4375,3235610.733
1581,0,LCI3,298725.4375,3235610.733
1582,0,LCI3,298727.4375,3235610.733
1583,0,LCI3,298729.4375,3235610.733
1584,0,LCI3,298731.4375,3235610.733
1585,0,LCI3,298733.4375,3235610.733
1586,0,LCI3,298735.4375,3235610.733
1587,0,LCI3,298759.4375,3235610.733
1588,0,LCI3,298761.4375,3235610.733
1589,0,LCI3,298763.4375,3235610.733
1590,0,LCI3,298765.4375,3235610.733
1591,0,LCI3,298767.4375,3235610.733
1592,0,LCI3,298769.4375,3235610.733
1593,0,LCI3,298771.4375,3235610.733
1594,0,LCI3,298713.4375,3235612.733
1595,0,LCI3,298715.4375,3235612.733
1596,0,LCI3,298717.4375,3235612.733
1597,0,LCI3,298719.4375,3235612.733
1598,0,LCI3,298721.4375,3235612.733
1599,0,LCI3,298723.4375,3235612.733
1600,0,LCI3,298725.4375,3235612.733
1601,0,LCI3,298727.4375,3235612.733
1602,0,LCI3,298729.4375,3235612.733
1603,0,LCI3,298731.4375,3235612.733
1604,0,LCI3,298733.4375,3235612.733
1605,0,LCI3,298735.4375,3235612.733
1606,0,LCI3,298757.4375,3235612.733
1607,0,LCI3,298759.4375,3235612.733
1608,0,LCI3,298761.4375,3235612.733
1609,0,LCI3,298763.4375,3235612.733
1610,0,LCI3,298765.4375,3235612.733
1611,0,LCI3,298767.4375,3235612.733
1612,0,LCI3,298769.4375,3235612.733
1613,0,LCI3,298771.4375,3235612.733
1614,0,LCI3,298773.4375,3235612.733
1615,0,LCI3,298775.4375,3235612.733
1616,0,LCI3,298713.4375,3235614.733
1617,0,LCI3,298715.4375,3235614.733
1618,0,LCI3,298717.4375,3235614.733
1619,0,LCI3,298719.4375,3235614.733
1620,0,LCI3,298721.4375,3235614.733
1621,0,LCI3,298723.4375,3235614.733
1622,0,LCI3,298725.4375,3235614.733
1623,0,LCI3,298727.4375,3235614.733
1624,0,LCI3,298729.4375,3235614.733
1625,0,LCI3,298731.4375,3235614.733
1626,0,LCI3,298733.4375,3235614.733
1627,0,LCI3,298735.4375,3235614.733
1628,0,LCI3,298753.4375,3235614.733
1629,0,LCI3,298755.4375,3235614.733
1630,0,LCI3,298757.4375,3235614.733
1631,0,LCI3,298759.4375,3235614.733
1632,0,LCI3,298761.4375,3235614.733
1633,0,LCI3,298763.4375,3235614.733
1634,0,LCI3,298765.4375,3235614.733
1635,0,LCI3,298767.4375,3235614.733
1636,0,LCI3,298769.4375,3235614.733
1637,0,LCI3,298771.4375,3235614.733
1638,0,LCI3,298773.4375,3235614.733
1639,0,LCI3,298775.4375,3235614.733
1640,0,LCI3,298777.4375,3235614.733
1641,0,LCI3,298713.4375,3235616.733
1642,0,LCI3,298715.4375,3235616.733
1643,0,LCI3,298717.4375,3235616.733
1644,0,LCI3,298719.4375,3235616.733
1645,0,LCI3,298721.4375,3235616.733
1646,0,LCI3,298723.4375,3235616.733
1647,0,LCI3,298725.4375,3235616.733
1648,0,LCI3,298727.4375,3235616.733
1649,0,LCI3,298729.4375,3235616.733
1650,0,LCI3,298731.4375,3235616.733
1651,0,LCI3,298733.4375,3235616.733
1652,0,LCI3,298735.4375,3235616.733
1653,0,LCI3,298737.4375,3235616.733
1654,0,LCI3,298751.4375,3235616.733
1655,0,LCI3,298753.4375,3235616.733
1656,0,LCI3,298755.4375,3235616.733
1657,0,LCI3,298757.4375,3235616.733
1658,0,LCI3,298759.4375,3235616.733
1659,0,LCI3,298761.4375,3235616.733
1660,0,LCI3,298763.4375,3235616.733
1661,0,LCI3,298765.4375,3235616.733
1662,0,LCI3,298767.4375,3235616.733
1663,0,LCI3,298769.4375,3235616.733
1664,0,LCI3,298771.4375,3235616.733
1665,0,LCI3,298773.4375,3235616.733
1666,0,LCI3,298775.4375,3235616.733
1667,0,LCI3,298777.4375,3235616.733
1668,0,LCI3,298715.4375,3235618.733
1669,0,LCI3,298717.4375,3235618.733
1670,0,LCI3,298719.4375,3235618.733
1671,0,LCI3,298721.4375,3235618.733
1672,0,LCI3,298723.4375,3235618.733
1673,0,LCI3,298725.4375,3235618.733
1674,0,LCI3,298727.4375,3235618.733
1675,0,LCI3,298729.4375,3235618.733
1676,0,LCI3,298731.4375,3235618.733
1677,0,LCI3,298733.4375,3235618.733
1678,0,LCI3,298735.4375,3235618.733
1679,0,LCI3,298737.4375,3235618.733
1680,0,LCI3,298739.4375,3235618.733
1681,0,LCI3,298747.4375,3235618.733
1682,0,LCI3,298749.4375,3235618.733
1683,0,LCI3,298751.4375,3235618.733
1684,0,LCI3,298753.4375,3235618.733
1685,0,LCI3,298755.4375,3235618.733
1686,0,LCI3,298757.4375,3235618.733
1687,0,LCI3,298759.4375,3235618.733
1688,0,LCI3,298761.4375,3235618.733
1689,0,LCI3,298763.4375,3235618.733
1690,0,LCI3,298765.4375,3235618.733
1691,0,LCI3,298767.4375,3235618.733
1692,0,LCI3,298769.4375,3235618.733
1693,0,LCI3,298771.4375,3235618.733
1694,0,LCI3,298773.4375,3235618.733
1695,0,LCI3,298775.4375,3235618.733
1696,0,LCI3,298777.4375,3235618.733
1697,0,LCI3,298715.4375,3235620.733
1698,0,LCI3,298717.4375,3235620.733
1699,0,LCI3,298719.4375,3235620.733
1700,0,LCI3,298721.4375,3235620.733
1701,0,LCI3,298723.4375,3235620.733
1702,0,LCI3,298725.4375,3235620.733
1703,0,LCI3,298727.4375,3235620.733
1704,0,LCI3,298729.4375,3235620.733
1705,0,LCI3,298731.4375,3235620.733
1706,0,LCI3,298733.4375,3235620.733
1707,0,LCI3,298735.4375,3235620.733
1708,0,LCI3,298737.4375,3235620.733
1709,0,LCI3,298739.4375,3235620.733
1710,0,LCI3,298741.4375,3235620.733
1711,0,LCI3,298743.4375,3235620.733
1712,0,LCI3,298745.4375,3235620.733
1713,0,LCI3,298747.4375,3235620.733
1714,0,LCI3,298749.4375,3235620.733
1715,0,LCI3,298751.4375,3235620.733
1716,0,LCI3,298753.4375,3235620.733
1717,0,LCI3,298755.4375,3235620.733
1718,0,LCI3,298757.4375,3235620.733
1719,0,LCI3,298759.4375,3235620.733
1720,0,LCI3,298761.4375,3235620.733
1721,0,LCI3,298763.4375,3235620.733
1722,0,LCI3,298765.4375,3235620.733
1723,0,LCI3,298767.4375,3235620.733
1724,0,LCI3,298769.4375,3235620.733
1725,0,LCI3,298771.4375,3235620.733
1726,0,LCI3,298773.4375,3235620.733
1727,0,LCI3,298775.4375,3235620.733
1728,0,LCI3,298777.4375,3235620.733
1729,0,LCI3,298717.4375,3235622.733
1730,0,LCI3,298719.4375,3235622.733
1731,0,LCI3,298721.4375,3235622.733
1732,0,LCI3,298723.4375,3235622.733
1733,0,LCI3,298725.4375,3235622.733
1734,0,LCI3,298727.4375,3235622.733
1735,0,LCI3,298729.4375,3235622.733
1736,0,LCI3,298731.4375,3235622.733
1737,0,LCI3,298733.4375,3235622.733
1738,0,LCI3,298735.4375,3235622.733
1739,0,LCI3,298737.4375,3235622.733
1740,0,LCI3,298739.4375,3235622.733
1741,0,LCI3,298741.4375,3235622.733
1742,0,LCI3,298743.4375,3235622.733
1743,0,LCI3,298745.4375,3235622.733
1744,0,LCI3,298747.4375,3235622.733
1745,0,LCI3,298749.4375,3235622.733
1746,0,LCI3,298751.4375,3235622.733
1747,0,LCI3,298753.4375,3235622.733
1748,0,LCI3,298755.4375,3235622.733
1749,0,LCI3,298757.4375,3235622.733
1750,0,LCI3,298759.4375,3235622.733
1751,0,LCI3,298761.4375,3235622.733
1752,0,LCI3,298763.4375,3235622.733
1753,0,LCI3,298765.4375,3235622.733
1754,0,LCI3,298767.4375,3235622.733
1755,0,LCI3,298769.4375,3235622.733
1756,0,LCI3,298771.4375,3235622.733
1757,0,LCI3,298773.4375,3235622.733
1758,0,LCI3,298775.4375,3235622.733
1759,0,LCI3,298719.4375,3235624.733
1760,0,LCI3,298721.4375,3235624.733
1761,0,LCI3,298723.4375,3235624.733
1762,0,LCI3,298725.4375,3235624.733
1763,0,LCI3,298727.4375,3235624.733
1764,0,LCI3,298729.4375,3235624.733
1765,0,LCI3,298731.4375,3235624.733
1766,0,LCI3,298733.4375,3235624.733
1767,0,LCI3,298735.4375,3235624.733
1768,0,LCI3,298737.4375,3235624.733
1769,0,LCI3,298739.4375,3235624.733
1770,0,LCI3,298741.4375,3235624.733
1771,0,LCI3,298743.4375,3235624.733
1772,0,LCI3,298745.4375,3235624.733
1773,0,LCI3,298747.4375,3235624.733
1774,0,LCI3,298749.4375,3235624.733
1775,0,LCI3,298751.4375,3235624.733
1776,0,LCI3,298753.4375,3235624.733
1777,0,LCI3,298755.4375,3235624.733
1778,0,LCI3,298757.4375,3235624.733
1779,0,LCI3,298759.4375,3235624.733
1780,0,LCI3,298761.4375,3235624.733
1781,0,LCI3,298763.4375,3235624.733
1782,0,LCI3,298765.4375,3235624.733
1783,0,LCI3,298767.4375,3235624.733
1784,0,LCI3,298769.4375,3235624.733
1785,0,LCI3,298771.4375,3235624.733
1786,0,LCI3,298773.4375,3235624.733
1787,0,LCI3,298775.4375,3235624.733
1788,0,LCI3,298721.4375,3235626.733
1789,0,LCI3,298723.4375,3235626.733
1790,0,LCI3,298725.4375,3235626.733
1791,0,LCI3,298727.4375,3235626.733
1792,0,LCI3,298729.4375,3235626.733
1793,0,LCI3,298731.4375,3235626.733
1794,0,LCI3,298733.4375,3235626.733
1795,0,LCI3,298735.4375,3235626.733
1796,0,LCI3,298737.4375,3235626.733
1797,0,LCI3,298739.4375,3235626.733
1798,0,LCI3,298741.4375,3235626.733
1799,0,LCI3,298743.4375,3235626.733
1800,0,LCI3,298745.4375,3235626.733
1801,0,LCI3,298747.4375,3235626.733
1802,0,LCI3,298749.4375,3235626.733
1803,0,LCI3,298751.4375,3235626.733
1804,0,LCI3,298753.4375,3235626.733
1805,0,LCI3,298755.4375,3235626.733
1806,0,LCI3,298757.4375,3235626.733
1807,0,LCI3,298759.4375,3235626.733
1808,0,LCI3,298761.4375,3235626.733
1809,0,LCI3,298763.4375,3235626.733
1810,0,LCI3,298765.4375,3235626.733
1811,0,LCI3,298767.4375,3235626.733
1812,0,LCI3,298769.4375,3235626.733
1813,0,LCI3,298771.4375,3235626.733
1814,0,LCI3,298773.4375,3235626.733
1815,0,LCI3,298721.4375,3235628.733
1816,0,LCI3,298723.4375,3235628.733
1817,0,LCI3,298725.4375,3235628.733
1818,0,LCI3,298727.4375,3235628.733
1819,0,LCI3,298729.4375,3235628.733
1820,0,LCI3,298731.4375,3235628.733
1821,0,LCI3,298733.4375,3235628.733
1822,0,LCI3,298735.4375,3235628.733
1823,0,LCI3,298737.4375,3235628.733
1824,0,LCI3,298739.4375,3235628.733
1825,0,LCI3,298741.4375,3235628.733
1826,0,LCI3,298743.4375,3235628.733
1827,0,LCI3,298745.4375,3235628.733
1828,0,LCI3,298747.4375,3235628.733
1829,0,LCI3,298749.4375,3235628.733
1830,0,LCI3,298751.4375,3235628.733
1831,0,LCI3,298753.4375,3235628.733
1832,0,LCI3,298755.4375,3235628.733
1833,0,LCI3,298757.4375,3235628.733
1834,0,LCI3,298759.4375,3235628.733
1835,0,LCI3,298761.4375,3235628.733
1836,0,LCI3,298763.4375,3235628.733
1837,0,LCI3,298765.4375,3235628.733
1838,0,LCI3,298767.4375,3235628.733
1839,0,LCI3,298769.4375,3235628.733
1840,0,LCI3,298771.4375,3235628.733
1841,0,LCI3,298723.4375,3235630.733
1842,0,LCI3,298725.4375,3235630.733
1843,0,LCI3,298727.4375,3235630.733
1844,0,LCI3,298729.4375,3235630.733
1845,0,LCI3,298731.4375,3235630.733
1846,0,LCI3,298733.4375,3235630.733
1847,0,LCI3,298735.4375,3235630.733
1848,0,LCI3,298737.4375,3235630.733
1849,0,LCI3,298739.4375,3235630.733
1850,0,LCI3,298741.4375,3235630.733
1851,0,LCI3,298743.4375,3235630.733
1852,0,LCI3,298745.4375,3235630.733
1853,0,LCI3,298747.4375,3235630.733
1854,0,LCI3,298749.4375,3235630.733
1855,0,LCI3,298751.4375,3235630.733
1856,0,LCI3,298753.4375,3235630.733
1857,0,LCI3,298755.4375,3235630.733
1858,0,LCI3,298757.4375,3235630.733
1859,0,LCI3,298759.4375,3235630.733
1860,0,LCI3,298761.4375,3235630.733
1861,0,LCI3,298763.4375,3235630.733
1862,0,LCI3,298765.4375,3235630.733
1863,0,LCI3,298767.4375,3235630.733
1864,0,LCI3,298769.4375,3235630.733
1865,0,LCI3,298771.4375,3235630.733
1866,0,LCI3,298725.4375,3235632.733
1867,0,LCI3,298727.4375,3235632.733
1868,0,LCI3,298729.4375,3235632.733
1869,0,LCI3,298731.4375,3235632.733
1870,0,LCI3,298733.4375,3235632.733
1871,0,LCI3,298735.4375,3235632.733
1872,0,LCI3,298737.4375,3235632.733
1873,0,LCI3,298739.4375,3235632.733
1874,0,LCI3,298741.4375,3235632.733
1875,0,LCI3,298743.4375,3235632.733
1876,0,LCI3,298745.4375,3235632.733
1877,0,LCI3,298747.4375,3235632.733
1878,0,LCI3,298749.4375,3235632.733
1879,0,LCI3,298751.4375,3235632.733
1880,0,LCI3,298753.4375,3235632.733
1881,0,LCI3,298755.4375,3235632.733
1882,0,LCI3,298757.4375,3235632.733
1883,0,LCI3,298759.4375,3235632.733
1884,0,LCI3,298761.4375,3235632.733
1885,0,LCI3,298763.4375,3235632.733
1886,0,LCI3,298765.4375,3235632.733
1887,0,LCI3,298767.4375,3235632.733
1888,0,LCI3,298769.4375,3235632.733
1889,0,LCI3,298729.4375,3235634.733
1890,0,LCI3,298731.4375,3235634.733
1891,0,LCI3,298733.4375,3235634.733
1892,0,LCI3,298735.4375,3235634.733
1893,0,LCI3,298737.4375,3235634.733
1894,0,LCI3,298739.4375,3235634.733
1895,0,LCI3,298741.4375,3235634.733
1896,0,LCI3,298743.4375,3235634.733
1897,0,LCI3,298745.4375,3235634.733
1898,0,LCI3,298747.4375,3235634.733
1899,0,LCI3,298749.4375,3235634.733
1900,0,LCI3,298751.4375,3235634.733
1901,0,LCI3,298753.4375,3235634.733
1902,0,LCI3,298755.4375,3235634.733
1903,0,LCI3,298757.4375,3235634.733
1904,0,LCI3,298759.4375,3235634.733
1905,0,LCI3,298761.4375,3235634.733
1906,0,LCI3,298763.4375,3235634.733
1907,0,LCI3,298765.4375,3235634.733
1908,0,LCI3,298767.4375,3235634.733
1909,0,LCI3,298733.4375,3235636.733
1910,0,LCI3,298735.4375,3235636.733
1911,0,LCI3,298737.4375,3235636.733
1912,0,LCI3,298739.4375,3235636.733
1913,0,LCI3,298741.4375,3235636.733
1914,0,LCI3,298743.4375,3235636.733
1915,0,LCI3,298745.4375,3235636.733
1916,0,LCI3,298747.4375,3235636.733
1917,0,LCI3,298749.4375,3235636.733
1918,0,LCI3,298751.4375,3235636.733
1919,0,LCI3,298753.4375,3235636.733
1920,0,LCI3,298755.4375,3235636.733
1921,0,LCI3,298757.4375,3235636.733
1922,0,LCI3,298759.4375,3235636.733
1923,0,LCI3,298761.4375,3235636.733
1924,0,LCI3,298763.4375,3235636.733
1925,0,LCI3,298765.4375,3235636.733
1926,0,LCI3,298767.4375,3235636.733
1927,0,LCI3,298737.4375,3235638.733
1928,0,LCI3,298739.4375,3235638.733
1929,0,LCI3,298741.4375,3235638.733
1930,0,LCI3,298743.4375,3235638.733
1931,0,LCI3,298745.4375,3235638.733
1932,0,LCI3,298747.4375,3235638.733
1933,0,LCI3,298749.4375,3235638.733
1934,0,LCI3,298751.4375,3235638.733
1935,0,LCI3,298753.4375,3235638.733
1936,0,LCI3,298755.4375,3235638.733
1937,0,LCI3,298757.4375,3235638.733
1938,0,LCI3,298759.4375,3235638.733
1939,0,LCI3,298761.4375,3235638.733
1940,0,LCI3,298763.4375,3235638.733
1941,0,LCI3,298765.4375,3235638.733
1942,0,LCI3,298767.4375,3235638.733
1943,0,LCI21,298689.4375,3235640.733
1944,0,LCI21,298691.4375,3235640.733
1945,0,LCI21,298693.4375,3235640.733
1946,0,LCI3,298739.4375,3235640.733
1947,0,LCI3,298741.4375,3235640.733
1948,0,LCI3,298743.4375,3235640.733
1949,0,LCI3,298745.4375,3235640.733
1950,0,LCI3,298747.4375,3235640.733
1951,0,LCI3,298749.4375,3235640.733
1952,0,LCI3,298751.4375,3235640.733
1953,0,LCI3,298753.4375,3235640.733
1954,0,LCI3,298755.4375,3235640.733
1955,0,LCI3,298757.4375,3235640.733
1956,0,LCI3,298759.4375,3235640.733
1957,0,LCI3,298761.4375,3235640.733
1958,0,LCI3,298763.4375,3235640.733
1959,0,LCI3,298765.4375,3235640.733
1960,0,LCI21,298685.4375,3235642.733
1961,0,LCI21,298687.4375,3235642.733
1962,0,LCI21,298689.4375,3235642.733
1963,0,LCI21,298691.4375,3235642.733
1964,0,LCI21,298693.4375,3235642.733
1965,0,LCI3,298739.4375,3235642.733
1966,0,LCI3,298741.4375,3235642.733
1967,0,LCI3,298743.4375,3235642.733
1968,0,LCI3,298745.4375,3235642.733
1969,0,LCI3,298747.4375,3235642.733
1970,0,LCI3,298749.4375,3235642.733
1971,0,LCI3,298751.4375,3235642.733
1972,0,LCI3,298753.4375,3235642.733
1973,0,LCI3,298755.4375,3235642.733
1974,0,LCI3,298757.4375,3235642.733
1975,0,LCI3,298759.4375,3235642.733
1976,0,LCI3,298761.4375,3235642.733
1977,0,LCI3,298763.4375,3235642.733
1978,0,LCI3,298765.4375,3235642.733
1979,0,LCI21,298683.4375,3235644.733
1980,0,LCI21,298685.4375,3235644.733
1981,0,LCI21,298687.4375,3235644.733
1982,0,LCI21,298689.4375,3235644.733
1983,0,LCI21,298691.4375,3235644.733
