FID,FID_wildre,Id,FID_reefma,Id_1,Harvest,Locality,Site,POLY_AREA,Bar,Quartile,POINT_X,POINT_Y
773,716453,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235780.733
774,716454,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235780.733
775,716455,0,13,0,yes,LC,I,2700.90951,2,2,298883.4375,3235780.733
776,716456,0,13,0,yes,LC,I,2700.90951,2,2,298885.4375,3235780.733
777,716457,0,13,0,yes,LC,I,2700.90951,2,2,298887.4375,3235780.733
778,717527,0,13,0,yes,LC,I,2700.90951,2,2,298845.4375,3235782.733
779,717528,0,13,0,yes,LC,I,2700.90951,2,2,298847.4375,3235782.733
780,717529,0,13,0,yes,LC,I,2700.90951,2,2,298849.4375,3235782.733
781,717530,0,13,0,yes,LC,I,2700.90951,2,2,298851.4375,3235782.733
782,717531,0,13,0,yes,LC,I,2700.90951,2,2,298853.4375,3235782.733
783,717532,0,13,0,yes,LC,I,2700.90951,2,2,298855.4375,3235782.733
784,717533,0,13,0,yes,LC,I,2700.90951,2,2,298857.4375,3235782.733
785,717534,0,13,0,yes,LC,I,2700.90951,2,2,298859.4375,3235782.733
786,717535,0,13,0,yes,LC,I,2700.90951,2,2,298861.4375,3235782.733
787,717536,0,13,0,yes,LC,I,2700.90951,2,2,298863.4375,3235782.733
788,717537,0,13,0,yes,LC,I,2700.90951,2,2,298865.4375,3235782.733
789,717538,0,13,0,yes,LC,I,2700.90951,2,2,298867.4375,3235782.733
790,717539,0,13,0,yes,LC,I,2700.90951,2,2,298869.4375,3235782.733
791,717540,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235782.733
792,717541,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235782.733
793,717542,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235782.733
794,717543,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235782.733
795,717544,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235782.733
796,717545,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235782.733
797,717546,0,13,0,yes,LC,I,2700.90951,2,2,298883.4375,3235782.733
798,717547,0,13,0,yes,LC,I,2700.90951,2,2,298885.4375,3235782.733
799,717548,0,13,0,yes,LC,I,2700.90951,2,2,298887.4375,3235782.733
800,718619,0,13,0,yes,LC,I,2700.90951,2,2,298847.4375,3235784.733
801,718620,0,13,0,yes,LC,I,2700.90951,2,2,298849.4375,3235784.733
802,718621,0,13,0,yes,LC,I,2700.90951,2,2,298851.4375,3235784.733
803,718622,0,13,0,yes,LC,I,2700.90951,2,2,298853.4375,3235784.733
804,718623,0,13,0,yes,LC,I,2700.90951,2,2,298855.4375,3235784.733
805,718624,0,13,0,yes,LC,I,2700.90951,2,2,298857.4375,3235784.733
806,718625,0,13,0,yes,LC,I,2700.90951,2,2,298859.4375,3235784.733
807,718626,0,13,0,yes,LC,I,2700.90951,2,2,298861.4375,3235784.733
808,718627,0,13,0,yes,LC,I,2700.90951,2,2,298863.4375,3235784.733
809,718628,0,13,0,yes,LC,I,2700.90951,2,2,298865.4375,3235784.733
810,718629,0,13,0,yes,LC,I,2700.90951,2,2,298867.4375,3235784.733
811,718630,0,13,0,yes,LC,I,2700.90951,2,2,298869.4375,3235784.733
812,718631,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235784.733
813,718632,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235784.733
814,718633,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235784.733
815,718634,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235784.733
816,718635,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235784.733
817,718636,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235784.733
818,718637,0,13,0,yes,LC,I,2700.90951,2,2,298883.4375,3235784.733
819,718638,0,13,0,yes,LC,I,2700.90951,2,2,298885.4375,3235784.733
820,718639,0,13,0,yes,LC,I,2700.90951,2,2,298887.4375,3235784.733
821,719712,0,13,0,yes,LC,I,2700.90951,2,2,298851.4375,3235786.733
822,719713,0,13,0,yes,LC,I,2700.90951,2,2,298853.4375,3235786.733
823,719714,0,13,0,yes,LC,I,2700.90951,2,2,298855.4375,3235786.733
824,719715,0,13,0,yes,LC,I,2700.90951,2,2,298857.4375,3235786.733
825,719716,0,13,0,yes,LC,I,2700.90951,2,2,298859.4375,3235786.733
826,719717,0,13,0,yes,LC,I,2700.90951,2,2,298861.4375,3235786.733
827,719718,0,13,0,yes,LC,I,2700.90951,2,2,298863.4375,3235786.733
828,719719,0,13,0,yes,LC,I,2700.90951,2,2,298865.4375,3235786.733
829,719720,0,13,0,yes,LC,I,2700.90951,2,2,298867.4375,3235786.733
830,719721,0,13,0,yes,LC,I,2700.90951,2,2,298869.4375,3235786.733
831,719722,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235786.733
832,719723,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235786.733
833,719724,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235786.733
834,719725,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235786.733
835,719726,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235786.733
836,719727,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235786.733
837,719728,0,13,0,yes,LC,I,2700.90951,2,2,298883.4375,3235786.733
838,719729,0,13,0,yes,LC,I,2700.90951,2,2,298885.4375,3235786.733
839,720805,0,13,0,yes,LC,I,2700.90951,2,2,298855.4375,3235788.733
840,720806,0,13,0,yes,LC,I,2700.90951,2,2,298857.4375,3235788.733
841,720807,0,13,0,yes,LC,I,2700.90951,2,2,298859.4375,3235788.733
842,720808,0,13,0,yes,LC,I,2700.90951,2,2,298861.4375,3235788.733
843,720809,0,13,0,yes,LC,I,2700.90951,2,2,298863.4375,3235788.733
844,720810,0,13,0,yes,LC,I,2700.90951,2,2,298865.4375,3235788.733
845,720811,0,13,0,yes,LC,I,2700.90951,2,2,298867.4375,3235788.733
846,720812,0,13,0,yes,LC,I,2700.90951,2,2,298869.4375,3235788.733
847,720813,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235788.733
848,720814,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235788.733
849,720815,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235788.733
850,720816,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235788.733
851,720817,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235788.733
852,720818,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235788.733
853,720819,0,13,0,yes,LC,I,2700.90951,2,2,298883.4375,3235788.733
854,720820,0,13,0,yes,LC,I,2700.90951,2,2,298885.4375,3235788.733
855,721898,0,13,0,yes,LC,I,2700.90951,2,2,298859.4375,3235790.733
856,721899,0,13,0,yes,LC,I,2700.90951,2,2,298861.4375,3235790.733
857,721900,0,13,0,yes,LC,I,2700.90951,2,2,298863.4375,3235790.733
858,721901,0,13,0,yes,LC,I,2700.90951,2,2,298865.4375,3235790.733
859,721902,0,13,0,yes,LC,I,2700.90951,2,2,298867.4375,3235790.733
860,721903,0,13,0,yes,LC,I,2700.90951,2,2,298869.4375,3235790.733
861,721904,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235790.733
862,721905,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235790.733
863,721906,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235790.733
864,721907,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235790.733
865,721908,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235790.733
866,721909,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235790.733
867,721910,0,13,0,yes,LC,I,2700.90951,2,2,298883.4375,3235790.733
868,721911,0,13,0,yes,LC,I,2700.90951,2,2,298885.4375,3235790.733
869,722991,0,13,0,yes,LC,I,2700.90951,2,2,298863.4375,3235792.733
870,722992,0,13,0,yes,LC,I,2700.90951,2,2,298865.4375,3235792.733
871,722993,0,13,0,yes,LC,I,2700.90951,2,2,298867.4375,3235792.733
872,722994,0,13,0,yes,LC,I,2700.90951,2,2,298869.4375,3235792.733
873,722995,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235792.733
874,722996,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235792.733
875,722997,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235792.733
876,722998,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235792.733
877,722999,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235792.733
878,723000,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235792.733
879,723001,0,13,0,yes,LC,I,2700.90951,2,2,298883.4375,3235792.733
880,723002,0,13,0,yes,LC,I,2700.90951,2,2,298885.4375,3235792.733
881,724082,0,13,0,yes,LC,I,2700.90951,2,2,298863.4375,3235794.733
882,724083,0,13,0,yes,LC,I,2700.90951,2,2,298865.4375,3235794.733
883,724084,0,13,0,yes,LC,I,2700.90951,2,2,298867.4375,3235794.733
884,724085,0,13,0,yes,LC,I,2700.90951,2,2,298869.4375,3235794.733
885,724086,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235794.733
886,724087,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235794.733
887,724088,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235794.733
888,724089,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235794.733
889,724090,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235794.733
890,724091,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235794.733
891,724092,0,13,0,yes,LC,I,2700.90951,2,2,298883.4375,3235794.733
892,724093,0,13,0,yes,LC,I,2700.90951,2,2,298885.4375,3235794.733
893,725173,0,13,0,yes,LC,I,2700.90951,2,2,298863.4375,3235796.733
894,725174,0,13,0,yes,LC,I,2700.90951,2,2,298865.4375,3235796.733
895,725175,0,13,0,yes,LC,I,2700.90951,2,2,298867.4375,3235796.733
896,725176,0,13,0,yes,LC,I,2700.90951,2,2,298869.4375,3235796.733
897,725177,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235796.733
898,725178,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235796.733
899,725179,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235796.733
900,725180,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235796.733
901,725181,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235796.733
902,725182,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235796.733
903,725183,0,13,0,yes,LC,I,2700.90951,2,2,298883.4375,3235796.733
904,725184,0,13,0,yes,LC,I,2700.90951,2,2,298885.4375,3235796.733
905,726264,0,13,0,yes,LC,I,2700.90951,2,2,298863.4375,3235798.733
906,726265,0,13,0,yes,LC,I,2700.90951,2,2,298865.4375,3235798.733
907,726266,0,13,0,yes,LC,I,2700.90951,2,2,298867.4375,3235798.733
908,726267,0,13,0,yes,LC,I,2700.90951,2,2,298869.4375,3235798.733
909,726268,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235798.733
910,726269,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235798.733
911,726270,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235798.733
912,726271,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235798.733
913,726272,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235798.733
914,726273,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235798.733
915,726274,0,13,0,yes,LC,I,2700.90951,2,2,298883.4375,3235798.733
916,726275,0,13,0,yes,LC,I,2700.90951,2,2,298885.4375,3235798.733
917,727355,0,13,0,yes,LC,I,2700.90951,2,2,298863.4375,3235800.733
918,727356,0,13,0,yes,LC,I,2700.90951,2,2,298865.4375,3235800.733
919,727357,0,13,0,yes,LC,I,2700.90951,2,2,298867.4375,3235800.733
920,727358,0,13,0,yes,LC,I,2700.90951,2,2,298869.4375,3235800.733
921,727359,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235800.733
922,727360,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235800.733
923,727361,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235800.733
924,727362,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235800.733
925,727363,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235800.733
926,727364,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235800.733
927,727365,0,13,0,yes,LC,I,2700.90951,2,2,298883.4375,3235800.733
928,727366,0,13,0,yes,LC,I,2700.90951,2,2,298885.4375,3235800.733
929,728446,0,13,0,yes,LC,I,2700.90951,2,2,298863.4375,3235802.733
930,728447,0,13,0,yes,LC,I,2700.90951,2,2,298865.4375,3235802.733
931,728448,0,13,0,yes,LC,I,2700.90951,2,2,298867.4375,3235802.733
932,728449,0,13,0,yes,LC,I,2700.90951,2,2,298869.4375,3235802.733
933,728450,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235802.733
934,728451,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235802.733
935,728452,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235802.733
936,728453,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235802.733
937,728454,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235802.733
938,728455,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235802.733
939,728456,0,13,0,yes,LC,I,2700.90951,2,2,298883.4375,3235802.733
940,728457,0,13,0,yes,LC,I,2700.90951,2,2,298885.4375,3235802.733
941,729537,0,13,0,yes,LC,I,2700.90951,2,2,298863.4375,3235804.733
942,729538,0,13,0,yes,LC,I,2700.90951,2,2,298865.4375,3235804.733
943,729539,0,13,0,yes,LC,I,2700.90951,2,2,298867.4375,3235804.733
944,729540,0,13,0,yes,LC,I,2700.90951,2,2,298869.4375,3235804.733
945,729541,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235804.733
946,729542,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235804.733
947,729543,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235804.733
948,729544,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235804.733
949,729545,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235804.733
950,729546,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235804.733
951,729547,0,13,0,yes,LC,I,2700.90951,2,2,298883.4375,3235804.733
952,729548,0,13,0,yes,LC,I,2700.90951,2,2,298885.4375,3235804.733
953,730628,0,13,0,yes,LC,I,2700.90951,2,2,298863.4375,3235806.733
954,730629,0,13,0,yes,LC,I,2700.90951,2,2,298865.4375,3235806.733
955,730630,0,13,0,yes,LC,I,2700.90951,2,2,298867.4375,3235806.733
956,730631,0,13,0,yes,LC,I,2700.90951,2,2,298869.4375,3235806.733
957,730632,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235806.733
958,730633,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235806.733
959,730634,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235806.733
960,730635,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235806.733
961,730636,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235806.733
962,730637,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235806.733
963,730638,0,13,0,yes,LC,I,2700.90951,2,2,298883.4375,3235806.733
964,730639,0,13,0,yes,LC,I,2700.90951,2,2,298885.4375,3235806.733
965,731720,0,13,0,yes,LC,I,2700.90951,2,2,298865.4375,3235808.733
966,731721,0,13,0,yes,LC,I,2700.90951,2,2,298867.4375,3235808.733
967,731722,0,13,0,yes,LC,I,2700.90951,2,2,298869.4375,3235808.733
968,731723,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235808.733
969,731724,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235808.733
970,731725,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235808.733
971,731726,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235808.733
972,731727,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235808.733
973,731728,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235808.733
974,731729,0,13,0,yes,LC,I,2700.90951,2,2,298883.4375,3235808.733
975,731730,0,13,0,yes,LC,I,2700.90951,2,2,298885.4375,3235808.733
976,732811,0,13,0,yes,LC,I,2700.90951,2,2,298865.4375,3235810.733
977,732812,0,13,0,yes,LC,I,2700.90951,2,2,298867.4375,3235810.733
978,732813,0,13,0,yes,LC,I,2700.90951,2,2,298869.4375,3235810.733
979,732814,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235810.733
980,732815,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235810.733
981,732816,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235810.733
982,732817,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235810.733
983,732818,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235810.733
984,732819,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235810.733
985,732820,0,13,0,yes,LC,I,2700.90951,2,2,298883.4375,3235810.733
986,733902,0,13,0,yes,LC,I,2700.90951,2,2,298865.4375,3235812.733
987,733903,0,13,0,yes,LC,I,2700.90951,2,2,298867.4375,3235812.733
988,733904,0,13,0,yes,LC,I,2700.90951,2,2,298869.4375,3235812.733
989,733905,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235812.733
990,733906,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235812.733
991,733907,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235812.733
992,733908,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235812.733
993,733909,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235812.733
994,733910,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235812.733
995,733911,0,13,0,yes,LC,I,2700.90951,2,2,298883.4375,3235812.733
996,734994,0,13,0,yes,LC,I,2700.90951,2,2,298867.4375,3235814.733
997,734995,0,13,0,yes,LC,I,2700.90951,2,2,298869.4375,3235814.733
998,734996,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235814.733
999,734997,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235814.733
1000,734998,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235814.733
1001,734999,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235814.733
1002,735000,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235814.733
1003,735001,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235814.733
1004,735002,0,13,0,yes,LC,I,2700.90951,2,2,298883.4375,3235814.733
1005,736085,0,13,0,yes,LC,I,2700.90951,2,2,298867.4375,3235816.733
1006,736086,0,13,0,yes,LC,I,2700.90951,2,2,298869.4375,3235816.733
1007,736087,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235816.733
1008,736088,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235816.733
1009,736089,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235816.733
1010,736090,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235816.733
1011,736091,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235816.733
1012,736092,0,13,0,yes,LC,I,2700.90951,2,2,298881.4375,3235816.733
1013,737183,0,13,0,yes,LC,I,2700.90951,2,2,298881.4368,3235818.733
1014,737178,0,13,0,yes,LC,I,2700.90951,2,2,298871.4375,3235818.733
1015,737179,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235818.733
1016,737180,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235818.733
1017,737181,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235818.733
1018,737182,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235818.733
1019,738270,0,13,0,yes,LC,I,2700.90951,2,2,298873.4375,3235820.733
1020,738271,0,13,0,yes,LC,I,2700.90951,2,2,298875.4375,3235820.733
1021,738272,0,13,0,yes,LC,I,2700.90951,2,2,298877.4375,3235820.733
1022,738273,0,13,0,yes,LC,I,2700.90951,2,2,298879.4375,3235820.733
1023,787586,0,15,0,no,LC,I,3486.475107,1,3,299315.4375,3235910.733
1024,788672,0,15,0,no,LC,I,3486.475107,1,3,299305.4375,3235912.733
1025,788673,0,15,0,no,LC,I,3486.475107,1,3,299307.4375,3235912.733
1026,788674,0,15,0,no,LC,I,3486.475107,1,3,299309.4375,3235912.733
1027,788675,0,15,0,no,LC,I,3486.475107,1,3,299311.4375,3235912.733
1028,788676,0,15,0,no,LC,I,3486.475107,1,3,299313.4375,3235912.733
1029,788677,0,15,0,no,LC,I,3486.475107,1,3,299315.4375,3235912.733
1030,788678,0,15,0,no,LC,I,3486.475107,1,3,299317.4375,3235912.733
1031,788679,0,15,0,no,LC,I,3486.475107,1,3,299319.4375,3235912.733
1032,789761,0,15,0,no,LC,I,3486.475107,1,3,299301.4375,3235914.733
1033,789762,0,15,0,no,LC,I,3486.475107,1,3,299303.4375,3235914.733
1034,789763,0,15,0,no,LC,I,3486.475107,1,3,299305.4375,3235914.733
1035,789764,0,15,0,no,LC,I,3486.475107,1,3,299307.4375,3235914.733
1036,789765,0,15,0,no,LC,I,3486.475107,1,3,299309.4375,3235914.733
1037,789766,0,15,0,no,LC,I,3486.475107,1,3,299311.4375,3235914.733
1038,789767,0,15,0,no,LC,I,3486.475107,1,3,299313.4375,3235914.733
1039,789768,0,15,0,no,LC,I,3486.475107,1,3,299315.4375,3235914.733
1040,789769,0,15,0,no,LC,I,3486.475107,1,3,299317.4375,3235914.733
1041,789770,0,15,0,no,LC,I,3486.475107,1,3,299319.4375,3235914.733
1042,789771,0,15,0,no,LC,I,3486.475107,1,3,299321.4375,3235914.733
1043,790833,0,15,0,no,LC,I,3486.475107,1,3,299263.4375,3235916.733
1044,790834,0,15,0,no,LC,I,3486.475107,1,3,299265.4375,3235916.733
1045,790835,0,15,0,no,LC,I,3486.475107,1,3,299267.4375,3235916.733
1046,790836,0,15,0,no,LC,I,3486.475107,1,3,299269.4375,3235916.733
1047,790837,0,15,0,no,LC,I,3486.475107,1,3,299271.4375,3235916.733
1048,790838,0,15,0,no,LC,I,3486.475107,1,3,299273.4375,3235916.733
1049,790839,0,15,0,no,LC,I,3486.475107,1,3,299275.4375,3235916.733
1050,790840,0,15,0,no,LC,I,3486.475107,1,3,299277.4375,3235916.733
1051,790841,0,15,0,no,LC,I,3486.475107,1,3,299279.4375,3235916.733
1052,790842,0,15,0,no,LC,I,3486.475107,1,3,299281.4375,3235916.733
1053,790851,0,15,0,no,LC,I,3486.475107,1,3,299299.4375,3235916.733
1054,790852,0,15,0,no,LC,I,3486.475107,1,3,299301.4375,3235916.733
1055,790853,0,15,0,no,LC,I,3486.475107,1,3,299303.4375,3235916.733
1056,790854,0,15,0,no,LC,I,3486.475107,1,3,299305.4375,3235916.733
1057,790855,0,15,0,no,LC,I,3486.475107,1,3,299307.4375,3235916.733
1058,790856,0,15,0,no,LC,I,3486.475107,1,3,299309.4375,3235916.733
1059,790857,0,15,0,no,LC,I,3486.475107,1,3,299311.4375,3235916.733
1060,790858,0,15,0,no,LC,I,3486.475107,1,3,299313.4375,3235916.733
1061,790859,0,15,0,no,LC,I,3486.475107,1,3,299315.4375,3235916.733
1062,790860,0,15,0,no,LC,I,3486.475107,1,3,299317.4375,3235916.733
1063,790861,0,15,0,no,LC,I,3486.475107,1,3,299319.4375,3235916.733
1064,790862,0,15,0,no,LC,I,3486.475107,1,3,299321.4375,3235916.733
1065,791923,0,15,0,no,LC,I,3486.475107,1,3,299261.4375,3235918.733
1066,791924,0,15,0,no,LC,I,3486.475107,1,3,299263.4375,3235918.733
1067,791925,0,15,0,no,LC,I,3486.475107,1,3,299265.4375,3235918.733
1068,791926,0,15,0,no,LC,I,3486.475107,1,3,299267.4375,3235918.733
1069,791927,0,15,0,no,LC,I,3486.475107,1,3,299269.4375,3235918.733
1070,791928,0,15,0,no,LC,I,3486.475107,1,3,299271.4375,3235918.733
1071,791929,0,15,0,no,LC,I,3486.475107,1,3,299273.4375,3235918.733
1072,791930,0,15,0,no,LC,I,3486.475107,1,3,299275.4375,3235918.733
1073,791931,0,15,0,no,LC,I,3486.475107,1,3,299277.4375,3235918.733
1074,791932,0,15,0,no,LC,I,3486.475107,1,3,299279.4375,3235918.733
1075,791933,0,15,0,no,LC,I,3486.475107,1,3,299281.4375,3235918.733
1076,791934,0,15,0,no,LC,I,3486.475107,1,3,299283.4375,3235918.733
1077,791941,0,15,0,no,LC,I,3486.475107,1,3,299297.4375,3235918.733
1078,791942,0,15,0,no,LC,I,3486.475107,1,3,299299.4375,3235918.733
1079,791943,0,15,0,no,LC,I,3486.475107,1,3,299301.4375,3235918.733
1080,791944,0,15,0,no,LC,I,3486.475107,1,3,299303.4375,3235918.733
1081,791945,0,15,0,no,LC,I,3486.475107,1,3,299305.4375,3235918.733
1082,791946,0,15,0,no,LC,I,3486.475107,1,3,299307.4375,3235918.733
1083,791947,0,15,0,no,LC,I,3486.475107,1,3,299309.4375,3235918.733
1084,791948,0,15,0,no,LC,I,3486.475107,1,3,299311.4375,3235918.733
1085,791949,0,15,0,no,LC,I,3486.475107,1,3,299313.4375,3235918.733
1086,791950,0,15,0,no,LC,I,3486.475107,1,3,299315.4375,3235918.733
1087,791951,0,15,0,no,LC,I,3486.475107,1,3,299317.4375,3235918.733
1088,791952,0,15,0,no,LC,I,3486.475107,1,3,299319.4375,3235918.733
1089,791953,0,15,0,no,LC,I,3486.475107,1,3,299321.4375,3235918.733
1090,791954,0,15,0,no,LC,I,3486.475107,1,3,299323.4375,3235918.733
1091,793014,0,15,0,no,LC,I,3486.475107,1,3,299261.4375,3235920.733
1092,793015,0,15,0,no,LC,I,3486.475107,1,3,299263.4375,3235920.733
1093,793016,0,15,0,no,LC,I,3486.475107,1,3,299265.4375,3235920.733
1094,793017,0,15,0,no,LC,I,3486.475107,1,3,299267.4375,3235920.733
1095,793018,0,15,0,no,LC,I,3486.475107,1,3,299269.4375,3235920.733
1096,793019,0,15,0,no,LC,I,3486.475107,1,3,299271.4375,3235920.733
1097,793020,0,15,0,no,LC,I,3486.475107,1,3,299273.4375,3235920.733
1098,793021,0,15,0,no,LC,I,3486.475107,1,3,299275.4375,3235920.733
1099,793022,0,15,0,no,LC,I,3486.475107,1,3,299277.4375,3235920.733
1100,793023,0,15,0,no,LC,I,3486.475107,1,3,299279.4375,3235920.733
1101,793024,0,15,0,no,LC,I,3486.475107,1,3,299281.4375,3235920.733
1102,793025,0,15,0,no,LC,I,3486.475107,1,3,299283.4375,3235920.733
1103,793026,0,15,0,no,LC,I,3486.475107,1,3,299285.4375,3235920.733
1104,793031,0,15,0,no,LC,I,3486.475107,1,3,299295.4375,3235920.733
1105,793032,0,15,0,no,LC,I,3486.475107,1,3,299297.4375,3235920.733
1106,793033,0,15,0,no,LC,I,3486.475107,1,3,299299.4375,3235920.733
1107,793034,0,15,0,no,LC,I,3486.475107,1,3,299301.4375,3235920.733
1108,793035,0,15,0,no,LC,I,3486.475107,1,3,299303.4375,3235920.733
1109,793036,0,15,0,no,LC,I,3486.475107,1,3,299305.4375,3235920.733
1110,793037,0,15,0,no,LC,I,3486.475107,1,3,299307.4375,3235920.733
1111,793038,0,15,0,no,LC,I,3486.475107,1,3,299309.4375,3235920.733
