"","point","bar","station","date","POINT_X","POINT_Y","locality","site","elev_m"
"3311","PC3917",NA,NA,"10/12/2017 0:00",296569.4473,3235560.546,"LC","O",-1.08204
"3312","PC3918",NA,NA,"10/12/2017 0:00",296573.3554,3235565.576,"LC","O",-1.057656
"3313","PC3919",NA,NA,"10/12/2017 0:00",296577.5921,3235570.191,"LC","O",-1.042416
"3314","PC392",NA,NA,"9/5/2017 0:00",294674.6434,3238872.571,"LC","O",-0.795528
"3315","PC3920",NA,NA,"10/12/2017 0:00",296581.5515,3235575.163,"LC","O",-1.042416
"3316","PC3923",NA,NA,"10/12/2017 0:00",296597.3827,3235584.672,"LC","O",-1.213104
"3317","PC3924",NA,NA,"10/12/2017 0:00",296602.7944,3235587.668,"LC","O",-1.23444
"3318","PC3925",NA,NA,"10/12/2017 0:00",296607.9531,3235591.02,"LC","O",-1.231392
"3319","PC3926",NA,NA,"10/12/2017 0:00",296613.5186,3235593.816,"LC","O",-1.228344
"3320","PC3927",NA,NA,"10/12/2017 0:00",296657.2906,3235556.965,"LC","O",-1.100328
"3321","PC3928",NA,NA,"10/12/2017 0:00",296652.9763,3235552.548,"LC","O",-1.060704
"3322","PC3929",NA,NA,"10/12/2017 0:00",296648.5621,3235548.212,"LC","O",-1.05156
"3323","PC393",NA,NA,"9/5/2017 0:00",294680.0348,3238876.033,"LC","O",-0.643128
"3324","PC3930",NA,NA,"10/12/2017 0:00",296644.6301,3235543.24,"LC","O",-1.027176
"3325","PC3931",NA,NA,"10/12/2017 0:00",296639.2427,3235540.232,"LC","O",-1.011936
"3326","PC3933",NA,NA,"10/12/2017 0:00",296629.7172,3235532.394,"LC","O",-0.987552
"3327","PC3934",NA,NA,"10/12/2017 0:00",296625.065,3235528.385,"LC","O",-0.993648
"3328","PC3935",NA,NA,"10/12/2017 0:00",296620.1563,3235524.678,"LC","O",-0.987552
"3329","PC3936",NA,NA,"10/12/2017 0:00",296615.1247,3235521.228,"LC","O",-0.993648
"3330","PC3937",NA,NA,"10/12/2017 0:00",296610.2584,3235517.489,"LC","O",-0.9906
"3331","PC3938",NA,NA,"10/12/2017 0:00",296605.1324,3235514.046,"LC","O",-0.996696
"3332","PC3939",NA,NA,"10/12/2017 0:00",296600.4704,3235509.965,"LC","O",-0.999744
"3333","PC394",NA,NA,"9/5/2017 0:00",294686.2701,3238876.59,"LC","O",-0.551688
"3334","PC3940",NA,NA,"10/12/2017 0:00",296595.5797,3235506.223,"LC","O",-1.008888
"3335","PC3941",NA,NA,"10/12/2017 0:00",296590.9789,3235502.175,"LC","O",-1.024128
"3336","PC3942",NA,NA,"10/12/2017 0:00",296586.4346,3235497.946,"LC","O",-1.030224
"3337","PC3943",NA,NA,"10/12/2017 0:00",296581.5138,3235494.266,"LC","O",-1.039368
"3338","PC3944",NA,NA,"10/12/2017 0:00",296576.8308,3235490.222,"LC","O",-1.048512
"3339","PC3945",NA,NA,"10/12/2017 0:00",296571.3766,3235487.251,"LC","O",-1.063752
"3340","PC3946",NA,NA,"10/12/2017 0:00",296627.742,3235290.785,"LC","O",-1.018032
"3341","PC3947",NA,NA,"10/12/2017 0:00",296633.6171,3235292.707,"LC","O",-1.045464
"3342","PC3948",NA,NA,"10/12/2017 0:00",296639.2045,3235295.22,"LC","O",-1.057656
"3343","PC3949",NA,NA,"10/12/2017 0:00",296644.5969,3235298.085,"LC","O",-1.078992
"3344","PC395",NA,NA,"9/5/2017 0:00",294683.566,3238869.413,"LC","O",-0.56388
"3345","PC3950",NA,NA,"10/12/2017 0:00",296649.396,3235302.162,"LC","O",-1.091184
"3346","PC3951",NA,NA,"10/12/2017 0:00",296655.4217,3235303.882,"LC","O",-1.106424
"3347","PC3952",NA,NA,"10/12/2017 0:00",296661.9147,3235304.628,"LC","O",-1.100328
"3348","PC3953",NA,NA,"10/12/2017 0:00",296666.5699,3235308.987,"LC","O",-1.11252
"3349","PC3954",NA,NA,"10/12/2017 0:00",296670.7481,3235314.243,"LC","O",-1.139952
"3350","PC3955",NA,NA,"10/12/2017 0:00",296675.6578,3235318.066,"LC","O",-1.118616
"3351","PC3956",NA,NA,"10/12/2017 0:00",296681.4046,3235320.313,"LC","O",-1.0668
"3352","PC3957",NA,NA,"10/12/2017 0:00",296687.4358,3235321.959,"LC","O",-1.048512
"3353","PC3958",NA,NA,"10/12/2017 0:00",296693.0448,3235324.502,"LC","O",-1.014984
"3354","PC3959",NA,NA,"10/12/2017 0:00",296698.6838,3235326.981,"LC","O",-0.947928
"3355","PC396",NA,NA,"9/5/2017 0:00",294680.6687,3238877.811,"LC","O",-0.646176
"3356","PC3960",NA,NA,"10/12/2017 0:00",296705.2758,3235328.254,"LC","O",-0.911352
"3357","PC3961",NA,NA,"10/12/2017 0:00",296711.1448,3235330.182,"LC","O",-0.89916
"3358","PC3962",NA,NA,"10/12/2017 0:00",296716.1925,3235333.739,"LC","O",-0.880872
"3359","PC3963",NA,NA,"10/12/2017 0:00",296722.1636,3235335.493,"LC","O",-0.890016
"3360","PC3964",NA,NA,"10/12/2017 0:00",296727.1874,3235339.102,"LC","O",-0.896112
"3361","PC3966",NA,NA,"10/12/2017 0:00",296736.7336,3235347.238,"LC","O",-0.917448
"3362","PC3967",NA,NA,"10/12/2017 0:00",296742.2067,3235349.926,"LC","O",-0.966216
"3363","PC3968",NA,NA,"10/12/2017 0:00",296748.01,3235352.013,"LC","O",-1.045464
"3364","PC3969",NA,NA,"10/12/2017 0:00",296754.0205,3235353.724,"LC","O",-1.179576
"3365","PC3970",NA,NA,"10/12/2017 0:00",296759.7076,3235356.126,"LC","O",-1.258824
"3366","PC3971",NA,NA,"10/12/2017 0:00",296765.4661,3235358.329,"LC","O",-1.277112
"3367","PC3972",NA,NA,"10/12/2017 0:00",296785.9496,3235336.826,"LC","O",-1.3716
"3368","PC3973",NA,NA,"10/12/2017 0:00",296779.6039,3235335.122,"LC","O",-1.347216
"3369","PC3974",NA,NA,"10/12/2017 0:00",296774.6008,3235331.424,"LC","O",-1.338072
"3370","PC3975",NA,NA,"10/12/2017 0:00",296769.8706,3235327.206,"LC","O",-1.331976
"3371","PC3976",NA,NA,"10/12/2017 0:00",296764.2081,3235324.834,"LC","O",-1.322832
"3372","PC3977",NA,NA,"10/12/2017 0:00",296758.5128,3235322.548,"LC","O",-1.298448
"3373","PC3978",NA,NA,"10/12/2017 0:00",296753.0005,3235319.909,"LC","O",-1.225296
"3374","PC3979",NA,NA,"10/12/2017 0:00",296747.398,3235317.421,"LC","O",-1.118616
"3375","PC398",NA,NA,"9/5/2017 0:00",294692.8574,3238879.813,"LC","O",-0.527304
"3376","PC3980",NA,NA,"10/12/2017 0:00",296741.9563,3235314.48,"LC","O",-1.05156
"3377","PC3981",NA,NA,"10/12/2017 0:00",296736.5511,3235311.542,"LC","O",-1.018032
"3378","PC3982",NA,NA,"10/12/2017 0:00",296731.0509,3235308.888,"LC","O",-0.993648
"3379","PC3983",NA,NA,"10/12/2017 0:00",296725.8349,3235305.619,"LC","O",-0.993648
"3380","PC3984",NA,NA,"10/12/2017 0:00",296720.4566,3235302.605,"LC","O",-1.00584
"3381","PC3985",NA,NA,"10/12/2017 0:00",296714.7882,3235300.254,"LC","O",-1.02108
"3382","PC3986",NA,NA,"10/12/2017 0:00",296709.1918,3235297.763,"LC","O",-1.008888
"3383","PC3987",NA,NA,"10/12/2017 0:00",296703.7724,3235294.941,"LC","O",-1.063752
"3384","PC3988",NA,NA,"10/12/2017 0:00",296698.5717,3235291.675,"LC","O",-1.133856
"3385","PC3989",NA,NA,"10/12/2017 0:00",296693.6082,3235287.98,"LC","O",-1.143
"3386","PC399",NA,NA,"9/5/2017 0:00",294698.2612,3238882.947,"LC","O",-1.207008
"3387","PC40",NA,NA,"9/5/2017 0:00",294343.5434,3239210.489,"LC","O",-1.100328
"3388","PC400",NA,NA,"9/5/2017 0:00",294704.4826,3238883.656,"LC","O",-2.097024
"3389","PC401",NA,NA,"9/5/2017 0:00",294710.4861,3238884.915,"LC","O",-1.987296
"3390","PC402",NA,NA,"9/5/2017 0:00",294723.455,3238871.904,"LC","O",-1.917192
"3391","PC403",NA,NA,"9/5/2017 0:00",294721.142,3238869.12,"LC","O",-2.008632
"3392","PC404",NA,NA,"9/5/2017 0:00",294718.9431,3238867.562,"LC","O",-1.61544
"3393","PC405",NA,NA,"9/5/2017 0:00",294713.4656,3238864.723,"LC","O",-1.03632
"3394","PC406",NA,NA,"9/5/2017 0:00",294709.3971,3238859.825,"LC","O",-0.789432
"3395","PC409",NA,NA,"9/5/2017 0:00",294694.4084,3238849.044,"LC","O",-0.713232
"3396","PC41",NA,NA,"9/5/2017 0:00",294348.7459,3239214.322,"LC","O",-1.03632
"3397","PC410",NA,NA,"9/5/2017 0:00",294688.5116,3238846.719,"LC","O",-0.877824
"3398","PC411",NA,NA,"9/5/2017 0:00",294682.2631,3238844.261,"LC","O",-1.014984
"3399","PC412",NA,NA,"9/5/2017 0:00",294676.8519,3238841.335,"LC","O",-1.063752
"3400","PC413",NA,NA,"9/5/2017 0:00",294672.1274,3238837.434,"LC","O",-1.12776
"3401","PC414",NA,NA,"9/5/2017 0:00",294667.2251,3238833.779,"LC","O",-1.182624
"3402","PC415",NA,NA,"9/5/2017 0:00",294662.5391,3238829.743,"LC","O",-1.261872
"3403","PC416",NA,NA,"9/5/2017 0:00",294685.8728,3238802.561,"LC","O",-1.40208
"3404","PC417",NA,NA,"9/5/2017 0:00",294689.9024,3238807.538,"LC","O",-1.359408
"3405","PC418",NA,NA,"9/5/2017 0:00",294693.2047,3238813.024,"LC","O",-1.075944
"3406","PC419",NA,NA,"9/5/2017 0:00",294700.3533,3238814.158,"LC","O",-0.950976
"3407","PC42",NA,NA,"9/5/2017 0:00",294354.9503,3239215.18,"LC","O",-0.954024
"3408","PC420",NA,NA,"9/5/2017 0:00",294704.6797,3238818.547,"LC","O",-0.923544
"3409","PC421",NA,NA,"9/5/2017 0:00",294708.0158,3238824.066,"LC","O",-0.896112
"3410","PC422",NA,NA,"9/5/2017 0:00",294712.1875,3238828.554,"LC","O",-0.89916
"3411","PC425",NA,NA,"9/5/2017 0:00",294725.4709,3238841.316,"LC","O",-0.832104
"3412","PC426",NA,NA,"9/5/2017 0:00",294730.7088,3238844.658,"LC","O",-0.798576
"3413","PC427",NA,NA,"9/5/2017 0:00",294734.6964,3238849.364,"LC","O",-0.835152
"3414","PC428",NA,NA,"9/5/2017 0:00",294741.0993,3238851.331,"LC","O",-1.002792
"3415","PC429",NA,NA,"9/5/2017 0:00",294744.9904,3238856.159,"LC","O",-1.563624
"3416","PC43",NA,NA,"9/5/2017 0:00",294361.089,3239216.204,"LC","O",-0.765048
"3417","PC430",NA,NA,"9/5/2017 0:00",294749.071,3238859.974,"LC","O",-1.533144
"3418","PC431",NA,NA,"9/5/2017 0:00",294760.4171,3238829.337,"LC","O",-1.520952
"3419","PC432",NA,NA,"9/5/2017 0:00",294759.7804,3238844.386,"LC","O",-1.435608
"3420","PC433",NA,NA,"9/5/2017 0:00",294754.9458,3238840.443,"LC","O",-1.426464
"3421","PC434",NA,NA,"9/5/2017 0:00",294750.8251,3238835.86,"LC","O",-1.194816
"3422","PC435",NA,NA,"9/5/2017 0:00",294748.4055,3238829.861,"LC","O",-1.042416
"3423","PC436",NA,NA,"9/5/2017 0:00",294745.968,3238823.916,"LC","O",-0.984504
"3424","PC437",NA,NA,"9/5/2017 0:00",294741.8113,3238819.403,"LC","O",-0.97536
"3425","PC44",NA,NA,"9/5/2017 0:00",294366.7017,3239218.802,"LC","O",-0.676656
"3426","PC440",NA,NA,"9/5/2017 0:00",294729.8854,3238805.337,"LC","O",-1.018032
"3427","PC441",NA,NA,"9/5/2017 0:00",294726.0763,3238800.468,"LC","O",-1.060704
"3428","PC442",NA,NA,"9/5/2017 0:00",294721.7049,3238796.162,"LC","O",-1.146048
"3429","PC443",NA,NA,"9/5/2017 0:00",294717.8025,3238791.44,"LC","O",-1.328928
"3430","PC444",NA,NA,"9/5/2017 0:00",294714.4054,3238786.275,"LC","O",-1.405128
"3431","PC445",NA,NA,"9/5/2017 0:00",294710.5726,3238781.491,"LC","O",-1.423416
"3432","PC446",NA,NA,"9/5/2017 0:00",294705.5594,3238777.696,"LC","O",-1.377696
"3433","PC447",NA,NA,"9/5/2017 0:00",294734.3746,3238732.398,"LC","O",-1.438656
"3434","PC448",NA,NA,"9/5/2017 0:00",294737.9379,3238737.378,"LC","O",-1.41732
"3435","PC449",NA,NA,"9/5/2017 0:00",294740.1035,3238743.258,"LC","O",-1.380744
"3436","PC45",NA,NA,"9/5/2017 0:00",294372.596,3239220.474,"LC","O",-0.588264
"3437","PC450",NA,NA,"9/5/2017 0:00",294742.8334,3238748.81,"LC","O",-1.365504
"3438","PC451",NA,NA,"9/5/2017 0:00",294747.9703,3238752.82,"LC","O",-1.319784
"3439","PC452",NA,NA,"9/5/2017 0:00",294751.4248,3238757.924,"LC","O",-1.286256
"3440","PC453",NA,NA,"9/5/2017 0:00",294753.5115,3238763.838,"LC","O",-1.237488
"3441","PC454",NA,NA,"9/5/2017 0:00",294755.0858,3238770.067,"LC","O",-1.255776
"3442","PC455",NA,NA,"9/5/2017 0:00",294760.8047,3238773.686,"LC","O",-1.139952
"3443","PC456",NA,NA,"9/5/2017 0:00",294764.6772,3238778.481,"LC","O",-1.02108
"3444","PC457",NA,NA,"9/5/2017 0:00",294766.1153,3238784.827,"LC","O",-0.954024
"3445","PC458",NA,NA,"9/5/2017 0:00",294767.9656,3238790.899,"LC","O",-0.963168
"3446","PC459",NA,NA,"9/5/2017 0:00",294770.0494,3238796.834,"LC","O",-1.15824
"3447","PC46",NA,NA,"9/5/2017 0:00",294379.1395,3239221.787,"LC","O",-0.667512
"3448","PC460",NA,NA,"9/5/2017 0:00",294772.5611,3238802.546,"LC","O",-1.591056
"3449","PC461",NA,NA,"9/5/2017 0:00",294778.3071,3238806.131,"LC","O",-1.716024
"3450","PC462",NA,NA,"9/5/2017 0:00",294782.2886,3238810.825,"LC","O",-1.755648
"3451","PC463",NA,NA,"9/5/2017 0:00",294813.3088,3238791.368,"LC","O",-1.694688
"3452","PC464",NA,NA,"9/5/2017 0:00",294808.4275,3238787.31,"LC","O",-1.042416
"3453","PC465",NA,NA,"9/5/2017 0:00",294804.8523,3238782.351,"LC","O",-0.445008
"3454","PC466",NA,NA,"9/5/2017 0:00",294801.7284,3238777.061,"LC","O",-0.408432
"3455","PC467",NA,NA,"9/5/2017 0:00",294798.0866,3238772.151,"LC","O",-0.44196
"3456","PC468",NA,NA,"9/5/2017 0:00",294794.5294,3238767.167,"LC","O",-0.33528
"3457","PC469",NA,NA,"9/5/2017 0:00",294791.6936,3238761.695,"LC","O",-0.789432
"3458","PC47",NA,NA,"9/5/2017 0:00",294384.7159,3239224.421,"LC","O",-0.637032
"3459","PC470",NA,NA,"9/5/2017 0:00",294788.7608,3238756.289,"LC","O",-0.935736
"3460","PC471",NA,NA,"9/5/2017 0:00",294786.7067,3238750.274,"LC","O",-1.008888
"3461","PC472",NA,NA,"9/5/2017 0:00",294783.6706,3238744.91,"LC","O",-1.09728
"3462","PC473",NA,NA,"9/5/2017 0:00",294779.2438,3238740.528,"LC","O",-1.197864
"3463","PC474",NA,NA,"9/5/2017 0:00",294775.5288,3238735.628,"LC","O",-1.307592
"3464","PC475",NA,NA,"9/5/2017 0:00",294773.0053,3238729.961,"LC","O",-1.362456
"3465","PC476",NA,NA,"9/5/2017 0:00",294790.6962,3238718.416,"LC","O",-1.277112
"3466","PC477",NA,NA,"9/5/2017 0:00",294794.7558,3238722.99,"LC","O",-1.216152
"3467","PC478",NA,NA,"9/5/2017 0:00",294799.4001,3238727.136,"LC","O",-1.121664
"3468","PC479",NA,NA,"9/5/2017 0:00",294801.7592,3238733.179,"LC","O",-1.039368
"3469","PC48",NA,NA,"9/5/2017 0:00",294390.004,3239227.921,"LC","O",-0.630936
"3470","PC480",NA,NA,"9/5/2017 0:00",294806.0279,3238737.602,"LC","O",-0.972312
"3471","PC481",NA,NA,"9/5/2017 0:00",294808.9126,3238743.079,"LC","O",-0.856488
"3472","PC482",NA,NA,"9/5/2017 0:00",294812.9268,3238747.69,"LC","O",-0.832104
"3473","PC483",NA,NA,"9/5/2017 0:00",294815.2845,3238753.569,"LC","O",-0.585216
"3474","PC485",NA,NA,"9/5/2017 0:00",294822.4622,3238763.46,"LC","O",-0.566928
"3475","PC486",NA,NA,"9/5/2017 0:00",294825.6709,3238768.697,"LC","O",-0.557784
"3476","PC487",NA,NA,"9/5/2017 0:00",294829.5611,3238773.41,"LC","O",-1.61544
"3477","PC488",NA,NA,"9/5/2017 0:00",294834.4489,3238777.157,"LC","O",-1.73736
"3478","PC489",NA,NA,"9/5/2017 0:00",294853.2261,3238756.467,"LC","O",-1.959864
"3479","PC49",NA,NA,"9/5/2017 0:00",294396.4763,3239228.39,"LC","O",-1.15824
"3480","PC490",NA,NA,"9/5/2017 0:00",294849.3596,3238751.665,"LC","O",-1.734312
"3481","PC491",NA,NA,"9/5/2017 0:00",294844.3916,3238747.812,"LC","O",-0.545592
"3482","PC493",NA,NA,"9/5/2017 0:00",294836.7105,3238738.215,"LC","O",-0.597408
"3483","PC494",NA,NA,"9/5/2017 0:00",294832.1089,3238734.081,"LC","O",-0.630936
"3484","PC495",NA,NA,"9/5/2017 0:00",294826.5634,3238730.769,"LC","O",-0.856488
"3485","PC496",NA,NA,"9/5/2017 0:00",294822.007,3238726.562,"LC","O",-0.920496
"3486","PC497",NA,NA,"9/5/2017 0:00",294818.5855,3238721.403,"LC","O",-0.97536
"3487","PC498",NA,NA,"9/5/2017 0:00",294814.8732,3238716.457,"LC","O",-1.03632
"3488","PC499",NA,NA,"9/5/2017 0:00",294811.7274,3238711.095,"LC","O",-1.091184
"3489","PC5",NA,NA,"9/5/2017 0:00",294341.7857,3239286.304,"LC","O",-0.621792
"3490","PC50",NA,NA,"9/5/2017 0:00",294402.6156,3239229.481,"LC","O",-1.08204
"3491","PC500",NA,NA,"9/5/2017 0:00",294807.5219,3238706.573,"LC","O",-1.146048
"3492","PC501",NA,NA,"9/5/2017 0:00",294802.9779,3238702.403,"LC","O",-1.210056
"3493","PC502",NA,NA,"9/5/2017 0:00",294805.5516,3238675.379,"LC","O",-1.411224
"3494","PC503",NA,NA,"9/5/2017 0:00",294811.5718,3238677.511,"LC","O",-1.34112
"3495","PC504",NA,NA,"9/5/2017 0:00",294816.6639,3238680.906,"LC","O",-1.26492
"3496","PC505",NA,NA,"9/5/2017 0:00",294820.7047,3238685.779,"LC","O",-1.185672
"3497","PC506",NA,NA,"9/5/2017 0:00",294827.3246,3238687.106,"LC","O",-1.133856
"3498","PC507",NA,NA,"9/5/2017 0:00",294830.7141,3238692.811,"LC","O",-1.078992
"3499","PC508",NA,NA,"9/5/2017 0:00",294836.3184,3238695.497,"LC","O",-1.014984
"3500","PC509",NA,NA,"9/5/2017 0:00",294841.1336,3238699.306,"LC","O",-0.932688
"3501","PC51",NA,NA,"9/5/2017 0:00",294407.8648,3239235.569,"LC","O",-1.136904
"3502","PC510",NA,NA,"9/5/2017 0:00",294846.5666,3238702.296,"LC","O",-0.829056
"3503","PC511",NA,NA,"9/5/2017 0:00",294850.6853,3238707.004,"LC","O",-0.774192
"3504","PC512",NA,NA,"9/5/2017 0:00",294856.2897,3238709.702,"LC","O",-0.560832
"3505","PC513",NA,NA,"9/5/2017 0:00",294860.6132,3238714.125,"LC","O",-0.536448
"3506","PC516",NA,NA,"9/5/2017 0:00",294870.0166,3238721.933,"LC","O",-0.728472
"3507","PC517",NA,NA,"9/5/2017 0:00",294874.6295,3238725.969,"LC","O",-1.929384
"3508","PC518",NA,NA,"9/5/2017 0:00",294896.5979,3238698.104,"LC","O",-2.206752
"3509","PC519",NA,NA,"9/5/2017 0:00",294895.3347,3238694.03,"LC","O",-1.716024
"3510","PC52",NA,NA,"9/5/2017 0:00",294412.7563,3239240.106,"LC","O",-0.97536
"3511","PC520",NA,NA,"9/5/2017 0:00",294891.1225,3238689.448,"LC","O",-0.688848
"3512","PC523",NA,NA,"9/5/2017 0:00",294875.7305,3238679.267,"LC","O",-0.591312
"3513","PC524",NA,NA,"9/5/2017 0:00",294869.9451,3238676.781,"LC","O",-0.795528
"3514","PC525",NA,NA,"9/5/2017 0:00",294864.7806,3238673.469,"LC","O",-0.938784
"3515","PC526",NA,NA,"9/5/2017 0:00",294860.4356,3238669.04,"LC","O",-1.014984
"3516","PC527",NA,NA,"9/5/2017 0:00",294856.1515,3238664.59,"LC","O",-1.0668
"3517","PC528",NA,NA,"9/5/2017 0:00",294851.2307,3238660.913,"LC","O",-1.115568
"3518","PC529",NA,NA,"9/5/2017 0:00",294846.8888,3238656.484,"LC","O",-1.2192
"3519","PC53",NA,NA,"9/5/2017 0:00",294368.0237,3239298.675,"LC","O",-1.399032
"3520","PC530",NA,NA,"9/5/2017 0:00",294842.0581,3238652.642,"LC","O",-1.32588
"3521","PC531",NA,NA,"9/5/2017 0:00",294871.1828,3238617.875,"LC","O",-1.383792
"3522","PC532",NA,NA,"9/5/2017 0:00",294872.1016,3238625.171,"LC","O",-1.307592
"3523","PC533",NA,NA,"9/5/2017 0:00",294874.6394,3238631.078,"LC","O",-1.18872
"3524","PC534",NA,NA,"9/5/2017 0:00",294879.8276,3238634.664,"LC","O",-1.094232
"3525","PC535",NA,NA,"9/5/2017 0:00",294883.9477,3238639.177,"LC","O",-0.896112
"3526","PC536",NA,NA,"9/5/2017 0:00",294887.2477,3238644.389,"LC","O",-0.722376
"3527","PC537",NA,NA,"9/5/2017 0:00",294892.7383,3238647.692,"LC","O",-0.704088
"3528","PC538",NA,NA,"9/5/2017 0:00",294894.7828,3238654.024,"LC","O",-0.722376
"3529","PC539",NA,NA,"9/5/2017 0:00",294898.1347,3238659.244,"LC","O",-0.752856
"3530","PC54",NA,NA,"9/5/2017 0:00",294364.2853,3239293.169,"LC","O",-1.322832
"3531","PC542",NA,NA,"9/5/2017 0:00",294909.766,3238673.444,"LC","O",-0.877824
"3532","PC543",NA,NA,"9/5/2017 0:00",294915.381,3238676.673,"LC","O",-2.115312
"3533","PC544",NA,NA,"9/5/2017 0:00",294918.8177,3238680.408,"LC","O",-2.16408
"3534","PC545",NA,NA,"9/5/2017 0:00",294934.9365,3238659.668,"LC","O",-1.40208
"3535","PC546",NA,NA,"9/5/2017 0:00",294933.8939,3238652.873,"LC","O",-0.804672
"3536","PC549",NA,NA,"9/5/2017 0:00",294923.1074,3238637.657,"LC","O",-0.737616
"3537","PC55",NA,NA,"9/5/2017 0:00",294358.8383,3239290.338,"LC","O",-0.755904
"3538","PC550",NA,NA,"9/5/2017 0:00",294919.7497,3238632.464,"LC","O",-0.737616
"3539","PC551",NA,NA,"9/5/2017 0:00",294915.529,3238627.955,"LC","O",-0.768096
"3540","PC552",NA,NA,"9/5/2017 0:00",294911.7591,3238623.046,"LC","O",-0.783336
"3541","PC553",NA,NA,"9/5/2017 0:00",294907.9563,3238618.199,"LC","O",-1.088136
"3542","PC554",NA,NA,"9/5/2017 0:00",294904.2506,3238613.313,"LC","O",-1.118616
"3543","PC555",NA,NA,"9/5/2017 0:00",294901.6055,3238607.688,"LC","O",-1.11252
"3544","PC556",NA,NA,"9/5/2017 0:00",294898.5839,3238602.239,"LC","O",-1.133856
"3545","PC557",NA,NA,"9/5/2017 0:00",294894.7235,3238597.431,"LC","O",-1.124712
"3546","PC558",NA,NA,"9/5/2017 0:00",294890.227,3238593.114,"LC","O",-1.106424
"3547","PC559",NA,NA,"9/5/2017 0:00",295003.6246,3238510.35,"LC","O",-1.4478
"3548","PC560",NA,NA,"9/5/2017 0:00",295006.6093,3238515.762,"LC","O",-1.383792
"3549","PC561",NA,NA,"9/5/2017 0:00",295006.3503,3238523.629,"LC","O",-1.408176
"3550","PC562",NA,NA,"9/5/2017 0:00",295010.0771,3238528.483,"LC","O",-1.347216
"3551","PC563",NA,NA,"9/5/2017 0:00",295012.7622,3238534.152,"LC","O",-1.271016
"3552","PC564",NA,NA,"9/5/2017 0:00",295017.1763,3238538.47,"LC","O",-1.191768
"3553","PC565",NA,NA,"9/5/2017 0:00",295020.6514,3238543.491,"LC","O",-1.075944
"3554","PC566",NA,NA,"9/5/2017 0:00",295024.9538,3238547.935,"LC","O",-0.984504
"3555","PC567",NA,NA,"9/5/2017 0:00",295027.9874,3238553.356,"LC","O",-0.771144
"3556","PC568",NA,NA,"9/5/2017 0:00",295032.5047,3238557.625,"LC","O",-0.740664
"3557","PC569",NA,NA,"9/5/2017 0:00",295034.8899,3238563.875,"LC","O",-0.771144
"3558","PC57",NA,NA,"9/5/2017 0:00",294345.5377,3239288.406,"LC","O",-0.752856
"3559","PC570",NA,NA,"9/5/2017 0:00",295039.6959,3238568.394,"LC","O",-0.713232
"3560","PC573",NA,NA,"9/5/2017 0:00",295050.3549,3238583.315,"LC","O",-0.789432
"3561","PC574",NA,NA,"9/5/2017 0:00",295053.724,3238588.414,"LC","O",-1.618488
"3562","PC575",NA,NA,"9/5/2017 0:00",295054.8974,3238590.538,"LC","O",-1.865376
"3563","PC576",NA,NA,"9/5/2017 0:00",295056.375,3238592.939,"LC","O",-1.792224
"3564","PC577",NA,NA,"9/5/2017 0:00",295077.2335,3238581.821,"LC","O",-1.603248
"3565","PC578",NA,NA,"9/5/2017 0:00",295078.3795,3238571.441,"LC","O",-1.484376
"3566","PC579",NA,NA,"9/5/2017 0:00",295075.8469,3238564.72,"LC","O",-1.042416
"3567","PC58",NA,NA,"9/5/2017 0:00",294340.0029,3239285.64,"LC","O",-0.652272
"3568","PC580",NA,NA,"9/5/2017 0:00",295070.9897,3238560.985,"LC","O",-0.515112
"3569","PC582",NA,NA,"9/5/2017 0:00",295060.0086,3238554.747,"LC","O",-0.585216
"3570","PC583",NA,NA,"9/5/2017 0:00",295054.9753,3238551.093,"LC","O",-0.6096
"3571","PC584",NA,NA,"9/5/2017 0:00",295049.8846,3238547.503,"LC","O",-0.627888
"3572","PC585",NA,NA,"9/5/2017 0:00",295044.6555,3238544.13,"LC","O",-0.627888
"3573","PC586",NA,NA,"9/5/2017 0:00",295040.1468,3238539.801,"LC","O",-0.908304
"3574","PC587",NA,NA,"9/5/2017 0:00",295036.0655,3238535.184,"LC","O",-0.97536
"3575","PC588",NA,NA,"9/5/2017 0:00",295031.587,3238530.821,"LC","O",-1.075944
"3576","PC589",NA,NA,"9/5/2017 0:00",295026.4765,3238526.344,"LC","O",-1.164336
"3577","PC59",NA,NA,"9/5/2017 0:00",294333.2616,3239284.737,"LC","O",-0.963168
"3578","PC590",NA,NA,"9/5/2017 0:00",295021.6828,3238522.55,"LC","O",-1.240536
"3579","PC591",NA,NA,"9/5/2017 0:00",295013.7861,3238499.835,"LC","O",-1.365504
"3580","PC592",NA,NA,"9/5/2017 0:00",295017.4994,3238505.616,"LC","O",-1.301496
"3581","PC593",NA,NA,"9/5/2017 0:00",295023.5002,3238507.629,"LC","O",-1.258824
"3582","PC594",NA,NA,"9/5/2017 0:00",295027.1936,3238513.224,"LC","O",-1.179576
"3583","PC595",NA,NA,"9/5/2017 0:00",295033.9849,3238513.919,"LC","O",-1.109472
"3584","PC596",NA,NA,"9/5/2017 0:00",295038.325,3238518.488,"LC","O",-1.057656
"3585","PC597",NA,NA,"9/5/2017 0:00",295044.5055,3238520.133,"LC","O",-0.9906
"3586","PC598",NA,NA,"9/5/2017 0:00",295049.2997,3238523.979,"LC","O",-0.932688
