FID,point,depth_ft,date,POINT_X,POINT_Y
3187,PC3188,-3.57,10/12/2017 0:00,295000.8451,3238605.387
3188,PC3189,-3.49,10/12/2017 0:00,294998.0185,3238599.921
3189,PC3190,-3.45,10/12/2017 0:00,294994.6823,3238594.758
3190,PC3191,-3.43,10/12/2017 0:00,294991.5855,3238589.426
3191,PC3192,-3.42,10/12/2017 0:00,294989.096,3238583.814
3192,PC3193,-3.49,10/12/2017 0:00,294986.0148,3238578.524
3193,PC3194,-3.72,10/12/2017 0:00,294983.2395,3238573.006
3194,PC3195,-4.78,10/12/2017 0:00,294980.9044,3238567.271
3195,PC3196,-5.54,10/12/2017 0:00,294978.0146,3238561.544
3196,PC3197,-5.83,10/12/2017 0:00,294975.3813,3238556.942
3197,PC3198,-4.39,10/12/2017 0:00,295119.7732,3238329.913
3198,PC3199,-4.36,10/12/2017 0:00,295125.1126,3238333.001
3199,PC3200,-4.36,10/12/2017 0:00,295130.1292,3238336.472
3200,PC3201,-4.21,10/12/2017 0:00,295134.794,3238340.529
3201,PC3202,-4.24,10/12/2017 0:00,295139.6422,3238344.277
3202,PC3203,-4.09,10/12/2017 0:00,295144.5508,3238347.963
3203,PC3204,-3.97,10/12/2017 0:00,295149.5013,3238351.557
3204,PC3205,-3.84,10/12/2017 0:00,295154.3372,3238355.287
3205,PC3206,-3.61,10/12/2017 0:00,295158.9654,3238359.341
3206,PC3207,-3.61,10/12/2017 0:00,295164.4006,3238362.221
3207,PC3208,-3.49,10/12/2017 0:00,295169.8363,3238365.159
3208,PC3209,-3.47,10/12/2017 0:00,295174.91,3238368.545
3209,PC3210,-3.43,10/12/2017 0:00,295179.5352,3238372.599
3210,PC3211,-3.46,10/12/2017 0:00,295184.4613,3238376.19
3211,PC3212,-3.54,10/12/2017 0:00,295189.8276,3238379.217
3212,PC3213,-3.64,10/12/2017 0:00,295194.589,3238383.148
3213,PC3214,-3.68,10/12/2017 0:00,295199.3378,3238387.043
3214,PC3215,-3.65,10/12/2017 0:00,295203.9937,3238391.118
3215,PC3216,-4.26,10/12/2017 0:00,295209.2301,3238394.286
3216,PC3217,-5.68,10/12/2017 0:00,295214.7707,3238397.016
3217,PC3218,-5.78,10/12/2017 0:00,295220.2489,3238399.932
3218,PC3219,-5.59,10/12/2017 0:00,295225.6276,3238402.986
3219,PC3220,-5.29,10/12/2017 0:00,295230.4428,3238406.801
3220,PC3221,-5.71,10/12/2017 0:00,295250.0949,3238345.404
3221,PC3222,-5.86,10/12/2017 0:00,295244.3578,3238343.215
3222,PC3223,-6.04,10/12/2017 0:00,295239.0228,3238339.935
3223,PC3224,-6.19,10/12/2017 0:00,295233.2469,3238337.845
3224,PC3225,-5.99,10/12/2017 0:00,295227.0849,3238336.593
3225,PC3226,-5.48,10/12/2017 0:00,295220.5305,3238335.082
3226,PC3227,-4.57,10/12/2017 0:00,295214.6861,3238333.181
3227,PC3228,-4.28,10/12/2017 0:00,295208.9765,3238331.008
3228,PC3229,-4.35,10/12/2017 0:00,295203.1302,3238328.878
3229,PC3230,-5.14,10/12/2017 0:00,295197.1954,3238327.106
3230,PC3231,-6.82,10/12/2017 0:00,295191.3632,3238325.205
3231,PC3232,-7.89,10/12/2017 0:00,295185.4505,3238323.518
3232,PC3233,-8.27,10/12/2017 0:00,295179.5225,3238321.828
3233,PC3234,-4.76,10/12/2017 0:00,295160.3818,3238281.365
3234,PC3235,-4.79,10/12/2017 0:00,295165.3139,3238285.297
3235,PC3236,-4.81,10/12/2017 0:00,295170.4557,3238288.811
3236,PC3237,-4.7,10/12/2017 0:00,295175.9682,3238291.458
3237,PC3238,-4.53,10/12/2017 0:00,295181.3431,3238294.421
3238,PC3239,-4.37,10/12/2017 0:00,295187.7629,3238295.174
3239,PC3240,-3.96,10/12/2017 0:00,295193.5158,3238297.414
3240,PC3241,-3.48,10/12/2017 0:00,295198.9426,3238300.382
3241,PC3242,-3.39,10/12/2017 0:00,295204.3206,3238303.357
3242,PC3243,-3.33,10/12/2017 0:00,295209.7857,3238306.173
3243,PC3244,-3.28,10/12/2017 0:00,295215.6423,3238308.074
3244,PC3245,-3.21,10/12/2017 0:00,295220.9931,3238311.061
3245,PC3246,-3.14,10/12/2017 0:00,295226.7027,3238313.235
3246,PC3247,-3.16,10/12/2017 0:00,295232.1054,3238316.249
3247,PC3248,-3.08,10/12/2017 0:00,295238.2187,3238317.501
3248,PC3249,-3.68,10/12/2017 0:00,295243.6804,3238320.274
3249,PC3250,-5.15,10/12/2017 0:00,295246.8477,3238322.445
3250,PC3251,-6.77,10/12/2017 0:00,295251.1927,3238325.099
3251,PC3252,-6.25,10/12/2017 0:00,295257.3779,3238327.997
3252,PC3253,-5.43,10/12/2017 0:00,295264.0119,3238329.907
3253,PC3254,-4.72,10/12/2017 0:00,295280.5343,3238305.033
3254,PC3255,-5.2,10/12/2017 0:00,295274.4887,3238303.49
3255,PC3256,-5.49,10/12/2017 0:00,295267.5221,3238304.031
3256,PC3257,-5.71,10/12/2017 0:00,295261.4365,3238302.452
3257,PC3258,-4.35,10/12/2017 0:00,295255.6232,3238300.261
3258,PC3259,-2.95,10/12/2017 0:00,295249.8232,3238298.208
3259,PC3260,-2.12,10/12/2017 0:00,295244.1208,3238295.812
3260,PC3261,-2.18,10/12/2017 0:00,295238.876,3238292.372
3261,PC3262,-1.84,10/12/2017 0:00,295233.6492,3238288.911
3262,PC3263,-2.55,10/12/2017 0:00,295228.489,3238285.386
3263,PC3264,-3.14,10/12/2017 0:00,295223.4463,3238281.713
3264,PC3265,-3.41,10/12/2017 0:00,295218.3883,3238278.016
3265,PC3266,-3.64,10/12/2017 0:00,295213.1873,3238274.72
3266,PC3267,-3.8,10/12/2017 0:00,295207.4891,3238272.452
3267,PC3268,-3.95,10/12/2017 0:00,295201.5695,3238270.664
3268,PC3269,-3.63,10/12/2017 0:00,295268.6258,3238138.708
3269,PC3270,-3.66,10/12/2017 0:00,295272.4297,3238143.677
3270,PC3271,-3.78,10/12/2017 0:00,295276.6052,3238148.254
3271,PC3272,-3.84,10/12/2017 0:00,295281.0341,3238152.526
3272,PC3273,-3.91,10/12/2017 0:00,295285.6019,3238156.642
3273,PC3274,-3.75,10/12/2017 0:00,295290.8483,3238159.904
3274,PC3275,-3.5,10/12/2017 0:00,295296.4236,3238162.768
3275,PC3276,-3.38,10/12/2017 0:00,295301.2021,3238166.571
3276,PC3277,-3.3,10/12/2017 0:00,295306.1743,3238170.207
3277,PC3278,-3.18,10/12/2017 0:00,295310.5968,3238174.434
3278,PC3279,-3.04,10/12/2017 0:00,295314.7296,3238179.005
3279,PC3280,-2.93,10/12/2017 0:00,295318.3311,3238184.196
3280,PC3281,-2.91,10/12/2017 0:00,295323.0255,3238188.136
3281,PC3282,-2.85,10/12/2017 0:00,295328.1541,3238191.528
3282,PC3283,-2.85,10/12/2017 0:00,295333.1804,3238195.073
3283,PC3284,-2.92,10/12/2017 0:00,295338.0196,3238198.842
3284,PC3285,-2.88,10/12/2017 0:00,295343.1263,3238202.517
3285,PC3286,-3.49,10/12/2017 0:00,295347.365,3238206.998
3286,PC3287,-3.52,10/12/2017 0:00,295351.3136,3238211.784
3287,PC3288,-3.6,10/12/2017 0:00,295369.2092,3238187.441
3288,PC3289,-3.54,10/12/2017 0:00,295364.533,3238183.487
3289,PC3290,-3.57,10/12/2017 0:00,295359.5524,3238179.936
3290,PC3291,-3.52,10/12/2017 0:00,295354.4083,3238176.514
3291,PC3292,-3.46,10/12/2017 0:00,295349.5474,3238172.7
3292,PC3293,-3.44,10/12/2017 0:00,295344.7744,3238168.835
3293,PC3294,-3.35,10/12/2017 0:00,295339.6448,3238165.328
3294,PC3295,-3.34,10/12/2017 0:00,295335.0347,3238161.255
3295,PC3296,-3.31,10/12/2017 0:00,295330.6052,3238156.928
3296,PC3297,-3.36,10/12/2017 0:00,295325.5817,3238153.353
3297,PC3298,-3.49,10/12/2017 0:00,295320.8383,3238149.379
3298,PC3299,-3.59,10/12/2017 0:00,295316.5806,3238144.812
3299,PC3300,-3.72,10/12/2017 0:00,295311.6748,3238141.096
3300,PC3301,-3.91,10/12/2017 0:00,295307.0072,3238137.078
3301,PC3302,-3.95,10/12/2017 0:00,295302.4,3238132.993
3302,PC3303,-3.99,10/12/2017 0:00,295297.1353,3238129.725
3303,PC3304,-3.55,10/12/2017 0:00,295317.7701,3238095.253
3304,PC3305,-3.5,10/12/2017 0:00,295323.4635,3238098.021
3305,PC3306,-3.46,10/12/2017 0:00,295328.1794,3238101.996
3306,PC3307,-3.45,10/12/2017 0:00,295332.7742,3238106.056
3307,PC3308,-3.4,10/12/2017 0:00,295337.49,3238110.006
3308,PC3309,-3.37,10/12/2017 0:00,295342.1758,3238114.02
3309,PC3310,-3.38,10/12/2017 0:00,295347.0338,3238117.844
3310,PC3311,-3.35,10/12/2017 0:00,295351.3809,3238122.169
3311,PC3312,-3.31,10/12/2017 0:00,295355.9482,3238126.224
3312,PC3313,-3.36,10/12/2017 0:00,295360.1988,3238130.671
3313,PC3314,-3.42,10/12/2017 0:00,295364.8842,3238134.634
3314,PC3315,-3.57,10/12/2017 0:00,295369.5603,3238138.581
3315,PC3316,-3.69,10/12/2017 0:00,295374.7046,3238142.374
3316,PC3317,-3.8,10/12/2017 0:00,295379.7456,3238145.855
3317,PC3318,-3.87,10/12/2017 0:00,295385.0589,3238149.102
3318,PC3319,-4.53,10/12/2017 0:00,295389.9949,3238152.788
3319,PC3320,-5.49,10/12/2017 0:00,295414.2475,3238141.467
3320,PC3321,-5.24,10/12/2017 0:00,295409.4013,3238137.594
3321,PC3322,-4.9,10/12/2017 0:00,295405.4708,3238132.797
3322,PC3323,-4.65,10/12/2017 0:00,295401.3713,3238128.195
3323,PC3324,-4.14,10/12/2017 0:00,295396.789,3238124.171
3324,PC3325,-3.35,10/12/2017 0:00,295392.2277,3238120.107
3325,PC3326,-3.16,10/12/2017 0:00,295387.6032,3238116.132
3326,PC3327,-3,10/12/2017 0:00,295382.595,3238112.566
3327,PC3328,-2.91,10/12/2017 0:00,295377.9001,3238108.561
3328,PC3329,-2.98,10/12/2017 0:00,295372.6292,3238105.28
3329,PC3330,-3.02,10/12/2017 0:00,295367.6991,3238101.576
3330,PC3331,-3.03,10/12/2017 0:00,295363.2488,3238097.31
3331,PC3332,-3.06,10/12/2017 0:00,295358.726,3238093.111
3332,PC3333,-3.08,10/12/2017 0:00,295354.962,3238088.172
3333,PC3334,-3.19,10/12/2017 0:00,295350.8022,3238083.653
3334,PC3335,-3.28,10/12/2017 0:00,295346.1891,3238079.584
3335,PC3336,-3.49,10/12/2017 0:00,295341.3952,3238075.775
3336,PC3337,-3.51,10/12/2017 0:00,295404.059,3237977.737
3337,PC3338,-3.45,10/12/2017 0:00,295407.82,3237982.682
3338,PC3339,-3.48,10/12/2017 0:00,295412.8221,3237986.249
3339,PC3340,-3.47,10/12/2017 0:00,295417.2779,3237990.457
3340,PC3341,-3.4,10/12/2017 0:00,295421.6313,3237994.797
3341,PC3342,-3.37,10/12/2017 0:00,295426.2382,3237998.854
3342,PC3343,-3.32,10/12/2017 0:00,295431.3642,3238002.295
3343,PC3344,-3.27,10/12/2017 0:00,295435.8713,3238006.435
3344,PC3345,-3.15,10/12/2017 0:00,295440.3879,3238010.625
3345,PC3346,-3.08,10/12/2017 0:00,295444.829,3238014.888
3346,PC3347,-3.02,10/12/2017 0:00,295450.0033,3238018.273
3347,PC3348,-2.93,10/12/2017 0:00,295454.4865,3238022.481
3348,PC3349,-2.95,10/12/2017 0:00,295458.7519,3238026.87
3349,PC3350,-2.88,10/12/2017 0:00,295462.5583,3238031.779
3350,PC3351,-2.9,10/12/2017 0:00,295467.023,3238035.954
3351,PC3352,-2.96,10/12/2017 0:00,295471.8172,3238039.808
3352,PC3353,-4.42,10/12/2017 0:00,295477.1068,3238043.134
3353,PC3354,-4.77,10/12/2017 0:00,295481.4508,3238047.447
3354,PC3355,-4.77,10/12/2017 0:00,295486.0712,3238052.008
3355,PC3356,-4.7,10/12/2017 0:00,295505.4592,3238028.593
3356,PC3357,-3.93,10/12/2017 0:00,295501.2466,3238023.959
3357,PC3358,-3.7,10/12/2017 0:00,295496.7749,3238019.675
3358,PC3359,-3.61,10/12/2017 0:00,295491.0646,3238017.066
3359,PC3360,-3.59,10/12/2017 0:00,295486.1713,3238013.389
3360,PC3361,-3.58,10/12/2017 0:00,295481.992,3238008.721
3361,PC3362,-3.49,10/12/2017 0:00,295476.6295,3238004.356
3362,PC3363,-3.47,10/12/2017 0:00,295471.6126,3238000.839
3363,PC3364,-3.42,10/12/2017 0:00,295466.6221,3237997.202
3364,PC3365,-3.45,10/12/2017 0:00,295461.4511,3237993.844
3365,PC3366,-3.48,10/12/2017 0:00,295456.6142,3237989.987
3366,PC3367,-3.49,10/12/2017 0:00,295451.6419,3237986.338
3367,PC3368,-3.51,10/12/2017 0:00,295446.5583,3237982.855
3368,PC3369,-3.59,10/12/2017 0:00,295441.7074,3237979.15
3369,PC3370,-3.73,10/12/2017 0:00,295451.3929,3237921.44
3370,PC3371,-3.7,10/12/2017 0:00,295456.3883,3237924.94
3371,PC3372,-3.59,10/12/2017 0:00,295462.1397,3237927.369
3372,PC3373,-3.48,10/12/2017 0:00,295468.0665,3237929.644
3373,PC3374,-3.47,10/12/2017 0:00,295473.4273,3237932.732
3374,PC3375,-3.36,10/12/2017 0:00,295478.4685,3237936.243
3375,PC3376,-3.35,10/12/2017 0:00,295483.3503,3237940.003
3376,PC3377,-3.42,10/12/2017 0:00,295487.9671,3237944.139
3377,PC3378,-3.37,10/12/2017 0:00,295492.9511,3237947.736
3378,PC3379,-3.39,10/12/2017 0:00,295498.1398,3237951.024
3379,PC3380,-3.45,10/12/2017 0:00,295503.1208,3237954.618
3380,PC3381,-3.51,10/12/2017 0:00,295508.4332,3237957.752
3381,PC3382,-3.66,10/12/2017 0:00,295513.6403,3237961.06
3382,PC3383,-3.84,10/12/2017 0:00,295518.4285,3237964.927
3383,PC3384,-4.34,10/12/2017 0:00,295523.3827,3237968.598
3384,PC3385,-4.36,10/12/2017 0:00,295528.5384,3237971.949
3385,PC3386,-4.34,10/12/2017 0:00,295533.5887,3237975.442
3386,PC3387,-4.93,10/12/2017 0:00,295553.1459,3237961.144
3387,PC3388,-4.93,10/12/2017 0:00,295548.2098,3237957.449
3388,PC3389,-4.85,10/12/2017 0:00,295543.2587,3237953.788
3389,PC3390,-4.5,10/12/2017 0:00,295537.8184,3237950.664
3390,PC3391,-3.57,10/12/2017 0:00,295532.7222,3237947.132
3391,PC3392,-3.2,10/12/2017 0:00,295528.1146,3237943.007
3392,PC3393,-3.07,10/12/2017 0:00,295523.3029,3237939.244
3393,PC3394,-3.06,10/12/2017 0:00,295518.4452,3237935.448
3394,PC3395,-3.04,10/12/2017 0:00,295513.91,3237931.228
3395,PC3396,-3.02,10/12/2017 0:00,295509.2401,3237927.29
3396,PC3397,-3.05,10/12/2017 0:00,295504.5456,3237923.343
3397,PC3398,-3.09,10/12/2017 0:00,295500.1379,3237919.052
3398,PC3399,-3.08,10/12/2017 0:00,295495.4643,3237915.047
3399,PC3400,-3.13,10/12/2017 0:00,295490.9212,3237910.974
3400,PC3401,-3.43,10/12/2017 0:00,295567.2485,3237879.176
3401,PC3402,-3.45,10/12/2017 0:00,295573.5383,3237877.549
3402,PC3403,-3.54,10/12/2017 0:00,295579.2689,3237875.034
3403,PC3404,-3.59,10/12/2017 0:00,295584.4723,3237871.838
3404,PC3405,-3.65,10/12/2017 0:00,295589.4193,3237867.882
3405,PC3406,-3.63,10/12/2017 0:00,295594.7185,3237864.831
3406,PC3407,-3.56,10/12/2017 0:00,295599.6688,3237861.256
3407,PC3408,-3.55,10/12/2017 0:00,295605.0537,3237858.247
3408,PC3409,-3.55,10/12/2017 0:00,295610.4793,3237855.357
3409,PC3410,-3.56,10/12/2017 0:00,295616.2443,3237852.961
3410,PC3411,-3.45,10/12/2017 0:00,295620.9002,3237848.821
3411,PC3412,-3.55,10/12/2017 0:00,295620.373,3237852.761
3412,PC3413,-3.57,10/12/2017 0:00,295615.6645,3237856.809
3413,PC3414,-3.65,10/12/2017 0:00,295611.6109,3237861.87
3414,PC3415,-3.69,10/12/2017 0:00,295606.3923,3237865.082
3415,PC3416,-3.69,10/12/2017 0:00,295601.3124,3237868.463
3416,PC3417,-3.72,10/12/2017 0:00,295595.961,3237871.472
3417,PC3418,-3.76,10/12/2017 0:00,295590.9094,3237874.968
3418,PC3419,-3.6,10/12/2017 0:00,295585.4353,3237877.881
3419,PC3420,-3.42,10/12/2017 0:00,295580.2546,3237881.241
3420,PC3421,-3.32,10/12/2017 0:00,295575.2094,3237884.768
3421,PC3422,-3.29,10/12/2017 0:00,295569.7663,3237887.744
3422,PC3423,-3.31,10/12/2017 0:00,295559.6985,3237883.154
3423,PC3424,-3.33,10/12/2017 0:00,295565.6618,3237881.125
3424,PC3425,-3.35,10/12/2017 0:00,295570.6514,3237877.519
3425,PC3426,-3.48,10/12/2017 0:00,295575.0826,3237873.122
3426,PC3427,-3.57,10/12/2017 0:00,295579.7144,3237869.016
3427,PC3428,-3.4,10/12/2017 0:00,295610.9116,3237839.585
3428,PC3429,-3.41,10/12/2017 0:00,295606.299,3237844.507
3429,PC3430,-3.49,10/12/2017 0:00,295602.2013,3237849.401
3430,PC3431,-3.53,10/12/2017 0:00,295597.5577,3237853.556
3431,PC3432,-3.55,10/12/2017 0:00,295593.2687,3237858.171
3432,PC3433,-3.51,10/12/2017 0:00,295587.5031,3237860.506
3433,PC3434,-3.53,10/12/2017 0:00,295581.713,3237862.824
3434,PC3435,-3.59,10/12/2017 0:00,295576.0001,3237865.268
3435,PC3436,-3.47,10/12/2017 0:00,295569.7348,3237866.913
3436,PC3437,-3.37,10/12/2017 0:00,295564.0755,3237869.552
3437,PC3438,-3.32,10/12/2017 0:00,295559.0733,3237873.119
3438,PC3439,-3.68,10/12/2017 0:00,295538.5721,3237843.598
3439,PC3440,-3.65,10/12/2017 0:00,295543.3275,3237847.547
3440,PC3441,-3.6,10/12/2017 0:00,295547.0364,3237852.46
3441,PC3442,-3.5,10/12/2017 0:00,295550.9362,3237857.24
3442,PC3443,-3.45,10/12/2017 0:00,295555.3914,3237862.085
3443,PC3444,-3.43,10/12/2017 0:00,295559.8078,3237866.315
3444,PC3445,-3.4,10/12/2017 0:00,295563.4323,3237871.338
3445,PC3446,-3.35,10/12/2017 0:00,295567.2954,3237876.1
3446,PC3447,-3.36,10/12/2017 0:00,295571.1585,3237880.865
3447,PC3448,-3.32,10/12/2017 0:00,295575.4723,3237885.217
3448,PC3449,-3.36,10/12/2017 0:00,295579.5503,3237889.797
3449,PC3450,-3.39,10/12/2017 0:00,295583.2954,3237894.658
3450,PC3451,-3.49,10/12/2017 0:00,295587.9722,3237898.687
3451,PC3452,-4.06,10/12/2017 0:00,295592.1515,3237902.279
3452,PC3453,-3.79,10/12/2017 0:00,295628.3189,3237873.75
3453,PC3454,-3.7,10/12/2017 0:00,295624.6008,3237868.831
3454,PC3455,-3.67,10/12/2017 0:00,295620.8853,3237863.861
3455,PC3456,-3.61,10/12/2017 0:00,295617.0099,3237859.084
3456,PC3457,-3.53,10/12/2017 0:00,295612.6983,3237854.631
3457,PC3458,-3.49,10/12/2017 0:00,295608.1632,3237850.42
3458,PC3459,-3.47,10/12/2017 0:00,295604.4123,3237845.596
3459,PC3460,-3.46,10/12/2017 0:00,295601.4453,3237840.105
3460,PC3461,-3.43,10/12/2017 0:00,295597.1675,3237834.977
3461,PC3462,-3.46,10/12/2017 0:00,295593.8034,3237829.751
3462,PC3463,-3.44,10/12/2017 0:00,295590.8603,3237824.213
3463,PC3464,-3.42,10/12/2017 0:00,295587.3144,3237819.11
3464,PC3465,-3.58,10/12/2017 0:00,295806.749,3237610.111
3465,PC3466,-3.63,10/12/2017 0:00,295812.2304,3237613.055
3466,PC3467,-3.64,10/12/2017 0:00,295818.0561,3237615.617
3467,PC3468,-3.7,10/12/2017 0:00,295823.2269,3237618.96
3468,PC3469,-3.68,10/12/2017 0:00,295827.8039,3237623.072
3469,PC3470,-3.71,10/12/2017 0:00,295831.9311,3237627.704
3470,PC3471,-3.7,10/12/2017 0:00,295835.639,3237632.857
3471,PC3472,-3.74,10/12/2017 0:00,295839.5974,3237637.71
3472,PC3473,-3.83,10/12/2017 0:00,295843.5556,3237642.553
3473,PC3474,-4.24,10/12/2017 0:00,295849.0829,3237645.505
3474,PC3475,-4.97,10/12/2017 0:00,295854.4816,3237647.691
3475,PC3476,-4.58,10/12/2017 0:00,295901.0623,3237615.296
3476,PC3477,-4.6,10/12/2017 0:00,295895.3692,3237613.982
3477,PC3478,-4.37,10/12/2017 0:00,295889.3402,3237611.875
3478,PC3479,-3.77,10/12/2017 0:00,295883.6453,3237609.278
3479,PC3480,-3.66,10/12/2017 0:00,295878.505,3237605.942
3480,PC3481,-3.57,10/12/2017 0:00,295874.2266,3237601.455
3481,PC3482,-3.54,10/12/2017 0:00,295869.4865,3237597.508
3482,PC3483,-3.39,10/12/2017 0:00,295864.9696,3237593.291
3483,PC3484,-3.38,10/12/2017 0:00,295860.149,3237589.552
3484,PC3485,-3.39,10/12/2017 0:00,295855.1351,3237586.032
3485,PC3486,-3.43,10/12/2017 0:00,295850.2873,3237582.327
3486,PC3487,-3.49,10/12/2017 0:00,295845.2436,3237578.889
3487,PC3488,-3.61,10/12/2017 0:00,295840.3025,3237575.316
3488,PC3489,-3.69,10/12/2017 0:00,295835.3933,3237571.569
3489,PC3490,-3.71,10/12/2017 0:00,295830.1836,3237568.318
3490,PC3491,-3.76,10/12/2017 0:00,295824.8647,3237565.123
3491,PC3492,-3.79,10/12/2017 0:00,295676.7362,3237772.599
3492,PC3493,-3.82,10/12/2017 0:00,295682.5408,3237770.55
3493,PC3494,-3.92,10/12/2017 0:00,295688.7941,3237769.637
3494,PC3495,-3.91,10/12/2017 0:00,295694.6976,3237767.389
3495,PC3496,-3.85,10/12/2017 0:00,295700.2877,3237764.857
3496,PC3497,-3.75,10/12/2017 0:00,295705.5696,3237761.569
3497,PC3498,-3.68,10/12/2017 0:00,295710.9622,3237758.389
3498,PC3499,-3.53,10/12/2017 0:00,295716.0699,3237754.685
3499,PC3500,-3.49,10/12/2017 0:00,295721.4199,3237751.508
3500,PC3501,-3.69,10/12/2017 0:00,295720.3665,3237761.311
3501,PC3502,-3.8,10/12/2017 0:00,295715.3709,3237765.283
3502,PC3503,-3.9,10/12/2017 0:00,295710.0562,3237768.663
3503,PC3504,-4.03,10/12/2017 0:00,295704.26,3237770.63
3504,PC3505,-4.11,10/12/2017 0:00,295698.4963,3237772.828
3505,PC3506,-4.02,10/12/2017 0:00,295692.8091,3237775.059
3506,PC3507,-3.92,10/12/2017 0:00,295686.999,3237777.172
3507,PC3508,-3.74,10/12/2017 0:00,295681.3074,3237779.605
3508,PC3509,-3.65,10/12/2017 0:00,295675.2653,3237781.686
3509,PC3510,-3.59,10/12/2017 0:00,295674.4087,3237789.903
3510,PC3511,-3.59,10/12/2017 0:00,295680.6754,3237789.13
3511,PC3512,-3.81,10/12/2017 0:00,295686.607,3237787.326
3512,PC3513,-3.96,10/12/2017 0:00,295692.2597,3237784.971
3513,PC3514,-4.18,10/12/2017 0:00,295698.0148,3237782.84
3514,PC3515,-4.26,10/12/2017 0:00,295703.6725,3237780.365
3515,PC3516,-4.25,10/12/2017 0:00,295709.3709,3237778.012
3516,PC3517,-4.13,10/12/2017 0:00,295715.4443,3237776.027
3517,PC3518,-3.99,10/12/2017 0:00,295721.1532,3237773.836
3518,PC3519,-3.89,10/12/2017 0:00,295726.6181,3237770.915
3519,PC3520,-3.8,10/12/2017 0:00,295732.2232,3237768.352
3520,PC3521,-3.49,10/12/2017 0:00,295832.2292,3237639.425
3521,PC3522,-3.62,10/12/2017 0:00,295835.5073,3237634.215
3522,PC3523,-3.84,10/12/2017 0:00,295839.1693,3237629.337
3523,PC3524,-4.28,10/12/2017 0:00,295842.6375,3237624.263
3524,PC3525,-4.32,10/12/2017 0:00,295846.2441,3237619.333
3525,PC3526,-4.28,10/12/2017 0:00,295849.829,3237614.355
3526,PC3527,-3.93,10/12/2017 0:00,295853.2454,3237609.275
3527,PC3528,-3.61,10/12/2017 0:00,295856.4709,3237603.968
3528,PC3529,-3.46,10/12/2017 0:00,295859.8191,3237598.767
3529,PC3530,-3.31,10/12/2017 0:00,295862.6829,3237593.222
3530,PC3531,-3.23,10/12/2017 0:00,295866.7465,3237588.621
3531,PC3532,-3.39,10/12/2017 0:00,295871.2399,3237595.807
3532,PC3533,-3.45,10/12/2017 0:00,295868.793,3237601.614
3533,PC3534,-3.54,10/12/2017 0:00,295865.5211,3237606.836
3534,PC3535,-3.68,10/12/2017 0:00,295860.7,3237610.907
3535,PC3536,-3.97,10/12/2017 0:00,295856.2835,3237615.23
3536,PC3537,-4.2,10/12/2017 0:00,295852.646,3237620.123
3537,PC3538,-4.36,10/12/2017 0:00,295850.4636,3237626.205
3538,PC3539,-4.25,10/12/2017 0:00,295847.7015,3237631.87
3539,PC3540,-3.79,10/12/2017 0:00,295844.4922,3237637.641
3540,PC3541,-3.48,10/12/2017 0:00,295828.0962,3237629.468
3541,PC3542,-3.69,10/12/2017 0:00,295833.4485,3237625.85
3542,PC3543,-4.03,10/12/2017 0:00,295836.2783,3237620.266
3543,PC3544,-4.17,10/12/2017 0:00,295839.0409,3237614.652
3544,PC3545,-4.2,10/12/2017 0:00,295842.1257,3237609.294
3545,PC3546,-4.07,10/12/2017 0:00,295845.1822,3237603.842
3546,PC3547,-3.71,10/12/2017 0:00,295848.743,3237598.892
3547,PC3548,-3.41,10/12/2017 0:00,295852.199,3237593.809
3548,PC3549,-3.26,10/12/2017 0:00,295856.109,3237589.069
3549,PC3550,-3.17,10/12/2017 0:00,295859.3749,3237583.856
3550,PC3551,-3.05,10/12/2017 0:00,295862.8121,3237578.715
3551,PC3552,-3.03,10/12/2017 0:00,295879.8865,3237444.216
3552,PC3553,-2.95,10/12/2017 0:00,295885.9788,3237443.728
3553,PC3554,-3.03,10/12/2017 0:00,295891.9867,3237441.927
3554,PC3555,-3.02,10/12/2017 0:00,295898.0278,3237440.44
3555,PC3556,-3.08,10/12/2017 0:00,295904.008,3237438.615
3556,PC3557,-3.06,10/12/2017 0:00,295910.12,3237437.935
3557,PC3558,-3.14,10/12/2017 0:00,295916.2336,3237437.806
3558,PC3559,-3.14,10/12/2017 0:00,295922.4792,3237438.497
3559,PC3560,-3.16,10/12/2017 0:00,295926.2556,3237438.102
3560,PC3561,-3.97,10/12/2017 0:00,295929.4707,3237437.657
3561,PC3562,-4.69,10/12/2017 0:00,295934.7099,3237437.929
3562,PC3563,-4.77,10/12/2017 0:00,295940.9206,3237438.467
3563,PC3564,-4.65,10/12/2017 0:00,295966.337,3237398.502
3564,PC3565,-4.7,10/12/2017 0:00,295959.632,3237393.981
3565,PC3566,-4.73,10/12/2017 0:00,295953.3181,3237393.147
3566,PC3567,-4.72,10/12/2017 0:00,295947.0887,3237393.277
3567,PC3568,-4.71,10/12/2017 0:00,295941.149,3237395.565
3568,PC3569,-4.65,10/12/2017 0:00,295935.3939,3237400.208
3569,PC3570,-4.49,10/12/2017 0:00,295929.6657,3237405.134
3570,PC3571,-3.96,10/12/2017 0:00,295923.7202,3237407.108
3571,PC3572,-3.65,10/12/2017 0:00,295917.6079,3237408.102
3572,PC3573,-3.56,10/12/2017 0:00,295911.5093,3237408.568
3573,PC3574,-3.47,10/12/2017 0:00,295905.302,3237408.426
3574,PC3575,-3.37,10/12/2017 0:00,295899.2161,3237408.951
3575,PC3576,-3.3,10/12/2017 0:00,295893.0846,3237409.485
