FID,point,depth_ft,date,POINT_X,POINT_Y
974,PC975,-3.22,9/6/2017 0:00,296038.5568,3236756.346
975,PC976,-3.28,9/6/2017 0:00,296033.3271,3236752.891
976,PC977,-3.25,9/6/2017 0:00,296027.696,3236750.275
977,PC978,-3.26,9/6/2017 0:00,296021.8861,3236748.124
978,PC979,-3.23,9/6/2017 0:00,296016.2691,3236745.368
979,PC980,-3.29,9/6/2017 0:00,296010.3055,3236743.075
980,PC981,-3.22,9/6/2017 0:00,296005.4793,3236739.04
981,PC982,-3.26,9/6/2017 0:00,296001.0106,3236734.39
982,PC983,-3.09,9/6/2017 0:00,296012.9646,3236713.192
983,PC984,-3.11,9/6/2017 0:00,296016.903,3236718.913
984,PC985,-3.09,9/6/2017 0:00,296022.6795,3236721.077
985,PC986,-3.06,9/6/2017 0:00,296029.8366,3236720.702
986,PC987,-3.05,9/6/2017 0:00,296035.3969,3236723.254
987,PC988,-3,9/6/2017 0:00,296040.3189,3236727.077
988,PC989,-2.98,9/6/2017 0:00,296046.1419,3236729.323
989,PC990,-2.92,9/6/2017 0:00,296052.1345,3236731.089
990,PC991,-2.82,9/6/2017 0:00,296058.103,3236732.888
991,PC992,-2.9,9/6/2017 0:00,296063.5082,3236735.838
992,PC993,-2.93,9/6/2017 0:00,296068.46,3236739.579
993,PC994,-3.03,9/6/2017 0:00,296073.1996,3236743.824
994,PC995,-3.11,9/6/2017 0:00,296078.3648,3236747.216
995,PC996,-3.26,9/6/2017 0:00,296084.7747,3236749.663
996,PC997,-3.35,9/6/2017 0:00,296090.2251,3236752.54
997,PC998,-3.52,9/6/2017 0:00,296095.3023,3236755.984
998,PC999,-4.42,9/6/2017 0:00,296101.9403,3236758.729
999,PC1000,-6.66,9/6/2017 0:00,296108.4344,3236759.609
1000,PC1001,-6.5,9/6/2017 0:00,296114.4093,3236761.439
1001,PC1002,-2.5,9/6/2017 0:00,296156.0528,3236569.083
1002,PC1003,-2.51,9/6/2017 0:00,296160.1596,3236575.254
1003,PC1004,-2.54,9/6/2017 0:00,296164.3033,3236580.391
1004,PC1005,-2.35,9/6/2017 0:00,296170.2097,3236582.417
1005,PC1006,-2.35,9/6/2017 0:00,296175.8703,3236584.92
1006,PC1007,-2.32,9/6/2017 0:00,296180.4739,3236589.307
1007,PC1008,-2.18,9/6/2017 0:00,296184.2036,3236595.228
1008,PC1009,-2.11,9/6/2017 0:00,296188.7717,3236599.74
1009,PC1010,-2.16,9/6/2017 0:00,296194.7104,3236601.61
1010,PC1011,-2.16,9/6/2017 0:00,296201.7419,3236601.522
1011,PC1012,-1.99,9/6/2017 0:00,296207.6394,3236603.575
1012,PC1013,-2.25,9/6/2017 0:00,296212.7052,3236607.111
1013,PC1014,-2.47,9/6/2017 0:00,296217.5583,3236611.087
1014,PC1015,-2.52,9/6/2017 0:00,296222.0591,3236615.569
1015,PC1016,-2.56,9/6/2017 0:00,296227.1606,3236619
1016,PC1017,-2.52,9/6/2017 0:00,296233.0699,3236621.001
1017,PC1018,-2.62,9/6/2017 0:00,296238.9305,3236623.015
1018,PC1019,-2.69,9/6/2017 0:00,296244.0955,3236626.388
1019,PC1020,-2.69,9/6/2017 0:00,296248.5168,3236631.191
1020,PC1021,-2.98,9/6/2017 0:00,296284.2803,3236608.189
1021,PC1022,-2.9,9/6/2017 0:00,296278.2811,3236606.362
1022,PC1023,-2.88,9/6/2017 0:00,296271.4295,3236606.097
1023,PC1024,-2.83,9/6/2017 0:00,296266.1989,3236602.902
1024,PC1025,-2.86,9/6/2017 0:00,296261.6134,3236598.497
1025,PC1026,-2.85,9/6/2017 0:00,296255.5979,3236595.829
1026,PC1027,-2.89,9/6/2017 0:00,296250.3124,3236592.628
1027,PC1028,-2.86,9/6/2017 0:00,296245.4814,3236588.749
1028,PC1029,-2.89,9/6/2017 0:00,296240.314,3236585.455
1029,PC1030,-2.71,9/6/2017 0:00,296234.7578,3236582.674
1030,PC1031,-2.35,9/6/2017 0:00,296228.5838,3236580.367
1031,PC1032,-2.07,9/6/2017 0:00,296222.4698,3236578.673
1032,PC1033,-2.03,9/6/2017 0:00,296216.9661,3236575.97
1033,PC1034,-2.03,9/6/2017 0:00,296212.8653,3236570.503
1034,PC1035,-2.07,9/6/2017 0:00,296209.0036,3236564.83
1035,PC1036,-2.05,9/6/2017 0:00,296203.6861,3236561.806
1036,PC1037,-2.15,9/6/2017 0:00,296197.0415,3236560.427
1037,PC1038,-2.09,9/6/2017 0:00,296189.5475,3236561.326
1038,PC1039,-2.11,9/6/2017 0:00,296183.5605,3236559.505
1039,PC1040,-2.13,9/6/2017 0:00,296178.083,3236556.668
1040,PC1041,-2.17,9/6/2017 0:00,296172.4967,3236553.576
1041,PC1042,-2.12,9/6/2017 0:00,296168.7183,3236547.662
1042,PC1043,-2.2,9/6/2017 0:00,296164.5563,3236542.165
1043,PC1044,-2.26,9/6/2017 0:00,296159.1787,3236539.238
1044,PC1045,-2.28,9/6/2017 0:00,296153.6163,3236536.097
1045,PC1046,-2.34,9/6/2017 0:00,296146.9561,3236535.398
1046,PC1047,-2.43,9/6/2017 0:00,296140.3481,3236534.744
1047,PC1048,-2.64,9/6/2017 0:00,296147.9281,3236501.765
1048,PC1049,-2.64,9/6/2017 0:00,296154.1615,3236503.169
1049,PC1050,-2.31,9/6/2017 0:00,296160.1516,3236505.005
1050,PC1051,-2.24,9/6/2017 0:00,296165.0942,3236508.745
1051,PC1052,-2.31,9/6/2017 0:00,296169.944,3236512.682
1052,PC1053,-2.29,9/6/2017 0:00,296175.3521,3236515.605
1053,PC1054,-2.17,9/6/2017 0:00,296181.39,3236517.318
1054,PC1055,-2.16,9/6/2017 0:00,296186.777,3236520.275
1055,PC1056,-2.25,9/6/2017 0:00,296192.0321,3236523.485
1056,PC1057,-2.37,9/6/2017 0:00,296197.3871,3236526.622
1057,PC1058,-2.25,9/6/2017 0:00,296202.7837,3236529.627
1058,PC1059,-2.28,9/6/2017 0:00,296207.9856,3236533.034
1059,PC1060,-2.39,9/6/2017 0:00,296213.0222,3236537.081
1060,PC1061,-2.29,9/6/2017 0:00,296218.305,3236540.325
1061,PC1062,-2.54,9/6/2017 0:00,296224.3446,3236542.237
1062,PC1063,-2.37,9/6/2017 0:00,296230.112,3236544.404
1063,PC1064,-2.49,9/6/2017 0:00,296235.5923,3236547.222
1064,PC1065,-2.74,9/6/2017 0:00,296240.5571,3236551.066
1065,PC1066,-2.95,9/6/2017 0:00,296245.2154,3236555.422
1066,PC1067,-3.13,9/6/2017 0:00,296250.2602,3236559.003
1067,PC1068,-3.23,9/6/2017 0:00,296256.1938,3236560.998
1068,PC1069,-3.03,9/6/2017 0:00,296260.3711,3236527.2
1069,PC1070,-2.73,9/6/2017 0:00,296254.7316,3236524.664
1070,PC1071,-2.58,9/6/2017 0:00,296250.1072,3236520.335
1071,PC1072,-2.48,9/6/2017 0:00,296244.9874,3236516.904
1072,PC1073,-2.41,9/6/2017 0:00,296239.2224,3236514.667
1073,PC1074,-2.41,9/6/2017 0:00,296233.889,3236511.57
1074,PC1075,-2.37,9/6/2017 0:00,296228.523,3236508.57
1075,PC1076,-2.36,9/6/2017 0:00,296222.0283,3236507.623
1076,PC1077,-2.3,9/6/2017 0:00,296215.8368,3236506.124
1077,PC1078,-2.31,9/6/2017 0:00,296210.7168,3236502.671
1078,PC1079,-2.3,9/6/2017 0:00,296205.9692,3236498.56
1079,PC1080,-2.37,9/6/2017 0:00,296200.9783,3236494.866
1080,PC1081,-2.39,9/6/2017 0:00,296196.2788,3236489.605
1081,PC1082,-2.44,9/6/2017 0:00,296191.4251,3236485.208
1082,PC1083,-2.43,9/6/2017 0:00,296185.5901,3236482.978
1083,PC1084,-2.45,9/6/2017 0:00,296180.1858,3236480.149
1084,PC1085,-2.5,9/6/2017 0:00,296175.4801,3236475.95
1085,PC1086,-2.57,9/6/2017 0:00,296170.2578,3236472.647
1086,PC1087,-2.9,9/6/2017 0:00,296167.7033,3236446.905
1087,PC1088,-2.74,9/6/2017 0:00,296170.885,3236453.981
1088,PC1089,-2.7,9/6/2017 0:00,296176.8541,3236455.844
1089,PC1090,-2.74,9/6/2017 0:00,296186.6613,3236450.615
1090,PC1091,-2.69,9/6/2017 0:00,296192.4662,3236453.254
1091,PC1092,-2.7,9/6/2017 0:00,296196.8115,3236458.076
1092,PC1093,-2.7,9/6/2017 0:00,296201.9248,3236461.471
1093,PC1094,-2.68,9/6/2017 0:00,296207.3277,3236464.497
1094,PC1095,-2.67,9/6/2017 0:00,296212.9665,3236466.952
1095,PC1096,-2.6,9/6/2017 0:00,296219.2661,3236468.257
1096,PC1097,-2.68,9/6/2017 0:00,296225.3081,3236470.093
1097,PC1098,-2.63,9/6/2017 0:00,296230.3773,3236473.668
1098,PC1099,-2.63,9/6/2017 0:00,296235.5818,3236477.025
1099,PC1100,-2.63,9/6/2017 0:00,296240.759,3236480.401
1100,PC1101,-2.65,9/6/2017 0:00,296245.8401,3236483.936
1101,PC1102,-2.6,9/6/2017 0:00,296250.9474,3236487.334
1102,PC1103,-2.66,9/6/2017 0:00,296256.8295,3236489.369
1103,PC1104,-2.78,9/6/2017 0:00,296263.0646,3236490.974
1104,PC1105,-2.97,9/6/2017 0:00,296267.9982,3236494.742
1105,PC1106,-3.21,9/6/2017 0:00,296272.3645,3236499.527
1106,PC1107,-3.42,9/6/2017 0:00,296278.0727,3236501.902
1107,PC1108,-3.5,9/6/2017 0:00,296284.6902,3236502.601
1108,PC1109,-3.67,9/6/2017 0:00,296290.7108,3236504.424
1109,PC1110,-3.72,9/6/2017 0:00,296296.7275,3236476.506
1110,PC1111,-3.58,9/6/2017 0:00,296290.7641,3236474.591
1111,PC1112,-3.48,9/6/2017 0:00,296287.0105,3236468.725
1112,PC1113,-3.37,9/6/2017 0:00,296282.0108,3236465.079
1113,PC1114,-3.29,9/6/2017 0:00,296276.5541,3236462.175
1114,PC1115,-3.04,9/6/2017 0:00,296270.4373,3236460.493
1115,PC1116,-2.87,9/6/2017 0:00,296264.1944,3236459.049
1116,PC1117,-2.84,9/6/2017 0:00,296259.3843,3236455.119
1117,PC1118,-2.78,9/6/2017 0:00,296254.2173,3236451.865
1118,PC1119,-2.79,9/6/2017 0:00,296248.6291,3236449.276
1119,PC1120,-2.81,9/6/2017 0:00,296242.8368,3236447.042
1120,PC1121,-2.72,9/6/2017 0:00,296237.3696,3236444.336
1121,PC1122,-2.73,9/6/2017 0:00,296231.5801,3236442.087
1122,PC1123,-2.77,9/6/2017 0:00,296226.0617,3236439.446
1123,PC1124,-2.79,9/6/2017 0:00,296221.3356,3236435.356
1124,PC1125,-2.82,9/6/2017 0:00,296216.0722,3236432.239
1125,PC1126,-2.84,9/6/2017 0:00,296209.9035,3236429.844
1126,PC1127,-2.83,9/6/2017 0:00,296204.741,3236426.404
1127,PC1128,-2.91,9/6/2017 0:00,296199.5467,3236423.178
1128,PC1129,-3.05,9/6/2017 0:00,296194.1227,3236420.179
1129,PC1130,-3.14,9/6/2017 0:00,296189.1026,3236416.631
1130,PC1131,-3.1,9/6/2017 0:00,296183.3897,3236413.711
1131,PC1132,-3.08,9/6/2017 0:00,296177.4924,3236411.682
1132,PC1133,-3.11,9/6/2017 0:00,296171.4155,3236410.039
1133,PC1134,-3.12,9/6/2017 0:00,296221.3258,3236402.045
1134,PC1135,-2.72,9/6/2017 0:00,296225.6615,3236406.83
1135,PC1136,-2.93,9/6/2017 0:00,296230.7448,3236410.277
1136,PC1137,-2.9,9/6/2017 0:00,296237.3958,3236410.967
1137,PC1138,-2.95,9/6/2017 0:00,296245.2015,3236409.443
1138,PC1139,-3.06,9/6/2017 0:00,296251.3056,3236411.052
1139,PC1140,-2.97,9/6/2017 0:00,296255.9512,3236415.36
1140,PC1141,-3.06,9/6/2017 0:00,296260.2453,3236420.267
1141,PC1142,-2.94,9/6/2017 0:00,296265.1403,3236424.139
1142,PC1143,-3.12,9/6/2017 0:00,296271.0368,3236426.073
1143,PC1144,-3.27,9/6/2017 0:00,296277.1296,3236427.799
1144,PC1145,-3.58,9/6/2017 0:00,296282.5763,3236430.599
1145,PC1146,-3.68,9/6/2017 0:00,296288.1737,3236433.209
1146,PC1147,-3.86,9/6/2017 0:00,296294.0894,3236435.253
1147,PC1148,-4.08,9/6/2017 0:00,295353.5623,3238245.606
1148,PC1149,-4.2,9/6/2017 0:00,295349.4386,3238241.026
1149,PC1150,-4.27,9/6/2017 0:00,295345.1394,3238236.594
1150,PC1151,-4.37,9/6/2017 0:00,295340.5808,3238232.491
1151,PC1152,-4.57,9/6/2017 0:00,295335.0467,3238229.45
1152,PC1153,-4.79,9/6/2017 0:00,295328.5187,3238227.457
1153,PC1154,-3.79,9/6/2017 0:00,295323.5412,3238223.555
1154,PC1155,-2.35,9/6/2017 0:00,295317.9497,3238220.57
1155,PC1156,-2.2,9/6/2017 0:00,295313.4095,3238216.479
1156,PC1157,-2.26,9/6/2017 0:00,295309.4213,3238211.709
1157,PC1158,-2.27,9/6/2017 0:00,295304.9897,3238207.485
1158,PC1159,-2.33,9/6/2017 0:00,295300.1194,3238203.283
1159,PC1160,-2.41,9/6/2017 0:00,295295.5056,3238199.135
1160,PC1161,-2.44,9/6/2017 0:00,295290.7658,3238195.237
1161,PC1162,-2.54,9/6/2017 0:00,295285.6721,3238191.641
1162,PC1163,-2.95,9/6/2017 0:00,295281.1857,3238187.43
1163,PC1164,-3.63,9/6/2017 0:00,295277.0826,3238182.761
1164,PC1165,-3.47,9/6/2017 0:00,295248.9259,3238190.939
1165,PC1166,-3.37,9/6/2017 0:00,295254.491,3238194.047
1166,PC1167,-3.22,9/6/2017 0:00,295258.935,3238198.291
1167,PC1168,-3.04,9/6/2017 0:00,295262.1666,3238203.711
1168,PC1169,-2.29,9/6/2017 0:00,295267.3876,3238207.212
1169,PC1170,-2.36,9/6/2017 0:00,295273.4542,3238209.79
1170,PC1171,-2.28,9/6/2017 0:00,295277.6746,3238214.269
1171,PC1172,-2.05,9/6/2017 0:00,295281.8371,3238218.754
1172,PC1173,-2.29,9/6/2017 0:00,295287.1069,3238222.257
1173,PC1174,-2.04,9/6/2017 0:00,295291.1407,3238227.017
1174,PC1175,-2.17,9/6/2017 0:00,295294.3759,3238232.498
1175,PC1176,-3.15,9/6/2017 0:00,295299.1559,3238236.469
1176,PC1177,-5.09,9/6/2017 0:00,295303.1831,3238241.165
1177,PC1178,-5.18,9/6/2017 0:00,295307.0016,3238246.064
1178,PC1179,-4.47,9/6/2017 0:00,295296.838,3238267.038
1179,PC1180,-4.58,9/6/2017 0:00,295293.1511,3238261.841
1180,PC1181,-4.71,9/6/2017 0:00,295288.6645,3238257.609
1181,PC1182,-3.98,9/6/2017 0:00,295284.0001,3238253.604
1182,PC1183,-2.18,9/6/2017 0:00,295279.4013,3238249.434
1183,PC1184,-2.1,9/6/2017 0:00,295274.4018,3238245.809
1184,PC1185,-2.14,9/6/2017 0:00,295269.7893,3238241.813
1185,PC1186,-2.22,9/6/2017 0:00,295264.3643,3238238.695
1186,PC1187,-2.33,9/6/2017 0:00,295259.0094,3238235.58
1187,PC1188,-2.43,9/6/2017 0:00,295254.5134,3238231.311
1188,PC1189,-2.51,9/6/2017 0:00,295249.499,3238227.736
1189,PC1190,-2.76,9/6/2017 0:00,295244.3281,3238224.39
1190,PC1191,-3.05,9/6/2017 0:00,295239.4368,3238220.582
1191,PC1192,-3.35,9/6/2017 0:00,295212.1247,3238245.938
1192,PC1193,-3.46,9/6/2017 0:00,295215.4066,3238252.239
1193,PC1194,-3.53,9/6/2017 0:00,295217.1744,3238244.012
1194,PC1195,-3.27,9/6/2017 0:00,295218.3307,3238253.774
1195,PC1196,-3.17,9/6/2017 0:00,295223.259,3238257.622
1196,PC1197,-2.84,9/6/2017 0:00,295228.3034,3238261.148
1197,PC1198,-2.74,9/6/2017 0:00,295234.7738,3238262.465
1198,PC1199,-2.23,9/6/2017 0:00,295241.5834,3238263.159
1199,PC1200,-1.97,9/6/2017 0:00,295245.6692,3238269.367
1200,PC1201,-1.59,9/6/2017 0:00,295250.7913,3238272.713
1201,PC1202,-1.87,9/6/2017 0:00,295256.8762,3238274.576
1202,PC1203,-3.29,9/6/2017 0:00,295261.6887,3238278.433
1203,PC1204,-4.99,9/6/2017 0:00,295265.5031,3238283.906
1204,PC1205,-6.13,9/6/2017 0:00,295269.0959,3238286.649
1205,PC1206,-4.78,9/6/2017 0:00,295219.0669,3238430.016
1206,PC1207,-3.21,9/6/2017 0:00,295213.4496,3238426.869
1207,PC1208,-2.63,9/6/2017 0:00,295208.987,3238422.588
1208,PC1209,-2.58,9/6/2017 0:00,295203.1186,3238418.947
1209,PC1210,-2.6,9/6/2017 0:00,295199.0917,3238414.278
1210,PC1211,-2.51,9/6/2017 0:00,295194.1455,3238409.757
1211,PC1212,-2.51,9/6/2017 0:00,295189.454,3238405.801
1212,PC1213,-2.56,9/6/2017 0:00,295184.9315,3238401.636
1213,PC1214,-2.6,9/6/2017 0:00,295179.1714,3238398.896
1214,PC1215,-2.69,9/6/2017 0:00,295173.7857,3238395.75
1215,PC1216,-2.75,9/6/2017 0:00,295169.0062,3238391.832
1216,PC1217,-2.83,9/6/2017 0:00,295164.6231,3238387.568
1217,PC1218,-2.85,9/6/2017 0:00,295160.5828,3238382.771
1218,PC1219,-2.91,9/6/2017 0:00,295156.2299,3238377.766
1219,PC1220,-2.96,9/6/2017 0:00,295151.9046,3238374.557
1220,PC1221,-2.99,9/6/2017 0:00,295135.4404,3238396.261
1221,PC1222,-3.13,9/6/2017 0:00,295139.8215,3238400.637
1222,PC1223,-2.82,9/6/2017 0:00,295144.9261,3238404.071
1223,PC1224,-2.43,9/6/2017 0:00,295146.8096,3238411.176
1224,PC1225,-2.25,9/6/2017 0:00,295150.5226,3238416.214
1225,PC1226,-2.04,9/6/2017 0:00,295156.1261,3238419.168
1226,PC1227,-2.06,9/6/2017 0:00,295161.1343,3238422.735
1227,PC1228,-2.03,9/6/2017 0:00,295164.7994,3238427.867
1228,PC1229,-1.99,9/6/2017 0:00,295168.9051,3238432.477
1229,PC1230,-1.96,9/6/2017 0:00,295174.3386,3238435.525
1230,PC1231,-2.01,9/6/2017 0:00,295179.3927,3238439.109
1231,PC1232,-2.22,9/6/2017 0:00,295183.5887,3238443.585
1232,PC1233,-2.36,9/6/2017 0:00,295188.8268,3238446.954
1233,PC1234,-2.68,9/6/2017 0:00,295194.3068,3238450.083
1234,PC1235,-3.21,9/6/2017 0:00,295198.4214,3238454.666
1235,PC1236,-4.74,9/6/2017 0:00,295201.9206,3238460.007
1236,PC1237,-4.43,9/6/2017 0:00,295158.8839,3238479.057
1237,PC1238,-2.56,9/6/2017 0:00,295157.4258,3238471.797
1238,PC1239,-2.07,9/6/2017 0:00,295153.6619,3238466.876
1239,PC1240,-1.92,9/6/2017 0:00,295148.0362,3238463.814
1240,PC1241,-1.94,9/6/2017 0:00,295144.0371,3238459.191
1241,PC1242,-2,9/6/2017 0:00,295140.6056,3238453.931
1242,PC1243,-2.17,9/6/2017 0:00,295137.2045,3238448.657
1243,PC1244,-2.29,9/6/2017 0:00,295134.0639,3238443.187
1244,PC1245,-2.31,9/6/2017 0:00,295130.5602,3238438.035
1245,PC1246,-3.61,9/6/2017 0:00,295101.3069,3238428.095
1246,PC1247,-3.38,9/6/2017 0:00,295106.4768,3238431.675
1247,PC1248,-2.9,9/6/2017 0:00,295112.6441,3238434.271
1248,PC1249,-2.61,9/6/2017 0:00,295116.7379,3238438.915
1249,PC1250,-2.38,9/6/2017 0:00,295119.7495,3238444.62
1250,PC1251,-2.29,9/6/2017 0:00,295124.6443,3238448.477
1251,PC1252,-2.02,9/6/2017 0:00,295129.3661,3238452.412
1252,PC1253,-1.55,9/6/2017 0:00,295132.3675,3238458.001
1253,PC1254,-1.45,9/6/2017 0:00,295136.9191,3238462.72
1254,PC1255,-1.7,9/6/2017 0:00,295141.5927,3238466.719
1255,PC1256,-1.74,9/6/2017 0:00,295145.6346,3238471.361
1256,PC1257,-2.75,9/6/2017 0:00,295149.9149,3238475.714
1257,PC1258,-5.09,9/6/2017 0:00,295142.332,3238497.979
1258,PC1259,-5.11,9/6/2017 0:00,295138.0602,3238493.547
1259,PC1260,-4.61,9/6/2017 0:00,295133.6137,3238489.366
1260,PC1261,-1.38,9/6/2017 0:00,295129.5991,3238484.712
1261,PC1262,-0.97,9/6/2017 0:00,295125.0797,3238480.559
1262,PC1263,-0.87,9/6/2017 0:00,295121.6851,3238475.327
1263,PC1264,-0.89,9/6/2017 0:00,295117.8517,3238470.476
1264,PC1265,-1.56,9/6/2017 0:00,295113.5668,3238465.941
1265,PC1266,-2.34,9/6/2017 0:00,295110.4107,3238460.444
1266,PC1267,-2.55,9/6/2017 0:00,295105.553,3238456.657
1267,PC1268,-2.96,9/7/2017 0:00,296197.4849,3236353.361
1268,PC1269,-2.95,9/7/2017 0:00,296202.2443,3236357.426
1269,PC1270,-2.93,9/7/2017 0:00,296207.4338,3236360.805
1270,PC1271,-3.04,9/7/2017 0:00,296212.8416,3236363.697
1271,PC1272,-3.03,9/7/2017 0:00,296217.8867,3236367.306
1272,PC1273,-3.02,9/7/2017 0:00,296223.1665,3236370.553
1273,PC1274,-3.05,9/7/2017 0:00,296228.973,3236372.662
1274,PC1275,-3.04,9/7/2017 0:00,296234.9092,3236374.608
1275,PC1276,-2.98,9/7/2017 0:00,296240.5248,3236377.193
1276,PC1277,-3.03,9/7/2017 0:00,296246.6139,3236379.196
1277,PC1278,-3.06,9/7/2017 0:00,296252.3916,3236381.497
1278,PC1279,-3.12,9/7/2017 0:00,296257.4133,3236385.228
1279,PC1280,-3.09,9/7/2017 0:00,296262.2572,3236389.183
1280,PC1281,-3.09,9/7/2017 0:00,296267.4651,3236392.586
1281,PC1282,-3.07,9/7/2017 0:00,296272.9463,3236395.858
1282,PC1283,-3.06,9/7/2017 0:00,296279.1865,3236398.418
1283,PC1284,-3.05,9/7/2017 0:00,296285.1056,3236400.504
1284,PC1285,-3.08,9/7/2017 0:00,296290.4021,3236403.568
1285,PC1286,-3.16,9/7/2017 0:00,296296.3756,3236407.022
1286,PC1287,-3.24,9/7/2017 0:00,296301.9151,3236409.63
1287,PC1288,-3.37,9/7/2017 0:00,296306.8934,3236413.267
1288,PC1289,-3.53,9/7/2017 0:00,296311.6674,3236417.256
1289,PC1290,-3.66,9/7/2017 0:00,296316.8301,3236420.723
1290,PC1291,-3.88,9/7/2017 0:00,296322.0999,3236423.873
1291,PC1292,-4,9/7/2017 0:00,296327.217,3236427.347
1292,PC1293,-4.08,9/7/2017 0:00,296332.4367,3236430.695
1293,PC1294,-4.16,9/7/2017 0:00,296337.9026,3236433.608
1294,PC1295,-4.26,9/7/2017 0:00,296343.3438,3236436.485
1295,PC1296,-4.4,9/7/2017 0:00,296449.2135,3236084.782
1296,PC1297,-4.39,9/7/2017 0:00,296445.2727,3236079.124
1297,PC1298,-4.36,9/7/2017 0:00,296439.9363,3236076.036
1298,PC1299,-4.27,9/7/2017 0:00,296433.68,3236074.803
1299,PC1300,-4.15,9/7/2017 0:00,296427.2007,3236073.865
1300,PC1301,-4.2,9/7/2017 0:00,296420.4532,3236071.865
1301,PC1302,-4.14,9/7/2017 0:00,296416.1369,3236066.866
1302,PC1303,-4.15,9/7/2017 0:00,296411.5275,3236062.513
1303,PC1304,-4.18,9/7/2017 0:00,296406.7342,3236058.411
1304,PC1305,-4.16,9/7/2017 0:00,296400.8618,3236056.434
1305,PC1306,-4.16,9/7/2017 0:00,296393.7934,3236056.482
1306,PC1307,-4.04,9/7/2017 0:00,296388.4367,3236053.504
1307,PC1308,-3.83,9/7/2017 0:00,296382.6834,3236051.206
1308,PC1309,-3.56,9/7/2017 0:00,296378.1192,3236046.807
1309,PC1310,-3.43,9/7/2017 0:00,296374.0559,3236041.443
1310,PC1311,-3.34,9/7/2017 0:00,296368.1382,3236039.518
1311,PC1312,-3.27,9/7/2017 0:00,296361.129,3236038.639
1312,PC1313,-3.25,9/7/2017 0:00,296355.5985,3236036.022
1313,PC1314,-3.23,9/7/2017 0:00,296350.7727,3236032.028
1314,PC1315,-3.14,9/7/2017 0:00,296345.5091,3236028.899
1315,PC1316,-3.14,9/7/2017 0:00,296340.2757,3236025.722
1316,PC1317,-3.17,9/7/2017 0:00,296334.9776,3236022.472
1317,PC1318,-3.13,9/7/2017 0:00,296329.3177,3236020.048
1318,PC1319,-3.13,9/7/2017 0:00,296323.7001,3236017.566
1319,PC1320,-3.13,9/7/2017 0:00,296318.0937,3236014.98
1320,PC1321,-3.13,9/7/2017 0:00,296312.2929,3236012.835
1321,PC1322,-2.85,9/7/2017 0:00,296322.8449,3235974.133
1322,PC1323,-2.84,9/7/2017 0:00,296327.0493,3235979.246
1323,PC1324,-2.79,9/7/2017 0:00,296331.2339,3235984.532
1324,PC1325,-2.81,9/7/2017 0:00,296336.4084,3235987.951
1325,PC1326,-2.8,9/7/2017 0:00,296341.6402,3235991.293
1326,PC1327,-2.72,9/7/2017 0:00,296346.8416,3235994.644
1327,PC1328,-2.73,9/7/2017 0:00,296352.3244,3235997.387
1328,PC1329,-2.79,9/7/2017 0:00,296357.8429,3236000.04
1329,PC1330,-2.82,9/7/2017 0:00,296362.9339,3236003.67
1330,PC1331,-2.79,9/7/2017 0:00,296367.9,3236007.31
1331,PC1332,-2.8,9/7/2017 0:00,296373.3471,3236010.156
1332,PC1333,-2.89,9/7/2017 0:00,296378.5714,3236013.337
1333,PC1334,-3.01,9/7/2017 0:00,296383.1874,3236017.738
1334,PC1335,-3.17,9/7/2017 0:00,296388.4417,3236020.858
1335,PC1336,-3.21,9/7/2017 0:00,296394.4466,3236022.641
1336,PC1337,-3.33,9/7/2017 0:00,296400.3434,3236024.606
1337,PC1338,-3.42,9/7/2017 0:00,296405.7638,3236027.544
1338,PC1339,-3.48,9/7/2017 0:00,296411.0569,3236030.575
1339,PC1340,-3.57,9/7/2017 0:00,296416.2939,3236033.81
1340,PC1341,-3.65,9/7/2017 0:00,296421.363,3236037.379
1341,PC1342,-3.78,9/7/2017 0:00,296426.7017,3236040.378
1342,PC1343,-3.87,9/7/2017 0:00,296432.3986,3236042.863
1343,PC1344,-4.09,9/7/2017 0:00,296437.8512,3236045.648
1344,PC1345,-4.3,9/7/2017 0:00,296443.2265,3236048.656
1345,PC1346,-4.37,9/7/2017 0:00,296448.918,3236051.214
1346,PC1347,-4.61,9/7/2017 0:00,296466.2329,3236025.257
1347,PC1348,-4.61,9/7/2017 0:00,296460.7023,3236022.61
1348,PC1349,-4.67,9/7/2017 0:00,296455.6481,3236019.013
1349,PC1350,-4.59,9/7/2017 0:00,296450.8614,3236014.963
1350,PC1351,-4.39,9/7/2017 0:00,296445.0064,3236012.886
1351,PC1352,-4.07,9/7/2017 0:00,296439.32,3236010.569
1352,PC1353,-3.74,9/7/2017 0:00,296434.1618,3236007.284
1353,PC1354,-3.41,9/7/2017 0:00,296428.6394,3236004.533
1354,PC1355,-3.17,9/7/2017 0:00,296422.8976,3236002.153
1355,PC1356,-3.1,9/7/2017 0:00,296417.7723,3235998.791
1356,PC1357,-2.92,9/7/2017 0:00,296413.4093,3235994.025
1357,PC1358,-2.77,9/7/2017 0:00,296408.1546,3235990.857
1358,PC1359,-2.68,9/7/2017 0:00,296402.7465,3235987.928
1359,PC1360,-2.62,9/7/2017 0:00,296397.3021,3235985.039
1360,PC1361,-2.61,9/7/2017 0:00,296390.9062,3235983.877
1361,PC1362,-2.61,9/7/2017 0:00,296385.2498,3235981.508
1362,PC1363,-2.58,9/7/2017 0:00,296380.0998,3235978.101
1363,PC1364,-2.56,9/7/2017 0:00,296375.0429,3235974.545
