"","hcat5","Freq"
"1","15",11.7647058823529
"2","20",17.6470588235294
"3","25",17.6470588235294
"4","30",17.6470588235294
"5","35",11.7647058823529
"6","40",5.88235294117647
"7","45",5.88235294117647
"8","50",5.88235294117647
"9","60",5.88235294117647
