"","hcat5","Freq"
"1","10",1.12994350282486
"2","15",2.25988700564972
"3","20",8.47457627118644
"4","25",5.64971751412429
"5","30",13.5593220338983
"6","35",8.47457627118644
"7","40",17.5141242937853
"8","45",6.77966101694915
"9","50",10.7344632768362
"10","55",2.82485875706215
"11","60",4.51977401129944
"12","65",4.51977401129944
"13","70",3.95480225988701
"14","75",2.25988700564972
"15","80",3.95480225988701
"16","85",2.82485875706215
"17","100",0.564971751412429
