"","dist_m","rank","station1","transect1","station2","transect2"
"594",21.68045614,1,"BTI5",1,"BTI5",2
"654",124.9175705,2,"BTI5",1,"BTI6",1
"361",307.2393022,3,"BTI5",1,"BTI4",1
"352",350.07358,4,"BTI5",1,"BTI3",2
"480",380.6763364,5,"BTI5",1,"BTI4",2
"231",415.3313044,6,"BTI5",1,"BTI3",1
"198",502.7973657,7,"BTI5",1,"BTI2",2
"37",521.7230815,8,"BTI5",1,"BTI1",1
"123",533.1247314,9,"BTI5",1,"BTI2",1
"4939",632.0526828,10,"BTI5",1,"LTI5",1
"5006",641.1867481,11,"BTI5",1,"LTI5",2
"5102",644.1490975,12,"BTI5",1,"LTI6",1
"4848",663.8858457,13,"BTI5",1,"LTI4",1
"4655",674.272846,14,"BTI5",1,"LTI1",1
"4766",796.308091,15,"BTI5",1,"LTI3",1
"4703",809.8138664,16,"BTI5",1,"LTI2",1
"2451",2486.056445,17,"BTI5",1,"LCO16",1
"2370",2496.50227,18,"BTI5",1,"LCO15",8
"2298",2498.740301,19,"BTI5",1,"LCO15",7
"2221",2504.466309,20,"BTI5",1,"LCO15",6
"2180",2505.481227,21,"BTI5",1,"LCO15",5
"2110",2507.690588,22,"BTI5",1,"LCO15",4
"2040",2510.014052,23,"BTI5",1,"LCO15",3
"1949",2511.883894,24,"BTI5",1,"LCO15",2
"1914",2514.115352,25,"BTI5",1,"LCO15",1
"1846",2546.091922,26,"BTI5",1,"LCO14",3
"1773",2548.926531,27,"BTI5",1,"LCO14",2
"1687",2550.778424,28,"BTI5",1,"LCO14",1
"1600",2641.714723,29,"BTI5",1,"LCO12",5
"1498",2644.464841,30,"BTI5",1,"LCO12",4
"1421",2647.363819,31,"BTI5",1,"LCO12",3
"1359",2648.785218,32,"BTI5",1,"LCO12",2
"1319",2650.352205,33,"BTI5",1,"LCO12",1
"1246",2702.498228,34,"BTI5",1,"LCO11B",3
"1138",2703.854503,35,"BTI5",1,"LCO11B",2
"1116",2705.394408,36,"BTI5",1,"LCO11B",1
"2562",2829.143983,37,"BTI5",1,"LCO17",2
"2528",2832.503765,38,"BTI5",1,"LCO17",1
"1031",2885.533844,39,"BTI5",1,"LCO10A",5
"982",2886.973137,40,"BTI5",1,"LCO10A",4
"910",2887.850653,41,"BTI5",1,"LCO10A",3
"807",2889.692876,42,"BTI5",1,"LCO10A",2
"758",2890.425777,43,"BTI5",1,"LCO10A",1
"4549",2989.373865,44,"BTI5",1,"LCO9C",5
"4492",2990.292662,45,"BTI5",1,"LCO9C",4
"4406",2991.33826,46,"BTI5",1,"LCO9C",3
"4375",2992.561442,47,"BTI5",1,"LCO9C",2
"4266",2993.427446,48,"BTI5",1,"LCO9C",1
"2930",3007.10366,49,"BTI5",1,"LCO19",5
"2851",3008.713168,50,"BTI5",1,"LCO19",4
"2779",3010.492685,51,"BTI5",1,"LCO19",3
"2705",3012.24802,52,"BTI5",1,"LCO19",2
"2680",3014.199375,53,"BTI5",1,"LCO19",1
"4208",3047.301546,54,"BTI5",1,"LCO9B",5
"4148",3048.922564,55,"BTI5",1,"LCO9B",4
"4084",3050.352574,56,"BTI5",1,"LCO9B",3
"4036",3052.028892,57,"BTI5",1,"LCO9B",2
"3945",3053.573756,58,"BTI5",1,"LCO9B",1
"3862",3185.443723,59,"BTI5",1,"LCO8A",1
"3264",3374.2552,60,"BTI5",1,"LCO20",3
"3178",3375.86734,61,"BTI5",1,"LCO20",2
"3106",3377.759794,62,"BTI5",1,"LCO20",1
"3783",3395.122327,63,"BTI5",1,"LCO4",1
"3721",3462.379571,64,"BTI5",1,"LCO3",1
"3009",3510.804963,65,"BTI5",1,"LCO2",1
"3424",3599.364989,66,"BTI5",1,"LCO21",3
"3384",3602.550539,67,"BTI5",1,"LCO21",2
"3309",3603.822397,68,"BTI5",1,"LCO21",1
"3661",3686.133427,69,"BTI5",1,"LCO21",6
"3605",3687.254197,70,"BTI5",1,"LCO21",5
"3530",3691.344072,71,"BTI5",1,"LCO21",4
"549",21.68045614,1,"BTI5",2,"BTI5",1
"674",122.1754072,2,"BTI5",2,"BTI6",1
"402",289.2155543,3,"BTI5",2,"BTI4",1
"307",347.2332508,4,"BTI5",2,"BTI3",2
"442",359.4868581,5,"BTI5",2,"BTI4",2
"222",410.6298314,6,"BTI5",2,"BTI3",1
"152",498.8826559,7,"BTI5",2,"BTI2",2
"68",510.0446168,8,"BTI5",2,"BTI1",1
"87",529.675234,9,"BTI5",2,"BTI2",1
"4942",637.7906962,10,"BTI5",2,"LTI5",1
"4982",646.856293,11,"BTI5",2,"LTI5",2
"5046",649.0033795,12,"BTI5",2,"LTI6",1
"4831",671.9955743,13,"BTI5",2,"LTI4",1
"4616",675.7128492,14,"BTI5",2,"LTI1",1
"4795",802.8544233,15,"BTI5",2,"LTI3",1
"4708",812.4886604,16,"BTI5",2,"LTI2",1
"2428",2465.412637,17,"BTI5",2,"LCO16",1
"2344",2475.368866,18,"BTI5",2,"LCO15",8
"2274",2477.607773,19,"BTI5",2,"LCO15",7
"2238",2483.336308,20,"BTI5",2,"LCO15",6
"2183",2484.238451,21,"BTI5",2,"LCO15",5
"2081",2486.447049,22,"BTI5",2,"LCO15",4
"2025",2488.769897,23,"BTI5",2,"LCO15",3
"1935",2490.641544,24,"BTI5",2,"LCO15",2
"1859",2492.872735,25,"BTI5",2,"LCO15",1
"1789",2524.708636,26,"BTI5",2,"LCO14",3
"1713",2527.544311,27,"BTI5",2,"LCO14",2
"1654",2529.397064,28,"BTI5",2,"LCO14",1
"1576",2620.045883,29,"BTI5",2,"LCO12",5
"1544",2622.79619,30,"BTI5",2,"LCO12",4
"1460",2625.695499,31,"BTI5",2,"LCO12",3
"1397",2627.117048,32,"BTI5",2,"LCO12",2
"1283",2628.684189,33,"BTI5",2,"LCO12",1
"1252",2680.825817,34,"BTI5",2,"LCO11B",3
"1182",2682.182013,35,"BTI5",2,"LCO11B",2
"1073",2683.7218,36,"BTI5",2,"LCO11B",1
"2587",2809.970981,37,"BTI5",2,"LCO17",2
"2537",2813.323657,38,"BTI5",2,"LCO17",1
"996",2864.222713,39,"BTI5",2,"LCO10A",5
"936",2865.658565,40,"BTI5",2,"LCO10A",4
"876",2866.534278,41,"BTI5",2,"LCO10A",3
"788",2868.373389,42,"BTI5",2,"LCO10A",2
"719",2869.104224,43,"BTI5",2,"LCO10A",1
"4558",2968.188073,44,"BTI5",2,"LCO9C",5
"4506",2969.105046,45,"BTI5",2,"LCO9C",4
"4431",2970.14895,46,"BTI5",2,"LCO9C",3
"4337",2971.370499,47,"BTI5",2,"LCO9C",2
"4303",2972.235029,48,"BTI5",2,"LCO9C",1
"2923",2989.593771,49,"BTI5",2,"LCO19",5
"2874",2991.198726,50,"BTI5",2,"LCO19",4
"2778",2992.973263,51,"BTI5",2,"LCO19",3
"2703",2994.725585,52,"BTI5",2,"LCO19",2
"2643",2996.67396,53,"BTI5",2,"LCO19",1
"4217",3026.269127,54,"BTI5",2,"LCO9B",5
"4134",3027.888235,55,"BTI5",2,"LCO9B",4
"4073",3029.316136,56,"BTI5",2,"LCO9B",3
"4006",3030.990531,57,"BTI5",2,"LCO9B",2
"3946",3032.53318,58,"BTI5",2,"LCO9B",1
"3883",3164.805299,59,"BTI5",2,"LCO8A",1
"3240",3358.636407,60,"BTI5",2,"LCO20",3
"3189",3360.242402,61,"BTI5",2,"LCO20",2
"3113",3362.130573,62,"BTI5",2,"LCO20",1
"3801",3374.724218,63,"BTI5",2,"LCO4",1
"3724",3442.249486,64,"BTI5",2,"LCO3",1
"3041",3490.87583,65,"BTI5",2,"LCO2",1
"3411",3584.94121,66,"BTI5",2,"LCO21",3
"3351",3588.113505,67,"BTI5",2,"LCO21",2
"3272",3589.379743,68,"BTI5",2,"LCO21",1
"3637",3672.141736,69,"BTI5",2,"LCO21",6
"3595",3673.25726,70,"BTI5",2,"LCO21",5
"3521",3677.327579,71,"BTI5",2,"LCO21",4
"632",122.1754072,1,"BTI6",1,"BTI5",2
"558",124.9175705,2,"BTI6",1,"BTI5",1
"348",225.4117459,3,"BTI6",1,"BTI3",2
"417",236.3488019,4,"BTI6",1,"BTI4",1
"251",290.4976525,5,"BTI6",1,"BTI3",1
"475",348.8353487,6,"BTI6",1,"BTI4",2
"180",377.8892768,7,"BTI6",1,"BTI2",2
"17",407.9408134,8,"BTI6",1,"BTI1",1
"105",408.299212,9,"BTI6",1,"BTI2",1
"4910",756.8954974,10,"BTI6",1,"LTI5",1
"5024",766.0409857,11,"BTI6",1,"LTI5",2
"5091",769.0658118,12,"BTI6",1,"LTI6",1
"4887",787.5453699,13,"BTI6",1,"LTI4",1
"4660",797.7912649,14,"BTI6",1,"LTI1",1
"4783",920.8777212,15,"BTI6",1,"LTI3",1
"4724",934.1568683,16,"BTI6",1,"LTI2",1
"2378",2500.954926,17,"BTI6",1,"LCO15",8
"2415",2501.081005,18,"BTI6",1,"LCO16",1
"2300",2503.212714,19,"BTI6",1,"LCO15",7
"2164",2506.960945,20,"BTI6",1,"LCO15",5
"2242",2508.996609,21,"BTI6",1,"LCO15",6
"2072",2509.145758,22,"BTI6",1,"LCO15",4
"1996",2511.448755,23,"BTI6",1,"LCO15",3
"1940",2513.368151,24,"BTI6",1,"LCO15",2
"1847",2515.589294,25,"BTI6",1,"LCO15",1
"1801",2543.106747,26,"BTI6",1,"LCO14",3
"1730",2545.97505,27,"BTI6",1,"LCO14",2
"1643",2547.854642,28,"BTI6",1,"LCO14",1
"1568",2622.122515,29,"BTI6",1,"LCO12",5
"1518",2624.902233,30,"BTI6",1,"LCO12",4
"1468",2627.854848,31,"BTI6",1,"LCO12",3
"1415",2629.300083,32,"BTI6",1,"LCO12",2
"1317",2630.891185,33,"BTI6",1,"LCO12",1
"1210",2675.481157,34,"BTI6",1,"LCO11B",3
"1194",2676.852638,35,"BTI6",1,"LCO11B",2
"1122",2678.41544,36,"BTI6",1,"LCO11B",1
"1039",2839.496816,37,"BTI6",1,"LCO10A",5
"933",2841.035829,38,"BTI6",1,"LCO10A",4
"917",2841.965684,39,"BTI6",1,"LCO10A",3
"816",2843.898317,40,"BTI6",1,"LCO10A",2
"733",2844.691897,41,"BTI6",1,"LCO10A",1
"2589",2865.044708,42,"BTI6",1,"LCO17",2
"2525",2868.318537,43,"BTI6",1,"LCO17",1
"4590",2939.869496,44,"BTI6",1,"LCO9C",5
"4527",2940.833254,45,"BTI6",1,"LCO9C",4
"4473",2941.920549,46,"BTI6",1,"LCO9C",3
"4393",2943.183848,47,"BTI6",1,"LCO9C",2
"4292",2944.086292,48,"BTI6",1,"LCO9C",1
"4255",2994.195436,49,"BTI6",1,"LCO9B",5
"4184",2995.856553,50,"BTI6",1,"LCO9B",4
"4114",2997.331213,51,"BTI6",1,"LCO9B",3
"4020",2999.048024,52,"BTI6",1,"LCO9B",2
"3936",3000.639878,53,"BTI6",1,"LCO9B",1
"2950",3059.61081,54,"BTI6",1,"LCO19",5
"2875",3061.179414,55,"BTI6",1,"LCO19",4
"2813",3062.914152,56,"BTI6",1,"LCO19",3
"2727",3064.641955,57,"BTI6",1,"LCO19",2
"2668",3066.565946,58,"BTI6",1,"LCO19",1
"3855",3124.842126,59,"BTI6",1,"LCO8A",1
"3765",3330.658809,60,"BTI6",1,"LCO4",1
"3715",3394.171922,61,"BTI6",1,"LCO3",1
"3040",3440.040938,62,"BTI6",1,"LCO2",1
"3256",3441.267704,63,"BTI6",1,"LCO20",3
"3188",3442.836616,64,"BTI6",1,"LCO20",2
"3117",3444.698609,65,"BTI6",1,"LCO20",1
"3463",3674.066496,66,"BTI6",1,"LCO21",3
"3348",3677.169999,67,"BTI6",1,"LCO21",2
"3269",3678.407064,68,"BTI6",1,"LCO21",1
"3641",3763.392767,69,"BTI6",1,"LCO21",6
"3621",3764.482491,70,"BTI6",1,"LCO21",5
"3540",3768.456532,71,"BTI6",1,"LCO21",4
"838",1.680190715,1,"LCO10A",1,"LCO10A",2
"862",4.573142933,2,"LCO10A",1,"LCO10A",3
"988",6.148634503,3,"LCO10A",1,"LCO10A",4
"1029",9.018071779,4,"LCO10A",1,"LCO10A",5
"4474",135.8563505,5,"LCO10A",1,"LCO9C",4
"4410",135.9119482,6,"LCO10A",1,"LCO9C",3
"4587",135.9658463,7,"LCO10A",1,"LCO9C",5
"4367",136.1430232,8,"LCO10A",1,"LCO9C",2
"4308",136.1838226,9,"LCO10A",1,"LCO9C",1
"4257",243.4107743,10,"LCO10A",1,"LCO9B",5
"4176",243.6805216,11,"LCO10A",1,"LCO9B",4
"4097",243.7483637,12,"LCO10A",1,"LCO9B",3
"3998",244.0759116,13,"LCO10A",1,"LCO9B",2
"3970",244.2038434,14,"LCO10A",1,"LCO9B",1
"1174",470.1700375,15,"LCO10A",1,"LCO11B",2
"1070",470.1859566,16,"LCO10A",1,"LCO11B",1
"1249",470.2645999,17,"LCO10A",1,"LCO11B",3
"3888",489.2774869,18,"LCO10A",1,"LCO8A",1
"1546",640.6955784,19,"LCO10A",1,"LCO12",4
"1602",640.8055292,20,"LCO10A",1,"LCO12",5
"1434",641.0558214,21,"LCO10A",1,"LCO12",3
"1395",641.188242,22,"LCO10A",1,"LCO12",2
"1289",641.2944214,23,"LCO10A",1,"LCO12",1
"3829",717.6508455,24,"LCO10A",1,"LCO4",1
"3758",846.9484062,25,"LCO10A",1,"LCO3",1
"2999",939.5365112,26,"LCO10A",1,"LCO2",1
"1805",996.8738847,27,"LCO10A",1,"LCO14",3
"1705",997.1334738,28,"LCO10A",1,"LCO14",2
"1634",997.4230126,29,"LCO10A",1,"LCO14",1
"2003",1090.201754,30,"LCO10A",1,"LCO15",3
"1864",1090.442056,31,"LCO10A",1,"LCO15",1
"2065",1090.920525,32,"LCO10A",1,"LCO15",4
"1930",1090.93833,33,"LCO10A",1,"LCO15",2
"2145",1091.708321,34,"LCO10A",1,"LCO15",5
"2348",1151.751529,35,"LCO10A",1,"LCO15",8
"2309",1151.891695,36,"LCO10A",1,"LCO15",7
"2207",1152.420263,37,"LCO10A",1,"LCO15",6
"2464",1363.513745,38,"LCO10A",1,"LCO16",1
"2516",1868.120252,39,"LCO10A",1,"LCO17",1
"2614",1869.006139,40,"LCO10A",1,"LCO17",2
"2820",2325.86078,41,"LCO10A",1,"LCO19",3
"2750",2325.994181,42,"LCO10A",1,"LCO19",2
"2899",2326.132719,43,"LCO10A",1,"LCO19",4
"2678",2326.221536,44,"LCO10A",1,"LCO19",1
"2964",2326.388895,45,"LCO10A",1,"LCO19",5
"462",2509.892896,46,"LCO10A",1,"BTI4",2
"9",2555.695527,47,"LCO10A",1,"BTI1",1
"357",2608.59659,48,"LCO10A",1,"BTI4",1
"193",2741.815883,49,"LCO10A",1,"BTI2",2
"232",2745.108618,50,"LCO10A",1,"BTI3",1
"75",2747.544971,51,"LCO10A",1,"BTI2",1
"322",2791.990152,52,"LCO10A",1,"BTI3",2
"701",2844.691897,53,"LCO10A",1,"BTI6",1
"624",2869.104224,54,"LCO10A",1,"BTI5",2
"3173",2885.258661,55,"LCO10A",1,"LCO20",2
"3237",2885.433062,56,"LCO10A",1,"LCO20",3
"3109",2885.587053,57,"LCO10A",1,"LCO20",1
"524",2890.425777,58,"LCO10A",1,"BTI5",1
"4669",3115.330004,59,"LCO10A",1,"LTI1",1
"5093",3191.951911,60,"LCO10A",1,"LTI6",1
"4922",3207.300199,61,"LCO10A",1,"LTI5",1
"4990",3210.961257,62,"LCO10A",1,"LTI5",2
"4711",3218.343905,63,"LCO10A",1,"LTI2",1
"3330",3233.733968,64,"LCO10A",1,"LCO21",1
"3399",3233.860885,65,"LCO10A",1,"LCO21",2
"3442",3234.03874,66,"LCO10A",1,"LCO21",3
"4886",3286.436978,67,"LCO10A",1,"LTI4",1
"4806",3330.949132,68,"LCO10A",1,"LTI3",1
"3537",3362.8904,69,"LCO10A",1,"LCO21",4
"3582",3363.392742,70,"LCO10A",1,"LCO21",5
"3648",3363.511246,71,"LCO10A",1,"LCO21",6
"736",1.680190715,1,"LCO10A",2,"LCO10A",1
"853",2.921514376,2,"LCO10A",2,"LCO10A",3
"979",4.492799694,3,"LCO10A",2,"LCO10A",4
"1059",7.353474472,4,"LCO10A",2,"LCO10A",5
"4504",135.3546042,5,"LCO10A",2,"LCO9C",4
"4428",135.4281455,6,"LCO10A",2,"LCO9C",3
"4563",135.4464905,7,"LCO10A",2,"LCO9C",5
"4366",135.6782302,8,"LCO10A",2,"LCO9C",2
"4269",135.7343919,9,"LCO10A",2,"LCO9C",1
"4206",242.6837836,10,"LCO10A",2,"LCO9B",5
"4166",242.9656419,11,"LCO10A",2,"LCO9B",4
"4051",243.0452423,12,"LCO10A",2,"LCO9B",3
"4013",243.3852501,13,"LCO10A",2,"LCO9B",2
"3912",243.5258054,14,"LCO10A",2,"LCO9B",1
"1207",471.1688208,15,"LCO10A",2,"LCO11B",2
"1130",471.189418,16,"LCO10A",2,"LCO11B",1
"1226",471.2593552,17,"LCO10A",2,"LCO11B",3
"3843",488.4188371,18,"LCO10A",2,"LCO8A",1
"1520",641.6737462,19,"LCO10A",2,"LCO12",4
"1595",641.7776479,20,"LCO10A",2,"LCO12",5
"1479",642.0406271,21,"LCO10A",2,"LCO12",3
"1409",642.1762608,22,"LCO10A",2,"LCO12",2
"1331",642.2859483,23,"LCO10A",2,"LCO12",1
"3788",716.9612498,24,"LCO10A",2,"LCO4",1
"3705",846.1721585,25,"LCO10A",2,"LCO3",1
"3045",938.7111055,26,"LCO10A",2,"LCO2",1
"1812",997.8217497,27,"LCO10A",2,"LCO14",3
"1735",998.0853989,28,"LCO10A",2,"LCO14",2
"1680",998.3776115,29,"LCO10A",2,"LCO14",1
"2015",1091.121566,30,"LCO10A",2,"LCO15",3
"1910",1091.367262,31,"LCO10A",2,"LCO15",1
"2105",1091.837451,32,"LCO10A",2,"LCO15",4
"1965",1091.860731,33,"LCO10A",2,"LCO15",2
"2177",1092.622523,34,"LCO10A",2,"LCO15",5
"2359",1152.665727,35,"LCO10A",2,"LCO15",8
"2316",1152.808679,36,"LCO10A",2,"LCO15",7
"2243",1153.344379,37,"LCO10A",2,"LCO15",6
"2474",1364.438081,38,"LCO10A",2,"LCO16",1
"2506",1869.275093,39,"LCO10A",2,"LCO17",1
"2604",1870.158499,40,"LCO10A",2,"LCO17",2
"2794",2327.021015,41,"LCO10A",2,"LCO19",3
"2731",2327.155401,42,"LCO10A",2,"LCO19",2
"2861",2327.291851,43,"LCO10A",2,"LCO19",4
"2663",2327.38383,44,"LCO10A",2,"LCO19",1
"2918",2327.547027,45,"LCO10A",2,"LCO19",5
"482",2509.154193,46,"LCO10A",2,"BTI4",2
"36",2554.748572,47,"LCO10A",2,"BTI1",1
"404",2607.7971,48,"LCO10A",2,"BTI4",1
"174",2740.836602,49,"LCO10A",2,"BTI2",2
"276",2744.174361,50,"LCO10A",2,"BTI3",1
"74",2746.549808,51,"LCO10A",2,"BTI2",1
"299",2791.083879,52,"LCO10A",2,"BTI3",2
"646",2843.898317,53,"LCO10A",2,"BTI6",1
"580",2868.373389,54,"LCO10A",2,"BTI5",2
"3157",2886.460541,55,"LCO10A",2,"LCO20",2
"3204",2886.634082,56,"LCO10A",2,"LCO20",3
"3062",2886.789784,57,"LCO10A",2,"LCO20",1
"516",2889.692876,58,"LCO10A",2,"BTI5",1
"4620",3114.932018,59,"LCO10A",2,"LTI1",1
"5057",3191.513954,60,"LCO10A",2,"LTI6",1
"4908",3206.849571,61,"LCO10A",2,"LTI5",1
"4978",3210.514964,62,"LCO10A",2,"LTI5",2
"4688",3217.99693,63,"LCO10A",2,"LTI2",1
"3316",3234.942206,64,"LCO10A",2,"LCO21",1
"3396",3235.068481,65,"LCO10A",2,"LCO21",2
"3468",3235.244772,66,"LCO10A",2,"LCO21",3
"4875",3285.975412,67,"LCO10A",2,"LTI4",1
"4810",3330.554331,68,"LCO10A",2,"LTI3",1
"3490",3364.099836,69,"LCO10A",2,"LCO21",4
"3552",3364.600116,70,"LCO10A",2,"LCO21",5
"3666",3364.71806,71,"LCO10A",2,"LCO21",6
"987",1.575516436,1,"LCO10A",3,"LCO10A",4
"825",2.921514376,2,"LCO10A",3,"LCO10A",2
"1030",4.447624665,3,"LCO10A",3,"LCO10A",5
"773",4.573142933,4,"LCO10A",3,"LCO10A",1
"4538",135.1940486,5,"LCO10A",3,"LCO9C",4
"4581",135.2537417,6,"LCO10A",3,"LCO9C",5
"4433",135.3002347,7,"LCO10A",3,"LCO9C",3
"4346",135.5847328,8,"LCO10A",3,"LCO9C",2
"4286",135.6686768,9,"LCO10A",3,"LCO9C",1
"4220",242.0836714,10,"LCO10A",3,"LCO9B",5
"4141",242.3883967,11,"LCO10A",3,"LCO9B",4
"4091",242.4901704,12,"LCO10A",3,"LCO9B",3
"4011",242.8535958,13,"LCO10A",3,"LCO9B",2
"3940",243.0178446,14,"LCO10A",3,"LCO9B",1
"1177",472.3314447,15,"LCO10A",3,"LCO11B",2
"1104",472.3613053,16,"LCO10A",3,"LCO11B",1
"1242",472.4140084,17,"LCO10A",3,"LCO11B",3
"3842",487.5540977,18,"LCO10A",3,"LCO8A",1
"1527",642.7925737,19,"LCO10A",3,"LCO12",4
"1630",642.8845512,20,"LCO10A",3,"LCO12",5
"1459",643.1725514,21,"LCO10A",3,"LCO12",3
"1365",643.3145322,22,"LCO10A",3,"LCO12",2
"1349",643.4311548,23,"LCO10A",3,"LCO12",1
"3808",716.4144248,24,"LCO10A",3,"LCO4",1
"3713",845.4603425,25,"LCO10A",3,"LCO3",1
"3046",937.9046072,26,"LCO10A",3,"LCO2",1
"1834",998.8778949,27,"LCO10A",3,"LCO14",3
"1716",999.14951,28,"LCO10A",3,"LCO14",2
"1664",999.4469718,29,"LCO10A",3,"LCO14",1
"2057",1092.122359,30,"LCO10A",3,"LCO15",3
"1875",1092.378581,31,"LCO10A",3,"LCO15",1
"2119",1092.832613,32,"LCO10A",3,"LCO15",4
"1981",1092.866571,33,"LCO10A",3,"LCO15",2
"2193",1093.612374,34,"LCO10A",3,"LCO15",5
"2396",1153.655296,35,"LCO10A",3,"LCO15",8
"2313",1153.803677,36,"LCO10A",3,"LCO15",7
"2202",1154.353289,37,"LCO10A",3,"LCO15",6
"2447",1365.44666,38,"LCO10A",3,"LCO16",1
"2515",1870.745039,39,"LCO10A",3,"LCO17",1
"2621",1871.623316,40,"LCO10A",3,"LCO17",2
"2816",2328.501627,41,"LCO10A",3,"LCO19",3
"2763",2328.638054,42,"LCO10A",3,"LCO19",2
"2876",2328.77018,43,"LCO10A",3,"LCO19",4
"2697",2328.868709,44,"LCO10A",3,"LCO19",1
"2968",2329.023284,45,"LCO10A",3,"LCO19",5
"455",2507.303495,46,"LCO10A",3,"BTI4",2
"66",2552.593386,47,"LCO10A",3,"BTI1",1
"406",2605.855854,48,"LCO10A",3,"BTI4",1
"163",2738.635589,49,"LCO10A",3,"BTI2",2
"254",2742.037173,50,"LCO10A",3,"BTI3",1
"81",2744.326486,51,"LCO10A",3,"BTI2",1
"330",2788.986766,52,"LCO10A",3,"BTI3",2
"668",2841.965684,53,"LCO10A",3,"BTI6",1
"571",2866.534278,54,"LCO10A",3,"BTI5",2
"510",2887.850653,55,"LCO10A",3,"BTI5",1
"3128",2888.027595,56,"LCO10A",3,"LCO20",2
"3235",2888.199334,57,"LCO10A",3,"LCO20",3
"3077",2888.358626,58,"LCO10A",3,"LCO20",1
"4618",3113.608819,59,"LCO10A",3,"LTI1",1
"5043",3190.127125,60,"LCO10A",3,"LTI6",1
"4916",3205.442664,61,"LCO10A",3,"LTI5",1
"5010",3209.114917,62,"LCO10A",3,"LTI5",2
"4748",3216.755423,63,"LCO10A",3,"LTI2",1
"3300",3236.522454,64,"LCO10A",3,"LCO21",1
"3359",3236.64738,65,"LCO10A",3,"LCO21",2
"3423",3236.820381,66,"LCO10A",3,"LCO21",3
"4882",3284.551172,67,"LCO10A",3,"LTI4",1
"4787",3329.236103,68,"LCO10A",3,"LTI3",1
"3504",3365.682553,69,"LCO10A",3,"LCO21",4
"3554",3366.178492,70,"LCO10A",3,"LCO21",5
"3690",3366.295259,71,"LCO10A",3,"LCO21",6
"865",1.575516436,1,"LCO10A",4,"LCO10A",3
"1005",2.87429876,2,"LCO10A",4,"LCO10A",5
"836",4.492799694,3,"LCO10A",4,"LCO10A",2
"781",6.148634503,4,"LCO10A",4,"LCO10A",1
"4511",134.9908166,5,"LCO10A",4,"LCO9C",4
"4585",135.0332376,6,"LCO10A",4,"LCO9C",5
"4425",135.1144964,7,"LCO10A",4,"LCO9C",3
"4377",135.4174152,8,"LCO10A",4,"LCO9C",2
"4317",135.5162675,9,"LCO10A",4,"LCO9C",1
"4249",241.6349643,10,"LCO10A",4,"LCO9B",5
"4186",241.9517811,11,"LCO10A",4,"LCO9B",4
"4102",242.0652977,12,"LCO10A",4,"LCO9B",3
"4030",242.4411181,13,"LCO10A",4,"LCO9B",2
"3958",242.6179272,14,"LCO10A",4,"LCO9B",1
"1154",473.0930275,15,"LCO10A",4,"LCO11B",2
"1109",473.1276439,16,"LCO10A",4,"LCO11B",1
"1258",473.1714961,17,"LCO10A",4,"LCO11B",3
"3896",486.9593753,18,"LCO10A",4,"LCO8A",1
"1506",643.5300448,19,"LCO10A",4,"LCO12",4
"1604",643.6158775,20,"LCO10A",4,"LCO12",5
"1481",643.9167647,21,"LCO10A",4,"LCO12",3
"1353",644.0620118,22,"LCO10A",4,"LCO12",2
"1294",644.1822026,23,"LCO10A",4,"LCO12",1
"3776",715.9848427,24,"LCO10A",4,"LCO4",1
"3749",844.9430987,25,"LCO10A",4,"LCO3",1
"3042",937.3373108,26,"LCO10A",4,"LCO2",1
"1778",999.5814172,27,"LCO10A",4,"LCO14",3
"1746",999.8571498,28,"LCO10A",4,"LCO14",2
"1704",1000.157324,29,"LCO10A",4,"LCO14",1
"1990",1092.796974,30,"LCO10A",4,"LCO15",3
"1858",1093.05865,31,"LCO10A",4,"LCO15",1
"2084",1093.504307,32,"LCO10A",4,"LCO15",4
"1928",1093.5438,33,"LCO10A",4,"LCO15",2
"2167",1094.281312,34,"LCO10A",4,"LCO15",5
"2355",1154.323947,35,"LCO10A",4,"LCO15",8
"2317",1154.475143,36,"LCO10A",4,"LCO15",7
"2255",1155.031964,37,"LCO10A",4,"LCO15",6
"2482",1366.124767,38,"LCO10A",4,"LCO16",1
"2534",1871.659429,39,"LCO10A",4,"LCO17",1
"2603",1872.535101,40,"LCO10A",4,"LCO17",2
"2829",2329.421177,41,"LCO10A",4,"LCO19",3
"2733",2329.558639,42,"LCO10A",4,"LCO19",2
"2893",2329.68857,43,"LCO10A",4,"LCO19",4
"2652",2329.790425,44,"LCO10A",4,"LCO19",1
"2928",2329.940622,45,"LCO10A",4,"LCO19",5
"489",2506.421207,46,"LCO10A",4,"BTI4",2
"57",2551.533248,47,"LCO10A",4,"BTI1",1
"421",2604.921065,48,"LCO10A",4,"BTI4",1
"158",2737.54825,49,"LCO10A",4,"BTI2",2
"260",2740.987618,50,"LCO10A",4,"BTI3",1
"82",2743.225883,51,"LCO10A",4,"BTI2",1
"344",2787.960812,52,"LCO10A",4,"BTI3",2
"652",2841.035829,53,"LCO10A",4,"BTI6",1
"575",2865.658565,54,"LCO10A",4,"BTI5",2
"532",2886.973137,55,"LCO10A",4,"BTI5",1
"3172",2888.990739,56,"LCO10A",4,"LCO20",2
"3239",2889.161566,57,"LCO10A",4,"LCO20",3
"3090",2889.322673,58,"LCO10A",4,"LCO20",1
"4653",3113.026707,59,"LCO10A",4,"LTI1",1
"5054",3189.509165,60,"LCO10A",4,"LTI6",1
"4918",3204.813375,61,"LCO10A",4,"LTI5",1
"4985",3208.489496,62,"LCO10A",4,"LTI5",2
